Ensemble,CV,variable
Env,0.973560230956778,div_and_fold
Env,0.9940465182995863,fold_growth
Env,0.5612856544531694,division_ratio
Env,0.8616073118408412,added_length
Env,0.9987411242195771,generationtime
Env,0.6388667424605051,length_birth
Env,0.6195927639166636,length_final
Env,0.5397025467964074,growth_rate
Lin,1.165037740442698,div_and_fold
Lin,1.2158774670688781,fold_growth
Lin,0.5786395296416179,division_ratio
Lin,1.0441796267852608,added_length
Lin,1.1536466345843364,generationtime
Lin,0.7690601785088987,length_birth
Lin,0.6951751397863462,length_final
Lin,0.3493556273094187,growth_rate
Lin,0.7586048829432741,div_and_fold
Lin,0.7227191699643182,fold_growth
Lin,0.5594713144272864,division_ratio
Lin,0.6291976373401892,added_length
Lin,0.7795497694183445,generationtime
Lin,0.447780979959634,length_birth
Lin,0.49619965700860985,length_final
Lin,0.5403830686877401,growth_rate
Env,0.6574109239197283,div_and_fold
Env,0.6277227677551238,fold_growth
Env,0.53280979241972,division_ratio
Env,0.5408466001297786,added_length
Env,0.7500966438952865,generationtime
Env,0.554651983404157,length_birth
Env,0.48971498294244553,length_final
Env,0.4289109409610658,growth_rate
Lin,0.4579026164156121,div_and_fold
Lin,0.48990447518070335,fold_growth
Lin,0.5178004636462336,division_ratio
Lin,0.3988546332687918,added_length
Lin,0.45885991187037767,generationtime
Lin,0.5545706222976114,length_birth
Lin,0.45456378502696815,length_final
Lin,0.24511699593464054,growth_rate
Lin,0.8404593039722826,div_and_fold
Lin,0.7457120717644278,fold_growth
Lin,0.47750412369193734,division_ratio
Lin,0.6291262591162515,added_length
Lin,0.9647729781220603,generationtime
Lin,0.5650219075577549,length_birth
Lin,0.465525438513585,length_final
Lin,0.40949785332416044,growth_rate
Env,0.8532782201854636,div_and_fold
Env,0.8524045782815121,fold_growth
Env,0.4270034901021341,division_ratio
Env,0.7210355269110668,added_length
Env,0.8544861283152366,generationtime
Env,0.7700137204760302,length_birth
Env,0.7168981599407918,length_final
Env,0.321038710902858,growth_rate
Lin,0.854582622630821,div_and_fold
Lin,0.7757941024595697,fold_growth
Lin,0.4289773764005618,division_ratio
Lin,0.7347510297577077,added_length
Lin,0.7777696828068756,generationtime
Lin,0.7877262414591122,length_birth
Lin,0.7296246831035529,length_final
Lin,0.19937659660344598,growth_rate
Lin,0.8932344136061359,div_and_fold
Lin,0.955010717894937,fold_growth
Lin,0.4397429550940242,division_ratio
Lin,0.6855297629185182,added_length
Lin,0.955941367872184,generationtime
Lin,0.542171646191535,length_birth
Lin,0.49446563757584927,length_final
Lin,0.4191823825883563,growth_rate
Env,0.6989395237944326,div_and_fold
Env,0.7030352636475997,fold_growth
Env,0.589046999574273,division_ratio
Env,0.5453665448279047,added_length
Env,1.9254911898938993,generationtime
Env,0.7381413284037518,length_birth
Env,0.5356761051177443,length_final
Env,1.3111006296506542,growth_rate
Lin,0.8088533627773911,div_and_fold
Lin,0.664395569226545,fold_growth
Lin,0.44228807437666545,division_ratio
Lin,0.5284660228960069,added_length
Lin,0.9263814640830673,generationtime
Lin,0.2308690851844163,length_birth
Lin,0.3864799033034908,length_final
Lin,0.4012467304105474,growth_rate
Lin,0.6853676560046015,div_and_fold
Lin,0.7261854530980436,fold_growth
Lin,0.5472549233794822,division_ratio
Lin,0.5756967274609054,added_length
Lin,0.6539917635146512,generationtime
Lin,0.6598274397966195,length_birth
Lin,0.4842092557257369,length_final
Lin,0.592157224834533,growth_rate
Env,0.7951345576538077,div_and_fold
Env,0.840535493334871,fold_growth
Env,0.48096220623191227,division_ratio
Env,0.713004216749507,added_length
Env,0.8057485914853583,generationtime
Env,0.7787952206108509,length_birth
Env,0.6600201631058379,length_final
Env,0.474895452546143,growth_rate
Lin,0.8584146761484345,div_and_fold
Lin,0.9736221141445763,fold_growth
Lin,0.5025054635063604,division_ratio
Lin,0.7832753022696646,added_length
Lin,0.9719893125239043,generationtime
Lin,0.8080590475231643,length_birth
Lin,0.6591668461944521,length_final
Lin,0.36068161593570447,growth_rate
Lin,0.740951723535792,div_and_fold
Lin,0.6788792603233192,fold_growth
Lin,0.43917186615721665,division_ratio
Lin,0.6590753442422099,added_length
Lin,0.6398124936795481,generationtime
Lin,0.7257529388053829,length_birth
Lin,0.6759621019419985,length_final
Lin,0.536547037572278,growth_rate
Env,0.9744798927017512,div_and_fold
Env,1.0036216345652418,fold_growth
Env,0.5330445017881859,division_ratio
Env,1.0976024540732956,added_length
Env,1.0312853089887337,generationtime
Env,1.1280009566034184,length_birth
Env,1.0047241591875409,length_final
Env,0.4558875260914817,growth_rate
Lin,0.8367459823190344,div_and_fold
Lin,0.8710964285223218,fold_growth
Lin,0.5236794668088908,division_ratio
Lin,0.977518762981058,added_length
Lin,0.9948820432846868,generationtime
Lin,1.0526870478792982,length_birth
Lin,0.9623444860470568,length_final
Lin,0.4851141239160404,growth_rate
Lin,1.0977671626607257,div_and_fold
Lin,1.1232379309011045,fold_growth
Lin,0.5445742973813332,division_ratio
Lin,1.2044966446950076,added_length
Lin,1.0712884571320775,generationtime
Lin,1.1792508502114916,length_birth
Lin,1.0257119379590642,length_final
Lin,0.42194958451677167,growth_rate
Env,0.822834436647015,div_and_fold
Env,0.9065729313046141,fold_growth
Env,0.5539590674179211,division_ratio
Env,0.7971866051625102,added_length
Env,0.9849669256098017,generationtime
Env,0.7338245962829337,length_birth
Env,0.7239772834036843,length_final
Env,0.5031232269838497,growth_rate
Lin,0.8740580717452036,div_and_fold
Lin,0.9184593513828335,fold_growth
Lin,0.4414045175973096,division_ratio
Lin,0.7998770240842487,added_length
Lin,1.144566124174463,generationtime
Lin,0.7486780697805969,length_birth
Lin,0.6634224636397671,length_final
Lin,0.49278586356946963,growth_rate
Lin,0.7751931584358026,div_and_fold
Lin,0.8853506605934701,fold_growth
Lin,0.5957334234144691,division_ratio
Lin,0.7611117383343012,added_length
Lin,0.8147621418225282,generationtime
Lin,0.7175368130798565,length_birth
Lin,0.7299301382846765,length_final
Lin,0.4968186209846651,growth_rate
Env,0.6353072503796875,div_and_fold
Env,0.6498312746631956,fold_growth
Env,0.49965471145288637,division_ratio
Env,0.6417238904899898,added_length
Env,1.0375051986387014,generationtime
Env,0.511240409562735,length_birth
Env,0.592694377525824,length_final
Env,0.5330507647708038,growth_rate
Lin,0.5774265462396067,div_and_fold
Lin,0.5705579991766999,fold_growth
Lin,0.4345144002017804,division_ratio
Lin,0.5508709567615127,added_length
Lin,0.6360718223723457,generationtime
Lin,0.49680968676736287,length_birth
Lin,0.5336965711861185,length_final
Lin,0.48921387505011965,growth_rate
Lin,0.7034736234034674,div_and_fold
Lin,0.7444437941641288,fold_growth
Lin,0.5360576365261429,division_ratio
Lin,0.7298588604122046,added_length
Lin,1.3350398535247128,generationtime
Lin,0.48535416031211814,length_birth
Lin,0.6143041078803766,length_final
Lin,0.5200030570241398,growth_rate
Env,0.586460110677778,div_and_fold
Env,0.6444474777799591,fold_growth
Env,0.47260494619229537,division_ratio
Env,0.563852280906461,added_length
Env,0.635223906887696,generationtime
Env,0.5603343754536426,length_birth
Env,0.5414929631278582,length_final
Env,0.42311551169884876,growth_rate
Lin,0.5308844728244808,div_and_fold
Lin,0.5709139715985583,fold_growth
Lin,0.44256925084145177,division_ratio
Lin,0.529201731173464,added_length
Lin,0.6439842083463048,generationtime
Lin,0.5018041646080641,length_birth
Lin,0.49860498278088466,length_final
Lin,0.42504678170032983,growth_rate
Lin,0.6512887332449231,div_and_fold
Lin,0.7245692316747593,fold_growth
Lin,0.5088562515124284,division_ratio
Lin,0.5665158376665183,added_length
Lin,0.639616562732166,generationtime
Lin,0.5472658118819788,length_birth
Lin,0.47708890323040537,length_final
Lin,0.428196485052387,growth_rate
Env,0.9377039930510878,div_and_fold
Env,1.015287230822006,fold_growth
Env,0.5733695354158084,division_ratio
Env,0.8415487067459584,added_length
Env,0.9411273056209463,generationtime
Env,0.8756896183247288,length_birth
Env,0.6967578100539931,length_final
Env,0.38064452490467826,growth_rate
Lin,1.0472837034484077,div_and_fold
Lin,1.1463776597337083,fold_growth
Lin,0.6359224608073605,division_ratio
Lin,0.9277684881122781,added_length
Lin,1.0519705859216386,generationtime
Lin,0.9612071132369212,length_birth
Lin,0.6526221239476537,length_final
Lin,0.37128393293424206,growth_rate
Lin,0.8435720922248292,div_and_fold
Lin,0.8963113206868392,fold_growth
Lin,0.4830408735909138,division_ratio
Lin,0.7606565551675365,added_length
Lin,0.8311961654292878,generationtime
Lin,0.8033019607198875,length_birth
Lin,0.741025539321416,length_final
Lin,0.37904493650194115,growth_rate
Env,0.8257145440091955,div_and_fold
Env,0.9098932396880486,fold_growth
Env,0.4247776957669101,division_ratio
Env,0.8936877042828787,added_length
Env,0.9276466427525257,generationtime
Env,0.8948269339444853,length_birth
Env,0.8388857187154009,length_final
Env,0.4867634225347892,growth_rate
Lin,0.6871731150761189,div_and_fold
Lin,0.8000579070432514,fold_growth
Lin,0.4273555152514285,division_ratio
Lin,0.7484886378953304,added_length
Lin,0.7968740321037459,generationtime
Lin,0.9644530366806846,length_birth
Lin,0.7503407923019255,length_final
Lin,0.5179976557270269,growth_rate
Lin,0.9751047044757232,div_and_fold
Lin,1.0411879470962957,fold_growth
Lin,0.440972911993978,division_ratio
Lin,1.0365122649749379,added_length
Lin,1.0475884936165956,generationtime
Lin,0.7261029277340686,length_birth
Lin,0.8636269659804945,length_final
Lin,0.3964120753103484,growth_rate
Env,0.6663065787979855,div_and_fold
Env,0.7692597325156221,fold_growth
Env,0.4570271057546749,division_ratio
Env,0.710347926059724,added_length
Env,0.822096191437252,generationtime
Env,0.5896469206894595,length_birth
Env,0.6348144759030514,length_final
Env,0.7717507573990455,growth_rate
Lin,0.46822479547404555,div_and_fold
Lin,0.8438141355225763,fold_growth
Lin,0.45864335669929296,division_ratio
Lin,0.9009436204623908,added_length
Lin,0.9029077306269216,generationtime
Lin,0.7047332320919409,length_birth
Lin,0.8583696294358397,length_final
Lin,0.7799806931976068,growth_rate
Lin,0.7751271762042277,div_and_fold
Lin,0.7427506508552294,fold_growth
Lin,0.4889386074986871,division_ratio
Lin,0.5597657234304252,added_length
Lin,0.7714245355171709,generationtime
Lin,0.48691710754350964,length_birth
Lin,0.4030215677066075,length_final
Lin,0.6777558245288718,growth_rate
Env,1.0076361808273033,div_and_fold
Env,1.0225432015709357,fold_growth
Env,0.44642273594041776,division_ratio
Env,0.9515823846287446,added_length
Env,0.9219738883357651,generationtime
Env,0.7657663359370663,length_birth
Env,0.8580997301107466,length_final
Env,0.36977855725467446,growth_rate
Lin,1.1094609947221485,div_and_fold
Lin,1.0936211653298367,fold_growth
Lin,0.27856366548692696,division_ratio
Lin,0.9987390461268456,added_length
Lin,0.9834068539894462,generationtime
Lin,0.6501560782384903,length_birth
Lin,0.6935012838641115,length_final
Lin,0.3496404765963873,growth_rate
Lin,0.9522906263637259,div_and_fold
Lin,0.9876927753317569,fold_growth
Lin,0.5250662769893484,division_ratio
Lin,0.8021359282741378,added_length
Lin,0.9014654351751399,generationtime
Lin,0.6662922427238499,length_birth
Lin,0.7050625374974228,length_final
Lin,0.39705626675193884,growth_rate
Env,0.8168689032807587,div_and_fold
Env,0.9617482098895757,fold_growth
Env,0.38142751275150333,division_ratio
Env,0.8457670975482917,added_length
Env,1.2405908175434983,generationtime
Env,0.8576551961250112,length_birth
Env,0.711587254815731,length_final
Env,0.5817494045738937,growth_rate
Lin,0.94782383273041,div_and_fold
Lin,1.1614321965309236,fold_growth
Lin,0.21062947369529197,division_ratio
Lin,1.0077942401768079,added_length
Lin,1.5904713766195302,generationtime
Lin,0.9034562786282988,length_birth
Lin,0.6435057077010317,length_final
Lin,0.6028211711056458,growth_rate
Lin,0.7164155051926248,div_and_fold
Lin,0.7831808913068496,fold_growth
Lin,0.4601122292505237,division_ratio
Lin,0.6148719238296632,added_length
Lin,0.8586109204788883,generationtime
Lin,0.6098560821734925,length_birth
Lin,0.5040994521182358,length_final
Lin,0.5794707786834257,growth_rate
Env,0.7509629682006658,div_and_fold
Env,0.8181901224676495,fold_growth
Env,0.4595316472597018,division_ratio
Env,0.6689504427360051,added_length
Env,0.9888545526833908,generationtime
Env,0.5948257352849011,length_birth
Env,0.47036955273271247,length_final
Env,0.5394365648210316,growth_rate
Lin,0.7577669795617671,div_and_fold
Lin,0.8361720994306475,fold_growth
Lin,0.4179476467976556,division_ratio
Lin,0.6478181763134646,added_length
Lin,0.9197314243275968,generationtime
Lin,0.5041229022456786,length_birth
Lin,0.4398546492286717,length_final
Lin,0.5094200429598581,growth_rate
Lin,0.7808724079787961,div_and_fold
Lin,0.8374899626474837,fold_growth
Lin,0.5130835775615634,division_ratio
Lin,0.7151478420200923,added_length
Lin,1.0354869588981979,generationtime
Lin,0.6519963846905387,length_birth
Lin,0.48965422942885445,length_final
Lin,0.4701678920955321,growth_rate
Env,0.5601151496951142,div_and_fold
Env,0.5947328433648,fold_growth
Env,0.4311631473424282,division_ratio
Env,0.5456342678166891,added_length
Env,0.8061969581368852,generationtime
Env,0.8506897998031903,length_birth
Env,0.6404157981018058,length_final
Env,0.47523763502910993,growth_rate
Lin,0.5214492447221848,div_and_fold
Lin,0.6428086012891545,fold_growth
Lin,0.43691898480097713,division_ratio
Lin,0.4763119998538816,added_length
Lin,0.9307529725107953,generationtime
Lin,1.010007998775843,length_birth
Lin,0.6331477210235121,length_final
Lin,0.48065538613570247,growth_rate
Lin,0.616556273609853,div_and_fold
Lin,0.5707333577166274,fold_growth
Lin,0.4370461829527186,division_ratio
Lin,0.6061825271396768,added_length
Lin,0.7101552751822641,generationtime
Lin,0.7101641899703709,length_birth
Lin,0.6523778542854359,length_final
Lin,0.4897796242209196,growth_rate
Env,0.9625738363663453,div_and_fold
Env,1.049933483601388,fold_growth
Env,0.7249536131372423,division_ratio
Env,0.9746013687667251,added_length
Env,0.9595167386288027,generationtime
Env,1.1653242675945716,length_birth
Env,0.8694463225510917,length_final
Env,0.5066260939121097,growth_rate
Lin,0.5723951947534567,div_and_fold
Lin,0.7249366232973065,fold_growth
Lin,0.650606582891312,division_ratio
Lin,0.510055016250323,added_length
Lin,0.5544612478923424,generationtime
Lin,0.6310964151899999,length_birth
Lin,0.38347956739017136,length_final
Lin,0.591385444188398,growth_rate
Lin,1.2629222245690022,div_and_fold
Lin,1.3164614715627785,fold_growth
Lin,0.814866060429845,division_ratio
Lin,1.2947005332938264,added_length
Lin,1.2646614642102285,generationtime
Lin,1.5502671833454271,length_birth
Lin,1.17366753901282,length_final
Lin,0.38069660931179616,growth_rate
Env,0.9211810172526211,div_and_fold
Env,0.9708790738531691,fold_growth
Env,0.6795223319176901,division_ratio
Env,0.8026713372433617,added_length
Env,1.0519327340310232,generationtime
Env,1.0094371439112921,length_birth
Env,0.9150380470914004,length_final
Env,0.5682190496014233,growth_rate
Lin,0.743201442687007,div_and_fold
Lin,0.769303013294794,fold_growth
Lin,0.6544196760410674,division_ratio
Lin,0.6789931158304041,added_length
Lin,0.7542386268024448,generationtime
Lin,0.7660266094731258,length_birth
Lin,0.642836974472988,length_final
Lin,0.701505720396768,growth_rate
Lin,1.104206159816617,div_and_fold
Lin,1.171746485778895,fold_growth
Lin,0.718892797561364,division_ratio
Lin,0.7473231788757013,added_length
Lin,1.3096855232301396,generationtime
Lin,0.7249431193681629,length_birth
Lin,0.5368798196555601,length_final
Lin,0.3747976962951508,growth_rate
Env,0.5477764835378158,div_and_fold
Env,0.6100513728030423,fold_growth
Env,0.41944007502933883,division_ratio
Env,0.5756379415245126,added_length
Env,0.6303337814161951,generationtime
Env,0.7419361444170913,length_birth
Env,0.6527866757624465,length_final
Env,0.4540128643745534,growth_rate
Lin,0.43139138943204275,div_and_fold
Lin,0.484520704011268,fold_growth
Lin,0.33247938794662685,division_ratio
Lin,0.4987336518255278,added_length
Lin,0.5600450871251362,generationtime
Lin,0.5829233329904328,length_birth
Lin,0.5365137792438818,length_final
Lin,0.5507789809977676,growth_rate
Lin,0.6551703609064318,div_and_fold
Lin,0.732069682894322,fold_growth
Lin,0.5034555688525861,division_ratio
Lin,0.5914282074206112,added_length
Lin,0.7029395431859354,generationtime
Lin,0.7519058375252752,length_birth
Lin,0.5760566516273657,length_final
Lin,0.30119229113802304,growth_rate
Env,0.8123799221767797,div_and_fold
Env,0.9390784499606664,fold_growth
Env,0.4627290032576646,division_ratio
Env,0.7699489256850407,added_length
Env,0.922083973585427,generationtime
Env,0.6613371079703808,length_birth
Env,0.6051297104396105,length_final
Env,0.38898937876467393,growth_rate
Lin,0.774325210634982,div_and_fold
Lin,0.8527878395990536,fold_growth
Lin,0.3501177005371132,division_ratio
Lin,0.7303281268238753,added_length
Lin,0.9097740480048896,generationtime
Lin,0.5751012899216194,length_birth
Lin,0.5518962587397908,length_final
Lin,0.42155556112502707,growth_rate
Lin,0.8593909123558762,div_and_fold
Lin,1.0268497721875254,fold_growth
Lin,0.5536686106708932,division_ratio
Lin,0.8143320486265575,added_length
Lin,0.950872169399363,generationtime
Lin,0.7461103724324668,length_birth
Lin,0.6595683224096631,length_final
Lin,0.352151265758891,growth_rate
Env,1.0824167480776417,div_and_fold
Env,1.116846387194247,fold_growth
Env,0.735422471568747,division_ratio
Env,1.1165042488724735,added_length
Env,1.0441095549970723,generationtime
Env,1.0567652090483792,length_birth
Env,1.093559002668394,length_final
Env,0.6054632036064688,growth_rate
Lin,0.9326567739551873,div_and_fold
Lin,0.9072567372870147,fold_growth
Lin,0.6622600402012899,division_ratio
Lin,1.146034870696719,added_length
Lin,0.9387539640962123,generationtime
Lin,0.9456328745159198,length_birth
Lin,1.1779039407389873,length_final
Lin,0.5047182422161381,growth_rate
Lin,1.219832224901595,div_and_fold
Lin,1.2966403432718223,fold_growth
Lin,0.7974444702122669,division_ratio
Lin,1.0758651542783788,added_length
Lin,1.1325700185315728,generationtime
Lin,1.1118992531066116,length_birth
Lin,0.9447256643998179,length_final
Lin,0.6562883251652659,growth_rate
Env,0.7582212454657631,div_and_fold
Env,0.756104352478993,fold_growth
Env,0.4824003774167268,division_ratio
Env,0.6828891417212025,added_length
Env,0.8680947228636248,generationtime
Env,0.6635347896098148,length_birth
Env,0.6160203522021908,length_final
Env,0.3928229894771092,growth_rate
Lin,0.722088027601331,div_and_fold
Lin,0.7257476847494277,fold_growth
Lin,0.5335786585712872,division_ratio
Lin,0.6682890006618725,added_length
Lin,0.8201382904565473,generationtime
Lin,0.6744240275465239,length_birth
Lin,0.6253095098211056,length_final
Lin,0.33985615409958336,growth_rate
Lin,0.8083973036825582,div_and_fold
Lin,0.7985749786619278,fold_growth
Lin,0.42584210332519323,division_ratio
Lin,0.7094730523135889,added_length
Lin,0.9257984991364152,generationtime
Lin,0.6449726139537686,length_birth
Lin,0.6061797530269679,length_final
Lin,0.4460414843563461,growth_rate
Exp,0.8435841922714158,div_and_fold
Exp,0.8287234993350204,fold_growth
Exp,0.7371062373623253,division_ratio
Exp,0.7149556710281143,added_length
Exp,0.7338402649470387,generationtime
Exp,0.7621471956035042,length_birth
Exp,0.6674310259053924,length_final
Exp,0.7347458643135504,growth_rate
Env,0.6463223841287318,div_and_fold
Env,0.6058198295456565,fold_growth
Env,0.5374005885972021,division_ratio
Env,0.49997738144865167,added_length
Env,0.5229138524637831,generationtime
Env,0.5336809058007153,length_birth
Env,0.4593720648418886,length_final
Env,0.5446687819159476,growth_rate
Lin,0.76966090111071,div_and_fold
Lin,0.7206539046230037,fold_growth
Lin,0.6360922921334798,division_ratio
Lin,0.5703799156913137,added_length
Lin,0.6413441866272432,generationtime
Lin,0.5387966836854295,length_birth
Lin,0.44279940483972663,length_final
Lin,0.5623632351447861,growth_rate
Lin,0.5142411518971349,div_and_fold
Lin,0.4827665312806128,fold_growth
Lin,0.4320097756218079,division_ratio
Lin,0.4017511419983196,added_length
Lin,0.38722984050353326,generationtime
Lin,0.42285132057484304,length_birth
Lin,0.36473713658696005,length_final
Lin,0.5391334338268251,growth_rate
Env,0.8492092340563198,div_and_fold
Env,0.8281936332158892,fold_growth
Env,0.48764600236634076,division_ratio
Env,0.7898389832342129,added_length
Env,0.6433759340777738,generationtime
Env,0.8859332736314375,length_birth
Env,0.8350999424161691,length_final
Env,0.5944491714621815,growth_rate
Lin,0.6357688232782837,div_and_fold
Lin,0.5850524265097721,fold_growth
Lin,0.4714518161253911,division_ratio
Lin,0.49640932158617135,added_length
Lin,0.5164544564311432,generationtime
Lin,0.41916118212056275,length_birth
Lin,0.45380334601222666,length_final
Lin,0.6081829258298862,growth_rate
Lin,1.029822580708283,div_and_fold
Lin,1.0224844171821783,fold_growth
Lin,0.5011720371626376,division_ratio
Lin,0.9879545650317707,added_length
Lin,0.7461892654128578,generationtime
Lin,1.1367618326720468,length_birth
Lin,1.039305864633089,length_final
Lin,0.5639003422331345,growth_rate
Env,0.762953919898467,div_and_fold
Env,0.7222466999940917,fold_growth
Env,0.7382966123796092,division_ratio
Env,0.5966539764797756,added_length
Env,0.6741525972629535,generationtime
Env,0.662888504255234,length_birth
Env,0.5560190406109963,length_final
Env,0.6249872129690524,growth_rate
Lin,0.7391990614636048,div_and_fold
Lin,0.7275094272734914,fold_growth
Lin,0.8903816409957713,division_ratio
Lin,0.5860801694821434,added_length
Lin,0.693473153626529,generationtime
Lin,0.7268743700748814,length_birth
Lin,0.5692059243437778,length_final
Lin,0.6842058609111027,growth_rate
Lin,0.7922537398482993,div_and_fold
Lin,0.7166153230483864,fold_growth
Lin,0.5447425359998576,division_ratio
Lin,0.6163620584349634,added_length
Lin,0.666490398597276,generationtime
Lin,0.5740909555424101,length_birth
Lin,0.5471040107402214,length_final
Lin,0.5421281965810433,growth_rate
Env,0.7906592554788484,div_and_fold
Env,0.8209029444328281,fold_growth
Env,0.6533120833241951,division_ratio
Env,0.6781387165123758,added_length
Env,0.8166492178859953,generationtime
Env,0.6798790362892287,length_birth
Env,0.5319742641104828,length_final
Env,0.6482891272099923,growth_rate
Lin,0.8416850740257102,div_and_fold
Lin,0.8571363999800108,fold_growth
Lin,0.668980134783345,division_ratio
Lin,0.6919031165336237,added_length
Lin,0.8892381056910547,generationtime
Lin,0.639280596575016,length_birth
Lin,0.48826590125624686,length_final
Lin,0.6351399041695189,growth_rate
Lin,0.7492404649314698,div_and_fold
Lin,0.7922799433718033,fold_growth
Lin,0.6381911216505424,division_ratio
Lin,0.6713138083489306,added_length
Lin,0.7191835129965437,generationtime
Lin,0.6554177500236839,length_birth
Lin,0.5335350901881821,length_final
Lin,0.6356140978031766,growth_rate
Env,0.9376370480173397,div_and_fold
Env,0.9015004192145861,fold_growth
Env,0.899778950363093,division_ratio
Env,0.7683599491784308,added_length
Env,0.7938571099698253,generationtime
Env,0.714034279631977,length_birth
Env,0.7026101625606681,length_final
Env,0.9731336974963388,growth_rate
Lin,0.7543299091736376,div_and_fold
Lin,0.8041403606173736,fold_growth
Lin,0.47814458524035636,division_ratio
Lin,0.7388243809239577,added_length
Lin,0.8039033632812509,generationtime
Lin,0.5922467484744616,length_birth
Lin,0.5683008926129111,length_final
Lin,0.8558273217365561,growth_rate
Lin,1.0980052270471528,div_and_fold
Lin,0.9981403523972301,fold_growth
Lin,1.1807847178521602,division_ratio
Lin,0.7533232185905622,added_length
Lin,0.7854072949531095,generationtime
Lin,0.5609251469791317,length_birth
Lin,0.5868966900701459,length_final
Lin,1.0708097359891715,growth_rate
Env,0.942331498464993,div_and_fold
Env,0.8999837438045657,fold_growth
Env,0.810444656120862,division_ratio
Env,0.7719715410475848,added_length
Env,0.718453443527244,generationtime
Env,0.9538698420158142,length_birth
Env,0.8231343262476681,length_final
Env,0.7504676977018263,growth_rate
Lin,0.927775884861286,div_and_fold
Lin,0.8767612891808867,fold_growth
Lin,0.7514155228369146,division_ratio
Lin,0.8196109759730345,added_length
Lin,0.8065109445240803,generationtime
Lin,1.0504179372455682,length_birth
Lin,0.9079529626692078,length_final
Lin,0.7745920606900771,growth_rate
Lin,0.9732894158916445,div_and_fold
Lin,0.9364493583717974,fold_growth
Lin,0.874993063070917,division_ratio
Lin,0.7311463594765524,added_length
Lin,0.6335387642749645,generationtime
Lin,0.7941201105828462,length_birth
Lin,0.6958005720042999,length_final
Lin,0.7397908628203846,growth_rate
Env,1.1107229579084994,div_and_fold
Env,1.0702272006657128,fold_growth
Env,0.5518495805865431,division_ratio
Env,1.0464895883580698,added_length
Env,0.937289611617283,generationtime
Env,0.9848280212970706,length_birth
Env,0.8550011145219861,length_final
Env,0.6292660023448273,growth_rate
Lin,0.876441553937232,div_and_fold
Lin,0.9382534591853534,fold_growth
Lin,0.7042464455856575,division_ratio
Lin,0.745245409155237,added_length
Lin,0.7692365701721864,generationtime
Lin,0.5439584678346637,length_birth
Lin,0.44226671002511064,length_final
Lin,0.6641224996719954,growth_rate
Lin,1.367940907345063,div_and_fold
Lin,1.2389148592054737,fold_growth
Lin,0.39060858565807904,division_ratio
Lin,1.303316241861546,added_length
Lin,1.128806960767793,generationtime
Lin,1.0956738479861403,length_birth
Lin,0.9730772810088809,length_final
Lin,0.6240391067252528,growth_rate
Exp,1.3622704921126174,div_and_fold
Exp,1.2841499941030545,fold_growth
Exp,2.0311069086216684,division_ratio
Exp,1.105799742741665,added_length
Exp,1.2504558741183744,generationtime
Exp,1.038218312849714,length_birth
Exp,1.0494728906846118,length_final
Exp,1.6846819240894875,growth_rate
Env,1.1615000134550042,div_and_fold
Env,1.1798559266028055,fold_growth
Env,2.5378716303856335,division_ratio
Env,0.7451844138138631,added_length
Env,0.9838765649082464,generationtime
Env,0.8454389204305123,length_birth
