kind,slope,intercept,std_err,r_value
physical_units,2.3160800479122687,0.18692805956659653,0.026046794007084713,0.8284355309297565
physical_units,0.7807710630340114,0.2198538987686003,0.00828400203671281,0.8449253370889193
physical_units,1.0517999655979848,0.19640487558042108,0.009117854858084204,0.8868029945493117
physical_units,-1.662614909809918,1.7799808564382062,0.08389730363617999,-0.31307541074367007
physical_units,0.2728018040748331,0.48922222853819985,0.003491172472500447,0.7925822653812618
physical_units,0.8150766591569523,0.29954045289220455,0.009919809148544628,0.8070552483707017
physical_units,-0.19473142669995958,1.3331733385033075,0.008190750982126785,-0.36775977453630804
physical_units,0.12725958101635007,0.5586435805468524,0.004173108196823624,0.4523908979559301
physical_units,0.21069605009586842,0.8245524410046507,0.038168753710671105,0.0914389273342824
physical_units,0.2789958097743301,0.0730686957003922,0.0029274489694237297,0.8457895233639934
physical_units,0.39356676009894104,0.05096801853952393,0.0026156760150041277,0.9276705547767647
physical_units,-0.04630574187956838,0.37757040157207555,0.031259964081025514,-0.024451293835781335
physical_units,0.10020726540878137,0.16418836891463154,0.0011878349644773307,0.8123376447276732
physical_units,0.30147374472507366,0.09270955046673585,0.0032936053596749133,0.8339713101207122
physical_units,-0.07789087968355515,0.4844825307735669,0.0028493612309107323,-0.41139632680011495
physical_units,0.04478212707936235,0.19663301239117142,0.0014900348582989826,0.44451861475165466
physical_units,0.10286838374347217,0.2644844525477113,0.013482054203739232,0.12499474686792066
physical_units,1.146376406820046,0.12499953048849832,0.0093595822520803,0.8963996406539464
physical_units,-1.703501771770782,1.800676346960401,0.09065693259718104,-0.29833598721020316
physical_units,0.28972223493401417,0.45938784274777256,0.003894984544483292,0.7754630815387831
physical_units,0.9256491122912828,0.20511795499075636,0.009423343178986833,0.8512125462805724
physical_units,-0.22453020492009937,1.3842778108428229,0.008672372905755623,-0.3930761516370009
physical_units,0.12908830849211927,0.5547951004172145,0.004563162064127845,0.42320502965554657
physical_units,0.04820227586101103,0.9717221768741436,0.04094785668216733,0.019432992655633703
physical_units,-1.721704419013366,1.5702520219953051,0.06800149506492721,-0.38570052678810424
physical_units,0.22555544860602353,0.34366300890240753,0.0030029589327980537,0.7762128454431697
physical_units,0.7581345527680513,0.11302027212029742,0.006294549928530525,0.8920843353599669
physical_units,-0.24527783320817495,1.1797719918668617,0.006147284613706758,-0.5473475416571026
physical_units,0.08191061433351525,0.48421719468713526,0.0036574573269648205,0.34460505551868703
physical_units,0.290047619515428,0.5174502025902448,0.031381447949019536,0.14978922117131105
physical_units,-0.0038067956034837846,0.4688761642416116,0.0010736729716381698,-0.058442653974585965
physical_units,-0.06179429889941787,0.5155899180112348,0.002982019487272344,-0.3237300587621515
physical_units,0.049751519573107444,0.379641336149801,0.0014318267622833113,0.4976375611064874
physical_units,0.011546857171465504,0.4204392414705206,0.000857407395820357,0.21706111522065516
physical_units,-0.05034194210553606,0.5064641604402911,0.007127031691971684,-0.11584380471363946
physical_units,1.9395778990966697,0.22074466686023264,0.03587914086971242,0.6631921038013852
physical_units,0.08805483076866354,1.7721100639059584,0.025236279002890674,0.057099269830143594
physical_units,0.6938758440561891,-0.5552169915245104,0.007100225457815154,0.8482731621672377
physical_units,1.1564480047820804,0.8859305629332639,0.10756911867450045,0.17354410474680157
physical_units,-0.28294015113227466,1.3402695427609639,0.007293389033447458,-0.5365866076514109
physical_units,0.07212204412734864,0.6176016569114995,0.004429438041369889,0.25786349559912
physical_units,-0.6775179159126788,1.478658447809702,0.035658071427136756,-0.2973530642172767
physical_units,0.30612415594381076,0.5552169915245111,0.007100225457815152,0.5771307188927332
physical_units,0.06649758890884837,1.5866377138142307,0.07081968613128724,0.01538906681040914
physical_units,1.2229455936909288,2.472568276747494,0.13201778430097227,0.15011943891075413
trace_centered,2.3168003495519436,-0.0004342695103385295,0.02600132816321997,0.8289697780453381
trace_centered,0.7805577884634608,-0.0002399170233597663,0.008286651377960277,0.8447819500769719
trace_centered,1.0578027800678045,0.00032723209981580455,0.00903076677652845,0.88966865481915
trace_centered,-1.7098826591613279,0.00021191621430583294,0.08490089162787728,-0.317659702594006
trace_centered,0.27689467093207626,-0.00014896507049821895,0.0034798780985487486,0.7978826097171112
trace_centered,0.8202951513928015,4.051933289824788e-05,0.009881134687304874,0.8099360577907774
trace_centered,-0.20680459469511644,0.0003370775536368339,0.008362583588173425,-0.3804324462734277
trace_centered,0.13296815213081226,-0.0002882639467532962,0.004255962731669612,0.46114571518437936
trace_centered,0.21569800909053893,7.303241304871768e-05,0.038637540640161686,0.09246514166671836
trace_centered,0.2791828242599434,-3.08917281016653e-05,0.002924473726292078,0.8461952520918163
trace_centered,0.3954292554779199,0.00020479931432027296,0.002593559802121844,0.9293617123526028
trace_centered,-0.04220096557362924,3.680580505814033e-18,0.03169207531091838,-0.02198123552636661
trace_centered,0.10201742799494587,9.51421970355242e-05,0.001174807957742238,0.8202169724026214
trace_centered,0.3031516115899788,0.0001739590264080249,0.0032859915511705643,0.8359598642843699
trace_centered,-0.08160241704236557,8.715568139592288e-05,0.002915066106285809,-0.4195611286828751
trace_centered,0.047327815064775715,-6.410335062383791e-06,0.001515631078005332,0.45826772948963435
trace_centered,0.10485871742868107,7.540452745362865e-06,0.013648369551022775,0.1258469005359357
trace_centered,1.1534073175252788,-4.0620769866169974e-05,0.009253708760699066,0.8994421505118354
trace_centered,-1.7512856510685675,-0.0003326643486913979,0.091801362456762,-0.30246797018597776
trace_centered,0.29409094877508885,9.97692137221507e-05,0.0038882810337848212,0.7805875692720777
trace_centered,0.9316985994830964,-3.656353192690255e-05,0.009356954733116478,0.8543720620711851
trace_centered,-0.23865187725407408,1.8812770586788988e-05,0.008848006021098037,-0.4068317281738948
trace_centered,0.13484423911073798,3.511570239841783e-05,0.0046598642133588615,0.4311156839630733
trace_centered,0.048048595916277165,8.491348236143152e-07,0.0414741975254845,0.019125315306294268
trace_centered,-1.7099326379343247,-0.0005179164451875047,0.06894572328336342,-0.3789594437107574
trace_centered,0.23016458421269853,-3.9636398045197453e-17,0.002953925625203144,0.7873640718614932
trace_centered,0.7599452181803475,-1.4830984734754688e-17,0.006238197869585566,0.8941405841336112
trace_centered,-0.25370678544197217,-8.86139137366633e-18,0.006268711880907024,-0.5528054916899695
trace_centered,0.08801005523659657,-1.7459105829781295e-17,0.0037148042641385447,0.36199891092611086
trace_centered,0.2857969857129954,-1.9222628356884057e-17,0.031700049646436676,0.14619025602469177
trace_centered,-0.0041606888712006655,-3.880288771898279e-06,0.0010674884216600382,-0.06422289980340096
trace_centered,-0.06068612130209314,-3.482382469557215e-05,0.002953466719866455,-0.3212811269493776
trace_centered,0.04993840927367853,-5.333685258140913e-05,0.0014553674803271476,0.492943580136425
trace_centered,0.011211762636955523,-1.5185817271348877e-06,0.0008686968377665531,0.20842365311018898
trace_centered,-0.046490702463613365,-3.343174069083144e-06,0.007124771117999075,-0.1071209409811453
trace_centered,1.96155575329241,1.0565490644103843e-16,0.035176746782692864,0.674663294444129
trace_centered,0.04928585361012835,1.0116257428293543e-16,0.02572139643057363,0.031392467553205336
trace_centered,0.7055412872789423,9.111298479387456e-17,0.007218137227597536,0.848321177236159
trace_centered,1.163324412056917,8.956718311543861e-17,0.10794837089204082,0.17395003867368136
trace_centered,-0.29321753253887317,6.7069580837588954e-18,0.007432471781404239,-0.5430085651427018
trace_centered,0.07822342495324928,-2.848704181442506e-18,0.00451006947630458,0.27345651629405626
trace_centered,-0.6819260995288349,6.033523253561327e-18,0.036007891872581466,-0.29646578198860657
trace_centered,0.294458712721058,2.3486835470870387e-17,0.007218137227597537,0.5558519242842062
trace_centered,0.08167471420346556,2.735050578220677e-17,0.06980900588830044,0.019173797664102016
trace_centered,1.2449991262603828,2.3178686329004226e-18,0.13021381851975575,0.15482990914282016
time_averages,0.7496043544282233,0.7453361645640957,0.46262005051957134,0.2192349843203619
time_averages,0.7854593331154043,0.21533791286858628,0.10827498403416624,0.7092152756489073
time_averages,0.05880768037135067,0.9667042321752943,0.07438410673569883,0.10898272879172995
time_averages,0.004369378109359778,1.0103257408693092,0.1597038736255687,0.0037940179463620306
time_averages,0.03770604245892247,0.9400599586869557,0.011764742987964021,0.4061457711396246
time_averages,0.04632223870194575,0.9718300327194079,0.06241138408213059,0.10238486426742203
time_averages,0.0219836092809892,0.9761597338558453,0.011249872289563324,0.26155437030346623
time_averages,0.015599304102086223,0.9567637468996295,0.005948949473330384,0.34174025966720073
time_averages,0.013336610242961037,1.000451477223993,0.07276765062897156,0.025407691587378853
time_averages,0.00020361831829188563,0.35598983187668115,0.04491812533941073,0.0006286276305015892
time_averages,0.11052365704876459,0.2704233621916887,0.015622202077600744,0.7003273998977673
time_averages,-0.18969021696938437,0.44375412927263314,0.038596881986395624,-0.5631796176320301
time_averages,-0.004350102093611175,0.3645356035428684,0.003716709972035825,-0.16021112722111977
time_averages,0.06818975657207468,0.2965589970665443,0.01572554695297845,0.5153325821050576
time_averages,-0.012198097631109565,0.376273299250556,0.00295958138733668,-0.49622350551998456
time_averages,-0.0046494152870903555,0.37276186331672984,0.0017354339388210161,-0.3482663407360149
time_averages,0.025951426676981033,0.33305781942442253,0.02098266640193611,0.16904535077429644
time_averages,0.036603447345255016,0.9862923157977436,0.06737519550928987,0.07512616875210008
