value,variable,lineage_ID,kind
0.0005967713695168575,fold_growth,261.0,Trace
0.0006166944197010249,fold_growth,261.0,Trace
0.3628420954908298,fold_growth,262.0,Trace
0.18530067971824615,fold_growth,262.0,Trace
0.18058898660566003,fold_growth,263.0,Trace
0.10980460535334902,fold_growth,263.0,Trace
0.019176679659591134,fold_growth,264.0,Trace
0.016193379861460078,fold_growth,264.0,Trace
0.1960325788402577,fold_growth,265.0,Trace
0.11734971064564537,fold_growth,265.0,Trace
0.05414278696319985,fold_growth,266.0,Trace
0.040588606552766304,fold_growth,266.0,Trace
0.2753062468198524,fold_growth,267.0,Trace
0.15197204421514765,fold_growth,267.0,Trace
0.10490296339540361,fold_growth,268.0,Trace
0.0710645531420685,fold_growth,268.0,Trace
0.11694328241526497,fold_growth,269.0,Trace
0.18598696084533106,fold_growth,269.0,Trace
0.259053500996163,fold_growth,270.0,Trace
0.15565070117488256,fold_growth,270.0,Trace
0.003504731270138839,fold_growth,271.0,Trace
0.003789473591033987,fold_growth,271.0,Trace
0.09427600462127417,fold_growth,272.0,Trace
0.14053391609564425,fold_growth,272.0,Trace
0.32122537541911367,fold_growth,273.0,Trace
0.16967803795959868,fold_growth,273.0,Trace
0.03223154915525783,fold_growth,274.0,Trace
0.029262944552795767,fold_growth,274.0,Trace
0.13804498796356068,fold_growth,275.0,Trace
0.08876383292635559,fold_growth,275.0,Trace
0.4250479843452284,fold_growth,276.0,Trace
0.2083344525165316,fold_growth,276.0,Trace
0.010451071280685342,fold_growth,277.0,Trace
0.011238438309648324,fold_growth,277.0,Trace
1.2298273891378728,fold_growth,278.0,Trace
0.4117144325321329,fold_growth,278.0,Trace
0.07079957335484854,fold_growth,279.0,Trace
0.051377907618320284,fold_growth,279.0,Trace
0.02700799671540466,fold_growth,280.0,Trace
0.022266230088457073,fold_growth,280.0,Trace
0.02987552148995376,fold_growth,281.0,Trace
0.024023888493619583,fold_growth,281.0,Trace
0.052993676115572486,fold_growth,282.0,Trace
0.03984116541144167,fold_growth,282.0,Trace
0.22234813013553345,fold_growth,283.0,Trace
0.12893490588320766,fold_growth,283.0,Trace
0.08352689764328824,fold_growth,284.0,Trace
0.0619963245668983,fold_growth,284.0,Trace
0.004886688504319503,fold_growth,285.0,Trace
0.005375977930458409,fold_growth,285.0,Trace
0.011008380620099123,fold_growth,286.0,Trace
0.012725065070576136,fold_growth,286.0,Trace
0.043310478676526265,fold_growth,287.0,Trace
0.05833587682033692,fold_growth,287.0,Trace
0.113222078848491,fold_growth,288.0,Trace
0.07559279921930306,fold_growth,288.0,Trace
0.939914154723871,fold_growth,289.0,Trace
0.3529486113320154,fold_growth,289.0,Trace
0.07805320951769068,fold_growth,290.0,Trace
0.05549409415950102,fold_growth,290.0,Trace
0.18558366558913786,fold_growth,291.0,Trace
0.11217615227591704,fold_growth,291.0,Trace
0.005265456368221844,fold_growth,292.0,Trace
0.004961961048331687,fold_growth,292.0,Trace
0.027702448588367568,fold_growth,293.0,Trace
0.033342290050212164,fold_growth,293.0,Trace
0.22836160070599654,fold_growth,294.0,Trace
0.13158297862644253,fold_growth,294.0,Trace
0.5317949842489467,fold_growth,295.0,Trace
0.2419852164117856,fold_growth,295.0,Trace
0.37717599202184215,fold_growth,296.0,Trace
0.19516900753654343,fold_growth,296.0,Trace
0.08030565270549661,fold_growth,297.0,Trace
0.12194973338627069,fold_growth,297.0,Trace
0.04911503754106017,fold_growth,298.0,Trace
0.05570842295192535,fold_growth,298.0,Trace
0.4067906369035761,fold_growth,299.0,Trace
0.20100497359937164,fold_growth,299.0,Trace
0.025928708113691856,fold_growth,300.0,Trace
0.02114789149536922,fold_growth,300.0,Trace
0.07330897281002968,fold_growth,301.0,Trace
0.05263334655270646,fold_growth,301.0,Trace
0.08679236537735335,fold_growth,302.0,Trace
0.0611679421463287,fold_growth,302.0,Trace
0.13035821240202905,fold_growth,303.0,Trace
0.08486417706997029,fold_growth,303.0,Trace
0.009940803444357327,fold_growth,304.0,Trace
0.011392925548660005,fold_growth,304.0,Trace
0.002293973131710758,fold_growth,305.0,Trace
0.0023214263932319623,fold_growth,305.0,Trace
0.04170132724142228,fold_growth,306.0,Trace
0.03343380216508007,fold_growth,306.0,Trace
0.3070736668907681,fold_growth,307.0,Trace
0.7632068134872836,fold_growth,307.0,Trace
0.016263552239514034,fold_growth,308.0,Trace
0.01381638447032063,fold_growth,308.0,Trace
0.11548606956989027,fold_growth,309.0,Trace
0.0799656320632971,fold_growth,309.0,Trace
0.06838530191183878,fold_growth,310.0,Trace
0.06707070760843992,fold_growth,310.0,Trace
0.38446860322791276,fold_growth,311.0,Trace
0.19552980594627123,fold_growth,311.0,Trace
0.09540657587644286,fold_growth,312.0,Trace
0.06564935088287904,fold_growth,312.0,Trace
0.14383906181193296,fold_growth,313.0,Trace
0.09203260368388777,fold_growth,313.0,Trace
0.030489196216177517,fold_growth,314.0,Trace
0.037656814847982,fold_growth,314.0,Trace
0.02869604562131578,fold_growth,315.0,Trace
0.031236406427215035,fold_growth,315.0,Trace
0.0039524822926590986,fold_growth,316.0,Trace
0.003641052870120065,fold_growth,316.0,Trace
0.08555992644640198,fold_growth,317.0,Trace
0.060042040166855104,fold_growth,317.0,Trace
0.07634705329367641,fold_growth,318.0,Trace
0.1145812134246682,fold_growth,318.0,Trace
0.2008438491911122,fold_growth,319.0,Trace
0.39201880093198915,fold_growth,319.0,Trace
0.32553303728819505,fold_growth,320.0,Trace
0.17137046245275434,fold_growth,320.0,Trace
0.15019048606914742,fold_growth,321.0,Trace
0.09495035993574108,fold_growth,321.0,Trace
0.0044871309891871825,fold_growth,322.0,Trace
0.004823846191547521,fold_growth,322.0,Trace
0.019576535713287546,fold_growth,323.0,Trace
0.02376530685954592,fold_growth,323.0,Trace
0.23693480653525922,fold_growth,324.0,Trace
0.497939187291196,fold_growth,324.0,Trace
0.009138913713003016,fold_growth,325.0,Trace
0.009440426531581059,fold_growth,325.0,Trace
0.2417486364236574,fold_growth,326.0,Trace
0.13882846722352116,fold_growth,326.0,Trace
0.019962337230294613,fold_growth,327.0,Trace
0.016976177908686996,fold_growth,327.0,Trace
0.10677249651234777,fold_growth,328.0,Trace
0.08566273652414447,fold_growth,328.0,Trace
0.022862150494424083,fold_growth,329.0,Trace
0.02313226550220404,fold_growth,329.0,Trace
0.03746673097712638,fold_growth,330.0,Trace
0.030461456861250236,fold_growth,330.0,Trace
0.32507955411369427,fold_growth,331.0,Trace
0.17537088537936985,fold_growth,331.0,Trace
0.11006866083419009,fold_growth,332.0,Trace
0.07915814484882278,fold_growth,332.0,Trace
0.01160102166083088,fold_growth,333.0,Trace
0.010100491996988703,fold_growth,333.0,Trace
0.022696563144556592,fold_growth,334.0,Trace
0.028030716717787896,fold_growth,334.0,Trace
0.013474634894227733,fold_growth,335.0,Trace
0.012551271840996914,fold_growth,335.0,Trace
0.019494761182019982,fold_growth,336.0,Trace
0.016801432903855495,fold_growth,336.0,Trace
0.42270497745143076,fold_growth,337.0,Trace
0.20673801970605699,fold_growth,337.0,Trace
0.09425171387827347,fold_growth,338.0,Trace
0.06501644033460263,fold_growth,338.0,Trace
0.48340040884006474,fold_growth,339.0,Trace
0.22733094049311908,fold_growth,339.0,Trace
0.11400944270170132,fold_growth,340.0,Trace
0.07702880712785831,fold_growth,340.0,Trace
0.04248659759364348,fold_growth,341.0,Trace
0.055657589270338925,fold_growth,341.0,Trace
0.06049259594431411,fold_growth,342.0,Trace
0.05066974574915539,fold_growth,342.0,Trace
0.03517619338596145,fold_growth,343.0,Trace
0.027797494609807405,fold_growth,343.0,Trace
0.005581447049427202,fold_growth,344.0,Trace
0.00618136797763047,fold_growth,344.0,Trace
0.03856770384307262,fold_growth,345.0,Trace
0.030164526720337426,fold_growth,345.0,Trace
0.08035273412763344,fold_growth,346.0,Trace
0.057425505927461096,fold_growth,346.0,Trace
0.02784774588093286,fold_growth,347.0,Trace
0.03427493197677267,fold_growth,347.0,Trace
0.0005206010769782665,fold_growth,348.0,Trace
0.0005367975450423224,fold_growth,348.0,Trace
0.0464285325802255,fold_growth,349.0,Trace
0.061051041120349425,fold_growth,349.0,Trace
0.13318085113640266,fold_growth,350.0,Trace
0.08906498978839517,fold_growth,350.0,Trace
0.0300184117358564,fold_growth,351.0,Trace
0.02415232487149077,fold_growth,351.0,Trace
0.016964354826847883,fold_growth,352.0,Trace
0.014362750601347285,fold_growth,352.0,Trace
0.20344936367892674,fold_growth,353.0,Trace
0.12050991833352098,fold_growth,353.0,Trace
0.32162515428700367,fold_growth,354.0,Trace
0.16983712827682218,fold_growth,354.0,Trace
0.09679359960147571,fold_growth,355.0,Trace
0.0664353740343242,fold_growth,355.0,Trace
0.08727957046752322,fold_growth,356.0,Trace
0.13477161499956658,fold_growth,356.0,Trace
0.08871837632566537,fold_growth,357.0,Trace
0.061912288472244614,fold_growth,357.0,Trace
0.04404956209812916,fold_growth,358.0,Trace
0.058660040280336334,fold_growth,358.0,Trace
0.8669405138270161,fold_growth,359.0,Trace
0.33289314660409186,fold_growth,359.0,Trace
0.10548064547149227,fold_growth,360.0,Trace
0.07133029614910225,fold_growth,360.0,Trace
0.06709914497019265,fold_growth,361.0,Trace
0.05433888654788843,fold_growth,361.0,Trace
0.01304684813099155,fold_growth,362.0,Trace
0.014352105618907762,fold_growth,362.0,Trace
0.29333145354887247,fold_growth,363.0,Trace
0.16043705075754466,fold_growth,363.0,Trace
0.004078818768188719,fold_growth,364.0,Trace
0.0038994912000925863,fold_growth,364.0,Trace
0.2043481259932356,fold_growth,365.0,Trace
0.12085761268714734,fold_growth,365.0,Trace
0.04906907342070821,fold_growth,366.0,Trace
0.06327568873378464,fold_growth,366.0,Trace
0.018490150255864757,fold_growth,367.0,Trace
0.021369608798509798,fold_growth,367.0,Trace
0.11816581706116724,fold_growth,368.0,Trace
0.19847744726761674,fold_growth,368.0,Trace
0.08540592002912495,fold_growth,369.0,Trace
0.06368008715147588,fold_growth,369.0,Trace
0.22315168587502776,fold_growth,370.0,Trace
0.1317973379822852,fold_growth,370.0,Trace
0.0338886886223535,fold_growth,371.0,Trace
0.03966753802976619,fold_growth,371.0,Trace
0.0007916373460027382,fold_growth,372.0,Trace
0.0007878233927689493,fold_growth,372.0,Trace
0.010683332074194474,fold_growth,373.0,Trace
0.01189990859685286,fold_growth,373.0,Trace
0.0012898052324020748,fold_growth,374.0,Trace
0.0013524713049808401,fold_growth,374.0,Trace
0.07287079869133062,fold_growth,375.0,Trace
0.052363168365135104,fold_growth,375.0,Trace
0.015089814633974519,fold_growth,376.0,Trace
0.013740808966706708,fold_growth,376.0,Trace
0.003579272664016808,fold_growth,377.0,Trace
0.00331071557605922,fold_growth,377.0,Trace
0.0209824462924455,fold_growth,378.0,Trace
0.01745097679240093,fold_growth,378.0,Trace
0.004890912632179556,fold_growth,379.0,Trace
0.00458617775359782,fold_growth,379.0,Trace
0.014470127911548447,fold_growth,380.0,Trace
0.016893140254294448,fold_growth,380.0,Trace
0.016612251779576814,fold_growth,381.0,Trace
0.019794266391652937,fold_growth,381.0,Trace
0.03974453903072461,fold_growth,382.0,Trace
0.03237598198893732,fold_growth,382.0,Trace
0.008883709620917113,fold_growth,383.0,Trace
0.010019888480531147,fold_growth,383.0,Trace
0.0005047240401198083,fold_growth,384.0,Trace
0.0004910339455946877,fold_growth,384.0,Trace
0.01198473624603269,fold_growth,385.0,Trace
0.013945336462445446,fold_growth,385.0,Trace
0.17227025936647866,fold_growth,386.0,Trace
0.10585337978335407,fold_growth,386.0,Trace
0.14508888204308235,fold_growth,387.0,Trace
0.0923728255754247,fold_growth,387.0,Trace
0.060557474170932046,fold_growth,388.0,Trace
0.04470961404576024,fold_growth,388.0,Trace
0.004114381662487787,fold_growth,389.0,Trace
0.003829237628943827,fold_growth,389.0,Trace
0.10431797299474121,fold_growth,390.0,Trace
0.07353277463017205,fold_growth,390.0,Trace
0.18393176742932016,fold_growth,391.0,Trace
0.12380518851680078,fold_growth,391.0,Trace
0.054563750243482145,fold_growth,392.0,Trace
0.04222030338756588,fold_growth,392.0,Trace
0.05819664055141094,fold_growth,393.0,Trace
0.07913437212245433,fold_growth,393.0,Trace
0.03574463842230291,fold_growth,394.0,Trace
0.028794205832568087,fold_growth,394.0,Trace
0.02959666135071959,fold_growth,395.0,Trace
0.029523832658311266,fold_growth,395.0,Trace
0.009294579265053726,fold_growth,396.0,Trace
0.008501900886844105,fold_growth,396.0,Trace
0.02394790815223391,fold_growth,397.0,Trace
0.020184847763208613,fold_growth,397.0,Trace
0.08955827155221097,fold_growth,398.0,Trace
0.13933360113596804,fold_growth,398.0,Trace
0.5868353370947923,fold_growth,399.0,Trace
0.2585718777918583,fold_growth,399.0,Trace
0.2593320276093397,fold_growth,400.0,Trace
0.14579209973874807,fold_growth,400.0,Trace
0.18014197313780067,fold_growth,401.0,Trace
0.12010196192254097,fold_growth,401.0,Trace
0.2654622227335912,fold_growth,402.0,Trace
0.1686356939146244,fold_growth,402.0,Trace
0.021750436770227366,fold_growth,403.0,Trace
0.019666194922197677,fold_growth,403.0,Trace
0.09344815677197538,fold_growth,404.0,Trace
0.14714428785114708,fold_growth,404.0,Trace
0.04439247917151001,fold_growth,405.0,Trace
0.060064656367674996,fold_growth,405.0,Trace
0.08283220721835682,fold_growth,406.0,Trace
0.06491267368117337,fold_growth,406.0,Trace
0.479259856285536,fold_growth,407.0,Trace
0.22537672497453787,fold_growth,407.0,Trace
0.0757355279113191,fold_growth,408.0,Trace
0.054098477120163135,fold_growth,408.0,Trace
0.02239833670416247,fold_growth,409.0,Trace
0.02724194757756382,fold_growth,409.0,Trace
0.024679129214502105,fold_growth,410.0,Trace
0.021738206335141785,fold_growth,410.0,Trace
0.023318717408584266,fold_growth,411.0,Trace
0.028242350714690168,fold_growth,411.0,Trace
0.010723725216234992,fold_growth,412.0,Trace
0.01237239935719514,fold_growth,412.0,Trace
0.16996808595584367,fold_growth,413.0,Trace
0.3217451827480884,fold_growth,413.0,Trace
0.00027742622143023254,fold_growth,414.0,Trace
0.000273146418192427,fold_growth,414.0,Trace
0.009432350621619845,fold_growth,415.0,Trace
0.00924895769518308,fold_growth,415.0,Trace
0.04384115701828528,fold_growth,416.0,Trace
0.034840539525951675,fold_growth,416.0,Trace
0.33032196579057627,fold_growth,417.0,Trace
0.17417001753378947,fold_growth,417.0,Trace
0.051088171273047434,fold_growth,418.0,Trace
0.04609336406172759,fold_growth,418.0,Trace
0.00603457699136567,fold_growth,419.0,Trace
0.00551270435503648,fold_growth,419.0,Trace
0.07599855893014429,fold_growth,420.0,Trace
0.11389908017143147,fold_growth,420.0,Trace
0.01505238266620379,fold_growth,421.0,Trace
0.012927480922029999,fold_growth,421.0,Trace
0.1165624489326138,fold_growth,422.0,Trace
0.07740776843390385,fold_growth,422.0,Trace
0.09761853548321386,fold_growth,423.0,Trace
0.06690705892529669,fold_growth,423.0,Trace
0.05784475096112229,fold_growth,424.0,Trace
0.04303128843386239,fold_growth,424.0,Trace
0.04500525365738173,fold_growth,425.0,Trace
0.036920545972667695,fold_growth,425.0,Trace
0.0025502021685669396,fold_growth,426.0,Trace
0.002421740110247206,fold_growth,426.0,Trace
0.05319434754130192,fold_growth,427.0,Trace
0.07281629990876626,fold_growth,427.0,Trace
0.08878608217334583,fold_growth,428.0,Trace
0.1372327934355777,fold_growth,428.0,Trace
0.02955747220919891,fold_growth,429.0,Trace
0.033749424929339966,fold_growth,429.0,Trace
