fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,lineage_ID,generation
0.8167410480496816,,3.728461029954356,0.6,2.951804555236192,6.680265585190548,1.3612350800828028,CTRL,216,A,431.0,0.0
0.6155970520457846,0.4783581666720262,2.718658343911762,0.4999999999999999,3.1955595982139813,5.914217942125744,1.2311941040915697,CTRL,216,A,431.0,1.0
0.7168560085867155,0.5426492433641776,3.3633438935296613,0.45,3.2093458913853783,6.572689784915039,1.5930133524149237,CTRL,216,A,431.0,2.0
0.5687960670880204,0.5511446082588822,2.775342128381023,0.45,3.622502536714156,6.397844665095179,1.2639912601956012,CTRL,216,A,431.0,3.0
0.7375634824392129,0.5342937865263719,3.7288323541120376,0.5499999999999998,3.4183286517212514,7.14716100583329,1.341024513525842,CTRL,216,A,431.0,4.0
0.5599238731388303,0.5805626824860075,3.1142687007315373,0.4500000000000002,4.149374965705967,7.2636436664375035,1.2442752736418443,CTRL,216,A,431.0,5.0
0.6755638254101192,0.5399409639700354,3.785222566028334,0.5,3.921938763191108,7.707161329219443,1.3511276508202383,CTRL,216,A,431.0,6.0
0.8659899762040799,0.5387262136606613,5.718860931969696,0.5500000000000003,4.15204984096226,9.870910772931957,1.5745272294619628,CTRL,216,A,431.0,7.0
0.3272070098940401,0.5004179784888331,1.9120555203477163,0.20000000000000015,4.939581214834254,6.8516367351819705,1.6360350494701987,CTRL,216,A,431.0,8.0
0.3501859324503428,0.5423117079414677,1.5581193406914582,0.20000000000000015,3.715722820051036,5.273842160742494,1.7509296622517123,CTRL,216,A,431.0,9.0
0.6438982504439902,0.500255928020877,2.3847020206822767,0.4500000000000002,2.638270804357864,5.0229728250401395,1.4308850009866445,CTRL,216,A,431.0,10.0
0.6652768637548068,0.5134864745769216,2.4374457154866342,0.4500000000000002,2.5792286078255424,5.016674323312176,1.4783930305662367,CTRL,216,A,431.0,11.0
0.7363917046386902,0.5180282700462997,2.828475820890778,0.5,2.598779121091098,5.427254941981876,1.4727834092773804,CTRL,216,A,431.0,12.0
0.6857578038924396,0.5353614353152912,2.8627609533065748,0.5499999999999998,2.905542995561425,5.768303948868001,1.2468323707135271,CTRL,216,A,431.0,13.0
0.6359029299672774,0.5333510944005927,2.734195625970424,0.5,3.0765312239640084,5.810726849934433,1.2718058599345547,CTRL,216,A,431.0,14.0
0.5231464176801353,0.5090156077999429,2.032945868414707,0.4000000000000004,2.9577506592788225,4.9906965276935304,1.307866044200337,CTRL,216,A,431.0,15.0
0.6823712508979848,,3.1117516541192485,0.5499999999999998,3.1799168433320446,6.291668497451293,1.2406750016327,CTRL,216,B,431.0,0.0
0.6673590843154559,0.4991866531051432,2.980801537373469,0.5999999999999996,3.1407169396897765,6.121518477063245,1.1122651405257604,CTRL,216,B,431.0,1.0
0.5837471585301158,0.5246597985502739,2.54606608887759,0.4499999999999993,3.211714650997781,5.757780739875371,1.297215907844704,CTRL,216,B,431.0,2.0
0.6603575612358581,0.4802177270048373,2.5866031214738685,0.5999999999999996,2.7649883794951813,5.3515915009690485,1.1005959353930974,CTRL,216,B,431.0,3.0
0.698307995530782,0.5135640755407607,2.7768262828464727,0.6500000000000004,2.7483851418669616,5.525211424713434,1.0743199931242795,CTRL,216,B,431.0,4.0
0.6293352442870431,0.533069958292473,2.581172706350725,0.4500000000000002,2.9453242237290858,5.526496930079812,1.3985227650823175,CTRL,216,B,431.0,5.0
0.4981248874785142,0.4863834236717641,1.735458246886621,0.4499999999999993,2.6879964977637125,4.423454744650334,1.1069441943967,CTRL,216,B,431.0,6.0
0.7330820326739491,0.5126245013635705,2.4523464592746738,0.5999999999999996,2.2675712827806973,4.719917742055372,1.2218033877899157,CTRL,216,B,431.0,7.0
0.549573657485015,0.5598086896526556,1.9354863949496093,0.4000000000000004,2.6422509664483385,4.577737361397948,1.3739341437125363,CTRL,216,B,431.0,8.0
0.7005477755718293,0.4906063079442986,2.279231634708902,0.5500000000000007,2.2458668256141228,4.525098460323026,1.2737232283124154,CTRL,216,B,431.0,9.0
0.9030964501235436,0.44611383709385616,2.9619123847906828,0.8000000000000007,2.018709037362205,4.980621422152888,1.1288705626544286,CTRL,216,B,431.0,10.0
0.6834415860913338,0.539766980865372,2.6364428568075917,0.5999999999999996,2.68837498786886,5.324817844676453,1.1390693101522236,CTRL,216,B,431.0,11.0
0.9272914542804024,0.5602809229985227,4.557592461358913,0.8000000000000007,2.9833938568143266,7.540986318173241,1.159114317850502,CTRL,216,B,431.0,12.0
0.2552106397613762,0.5231123862612084,1.1468805590764597,0.1999999999999993,3.944783347662728,5.0916639067391865,1.2760531988068855,CTRL,216,B,431.0,13.0
0.7150374420048958,0.5214359453644479,2.7724944009425503,0.6999999999999993,2.6549765826885867,5.427470983631136,1.0214820600069952,CTRL,216,B,431.0,14.0
0.6215026194175904,0.4998960231436589,2.3380030849576685,0.5999999999999996,2.713171160444808,5.051174245402477,1.0358376990293179,CTRL,216,B,431.0,15.0
0.7359110341804779,,2.5809008907452293,0.65,2.3734979826722173,4.954398873417446,1.1321708218161195,CTRL,217,A,432.0,0.0
0.8063779841023819,0.5192532214226022,3.1894445678137004,0.75,2.57258757523452,5.76203214304822,1.0751706454698426,CTRL,217,A,432.0,1.0
0.8809169308219704,0.5097351311689168,4.150463769801078,0.75,2.937110210236199,7.087573980037278,1.1745559077626273,CTRL,217,A,432.0,2.0
0.5866698200351437,0.5288240275937628,2.9909328985862005,0.5,3.7480794179920687,6.739012316578267,1.1733396400702871,CTRL,217,A,432.0,3.0
