index division length width area intensity CMx CMy
0 0 42.0267 13.9911 588 171.67 91.8912 236.918
1 0 45.0596 13.7374 619 175.994 92.2407 236.137
2 0 45.06 14.8247 668 169.153 95.2305 236.931
3 0 48.0408 14.3004 687 174.173 94.5997 237.335
4 0 49.0529 14.3315 703 168.569 94.9829 237.798
5 0 53.0467 15.7597 836 150.941 96.9222 236.39
6 0 51.0562 16.2174 828 161.676 96.1413 238.207
7 0 52.1365 16.4184 856 167.544 95.3119 238.845
8 0 54.0697 16.8671 912 162.438 97.9715 240.027
9 0 56.0649 16.7128 937 168.864 93.6574 240.62
10 0 58.1071 16.2803 946 168.362 95.1797 240.758
11 0 59.2237 16.3786 970 168.838 95.4495 241.777
12 0 60.13 15.5663 936 158.28 93.7169 242.513
13 0 62.0994 16.2159 1007 163.271 94.7448 242.916
14 0 65.0308 16.3307 1062 167.186 94.2938 243.283
15 0 66.0466 16.6398 1099 167.597 92.8044 242.722
16 0 69.1472 16.4721 1139 163.048 91.9473 243.173
17 0 73.0763 16.4896 1205 164.558 93.5676 242.938
18 0 75.0997 16.4981 1239 168.424 91.9927 242.082
19 0 77.0959 16.6157 1281 168.785 94.0984 241.657
20 0 79.1056 16.6613 1318 167.266 90.5174 241.587
21 0 83.0786 16.8034 1396 166.264 91.0193 240.909
22 0 87.0999 16.6246 1448 162.778 91.4793 240.004
23 0 90.0412 16.7923 1512 162.327 90.7209 238.192
24 0 93.1624 16.5195 1539 167.096 90.2417 237.006
25 0 97.2529 16.7296 1627 164.06 91.1481 235.908
26 1 50.0793 13.8181 692 174.679 90.5173 260.185
27 0 53.0408 13.6687 725 169.381 91.6538 259.843
28 0 55.0166 14.8319 816 166.511 90.2696 258.404
29 0 57.019 14.0129 799 164.422 92.7384 257.927
30 0 59.0705 14.288 844 162.443 90.9052 256.523
31 0 60.1329 14.3349 862 169.074 92.478 255.278
32 0 63.0188 14.4401 910 171.969 93.4769 253.964
33 0 65.0282 14.7013 956 162.691 90.9644 252.16
34 0 68.0715 15.3074 1042 165.871 95.0278 250.492
35 0 68.0939 16.5066 1124 167.584 93.5872 249.383
36 0 70.0677 16.4555 1153 164.949 93.5655 248.636
37 0 72.0421 16.768 1208 170.929 93.5372 247.755
38 0 76.0363 16.742 1273 167.588 95.1681 247.416
39 0 79.0881 16.7661 1326 165.543 96.7564 246.799
40 0 82.325 16.4713 1356 167.576 98.2375 246.396
41 0 84.0644 16.9275 1423 165.391 97.9726 246.32
42 0 86.1311 16.8464 1451 163.954 97.6354 246.104
43 0 89.1286 16.7735 1495 168.809 98.1886 246.148
44 0 93.1397 17.0711 1590 170.648 96.895 245.826
45 0 96.1271 16.9567 1630 169.467 96.9239 245.163
46 0 101.125 16.5735 1676 165.276 97.0704 244.833
47 0 103.178 16.8834 1742 165.858 98.004 244.604
48 0 109.206 16.8123 1836 159.614 96.6356 244.139
49 0 112.188 16.9001 1896 160.712 99 243.843
50 0 117.12 16.9655 1987 167.953 98.1032 242.971
51 0 123.269 16.6384 2051 161.911 97.8254 243.49
52 1 61.1182 14.0547 859 169.385 97.5844 277.946
53 0 65.0791 13.9983 911 168.131 97.3436 279.046
54 0 68.047 13.7258 934 175.004 98.4679 280.345
55 0 68.0966 14.5529 991 170.95 97.6398 281.352
56 0 72.0903 14.357 1035 174.378 99.9014 282.23
57 0 74.1874 14.5173 1077 172.564 98.559 282.709
58 0 79.1107 14.1574 1120 171.279 96.7259 283.388
59 0 82.1262 14.222 1168 174.191 97.5634 283.738
60 0 84.0959 14.6381 1231 174.587 97.7522 284.772
61 0 87.1106 14.5677 1269 173.382 97.2222 285.299
62 0 90.0609 14.4569 1302 171.719 99.1144 285.644
63 0 93.1402 14.8486 1383 165.217 98.4056 285.49
64 0 99.1217 16.5857 1644 157.381 97.0596 283.49
65 0 98.1841 16.2959 1600 163.256 97.0075 285.197
66 0 101.072 16.6415 1682 158.342 96.7426 285.647
67 0 106.055 16.1992 1718 147.11 97.351 286.692
68 0 109.091 16.555 1806 148.813 97.1174 286.978
69 0 112.09 16.6474 1866 143.371 96.045 286.915
70 0 116.125 16.5167 1918 162.803 95.1825 287.432
71 0 120.154 16.5537 1989 160.971 98.727 288.095
72 0 124.131 16.7162 2075 166.323 96.9952 288.638
73 0 128.207 16.5591 2123 162.215 95.6769 289.281
74 0 133.241 16.2862 2170 157.475 96.8461 289.469
75 0 138.208 16.6922 2307 164.321 97.404 289.925
76 0 144.215 16.5794 2391 157.181 97.3973 290.997
77 0 149.415 16.4642 2460 153.144 98.7553 292.5
78 0 155.352 16.6267 2583 159.003 98.8382 293.259
79 0 162.421 16.5619 2690 156.738 96.7372 294.937
80 0 168.273 16.6991 2810 155.252 97.9989 296.206
81 1 86.146 12.6762 1092 154.413 97.5916 344.778
82 0 91.2709 13.3011 1214 162.782 97.7801 347.999
83 0 94.2071 13.4703 1269 164.377 99.0938 351.172
84 0 96.2085 13.6578 1314 160.343 99.1956 354.088
85 0 98.2037 13.7571 1351 159.439 98.6269 357.682
86 0 102.289 13.6672 1398 163.739 101.185 361.276
87 0 106.213 13.7083 1456 160.43 99.0144 363.728
88 0 110.167 13.6066 1499 154.244 99.1855 366.644
89 0 114.19 13.6176 1555 163.821 100.284 370.487
90 0 118.244 13.3961 1584 161.441 100.38 374.995
91 0 123.289 13.9591 1721 155.365 99.4462 378.919
92 0 128.352 13.9071 1785 157.725 100.938 382.777
93 0 132.386 13.8534 1834 164.427 99.054 386.562
94 0 137.364 13.8901 1908 166.792 99.9743 390.926
95 0 142.494 13.7268 1956 162.248 98.2664 395.77
96 0 146.366 13.8147 2022 162.418 98.5702 399.949
97 0 153.564 13.7402 2110 166.565 98.364 404.566
98 0 158.382 14.1556 2242 162.496 99.397 409.244
99 0 163.492 14.0129 2291 158.708 97.158 413.133
100 0 169.502 13.8347 2345 162.47 98.2068 418.944
101 1 108.467 12.4462 1350 160.498 98.4682 456.594
102 0 113.36 12.7647 1447 158.152 97.0021 461.824
103 0 116.344 13.2538 1542 157.323 97.1537 466.642
104 0 121.66 13.0528 1588 154.696 96.3356 465.651
105 0 126.388 13.055 1650 156.981 96.117 462.993
106 0 129.33 13.8715 1794 154.462 95.9749 459.607
107 0 134.521 13.4552 1810 153.946 97.7254 456.728
108 0 139.539 13.2938 1855 152.67 97.7903 454.003
