index division length width area intensity CMx CMy
0 0 79.0339 15.0189 1187 165.167 786.851 511.24
1 1 43.0621 12.0524 519 173.559 784.26 529.603
2 0 45.057 13.3165 600 180.477 785.952 529.268
3 0 46.0643 13.3075 613 169.63 788.506 529.259
4 0 46.043 13.4222 618 174.683 788.505 526.835
5 0 47.0518 13.7083 645 168.079 790.746 527.552
6 0 49.0096 14.0177 687 171.164 789.994 527.713
7 0 50.0545 13.8849 695 165.671 791.334 528.931
8 0 52.0193 13.7065 713 178.065 788.412 528.992
9 0 53.1031 13.8787 737 175.033 788.056 529.853
10 0 54.0837 13.9598 755 179.67 788.29 529.932
11 0 55.0825 14.0698 775 173.528 786.423 530.363
12 0 57.0576 13.8632 791 181.736 786.576 531.293
13 0 58.0391 14.3352 832 177.63 786.581 531.231
14 0 60.1155 14.4056 866 177.284 784.886 531.461
15 0 61.0384 14.2861 872 176.202 782.859 531.232
16 0 64.0848 14.1687 908 166.78 783.754 530.501
17 0 66.142 14.3479 949 178.96 784.4 530.139
18 0 67.0425 14.5132 973 177.545 784.122 529.228
19 0 69.0693 14.2176 982 171.555 783.149 528.909
20 0 72.1293 14.3492 1035 179.158 782.588 527.506
21 0 74.0569 14.4754 1072 177.177 782.253 526.189
22 0 76.1152 14.7014 1119 169.515 783.336 524.618
23 0 80.0534 14.1655 1134 167.34 782.413 523.929
24 0 82.0617 14.3307 1176 171.199 781.721 521.652
25 0 86.0991 14.1813 1221 169.821 782.953 520.714
26 0 85.1386 14.7407 1255 168.98 781.901 518.653
27 0 88.0832 14.6225 1288 169.072 781.363 517.388
28 0 91.0889 14.8536 1353 173.687 781.591 516.174
29 0 93.0516 14.6908 1367 162.044 781.792 514.395
30 0 98.2794 14.703 1445 175.929 781.541 511.405
31 0 100.197 14.5713 1460 171.666 782.648 508.94
32 0 103.148 14.8427 1531 170.274 783.688 506.822
33 0 108.239 14.7267 1594 172.25 784.773 503.022
34 0 110.259 14.5657 1606 180.433 784.568 500.497
35 0 113.198 15.0356 1702 179.384 785.592 497.965
36 0 117.096 15.1159 1770 180.814 786.707 494.674
37 0 121.142 15.2631 1849 177.441 787.862 491.653
38 0 128.302 15.2452 1956 172.166 785.606 488.191
39 0 132.098 15.11 1996 169.282 786.627 486.321
40 0 136.199 15.1176 2059 172.274 789.055 483.643
41 0 142.413 15.3568 2187 172.749 788.306 480.663
42 0 147.214 15.1209 2226 170.157 787.124 478.068
43 0 154.312 14.9372 2305 168.482 788.843 475.275
44 0 158.184 15.2734 2416 169.807 789.865 472.96
45 0 165.2 15.2482 2519 177.923 790.326 469.703
46 0 170.315 15.2599 2599 174.703 789.702 467.991
47 0 177.564 15.1213 2685 173.834 789.294 464.737
48 0 182.224 14.8279 2702 170.252 790.389 463.398
49 0 188.359 14.9608 2818 169.971 787.479 460.465
50 0 193.478 15.2679 2954 170.724 788.574 457.967
51 1 150.385 14.2766 2147 172.848 787.898 481.132
52 0 153.413 14.3729 2205 168.039 787.567 479.36
53 0 159.213 14.3895 2291 175.671 787.698 476.688
54 0 167.198 14.438 2414 175.052 787.561 474.014
55 1 51.0421 12.8717 657 162.948 788.799 531.405
56 0 53.0871 12.4512 661 164.973 788.533 530.678
57 0 56.0831 12.535 703 165.253 786.572 529.798
58 0 58.1394 12.5388 729 166.115 787.487 528.62
59 0 60.0414 12.6413 759 165.208 787.129 527.458
60 0 62.0759 12.6458 785 158.675 786.823 526.396
61 0 65.1059 12.7177 828 162.153 785.589 525.421
62 0 67.1096 12.8 859 166.885 788.756 524.319
63 0 70.145 12.631 886 161.1 787.823 522.788
64 0 72.0897 12.4567 898 165.009 787.15 521.629
65 1 39.0314 11.4523 447 151.438 787.159 537.521
66 0 39.0239 11.7877 460 158.411 788.589 537.533
67 0 39.0239 11.7877 460 168.065 789.589 537.533
68 0 40.0696 12.6779 508 157.959 787.012 535.701
69 0 43.0412 11.8956 512 162.449 785.703 534.607
70 0 44.058 12.4609 549 165.166 787.393 533.475
71 0 46.0374 12.2292 563 156.901 787.341 532.664
72 0 48.0824 12.541 603 163.887 787.854 531.338
73 0 49.0216 12.3211 604 164.055 786.637 530.275
74 0 50.0621 12.8041 641 165.426 787.412 529.448
75 0 53.0139 12.6193 669 169 788.879 527.74
76 0 55.0659 12.5486 691 170.567 789.071 526.686
77 0 57.1143 12.8514 734 166.971 789.219 525.195
78 0 58.0484 12.6791 736 169.23 788.76 524.231
79 0 59.1143 12.941 765 175.446 789.548 523.323
80 0 61.0722 13.0829 799 176.385 789.085 522.297
81 0 64.0192 13.1523 842 171.248 790.957 520.733
82 0 65.1847 12.8404 837 176.937 789.795 519.774
83 0 67.07 13.2697 890 176.422 789.042 518.515
84 0 70.1074 13.408 940 174.798 789.184 517.466
85 0 73.0849 12.8754 941 178.834 790.536 516.845
86 0 75.1352 13.2162 993 174.24 789.322 514.865
87 0 79.0661 13.0144 1029 169.966 788.878 513.633
88 1 39.0652 12.0568 471 164.718 788.488 532.473
89 0 39.0277 12.094 472 173.282 789.633 532.983
90 0 41.0651 12.2001 501 172.918 789.465 532.569
91 0 43.0483 12.1491 523 166.625 789.539 531.577
92 0 44.033 12.2635 540 168.619 790.774 531.393
93 0 45.0073 12.6202 568 163.805 790.609 530.93
94 0 46.0408 12.4238 572 162.767 790.376 530.274
95 0 48.0656 12.691 610 166.059 791.798 529.569
96 0 47.0383 13.0957 616 162.916 789.063 528.805
97 0 50.1147 12.4514 624 160.832 790.062 528.438
98 0 53.1008 12.5045 664 165.98 789.922 527.617
99 0 54.0805 12.5369 678 165.044 790.08 526.968
100 0 55.0589 12.8408 707 161.279 790.14 525.924
101 0 57.0337 12.8696 734 165.79 788.208 524.869
102 0 59.0644 12.698 750 166.055 788.669 524.149
103 0 61.0553 13.1356 802 162.335 789.171 522.906
104 0 63.0566 12.7822 806 162.529 787.031 521.907
105 0 63.0777 13.3803 844 169.11 788.363 521.254
106 0 66.0713 13.4854 891 172.119 788.363 520.167
107 0 67.0465 13.5577 909 169.558 789.399 519.457
108 0 72.0742 13.167 949 168.432 788.401 517.959
109 0 73.074 13.3837 978 164.404 788.425 515.887
110 0 75.07 13.3475 1002 173.006 787.325 515.288
111 0 78.0746 13.359 1043 169.11 789.694 513.43
112 0 81.1007 13.2305 1073 164.623 790.035 511.814
113 1 43.0718 11.8407 510 175.833 790.227 530.273
114 0 43.0308 12.1773 524 171.429 789.592 529.958
115 0 46.0501 12.2692 565 167.745 789.041 528.665
116 0 47.0455 12.456 586 171.828 790.358 528.06
117 0 47.1072 12.652 596 181.7 789.128 527.438
118 0 51.0599 12.1034 618 172.409 790.01 526.951
