index division length width area intensity CMx CMy
0 0 78.0721 15.2039 1187 163.425 689.779 481.092
1 0 80.1014 15.006 1202 166.133 688.802 479.482
2 0 83.0987 15.3432 1275 164.535 692.593 479.277
3 1 44.0348 13.5121 595 169.571 694.442 499.706
4 0 45.0133 13.4849 607 167.456 693.099 499.231
5 0 46.0417 14.2697 657 171.726 693.708 498.219
6 0 49.0558 14.2899 701 171.663 693.011 498.422
7 0 52.0559 13.5816 707 164.349 692.475 498.451
8 0 53.0374 14.1598 751 173.366 692.718 499.31
9 0 55.0185 13.5045 743 174.283 692.587 499.487
10 0 56.0365 13.9373 781 177.284 693.528 499.557
11 0 58.0839 13.8593 805 174.595 691.565 499.753
12 0 61.0885 14.0616 859 162.732 691.762 500.051
13 0 61.0413 14.3182 874 164.06 690.484 499.063
14 0 65.0251 14.1638 921 176.622 692.461 498.435
15 0 67.0458 14.0799 944 176.727 691.605 497.824
16 0 68.0786 14.4392 983 176.134 690.545 497.53
17 0 71.082 14.0261 997 175.045 691.313 496.993
18 0 74.1486 14.2417 1056 174.318 690.45 495.268
19 0 77.0444 14.1347 1089 177.758 688.487 494.508
20 0 78.0589 14.5275 1134 177.843 689.408 493.176
21 0 82.0846 14.3145 1175 176.894 689.781 491.534
22 0 85.0767 14.246 1212 173.845 691.06 490.19
23 0 88.1425 14.3291 1263 169.618 690.257 488.494
24 0 92.2913 14.4217 1331 172.44 688.259 486.567
25 0 95.1975 14.3281 1364 165.129 689.253 484.98
26 0 98.2221 14.3756 1412 168.889 689.694 482.579
27 0 102.173 14.4069 1472 168.333 690.772 481.119
28 0 106.289 14.4794 1539 158.418 690.757 478.875
29 1 49.1458 13.2056 649 171.35 691.045 504.812
30 0 53.1165 13.028 692 176.231 690.207 503.938
31 0 55.0757 13.1637 725 172.331 690.175 501.855
32 0 54.0381 13.7681 744 174.855 689.841 500.075
33 0 57.0686 13.6678 780 173.894 693.314 497.267
34 0 58.1308 13.7449 799 171.02 695.614 495.702
35 0 60.0635 13.9852 840 173.008 692.671 493.579
36 0 62.1096 13.6211 846 166.713 694.359 492.121
37 0 65.0628 13.633 887 171.649 695.29 490.21
38 0 67.0934 13.7867 925 164.036 694.917 489.368
39 0 70.0799 13.9127 975 171.831 694.402 487.609
40 0 73.0659 13.7821 1007 169.224 695.621 485.965
41 0 75.188 13.9384 1048 166.877 695.805 484.653
42 0 79.2226 14.1879 1124 162.044 695.637 482.731
43 0 80.0843 14.0602 1126 166.089 695.448 481.977
44 0 85.0667 13.989 1190 161.555 697.906 480.581
45 0 88.0706 13.7958 1215 172.412 696.464 479.629
46 0 90.1909 14.0701 1269 172.367 695.968 477.89
47 0 94.136 14.0754 1325 166.989 696.551 476.84
48 0 96.3068 13.9658 1345 169.646 696.321 476.21
49 0 100.335 13.8137 1386 169.255 695.123 474.907
50 0 101.431 14.4531 1466 168.821 697.506 473.24
51 0 105.456 13.9489 1471 173.372 699.373 473.502
52 1 51.0885 13.2319 676 167.231 696.935 500.679
53 0 53.1842 12.8798 685 173.492 695.87 499.806
54 0 56.1315 12.9339 726 172.55 696.102 499.273
55 0 58.1914 13.215 769 162.542 693.954 499.252
56 0 60.1937 13.224 796 168.888 694.379 498.671
57 0 60.2458 13.5445 816 170.522 696.531 497.853
58 0 64.2511 12.778 821 165.711 694.251 496.872
59 0 68.1647 12.8952 879 165.885 696.155 495.485
60 0 70.125 13.0196 913 165.68 693.583 494.708
61 0 70.2307 13.598 955 167.297 693.471 493.291
62 0 73.1507 13.8344 1012 167.712 693.331 491.584
63 0 77.1899 13.2012 1019 163.181 694.217 490.465
64 0 81.3339 13.1433 1069 155.093 693.686 488.152
65 0 83.2186 13.5186 1125 159.827 695.142 486.508
66 0 86.341 13.3424 1152 160.99 696.569 484.509
67 0 90.2479 13.3078 1201 155.516 695.425 482.805
68 1 49.1333 11.825 581 167.664 693.454 503.392
69 0 51.1637 12.6652 648 158.748 693.344 501.938
70 0 50.0879 12.7775 640 156.47 694.678 501.28
71 0 52.1303 12.5839 656 165.102 694.323 499.613
72 0 54.1205 12.8417 695 156.437 694.222 499.278
73 0 57.1134 12.7816 730 150.525 694.445 498.01
74 0 59.1316 12.7512 754 160.723 695.053 496.89
75 0 61.1693 12.8005 783 156.835 691.854 494.974
76 0 62.1415 13.5497 842 118.043 692.833 493.404
77 0 63.1843 13.3894 846 163.044 695.038 493.001
78 0 65.138 12.911 841 162.873 695.316 492.308
