index division length width area intensity CMx CMy
0 0 69.0665 14.3485 991 171.29 547.427 486.926
1 0 70.0628 14.3443 1005 178.141 548.923 485.688
2 0 71.1372 14.7602 1050 167.086 548.321 485.651
3 0 73.1064 14.773 1080 165.764 549.364 484.384
4 0 76.0311 15.007 1141 172.76 551.113 483.995
5 0 79.1078 14.8784 1177 165.042 549.147 484.05
6 0 82.0701 14.7679 1212 166.724 549.28 483.844
7 0 85.1065 15.0282 1279 167.889 548.209 483.02
8 0 86.0859 14.985 1290 174.867 546.707 483.587
9 0 91.1504 14.6242 1333 170.149 547.046 482.649
10 0 94.1205 14.7577 1389 170.469 546.396 482.23
11 0 96.08 14.6024 1403 170.37 544.959 481.847
12 0 99.1216 14.9614 1483 168.763 545.649 480.893
13 0 103.3 14.6854 1517 171.287 544.55 480.446
14 1 54.0712 13.5007 730 169.474 544.099 505.808
15 0 55.0275 13.4842 742 169.189 544.303 505.146
16 0 57.0691 13.7377 784 176.46 544.185 505.065
17 0 59.0286 14.0102 827 175.071 545.734 503.237
18 0 62.068 13.7108 851 176.505 546.579 502.591
19 0 63.042 13.9907 882 171.575 544.983 502.342
20 0 66.0707 13.6672 903 177.381 544.487 501.817
21 0 68.0724 13.8676 944 178.968 542.359 500.573
22 0 70.1179 14.333 1005 173.738 543.971 499.04
23 0 73.146 13.8627 1014 174.557 542.982 497.578
24 0 75.266 13.9904 1053 177.244 541.09 495.792
25 0 78.146 13.8587 1083 169.327 542.966 494.548
26 0 81.1632 14.2676 1158 170.237 542.355 492.451
27 0 82.1566 14.1924 1166 173.985 541.832 490.893
28 0 85.1098 14.4754 1232 172.845 544.008 489.014
29 0 89.0803 14.2905 1273 170.172 542.948 485.683
30 0 92.1108 14.0374 1293 163.376 545.624 482.916
31 0 97.119 13.9828 1358 173.147 547.02 479.967
32 0 100.13 13.6623 1368 167.494 546.808 477.317
33 1 50.0454 13.3679 669 165.209 546.694 499.112
34 0 52.0675 13.5401 705 166.418 548.272 497.672
35 0 53.024 13.6919 726 163.318 550.379 496.335
36 0 56.0174 13.6922 767 168.778 548.621 494.651
37 0 57.0394 13.6572 779 161.684 549.141 493.82
38 0 59.1852 13.8548 820 159.906 549.378 492.335
39 0 62.0713 13.8228 858 160.469 550.197 490.803
40 0 63.1132 13.8323 873 163.431 547.255 489.585
41 0 65.0823 13.5982 885 161.766 549.124 488.82
42 0 66.0836 13.8158 913 158.145 549.779 487.571
43 0 68.1534 14.0272 956 157.899 550.571 486.467
44 0 71.1081 14.0069 996 162.775 550.21 486.099
45 0 75.043 13.8854 1042 157.49 549.868 484.674
46 0 77.1396 13.8191 1066 157.334 551.766 483.526
47 0 80.1654 13.9711 1120 153.29 552.11 482.792
48 0 81.0567 13.9779 1133 156.395 551.314 482.512
49 0 84.0626 14.0372 1180 155.542 548.44 481.103
50 0 88.1484 14.1126 1244 146.821 551.009 480.072
51 0 91.1465 14.3944 1312 157.774 550.589 479.184
52 0 94.2287 14.295 1347 157.312 549.339 478.716
53 0 97.0815 14.2973 1388 152.439 551.732 477.921
54 0 99.1062 14.1565 1403 159.435 550.116 477.448
55 0 101.304 14.2936 1448 161.412 550.854 475.642
56 0 105.097 14.5485 1529 151.886 550.732 474.336
57 0 110.191 14.2207 1567 166.604 548.371 473.029
58 0 116.133 13.9237 1617 158.732 548.203 470.451
59 0 121.15 14.3458 1738 166.25 547.905 467.98
60 1 60.0951 13.1292 789 158.82 548.544 497.34
61 0 64.0448 12.9597 830 164.959 548.996 496.054
62 0 66.1313 13.2161 874 158.636 547.808 495.026
63 0 67.0575 13.4213 900 163.689 548.304 493.836
64 0 72.1313 12.7545 920 168.876 549.015 492.599
65 0 74.0835 12.8369 951 166.707 548.547 491.035
66 0 74.179 13.3731 992 163.741 548.612 489.594
67 0 79.1014 13.0845 1035 155.322 547.944 487.959
68 0 81.0736 13.3582 1083 164.422 548.769 486.256
69 0 84.074 13.3811 1125 166.83 550.422 484.604
70 0 89.1405 13.26 1182 163.361 548.032 482.405
71 0 92.1602 13.2053 1217 158.913 549.014 480.406
72 0 93.2504 13.4262 1252 167.953 548.116 478.591
73 0 99.3324 12.9666 1288 163.904 549.145 475.962
74 0 102.089 13.0572 1333 163.342 551.082 474.8
75 0 106.201 13.1543 1397 164.607 549.737 472.715
76 0 109.11 12.9869 1417 166.705 547.392 471.382
77 0 112.191 13.6464 1531 167.326 549.826 469.857
78 1 65.0559 12.1588 791 161.033 548.293 492.466
79 0 66.1039 12.2232 808 167.205 550.491 491.402
80 0 69.074 12.5807 869 162.965 551.547 489.697
81 0 70.0837 12.9417 907 162.89 550.858 488.37
82 0 73.0332 12.9119 943 162.39 551.154 487.531
83 0 76.061 12.9238 983 160.31 550.898 486.144
84 0 77.0864 13.0892 1009 159.587 550.483 484.612
85 0 79.0922 13.1492 1040 169.024 551.158 484.36
86 0 83.1124 13.187 1096 166.272 551.19 482.899
87 0 85.1662 13.3621 1138 160.597 549.476 481.605
88 0 87.215 13.2661 1157 158.969 552.417 480.321
89 0 92.1352 13.122 1209 164.361 551.28 478.576
90 0 94.1546 13.1486 1238 163.506 551.216 477.411
91 0 99.209 13.0734 1297 156.526 548.631 475.46
92 0 102.321 13.096 1340 163.227 550.337 474.352
93 0 105.418 13.4228 1415 161.767 549.337 472.44
94 1 55.122 12.4088 684 161.075 548.513 496.811
95 0 56.145 12.5212 703 161.185 551.39 496.491
96 0 59.0439 12.4822 737 156.731 551.78 495.136
97 0 60.1174 12.6752 762 152.902 551.024 494.392
98 0 63.0856 12.7129 802 151.754 550.289 493.666
99 0 65.0856 12.5834 819 159.327 551.183 492.171
100 0 66.1008 13.0104 860 156.155 548.959 491.37
101 0 68.0808 13.2049 899 160.533 550.874 490.116
102 0 69.0676 13.6533 943 155.665 548.513 489.001
103 0 72.1535 13.1248 947 160.961 550.313 487.951
104 0 73.1505 13.6841 1001 163.183 550.343 486.176
105 0 76.1317 13.6999 1043 160.914 548.833 485.136
106 0 80.2109 13.5268 1085 154.998 549.964 483.593
107 0 82.0816 13.4622 1105 167.128 549.243 483.052
108 0 83.1216 13.9434 1159 163.028 549.033 480.825
109 0 87.1712 13.571 1183 170.332 551.052 479.3
110 0 90.1445 13.8001 1244 163.968 552.481 477.701
111 0 92.1398 13.9245 1283 166.188 548.831 474.886
