0	2.329103389	1.421875	31794.63736	45208
0.1	2.301923542	1.5625	28928	45200
0.2	2.162048842	1.234375	33403.13924	41232
0.3	2.991099581	2.046875	28646.59542	58636
0.4	3.086336812	1.84375	33219.25424	61248
0.5	4.606026833	3.296875	34741.99052	114540
0.6	5.28851723	3.78125	36947.57025	139708
0.7	5.893250054	4.15625	38415.3985	159664
0.8	3.160703562	2.453125	39880.56051	97832
0.9	3.377028629	2.875	42493.21739	122168
1	4.016685769	3.484375	43881.61435	152900
1.1	4.209441623	3.765625	46946.78838	176784
1.2	5.009750412	4.1875	49488.23881	207232
1.3	5.603396288	4.65625	50890.73826	236960
1.4	3.135591404	2.375	50420.21053	119748
1.5	3.117886483	2.4375	52289.64103	127456
1.6	3.479721273	2.734375	52690.65143	144076
1.7	3.631809985	2.84375	53298.63736	151568
1.8	4.278755582	3.171875	53655.33005	170188
1.9	4.826338476	3.453125	52858.78733	182528
2	5.588414722	3.90625	51853.312	202552
2.1	2.623003319	1.78125	51887.15789	92424
2.2	3.040130541	1.953125	52463.616	102468
2.3	3.199298247	2.046875	52747.72519	107968
2.4	3.918153147	2.796875	50114.50279	140164
2.5	4.160840082	2.84375	50884.92308	144704
2.6	5.157051014	3.328125	49405.59624	164428
2.7	6.269129522	3.78125	48577.58678	183684
2.8	3.171740043	2.359375	38427.12583	90664
2.9	3.601596558	2.78125	41611.50562	115732
3	3.901510261	3.265625	38581.2823	125992
3.1	4.818423635	3.359375	46147.86977	155028
3.2	5.450649075	3.765625	45484.08299	171276
3.3	3.04010285	2.53125	37971.75309	96116
3.4	3.339383746	3.046875	37173.82564	113264
3.5	3.909065445	2.84375	44438.50549	126372
3.6	4.305864661	3.359375	44141.54419	148288
3.7	4.444168481	3.34375	45846.72897	153300
3.8	4.933546471	4.8125	35839.16883	172476
3.9	5.647422044	4.234375	43144.02952	182688
4	3.029169216	2.359375	44925.45695	105996
4.1	3.273320726	2.453125	43454.77707	106600
4.2	3.555756368	2.75	42894.54545	117960
4.3	3.999742387	3.578125	36654.95197	131156
4.4	4.366942868	3.5	40988.57143	143460
4.5	4.929816781	3.75	40560	152100
4.6	5.719419642	4.265625	40438.62271	172496
4.7	3.187058123	2.296875	39331.70068	90340
4.8	3.417578419	2.578125	39164.89697	100972
4.9	3.853708714	2.953125	37657.73545	111208
5	4.194063603	2.84375	39761.58242	113072
5.1	4.814009043	3.484375	39692.6278	138304
5.2	5.130686705	4.234375	34256.76753	145056
5.3	3.02675471	1.96875	39584.50794	77932
5.4	3.491327054	2.28125	40511.12329	92416
5.5	3.794819725	2.40625	40976.62338	98600
5.6	3.633112234	2.40625	38070.85714	91608
5.7	4.879869598	3.046875	40633.10769	123804
5.8	5.289649948	4.09375	35674.87023	146044
5.9	6.003666004	5.15625	33892.84848	174760
6	7.061798393	5.28125	40888.04734	215940
6.1	7.854192657	6.078125	41641.13111	253100
6.2	9.102990783	7.09375	42027.98238	298136
6.3	5.331381682	3.96875	40557.85827	160964
6.4	5.805913149	4.359375	41869.30466	182524
6.5	5.805913149	4.359375	41869.30466	182524
6.6	3.173335709	2.015625	44291.96899	89276
6.7	3.952924442	3.921875	34098.99602	133732
6.8	4.433342989	3.90625	37729.28	147380
6.9	4.457727178	3.4375	46360.43636	159364
7	5.579244574	4.4375	45287.66197	200964
7.1	6.443994887	5.09375	45546.79755	232004
7.2	3.445846001	2.578125	49681.06667	128084
7.3	3.825449534	2.890625	49872.95135	144164
7.4	4.17170553	3.234375	50941.52657	164764
7.5	4.381312736	4.328125	41846.29603	181116
7.6	5.289079351	5.34375	42627.74269	227792
7.7	2.941541756	2.515625	53181.21739	133784
7.8	3.054173127	2.609375	54348.64671	141816
7.9	3.734583709	3.265625	52852.36364	172596
8	4.089977363	3.484375	54161.79372	188720
8.1	4.610911862	3.84375	55320.97561	212640
8.2	5.294743739	4.359375	54991.36918	239728
8.3	2.585118591	2.609375	52145.82036	136068
8.4	3.07980009	2.78125	56785.97753	157936
8.5	3.493246953	3.640625	50410.02575	183524
8.6	3.856274857	3.484375	57163.76682	199180
8.7	4.518789436	3.9375	57364.31746	225872
8.8	2.395012346	2.671875	55180.72515	147436
8.9	2.669448525	2.609375	59499.30539	155256
9	2.837335675	2.796875	59936.89385	167636
9.1	3.171615273	3.125	60462.08	188944
9.2	3.749610177	4.609375	56070.94237	258452
9.3	4.091227119	4.34375	59975.82734	260520
9.4	4.579815388	4.96875	59584.40252	296060
9.5	5.426998019	5.703125	60049.18356	342468
9.6	6.327370225	6.375	60469.96078	385496
9.7	3.338463258	3.46875	60267.24324	209052
9.8	3.566514859	3.734375	60756.61925	226888
9.9	4.070032636	4.09375	61635.41985	252320
10	4.770585246	4.65625	61221.79866	285064
10.1	5.522079149	5.15625	61406.64242	316628
10.2	6.932294765	5.640625	61117.34072	344740
10.3	3.052289232	3.046875	61806.27692	188316
10.4	3.396339047	3.96875	59035.2126	234296
10.5	3.770777271	3.90625	61341.696	239616
10.6	4.213957253	4.1875	61820.1791	258872
10.7	4.840878685	4.796875	61452.50814	294780
10.8	5.547377336	6.28125	59017.55224	370704
10.9	3.020553041	3.03125	61750.10309	187180
11	3.358524373	3.453125	61705.26697	213076
11.1	3.680195981	3.75	62222.93333	233336
11.2	4.139529407	4.234375	61835.80812	261836
11.3	4.767837612	4.734375	61935.94719	293228
11.4	5.529222905	5.359375	61500.45481	329604
11.5	2.88219466	3.015625	61396.22798	185148
11.6	3.080769085	3.234375	61729.3913	199656
11.7	3.410009339	3.609375	61443.32468	221772
11.8	3.822035214	3.953125	61663.62055	243764
11.9	4.291537699	4.453125	61732.82807	274904
12	5.138470537	5.1875	61005.10843	316464
12.1	2.60684066	2.984375	59468.39791	177476
12.2	2.802794613	2.9375	60918.46809	178948
12.3	3.096328064	3.171875	61448.82759	194908
12.4	3.472260431	3.546875	60911.0837	216044
12.5	3.925946593	4	60710	242840
12.6	4.334021239	4.234375	61360.64945	259824
12.7	5.062378832	4.828125	60787.98706	293492
12.8	2.453185197	2.3125	61696	142672
12.9	2.869044773	2.78125	59951.46067	166740
13	3.088420765	2.953125	60516.2328	178712
13.1	3.406419046	3.203125	60959.21951	195260
