time,length,lineage_ID,filename
11.6,3.869729636,2,pos17-3
3.0,7.230799424,2,pos17-3
3.1,3.73873148,2,pos17-3
3.2,4.287265779,2,pos17-3
3.3,4.791336103,2,pos17-3
3.4,5.4616268020000005,2,pos17-3
3.5,5.936548677999999,2,pos17-3
3.6,6.709938042999999,2,pos17-3
3.7,7.544699014,2,pos17-3
3.8,8.473427312,2,pos17-3
3.9,4.867287042,2,pos17-3
4.0,5.052973608,2,pos17-3
4.1,5.7339108,2,pos17-3
4.2,7.022174237000001,2,pos17-3
4.3,7.58470451,2,pos17-3
4.4,3.872812031,2,pos17-3
4.5,4.352100683,2,pos17-3
4.6,4.91092476,2,pos17-3
4.7,5.555082025,2,pos17-3
4.8,6.380428425,2,pos17-3
4.9,7.172714131,2,pos17-3
5.0,8.452815329,2,pos17-3
5.1,4.285206195,2,pos17-3
5.2,4.7430485860000005,2,pos17-3
5.3,5.480124011,2,pos17-3
5.4,6.634823738,2,pos17-3
2.9,6.200023185,2,pos17-3
2.8,5.514062535,2,pos17-3
2.7,4.720738921000001,2,pos17-3
2.6,4.432790303,2,pos17-3
0.0,4.668653462,2,pos17-3
0.1,5.178443886,2,pos17-3
0.2,5.920890975,2,pos17-3
0.3,6.361248476,2,pos17-3
0.4,7.264189922000001,2,pos17-3
0.5,8.373208553,2,pos17-3
0.6,4.264109691,2,pos17-3
0.7,4.748133856,2,pos17-3
0.8,5.306163011000001,2,pos17-3
0.9,5.992463179,2,pos17-3
1.0,6.524936935,2,pos17-3
1.1,7.39980085,2,pos17-3
5.5,7.281795827000001,2,pos17-3
1.2,8.438224421000001,2,pos17-3
1.4,4.7959059139999995,2,pos17-3
11.7,4.509549338999999,2,pos17-3
1.6,6.363815736,2,pos17-3
1.7,3.2283533789999996,2,pos17-3
1.8,3.5828133089999996,2,pos17-3
1.9,3.894099469,2,pos17-3
2.0,4.616708146000001,2,pos17-3
2.1,4.7612197389999995,2,pos17-3
2.2,5.601283652,2,pos17-3
2.3,6.52841063,2,pos17-3
2.4,7.452509782999999,2,pos17-3
2.5,3.904557242,2,pos17-3
1.3,4.389676457,2,pos17-3
5.7,4.876558325,2,pos17-3
1.5,5.599476577999999,2,pos17-3
5.9,6.190512023999999,2,pos17-3
9.0,4.127742811,2,pos17-3
9.1,4.7928111289999995,2,pos17-3
9.2,5.578680802999999,2,pos17-3
9.3,2.927101268,2,pos17-3
9.4,3.301863511,2,pos17-3
9.5,3.900474758,2,pos17-3
9.6,4.478715425,2,pos17-3
9.7,5.197155221,2,pos17-3
9.8,2.958294071,2,pos17-3
9.9,3.389019345,2,pos17-3
10.0,3.90824573,2,pos17-3
10.1,4.350270755,2,pos17-3
8.9,3.6682404,2,pos17-3
10.2,5.055067125,2,pos17-3
10.4,6.881339655,2,pos17-3
10.5,3.414440895,2,pos17-3
10.6,3.87668817,2,pos17-3
10.8,5.435764159,2,pos17-3
10.9,6.394546657999999,2,pos17-3
11.0,3.2236793169999998,2,pos17-3
11.1,3.799794362,2,pos17-3
11.2,4.3237470039999994,2,pos17-3
11.3,4.914663822,2,pos17-3
11.4,5.9874566,2,pos17-3
11.5,6.977870362000001,2,pos17-3
5.8,5.488963097999999,2,pos17-3
10.3,6.080056945,2,pos17-3
8.8,3.2401877889999997,2,pos17-3
10.7,4.602611153,2,pos17-3
8.6,5.533902779,2,pos17-3
8.7,5.863837019,2,pos17-3
6.0,7.140659691000001,2,pos17-3
6.1,3.917970649,2,pos17-3
6.2,4.379552671,2,pos17-3
6.3,4.393350368,2,pos17-3
6.5,6.290697864,2,pos17-3
6.6,3.494836672,2,pos17-3
6.7,3.8120250980000003,2,pos17-3
6.8,4.577526695,2,pos17-3
6.9,5.1411081130000005,2,pos17-3
7.0,6.161191967000001,2,pos17-3
7.1,6.768708312,2,pos17-3
7.2,8.222629895,2,pos17-3
6.4,5.537950005,2,pos17-3
7.4,4.844004421,2,pos17-3
8.5,4.696648195,2,pos17-3
7.3,4.230881883,2,pos17-3
8.4,3.923110613,2,pos17-3
8.3,7.414471271,2,pos17-3
8.1,5.649777631,2,pos17-3
8.0,4.927711333,2,pos17-3
8.2,6.314805627999999,2,pos17-3
7.8,8.418751647999999,2,pos17-3
7.7,7.247644715,2,pos17-3
7.6,6.468768271,2,pos17-3
7.5,5.563204447,2,pos17-3
7.9,4.480924892,2,pos17-3
11.2,6.646057534,3,pos20
11.8,5.816315986,3,pos20
11.1,5.731792239,3,pos20
11.3,7.426106343,3,pos20
11.4,3.7344810280000003,3,pos20
11.5,4.171904209,3,pos20
11.6,4.605178091,3,pos20
11.7,5.295116665,3,pos20
11.9,6.516290493,3,pos20
12.4,5.508880372999999,3,pos20
12.1,4.118412628,3,pos20
12.2,4.557924985,3,pos20
12.3,4.90783195,3,pos20
12.5,6.35030683,3,pos20
12.6,7.137789556,3,pos20
12.7,8.243354712,3,pos20
11.0,5.077751244,3,pos20
12.8,4.791384257,3,pos20
12.0,3.701889998,3,pos20
10.9,4.599171217,3,pos20
9.5,4.548822148999999,3,pos20
10.7,3.823398428,3,pos20
12.9,5.312732273,3,pos20
8.9,4.443658055,3,pos20
9.0,4.936573504,3,pos20
9.1,5.492754594,3,pos20
9.2,6.177151841000001,3,pos20
9.3,6.973980935,3,pos20
9.4,7.979854249,3,pos20
9.6,5.188599875,3,pos20
10.8,4.0850102,3,pos20
9.7,5.6617918,3,pos20
10.0,3.7084587239999998,3,pos20
10.1,4.3096466630000005,3,pos20
10.2,4.802217444,3,pos20
8.8,4.071136991,3,pos20
10.3,5.167999633,3,pos20
10.4,5.9860644370000005,3,pos20
10.5,6.599802434,3,pos20
10.6,3.300708635,3,pos20
9.9,3.6006296989999997,3,pos20
13.0,6.105174858,3,pos20
15.9,3.200029475,3,pos20
13.2,3.75277675,3,pos20
15.5,4.190726484,3,pos20
15.6,4.925495669,3,pos20
15.7,5.630215405,3,pos20
15.8,6.329465998,3,pos20
16.0,3.6868774510000004,3,pos20
16.1,4.077112046,3,pos20
16.2,4.817667285,3,pos20
16.3,5.435602621,3,pos20
15.4,3.801299872,3,pos20
16.4,2.861806262,3,pos20
16.6,3.8091420719999998,3,pos20
16.7,4.584240376,3,pos20
16.8,5.21446624,3,pos20
16.9,2.488872021,3,pos20
17.0,3.3911417889999997,3,pos20
17.1,3.798266145,3,pos20
17.2,4.233779659,3,pos20
8.7,3.636323435,3,pos20
16.5,3.386426057,3,pos20
13.1,6.807335127000001,3,pos20
15.3,3.43275258,3,pos20
15.1,6.086234005,3,pos20
13.3,4.189949448,3,pos20
13.4,4.637997133,3,pos20
13.5,5.250563468,3,pos20
13.6,5.841910897999999,3,pos20
13.7,6.656340869,3,pos20
13.8,3.349438198,3,pos20
13.9,3.3972400119999997,3,pos20
14.0,3.900956748,3,pos20
15.2,7.071271078,3,pos20
14.1,4.385843605,3,pos20
14.3,5.762009287000001,3,pos20
14.4,2.843724331,3,pos20
14.5,3.0901699889999996,3,pos20
14.6,3.29258158,3,pos20
14.7,3.966551122,3,pos20
14.8,4.238545954,3,pos20
14.9,4.820945481,3,pos20
15.0,5.52443839,3,pos20
14.2,5.014448055,3,pos20
8.6,3.138103438,3,pos20
9.8,6.431891095,3,pos20
8.4,5.180286416,3,pos20
2.2,4.381879612,3,pos20
2.3,5.112728603,3,pos20
2.4,5.7534639720000005,3,pos20
2.5,6.387780356,3,pos20
2.6,7.599381167000001,3,pos20
2.7,4.021987905,3,pos20
2.8,4.303083447,3,pos20
2.9,4.805287104,3,pos20
2.1,4.030731384,3,pos20
3.0,5.435198343,3,pos20
3.2,6.736820366,3,pos20
3.3,3.8381393939999997,3,pos20
3.4,4.144414154,3,pos20
3.5,4.3090409119999995,3,pos20
3.6,5.038574657,3,pos20
3.7,5.305474306,3,pos20
3.8,5.927442569,3,pos20
3.9,6.903747649,3,pos20
3.1,6.137520353999999,3,pos20
4.0,8.113589962,3,pos20
2.0,3.9108180239999997,3,pos20
1.8,6.072409352,3,pos20
8.5,5.932513698999999,3,pos20
0.0,4.226644329,3,pos20
0.1,3.437059398,3,pos20
0.2,4.324969437,3,pos20
0.3,5.051814855,3,pos20
0.4,5.042937767,3,pos20
0.5,6.106598583999999,3,pos20
0.6,3.714333233,3,pos20
1.9,3.678059914,3,pos20
0.7,4.82424635,3,pos20
0.9,6.090714489,3,pos20
1.0,6.588343261,3,pos20
1.2,7.437629969,3,pos20
1.3,7.437629969,3,pos20
1.4,3.817558156,3,pos20
1.5,4.435408609,3,pos20
1.6,4.447740404,3,pos20
1.7,5.571765355,3,pos20
0.8,5.191677611999999,3,pos20
4.1,4.105267093,3,pos20
1.1,7.211289132999999,3,pos20
4.3,5.436762555,3,pos20
6.6,3.3578175160000003,3,pos20
6.7,3.670451784,3,pos20
6.8,3.816540493,3,pos20
6.9,4.259764908,3,pos20
7.0,4.989964344,3,pos20
7.1,5.511150638999999,3,pos20
7.2,6.234186082999999,3,pos20
7.3,3.058491216,3,pos20
6.5,2.9980555860000004,3,pos20
7.4,3.467235739,3,pos20
7.7,4.756709636,3,pos20
7.8,5.564645841,3,pos20
7.9,3.08391718,3,pos20
8.0,3.6287114160000002,3,pos20
8.1,3.816153122,3,pos20
8.2,4.153143928,3,pos20
8.3,4.6362824730000005,3,pos20
4.2,4.806723108,3,pos20
7.5,3.639449592,3,pos20
6.4,2.5219434240000003,3,pos20
7.6,4.478414733999999,3,pos20
6.2,4.593028183,3,pos20
4.4,6.23592102,3,pos20
6.3,1.953344419,3,pos20
4.5,6.690898157,3,pos20
4.6,7.763106894,3,pos20
4.7,3.737149132,3,pos20
4.8,4.461122196,3,pos20
5.0,5.418510426,3,pos20
5.1,6.123249277999999,3,pos20
5.2,3.1143948339999996,3,pos20
5.3,3.138103438,3,pos20
4.9,5.038983597,3,pos20
5.4,3.773889637,3,pos20
6.1,4.320113323,3,pos20
5.5,4.097062203,3,pos20
5.6,4.841111865,3,pos20
5.7,5.046530338,3,pos20
5.8,2.736364635,3,pos20
5.9,3.400957325,3,pos20
6.0,3.809669349,3,pos20
17.6,3.703029163,4,pos17-2
17.5,3.143960916,4,pos17-2
17.4,2.782702917,4,pos17-2
17.3,2.484457662,4,pos17-2
17.2,2.191300422,4,pos17-2
16.9,3.266897803,4,pos17-2
17.0,3.78917898,4,pos17-2
16.6,5.0530803539999996,4,pos17-2
16.8,2.8714502669999997,4,pos17-2
17.7,4.677882166,4,pos17-2
16.5,4.190301689,4,pos17-2
16.7,2.39144817,4,pos17-2
17.1,4.362848573,4,pos17-2
17.8,2.486859624,4,pos17-2
18.7,4.804573044,4,pos17-2
18.0,3.228158397,4,pos17-2
18.1,3.579101207,4,pos17-2
18.2,3.9312243319999998,4,pos17-2
18.3,4.635708515,4,pos17-2
18.4,5.047180515,4,pos17-2
18.5,5.171938488,4,pos17-2
18.6,5.094626923,4,pos17-2
18.8,3.917868639,4,pos17-2
18.9,4.513106337,4,pos17-2
19.0,4.9195159980000005,4,pos17-2
16.4,3.800201843,4,pos17-2
19.2,3.254675452,4,pos17-2
19.3,3.614493478,4,pos17-2
17.9,2.7247471689999996,4,pos17-2
16.3,3.1476105860000003,4,pos17-2
14.3,2.7241931060000004,4,pos17-2
16.1,2.469202459,4,pos17-2
19.4,3.7496746,4,pos17-2
13.2,3.199520865,4,pos17-2
13.3,3.7545270439999996,4,pos17-2
13.4,4.152550127,4,pos17-2
13.5,4.920153352,4,pos17-2
13.6,2.701253545,4,pos17-2
13.7,3.0682205560000004,4,pos17-2
13.8,3.544216829,4,pos17-2
13.9,3.942074223,4,pos17-2
14.0,4.264580138,4,pos17-2
14.1,4.862603297,4,pos17-2
14.2,2.6129704119999997,4,pos17-2
14.4,3.132863458,4,pos17-2
14.5,3.7296414010000003,4,pos17-2
14.6,4.139706884,4,pos17-2
14.7,4.793873315,4,pos17-2
14.8,2.358120854,4,pos17-2
14.9,2.7345333469999997,4,pos17-2
15.0,3.0751588080000003,4,pos17-2
15.1,3.6100414439999997,4,pos17-2
15.2,4.091396073,4,pos17-2
15.3,4.74264838,4,pos17-2
15.4,5.129626484,4,pos17-2
15.5,2.8229397730000003,4,pos17-2
15.6,3.106621785,4,pos17-2
15.7,3.268881481,4,pos17-2
15.8,3.86102222,4,pos17-2
15.9,4.356978894,4,pos17-2
16.0,2.226532879,4,pos17-2
16.2,2.9148649289999997,4,pos17-2
19.5,4.639741797,4,pos17-2
23.8,3.35300183,4,pos17-2
19.7,2.9705215380000003,4,pos17-2
23.2,2.583011764,4,pos17-2
23.3,2.963780353,4,pos17-2
23.4,3.9390035880000003,4,pos17-2
23.5,3.8629671219999997,4,pos17-2
23.6,5.054641483999999,4,pos17-2
23.7,2.8434130619999998,4,pos17-2
13.1,5.131795166,4,pos17-2
23.9,3.6503754089999996,4,pos17-2
24.0,4.102020862,4,pos17-2
24.1,4.780666704,4,pos17-2
24.2,2.5405653530000003,4,pos17-2
24.3,2.811643432,4,pos17-2
24.4,3.155951515,4,pos17-2
24.5,3.604957625,4,pos17-2
24.6,3.730494293,4,pos17-2
24.7,4.362658594,4,pos17-2
24.8,4.46437615,4,pos17-2
24.9,3.1574973219999998,4,pos17-2
25.0,3.231351171,4,pos17-2
25.1,3.41039961,4,pos17-2
25.2,4.001341353,4,pos17-2
25.3,4.689623012,4,pos17-2
25.4,2.4748982859999997,4,pos17-2
25.5,2.8393262060000004,4,pos17-2
25.6,3.000136557,4,pos17-2
25.7,3.5761415910000003,4,pos17-2
25.8,4.0442944139999994,4,pos17-2
25.9,2.552135132,4,pos17-2
26.0,2.698394366,4,pos17-2
23.1,2.278617621,4,pos17-2
23.0,4.694436476,4,pos17-2
22.9,3.846677512,4,pos17-2
22.8,3.8501537389999996,4,pos17-2
19.8,3.4361091939999997,4,pos17-2
19.9,4.071655751000001,4,pos17-2
20.0,4.656096821,4,pos17-2
20.1,4.823040121,4,pos17-2
20.2,2.639452703,4,pos17-2
20.3,2.852909017,4,pos17-2
20.4,3.306769798,4,pos17-2
20.5,4.0805938930000005,4,pos17-2
20.6,4.44007193,4,pos17-2
20.7,2.2182257290000003,4,pos17-2
20.8,2.894882215,4,pos17-2
20.9,3.047949418,4,pos17-2
21.0,3.549020542,4,pos17-2
21.1,4.374456937,4,pos17-2
19.6,4.980284838999999,4,pos17-2
21.2,5.023588121,4,pos17-2
21.4,2.68531046,4,pos17-2
21.5,3.001995805,4,pos17-2
21.6,3.654710155,4,pos17-2
21.7,4.071229712,4,pos17-2
21.8,2.047722105,4,pos17-2
21.9,2.093940322,4,pos17-2
22.0,2.525417328,4,pos17-2
22.1,2.912839252,4,pos17-2
22.2,3.730874866,4,pos17-2
22.3,4.12389113,4,pos17-2
22.4,4.74118815,4,pos17-2
22.5,2.302774898,4,pos17-2
22.6,2.774629069,4,pos17-2
22.7,3.026230113,4,pos17-2
21.3,2.165394199,4,pos17-2
13.0,4.791909283,4,pos17-2
19.1,5.063475162,4,pos17-2
12.8,4.18966047,4,pos17-2
3.3,4.306552485,4,pos17-2
3.4,5.198739729,4,pos17-2
3.5,2.54303563,4,pos17-2
3.6,3.054245649,4,pos17-2
3.7,3.813985596,4,pos17-2
3.8,4.127710385,4,pos17-2
3.9,2.289260785,4,pos17-2
4.0,2.676457501,4,pos17-2
4.1,2.859518847,4,pos17-2
4.2,1.87545374,4,pos17-2
4.3,2.033166325,4,pos17-2
4.4,1.8078999530000002,4,pos17-2
4.5,1.8125992169999998,4,pos17-2
4.6,2.7459402330000002,4,pos17-2
4.7,2.8805281089999997,4,pos17-2
4.8,3.702180134,4,pos17-2
4.9,3.331013581,4,pos17-2
5.0,3.745620245,4,pos17-2
