dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37],"[0.03181451726895731, 0.040602056862483145, 0.04641514515719389, 0.05348009560270728, 0.057968833089979965, 0.0631252389121475, 0.06902475982318168, 0.07147587401592749, 0.07501911191942343, 0.07876452686926994, 0.08048155100247213, 0.0834094988291287, 0.0869754822338931, 0.08911719002716656, 0.09244342559520874, 0.09564314287568791, 0.09754086635768217]","[0.03389328 0.04066773 0.04659696 0.05194625 0.05686491 0.06144702
 0.06575647 0.06983901 0.07372879 0.07745209 0.08102966 0.08447823
 0.08781153 0.09104099 0.09417625 0.09722554 0.10019592]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37],"[0.05119120693009488, 0.05986290484615231, 0.06940429567489993, 0.07805228679306313, 0.08337361088102653, 0.09069731094962973, 0.0965955624085561, 0.10129075919675203, 0.10766836264028691, 0.11291959455887057, 0.11665677423225895, 0.12197914972357282, 0.1262615504002685, 0.12918996229821852, 0.13361924443549253, 0.13667734131705037, 0.13869035216830838]","[0.05150902 0.06108446 0.06938052 0.07680671 0.08359163 0.08987833
 0.09576343 0.10131579 0.10658657 0.11161503 0.11643203 0.12106241
 0.12552646 0.12984106 0.13402041 0.13807656 0.14201991]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37],"[0.03456385003704307, 0.046985256877883484, 0.05208170614933483, 0.05651057250744975, 0.06312162619338772, 0.06504235151136645, 0.06934661317019472, 0.07469478159584451, 0.07707221315626088, 0.08161550709596885, 0.08463433558632612, 0.08680723693408089, 0.08919029687846303, 0.09101430975207943, 0.0924941046374476, 0.09412635353110428, 0.09577572397627243]","[0.03831925 0.04503307 0.05080434 0.05593928 0.06060771 0.06491536
 0.06893331 0.07271207 0.07628902 0.07969277 0.08294574 0.08606595
 0.08906808 0.09196431 0.09476488 0.09747847 0.10011253]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37],"[0.05255930386059302, 0.06745803289371276, 0.07294482598105839, 0.08195315409944624, 0.08869583071184695, 0.0926635086685453, 0.09958247323329546, 0.10477145476592527, 0.10786043712540189, 0.1133119712257734, 0.11571005213659129, 0.11767365112790425, 0.12036220817806036, 0.12274602252111673, 0.12486399336577218, 0.12745478732157325, 0.1295827869366555]","[0.05708535 0.06596101 0.07347935 0.08009339 0.08605131 0.09150615
 0.09655997 0.10128478 0.10573356 0.10994664 0.11395548 0.11778524
 0.12145634 0.12498567 0.12838735 0.13167333 0.13485385]",$f_n e^{\phi_{n}}$,mean (short)
Trace,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51],"[0.04594348561374345, 0.061521844984321145, 0.06804964593235503, 0.0734517243779888, 0.07934275966041847, 0.08178583699215543, 0.08312840082691525, 0.08655649884108822, 0.08871875377111742, 0.09023336696660215, 0.0926062384442986, 0.09415963379404448, 0.09519191827549568, 0.09700953413407143, 0.09796002544285029, 0.09888956199338232, 0.10070498183530505, 0.10170430615141271, 0.10270736737949662, 0.10465495941365903, 0.10575748630035003, 0.10678862286804618, 0.10885223616490407, 0.11008863331195114]","[0.05508175 0.0611058  0.0660312  0.07024762 0.07396233 0.07730023
 0.08034299 0.08314728 0.08575422 0.08819467 0.09049245 0.0926664
 0.09473165 0.09670062 0.0985836  0.10038922 0.10212484 0.10379673
 0.10541034 0.10697039 0.10848104 0.10994595 0.11136836 0.11275116]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51],"[0.0654359267792356, 0.07859869388871527, 0.08358571554359184, 0.08809418838670091, 0.09266589904530201, 0.09573751151769401, 0.09859300390015834, 0.1029603999994237, 0.10551916904465626, 0.1081872623524897, 0.11188326196717892, 0.11415203742379425, 0.11634632533793414, 0.11919027700490255, 0.12060628175707055, 0.12253014024613117, 0.1251454915672431, 0.1265691976287444, 0.12821556304848813, 0.13043848545272485, 0.13182951057453884, 0.13328992942646825, 0.13514913295361525, 0.136274325365088]","[0.0690453  0.0762767  0.08216779 0.08719676 0.09161726 0.0955817
 0.09918958 0.10250984 0.10559237 0.10847462 0.11118544 0.1137476
 0.11617942 0.11849587 0.12070938 0.12283035 0.12486764 0.12682882
 0.12872041 0.13054812 0.13231692 0.13403121 0.13569489 0.13731143]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51],"[0.046348777626591196, 0.05494747052475172, 0.062231107678687864, 0.06959451280074741, 0.07774529243498511, 0.0841244101125067, 0.0878187064646191, 0.09264270286058371, 0.09600120230698804, 0.09822020491313005, 0.10147570005258369, 0.10318743367865148, 0.1043224455859186, 0.10618245630108367, 0.10796131792008185, 0.10999208126195026, 0.11272212642323304, 0.11502474667445002, 0.11733542448554932, 0.1206216444871669, 0.12361102197974452, 0.12647267034337975, 0.12992398485510545, 0.13288682036687388]","[0.04980208 0.05739713 0.06381631 0.06945366 0.07452465 0.07916195
 0.08345392 0.08746284 0.09123452 0.09480374 0.09819768 0.10143801
 0.10454234 0.1075252  0.11039875 0.11317329 0.11585759 0.11845925
 0.12098486 0.1234402  0.12583037 0.12815987 0.13043274 0.13265259]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51],"[0.07216091716031223, 0.09173482302484265, 0.10335035916298721, 0.11499576152870146, 0.12782809793599567, 0.1374169020809917, 0.14688015696479106, 0.1583099663049047, 0.16758589295302392, 0.1766277908470744, 0.18567206738592928, 0.19147500129576248, 0.19698131522844584, 0.20109192746480958, 0.20460377804960223, 0.2086145309503078, 0.2120225394314131, 0.2152171638447328, 0.21868764370794794, 0.221264063034276, 0.22374186887213152, 0.22651162347130005, 0.22869575543177395, 0.2309593169049274]","[0.07886902 0.09311056 0.10540119 0.11637004 0.12636714 0.13561099
 0.14424884 0.15238545 0.16009854 0.16744761 0.17447945 0.18123161
 0.18773477 0.19401442 0.20009194 0.20598555 0.21171086 0.21728141
 0.22270901 0.22800405 0.23317572 0.23823219 0.24318076 0.24802802]",$f_n e^{\phi_{n}}$,mean (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49],"[0.0337083346574381, 0.03913109642529524, 0.04499624820981717, 0.04796952007415082, 0.0501355631815855, 0.05287158020263351, 0.05511340935079022, 0.056062773286319124, 0.05731867742803909, 0.05851938143852298, 0.05944228075850531, 0.060309632769093804, 0.061354652952322564, 0.06227254254203126, 0.06286604736047606, 0.06354319183522181, 0.06406906828668944, 0.06432054897470976, 0.06457857971068011, 0.064884498904575, 0.0648221110348077, 0.06487399662433913, 0.06488021038500984]","[0.03775427 0.04127784 0.04412253 0.0465341  0.04864192 0.05052326
 0.05222834 0.05379177 0.05523856 0.05658735 0.05785252 0.05904536
 0.06017493 0.06124862 0.06227256 0.06325185 0.06419085 0.06509326
 0.06596228 0.06680068 0.0676109  0.06839507 0.0691551 ]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49],"[0.04673143334354329, 0.05162164648273009, 0.0554746616334046, 0.058735678192800574, 0.06048203284992961, 0.06212349589522155, 0.0635165429733597, 0.0643900481835436, 0.06513295413286921, 0.06627830576950983, 0.06686380391532498, 0.06745894320622674, 0.06816560777166528, 0.06841835604879948, 0.06845684968443634, 0.0684852722348499, 0.06861097209879237, 0.06869207463360331, 0.0687172377951401, 0.06891838592997217, 0.06889177476053798, 0.06885770994275876, 0.06882008341509029]","[0.05080833 0.05350379 0.05560994 0.05735105 0.05884199 0.06014993
 0.06131773 0.06237451 0.06334098 0.06423245 0.06506056 0.06583437
 0.0665611  0.06724657 0.06789559 0.06851213 0.06909953 0.06966065
 0.07019793 0.07071345 0.07120907 0.07168639 0.07214681]",$f_n e^{\phi_{n}}$,mean (short)
