0	4.485171808	6.015625	55018.72208	330972
0.083333333	4.697424209	6.5625	55419.12381	363688
0.166666667	4.912963798	6.90625	55566.19005	383754
0.25	5.232710408	7.28125	56117.56223	408606
0.333333333	5.438934306	7.9453125	56112.07866	445828
0.416666667	5.754515781	8.8515625	55274.76081	489268
0.5	6.085553644	9.921875	53121.81417	527068
0.583333333	6.383195358	9.671875	56485.63489	546322
0.666666667	3.560742475	6.03125	54815.8342	330608
0.75	3.845952268	6.703125	54217.10023	363424
0.833333333	4.051305819	6.828125	54784.29291	374074
0.916666667	4.442033772	7.265625	54746.83871	397770
1	4.805948493	8	54037.25	432298
1.083333333	5.346607925	8.390625	53613.40782	449850
1.166666667	6.070929874	8.5	53240.47059	452544
1.25	2.881077726	5.125	51676.09756	264840
1.333333333	3.084304206	4.9453125	51839.79779	256364
1.416666667	3.337854978	5.2578125	50455.58395	265286
1.5	3.662058946	5.890625	52359.4695	308430
1.583333333	4.056021543	6.8359375	50377.28914	344376
1.666666667	4.593934314	7.1015625	49489.39054	351452
1.75	5.201962153	7.4453125	48241.62854	359174
1.833333333	2.53222646	3.984375	47836.36078	190598
1.916666667	2.940615666	5.1953125	41905.08271	217710
2	3.236785774	5.015625	43988.13707	220628
2.083333333	3.643383554	5.65625	44297.19337	250556
2.166666667	3.990746151	6.140625	41482.09669	254726
2.25	4.639221302	6.875	43038.83636	295892
2.333333333	2.663387829	4.1328125	41989.80718	173536
2.416666667	2.722626749	4.21875	40238.45926	169756
2.5	3.104524635	4.8828125	41146.368	200910
2.583333333	3.447471185	5.109375	40873.49235	208838
2.666666667	3.914861981	6.0390625	37171.66365	224482
2.75	3.514582854	8.9453125	26954.67598	241118
2.833333333	5.063316972	6.8125	39372.0367	268222
2.916666667	2.732679286	4.0546875	40504.72447	164234
3	2.965123128	4.5859375	39800.36797	182522
3.083333333	3.271784849	4.7578125	41036.92611	195246
3.166666667	3.665263236	5.5078125	38758.4	213474
3.25	4.014829309	6.1484375	40294.46506	247748
3.333333333	2.26384345	3.2734375	39601.79475	129634
3.416666667	2.229727748	3.171875	40195.78325	127496
3.5	2.620375245	3.875	39511.22581	153106
3.583333333	2.865127111	4.25	40259.29412	171102
3.666666667	3.063758185	4.5625	39396.38356	179746
3.75	3.279201229	4.9921875	39368.71362	196536
3.833333333	3.721411701	5.7890625	39090.95816	226300
3.916666667	4.14057818	5.65625	39068.64088	220982
4	4.407240015	6.6484375	36949.13278	245654
4.083333333	2.434699707	3.3046875	39372.55792	130114
4.166666667	2.439487854	3.4140625	41049.04348	140144
4.25	2.730556422	4.203125	35550.69145	149424
4.333333333	2.905333481	4.65625	34867.11409	162350
4.416666667	3.454647899	5.1328125	41426.02131	212632
4.5	3.873268775	5.609375	41333.66017	231856
4.583333333	4.256729964	6.265625	40379.37157	253002
4.666666667	5.030727881	6.640625	39885.10118	264862
4.75	2.65691381	3.9453125	38017.77426	149992
4.833333333	2.87403978	4.046875	38649.57529	156410
4.916666667	2.997532493	4.3984375	38136.72469	167742
5	3.433852769	4.8671875	36985.2199	180014
5.083333333	3.721796406	5.3515625	36752.25693	196682
5.166666667	4.156703241	6.1484375	35960.68107	221102
5.25	4.954405634	6.6953125	35823.5706	239850
5.333333333	2.538871344	3.6171875	35931.78402	129972
5.416666667	2.773501502	4.078125	35053.36398	142952
5.5	3.123306851	4.34375	34815.07914	151228
5.583333333	3.566545456	4.9609375	35131.66614	174286
5.666666667	3.94686022	5.7421875	34681.20816	199146
5.75	4.459742694	6.296875	33622.07444	211714
5.833333333	5.115563062	6.5390625	33250.02628	217424
5.916666667	5.769398701	7.734375	31888.54949	246638
6	2.721938065	4.125	31258.66667	128942
6.083333333	3.127259843	4.4921875	32134.45565	144354
6.166666667	3.549473549	5.296875	27373.87611	144996
6.25	3.760752481	5.2890625	29359.07829	155282
6.333333333	4.455416625	6.3125	28245.54455	178300
6.416666667	2.508904538	3.765625	30271.20332	113990
6.5	2.817948357	4.171875	29747.29588	124102
