div_then_fold,div_and_fold,fold_then_div,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,lineage_ID,generation
,,0.8557365753455004,0.471543258723409,,1.8772259334965273,0.35000000000000003,3.115907122716071,4.993133056212598,1.3472664534954542,SL,1,A,1.0,0.0
,0.33835111858813943,0.9002396331109979,0.6336014421950477,0.5340125448830363,2.358120023330614,0.4,2.6663956902877026,5.0245157136183165,1.584003605487619,SL,1,A,1.0,1.0
1.0783790820709047,0.33575090283361075,1.031464887860687,0.7027950118058862,0.47773660483285557,2.446936441829227,0.3999999999999999,2.400395077953347,4.847331519782574,1.756987529514716,SL,1,A,1.0,2.0
1.0054168505026821,0.38007085760370796,1.114056410517147,0.744097966415874,0.5107806696938176,2.7347617291090374,0.4500000000000002,2.4759232399024937,5.210684969011531,1.6535510364797195,SL,1,A,1.0,3.0
0.901452916032023,0.30071113471590116,0.9628762525181447,0.568067532563846,0.5293580736056303,2.109708559053209,0.3500000000000001,2.758318157361757,4.868026716414966,1.6230500930395595,SL,1,A,1.0,4.0
0.9435619517938288,0.3153460646234705,0.9892012606918348,0.5779969337352064,0.545584320985235,2.078162260612819,0.3999999999999999,2.6559190506132424,4.734081311226062,1.4449923343380164,SL,1,A,1.0,5.0
0.9043285384268237,0.2804422640296603,0.7738815131647189,0.5053353529125313,0.5549626845090377,1.7275177710110032,0.3999999999999999,2.6272384731620804,4.354756244173084,1.2633383822813284,SL,1,A,1.0,6.0
1.1615922694914584,0.3448629456641989,1.014294216424326,0.738646112629066,0.4668852103434578,2.222459072076849,0.6000000000000005,2.0331712850552366,4.255630357132086,1.2310768543817756,SL,1,A,1.0,7.0
1.0510946920179407,0.39324635323158774,1.0482360892890592,0.8115040386937853,0.4845895207922387,2.580455659692331,0.5499999999999998,2.062233875431541,4.642689535123872,1.4754618885341555,SL,1,A,1.0,8.0
1.1259485531999653,0.3925505764917746,1.2129583887589197,0.8430789340800485,0.465615449068382,2.8610419216345457,0.5,2.1617079727817794,5.022749894416325,1.686157868160097,SL,1,A,1.0,9.0
1.0074552214956516,0.40292012571021396,1.197874208487095,0.7718227708119719,0.5220371061174245,3.0513106523477034,0.5500000000000007,2.6220618196326977,5.673372471980401,1.403314128749038,SL,1,A,1.0,10.0
0.8002734381304037,0.23651524020336756,0.8571581095046438,0.4272147970590246,0.5536213675920272,1.6740429905878926,0.34999999999999964,3.1409002267967496,4.814943217384642,1.2206137058829287,SL,1,A,1.0,11.0
0.9037320619953868,0.2740097445354413,0.9003405822581558,0.49005192377393714,0.5591443094953404,1.70258033227165,0.40000000000000036,2.6922481005438086,4.3948284328154585,1.2251298094348417,SL,1,A,1.0,12.0
1.0010894952563845,0.3212392671330638,0.8775750680782712,0.5824365848096699,0.5515437654694015,1.9158716161147047,0.5,2.4239402224270266,4.339811838541731,1.1648731696193397,SL,1,A,1.0,13.0
0.9196356010505843,0.25059590239176777,0.848396583311844,0.5112563130687199,0.49015708165560434,1.4196535956143546,0.4500000000000002,2.1271895057140577,3.5468431013284123,1.1361251401527104,SL,1,A,1.0,14.0
1.0963377171492927,0.4096014635217474,1.0979581867916903,0.805004641590005,0.508818759992145,2.231885289326232,0.5,1.8047003087046165,4.0365855980308485,1.61000928318001,SL,1,A,1.0,15.0
1.3696350759811835,0.48607472732069873,1.3125351033176453,0.9902077330430591,0.4908815707052874,3.352264428972004,0.5999999999999996,1.9814854786477247,5.333749907619729,1.6503462217384328,SL,1,A,1.0,16.0
1.0632605552681087,0.37686716551781957,1.1161109134536487,0.7728925629387232,0.48760614811052144,3.032555609681372,0.4499999999999993,2.6007692474393056,5.6333248571206775,1.717539028752721,SL,1,A,1.0,17.0
0.8624595477455811,0.2938547419854014,0.9644468195306005,0.5702802401911362,0.515281297291508,2.2315234603198366,0.4499999999999993,2.9027469404416415,5.134270400761478,1.2672894226469713,SL,1,A,1.0,18.0
1.0066986954935813,0.36517508169883467,0.898178716339715,0.6697186780308559,0.545266383748685,2.6698914828033904,0.34999999999999964,2.7995450546111225,5.469436537414513,1.9134819372310188,SL,1,A,1.0,19.0
1.0980831267890006,0.3218360978160075,0.9115525293141333,0.7000468738909731,0.4597350689207292,2.549310207960561,0.3500000000000014,2.5144917834858154,5.063801991446376,2.000133925402772,SL,1,A,1.0,20.0
0.8732272137180931,0.29039063312961566,1.1311583152103364,0.6415454032553597,0.45264237208481567,2.0615389829044366,0.5,2.292091345176101,4.353630328080538,1.2830908065107194,SL,1,A,1.0,21.0
0.6844825605158457,0.2462879422305719,0.9138593141205726,0.4135608186116002,0.5955301642389766,1.3279717266242055,0.40000000000000036,2.5927181843175924,3.920689910941798,1.0339020465289996,SL,1,A,1.0,22.0
0.775176206515851,0.15932381823492045,0.6360722575181843,0.2636383256101159,0.6043272269546197,0.71474075441132,0.25,2.3693796616284115,3.0841204160397315,1.0545533024404636,SL,1,A,1.0,23.0
2.641709487777042,0.7208105742424054,2.3145694823607617,1.47506570211655,0.488663368152432,5.08090962054777,0.9499999999999993,1.507096670289655,6.588006290837424,1.5527007390700538,SL,1,A,1.0,24.0
0.7715780641268842,0.24185173247005437,,0.45676400782738014,0.5294894701104707,2.0195613763603704,0.25,3.488279960019955,5.507841336380325,1.8270560313095205,SL,1,A,1.0,25.0
,,0.7902503210135243,0.5426111346429695,,2.1263307239815097,0.35000000000000003,2.951214542197137,5.077545266178647,1.5503175275513414,SL,1,B,2.0,0.0
