fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation
0.27178361908206516,,1.0142165283816542,0.75,3.2475400022723493,4.2617565306540035,0.3623781587760869,0.0,0.0
0.5492819047031441,0.5300826841976061,1.6536689394451618,0.7,2.2590833411657516,3.9127522806109134,0.7846884352902059,0.0,1.0
0.5432422908215538,0.49391059947631666,1.3944886935417782,0.5999999999999999,1.9325498245188615,3.3270385180606397,0.9054038180359233,0.0,2.0
0.67006872115993,0.5351267675083731,1.6991511810098585,0.6999999999999997,1.7803873675456379,3.4795385485554964,0.9572410302284717,0.0,3.0
1.248787712481446,0.4974010084826704,4.302782480981815,1.25,1.730725983105831,6.033508464087646,0.9990301699851568,0.0,4.0
0.3450850211203338,0.6007739139272009,1.4938057218027447,0.35000000000000053,3.6247744946828293,5.118580216485574,0.9859572032009523,0.0,5.0
0.5425561474102042,0.5137182351486871,1.8942945084158698,0.5999999999999996,2.629507995279954,4.523802503695824,0.9042602456836741,0.0,6.0
0.6745479929286045,0.550325647195146,2.397812684559415,0.7000000000000002,2.489564540629426,4.887377225188841,0.9636399898980061,0.0,7.0
0.6102887098476881,0.5279775732372688,2.1700419773963424,0.6000000000000005,2.5804255668503004,4.750467544246643,1.017147849746146,0.0,8.0
0.6982716670228775,0.5137235972840403,2.4655033447997687,0.75,2.440427275611466,4.905930620411235,0.9310288893638365,0.0,9.0
0.3432863765585272,0.5708321116248178,1.1469921670166596,0.35000000000000053,2.800462735534198,3.9474549025508576,0.9808182187386475,0.0,10.0
0.8185213928883807,0.5361214842707986,2.681678752585546,0.7999999999999998,2.1163153814476066,4.797994134033153,1.023151741110476,0.0,11.0
0.487647103794736,0.50982383614239,1.537345054933612,0.5,2.4461317752014664,3.9834768301350785,0.975294207589472,0.0,12.0
0.7493352698625083,0.5257955053251573,2.3366036070946303,0.8499999999999996,2.0944942128519295,4.43109781994656,0.8815709057205984,0.0,13.0
0.9482336331581876,0.5397610146755284,3.7816813248179195,1.0,2.391733855420877,6.173415180238797,0.9482336331581876,0.0,14.0
0.542419864042917,0.5995705081238317,2.6656148138540408,0.5499999999999989,3.7013976764751515,6.367012490329192,0.9862179346234873,0.0,15.0
0.4922921672550918,0.5269521531484634,2.134058753591889,0.5999999999999996,3.3551109409021285,5.489169694494017,0.8204869454251534,0.0,16.0
0.6850479326358954,0.5202178139374191,2.809494833554328,0.75,2.8555638588012084,5.665058692355537,0.9133972435145271,0.0,17.0
0.2959277431302863,0.5202013506366152,1.0148573459855421,0.3000000000000007,2.946971183199047,3.961828529184589,0.9864258104342853,0.0,18.0
0.6843552206690614,0.5558295142756454,2.163549377184763,0.8000000000000007,2.202101227020065,4.365650604204828,0.8554440258363261,0.0,19.0
0.5136530452620549,0.5257882319220035,1.541103923023858,0.5999999999999996,2.295407712374083,3.8365116353979407,0.856088408770092,0.0,20.0
0.722379493834916,0.5563219756898602,2.260960626677341,0.8500000000000014,2.134335732761719,4.39529635943906,0.8498582280410761,0.0,21.0
0.6029806796325746,0.5432237760964745,1.9759020132627838,0.6000000000000014,2.3876294854375737,4.3635314987003575,1.004967799387622,0.0,22.0
0.6118308217216538,0.538862111563041,1.9840715831538511,0.6999999999999993,2.3513417972615156,4.335413380415367,0.874044031030935,0.0,23.0
0.506276287473573,0.4994563406889851,1.4271855842535612,0.6999999999999993,2.165349702356322,3.592535286609883,0.7232518392479622,0.0,24.0
0.6313106399863483,0.5886100229735107,1.861004505853074,0.6499999999999986,2.1146022775845914,3.9756067834376654,0.9712471384405379,0.0,25.0
0.5545632527570858,0.5204776839783063,1.5336612364689297,0.6999999999999993,2.06921461105208,3.60287584752101,0.7922332182244092,0.0,26.0
0.5855691323687,0.6210410744899142,1.7811057578861123,0.6499999999999986,2.2375338875982083,4.0186396454843205,0.9008755882595405,0.0,27.0
0.5888794196700167,0.5233390464212886,1.686627825332769,0.6500000000000021,2.1031110399785495,3.7897388653113184,0.9059683379538689,0.0,28.0
0.6959604757793951,0.5478735786990635,2.0879967203417853,0.75,2.07629779447304,4.164294514814825,0.9279473010391935,0.0,29.0
0.46084936326156983,0.529402460108917,1.2906097906976401,0.6999999999999993,2.2045877607610374,3.4951975514586775,0.6583562332308147,0.0,30.0
0.6272867010462868,0.5486075639085967,1.6730556442805338,0.6999999999999993,1.917491814085037,3.5905474583655708,0.8961238586375535,0.0,31.0
0.8819122721360622,0.5369322283348013,2.728942844666327,0.9499999999999993,1.9278806477620831,4.65682349242841,0.9283287075116451,0.0,32.0
0.5520757723722798,0.5554977162313567,1.9061358526592929,0.6999999999999993,2.5868548149365123,4.492990667595805,0.7886796748175433,0.0,33.0
0.455137047786638,0.5992280840632426,1.5518283009345417,0.5500000000000007,2.6923261894574635,4.244154490392005,0.8275219050666135,0.0,34.0
0.5668458098189633,0.47921910500977843,1.5512369332067517,0.5999999999999979,2.033879916408889,3.5851168496156407,0.9447430163649422,0.0,35.0
0.9707205221541808,0.5080391526488639,2.98678197051871,0.9499999999999993,1.8213797264258944,4.808161696944604,1.02181107595177,0.0,36.0
0.7047710191479416,0.5183328783093523,2.5505048530389334,0.6499999999999986,2.4922282917540763,5.04273314479301,1.084263106381451,0.0,37.0
0.6392941510953698,0.5442193012081167,2.4565873552394786,0.6000000000000014,2.74435270823826,5.200940063477739,1.0654902518256137,0.0,38.0
0.5609377024014036,0.5502758880317133,2.1530890093076662,0.5499999999999972,2.8619519120299284,5.015040921337595,1.0198867316389209,0.0,39.0
