fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation
-0.3523980251302543,,-1.0253763913593152,0.0910714285714288,0.8717137042420733,-0.15366268711724196,-0.595174485613734,0.0,0.0
-0.07489973950917539,-0.0043025045216763536,-0.38592398029580766,0.04107142857142876,-0.1167429568645244,-0.5026669371603321,-0.17286420909961497,0.0,1.0
-0.08093935339076563,-0.040474589242965764,-0.6451042261991913,-0.05892857142857133,-0.4432764735114145,-1.0883806997106058,-0.052148826353897615,0.0,2.0
0.04588707694761052,0.0007415787890906467,-0.34044173873111094,0.04107142857142854,-0.5954389304846381,-0.9358806692157491,-0.00031161416134917186,0.0,3.0
0.6246060682691265,-0.03698418023661204,2.2631895612408455,0.5910714285714288,-0.645100314924445,1.6180892463164005,0.04147752559533591,0.0,4.0
-0.2790966230919857,0.0663887252079185,-0.5457871979382247,-0.30892857142857066,1.2489481966525533,0.7031609987143286,0.028404558811131353,0.0,5.0
-0.08162549680211528,-0.020666953570595337,-0.14529841132509969,-0.05892857142857155,0.2536816972496778,0.10838328592457813,-0.05329239870614677,0.0,6.0
0.05036634871628498,0.01594045847586356,0.35821976481844553,0.04107142857142898,0.11373824259914977,0.4719580074175953,0.006087345508185238,0.0,7.0
-0.013892934364631349,-0.006407615482013629,0.13044905765537296,-0.058928571428570664,0.20459926882002444,0.3350483264753974,0.05959520535632501,0.0,8.0
0.07409002281055799,-0.020661591435242155,0.4259104250587993,0.0910714285714288,0.06460097758119021,0.4905114026399895,-0.026523755025984364,0.0,9.0
-0.2808952676537923,0.03644692290553542,-0.8926007527243098,-0.30892857142857066,0.424636437503922,-0.46796431522038784,0.02326557434882659,0.0,10.0
0.19433974867606119,0.0017362955515162204,0.6420858328445767,0.14107142857142863,-0.25951091658266945,0.3825749162619072,0.06559909672065511,0.0,11.0
-0.13653454041758345,-0.024561352576892403,-0.5022478648073574,-0.1589285714285712,0.0703054771711904,-0.431942387636167,0.017741563199651145,0.0,12.0
0.12515362565018884,-0.008589683394125136,0.2970106873536609,0.19107142857142845,-0.2813320851783465,0.01567860217531436,-0.07598173866922253,0.0,13.0
0.3240519889458682,0.005375825956245972,1.74208840507695,0.3410714285714288,0.015907557390601124,1.7579959624675512,-0.009319011231633256,0.0,14.0
-0.0817617801694025,0.0651853194045493,0.6260218941130713,-0.10892857142857226,1.3255713784448755,1.9515932725579468,0.028665290233666374,0.0,15.0
-0.1318894769572277,-0.00743303557081898,0.09446583385091945,-0.05892857142857155,0.9792846428718525,1.073750476722772,-0.13706569896466747,0.0,16.0
0.06086628842357589,-0.014167374781863362,0.7699019138133587,0.0910714285714288,0.47973756077093244,1.2496394745842911,-0.04415540087529379,0.0,17.0
-0.3282539010820332,-0.01418383808266721,-1.0247355737554273,-0.3589285714285705,0.571144885168771,-0.4535906885866563,0.028873166044464438,0.0,18.0
0.06017357645674193,0.021444325556362998,0.12395645744379369,0.1410714285714295,-0.17372507101021117,-0.049768613566417486,-0.10210861855349485,0.0,19.0
-0.11052859895026457,-0.008596956797278898,-0.49848899671711155,-0.05892857142857155,-0.0804185856561932,-0.5789075823733048,-0.10146423561972895,0.0,20.0
0.09819784962259648,0.02193678697057777,0.22136770693637153,0.19107142857143022,-0.24149056526855706,-0.020122858332185523,-0.10769441634874477,0.0,21.0
