dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.09155702393237865, 0.10416798315576425, 0.11209071885915223, 0.11641606893718019, 0.12311404968338942, 0.12403107859999446, 0.12611434222799983, 0.13025536140220503, 0.1320888960671528, 0.13517321932349646, 0.1386584388909689, 0.14081607064339496]","[0.09531348 0.10317339 0.10946402 0.11476128 0.11936615 0.1234574
 0.12715061 0.13052517 0.13363817 0.13653212 0.13923963 0.14178628]",$\phi$,dfa (short)
Trace,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.11598340965397291, 0.1310918960575491, 0.13787501031078947, 0.1445753571088387, 0.1555386072500745, 0.1612710241065409, 0.16680002206247538, 0.17492348088803056, 0.1794370047158407, 0.18427319562335956, 0.19101307274326473, 0.19476264698459855]","[0.11597312 0.12848281 0.13869899 0.14743669 0.15512905 0.16203679
 0.16833036 0.17412795 0.17951523 0.18455653 0.18930146 0.19378921]",$\phi$,mean (short)
Artificial,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.061895665244614616, 0.08214283419497301, 0.09059766514823536, 0.09659440543764175, 0.10281824868892239, 0.10870712711426461, 0.11350295688831638, 0.11814483983802743, 0.1222744390716181, 0.1270409513912284, 0.13191362567137324, 0.13618834351974354]","[0.06762412 0.07795329 0.08668487 0.09435405 0.10125351 0.10756349
 0.11340408 0.11885989 0.12399316 0.12885118 0.13347087 0.13788169]",$\phi$,dfa (short)
Artificial,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.1078290848002438, 0.12838790511678322, 0.14602341481021824, 0.16813790226924077, 0.18798301444591467, 0.20596220295087644, 0.22480285974488437, 0.24014202550878366, 0.25114449637625397, 0.26442428802505125, 0.27409046607138604, 0.28208288781033986]","[0.10610409 0.12963645 0.15055826 0.16966336 0.18740448 0.2040698
 0.21985671 0.23490765 0.24932956 0.26320526 0.27660047 0.28956843]",$\phi$,mean (short)
White Noise,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.42210395928231176, 0.5240983417573343, 0.6027232327799665, 0.675882841168799, 0.7514129581524781, 0.8335287203389218, 0.9321656761748746, 1.00068671902786, 1.076302476870878, 1.1351504672393464, 1.1654565563201407, 1.197957593248003]","[0.41743658 0.5180259  0.6086708  0.69231084 0.77064121 0.84475068
 0.91539043 0.98310606 1.04830949 1.11132122 1.17239682 1.23174415]",$\phi$,dfa (short)
White Noise,0.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.7092218018409016, 0.8595940580710111, 0.9995677573244252, 1.1429430367684976, 1.2142025701356227, 1.3083740863341662, 1.384722427633669, 1.4219841591071798, 1.460908482791714, 1.470022340813053, 1.453550873710829, 1.4435689507130662]","[0.76438371 0.88569325 0.98870012 1.07948641 1.16139085 1.23647546
 1.30611733 1.37128905 1.43270711 1.49091697 1.54634509 1.59933215]",$\phi$,mean (short)
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.059179057045521365, 0.08766768062889775, 0.1016575803132535, 0.11654571416128798, 0.13178185474195145, 0.136950821516138, 0.1475575304943376, 0.15833705543240958, 0.16291374331184383, 0.17046790876116708, 0.17820295645968123, 0.18174084274830327, 0.18952922025911625, 0.19772401327323863, 0.20252454086462268, 0.2106700919037264, 0.21896833101677052, 0.22399503605643717]","[0.06983044 0.084907   0.09825513 0.11040494 0.1216577  0.13220469
 0.14217657 0.1516675  0.16074801 0.16947265 0.17788465 0.186019
 0.19390448 0.20156514 0.20902132 0.21629039 0.22338738 0.23032533]",$\phi$,dfa (short)
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.11529817694758933, 0.15004487969430055, 0.16690628101677746, 0.1874495095976586, 0.2071346349424859, 0.21837382785362114, 0.23462868573819473, 0.24850122797717727, 0.25736854674658455, 0.2695766525993139, 0.28019162277860193, 0.28867572623773585, 0.3003431076122208, 0.3106247291693953, 0.3188626408466509, 0.32884044911604776, 0.3373056466875623, 0.3446576830897476]","[0.12344821 0.14648816 0.16646049 0.18434611 0.20069278 0.21584347
 0.2300298  0.24341699 0.25612775 0.26825627 0.27987664 0.29104845
 0.30182045 0.31223315 0.32232061 0.33211185 0.34163179 0.35090202]",$\phi$,mean (short)
Artificial,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.0667080118958779, 0.08790274695404167, 0.09801962435059165, 0.10530848637563832, 0.11571521042354468, 0.12156678905419155, 0.1280817364413896, 0.13771913478270606, 0.14447333645390298, 0.15071142065613696, 0.15802692998481124, 0.16303166330465574, 0.16783313547739828, 0.17282946180524328, 0.17656085433637028, 0.1796374580111305, 0.1823193957522808, 0.18488302262690917]","[0.07204483 0.0845802  0.09534608 0.10491832 0.11361601 0.12163773
 0.12911689 0.13614827 0.14280197 0.14913162 0.15517928 0.16097868
 0.16655734 0.17193809 0.17714007 0.18217955 0.18707048 0.19182492]",$\phi$,dfa (short)
Artificial,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.11077840726894897, 0.14134666747967345, 0.1581408542167081, 0.17750010296567584, 0.19486846411189965, 0.20697062082172052, 0.2181048925890156, 0.22916910709789431, 0.23752131612970812, 0.24477900446869713, 0.25339026110577095, 0.2609547930910943, 0.2682383636255105, 0.2768180338661105, 0.2843835639057757, 0.29150896516690616, 0.2998276062292731, 0.3075535564294671]","[0.11989106 0.14024429 0.15766981 0.17312594 0.18714237 0.20004799
 0.21206348 0.22334527 0.23400901 0.24414301 0.2538165  0.26308491
 0.27199346 0.2805796  0.28887472 0.29690549 0.30469475 0.31226226]",$\phi$,mean (short)
