lineage_ID,dataset,variable,slope,intercept,std_err,kind
0.0,Trace,$\phi$,-1.375590904291087,-0.36680572567385905,0.2746752146002718,ebp
0.0,Trace,$\phi$,-1.405151637634669,-3.266538186825154,0.2627176834456978,cv
0.0,Artificial,$\phi$,-2.1856116964654673,1.6886576650977623,0.2758522061459637,ebp
0.0,Artificial,$\phi$,-2.1757741026457214,-1.5899135104133695,0.27302673124060217,cv
0.0,White Noise,$\phi$,-2.5021206669660794,2.182714803946594,0.49593796686300196,ebp
0.0,White Noise,$\phi$,-1.3648895004730868,4.34818917290269,1.44957221405553,cv
1.0,Trace,$\phi$,-1.3373003566299257,0.3386967757832151,0.15182659532194878,ebp
1.0,Trace,$\phi$,-1.3876812535357148,-2.6274700614041766,0.1460437607673843,cv
1.0,Artificial,$\phi$,-2.1345372883405727,1.7105218650863532,0.30040042088970237,ebp
1.0,Artificial,$\phi$,-2.10872688509942,-1.6520773430150646,0.30530731015999085,cv
1.0,White Noise,$\phi$,-1.3603580169241816,0.17363374167835532,0.13714973725000681,ebp
1.0,White Noise,$\phi$,-1.248368278688328,1.9268320096741478,0.11998013549308587,cv
2.0,Trace,$\phi$,-0.8367579550508683,-0.5211963091956187,0.1837536200482796,ebp
2.0,Trace,$\phi$,-0.8390865062404053,-3.705668155307654,0.18024558627929155,cv
2.0,Artificial,$\phi$,-1.5204497642646435,0.761701650551105,0.343840452253808,ebp
2.0,Artificial,$\phi$,-1.5155483153832259,-2.992102005726959,0.3547050677247333,cv
2.0,White Noise,$\phi$,-1.4690926793543932,0.5543940974090269,0.22422141248067004,ebp
2.0,White Noise,$\phi$,-1.4333175134360157,1.1138951627435274,0.2190273236098248,cv
3.0,Trace,$\phi$,-1.2920616587801705,0.3423090816579779,0.1493420144993153,ebp
3.0,Trace,$\phi$,-1.2886026414270408,-3.228124180594627,0.14773109142243332,cv
3.0,Artificial,$\phi$,-1.4513952888160853,-0.25184608411745035,0.3184378933351601,ebp
3.0,Artificial,$\phi$,-1.4107211678354412,-3.3202511946842104,0.31890157884712705,cv
3.0,White Noise,$\phi$,-1.396039823687625,0.19966282417377235,0.22385760743931735,ebp
3.0,White Noise,$\phi$,-1.653408940217389,2.7741221323477365,0.24709157401658835,cv
4.0,Trace,$\phi$,-1.8539503571522886,0.4496856196151575,0.4093486854736553,ebp
4.0,Trace,$\phi$,-1.80978608708114,-3.157575507068234,0.40014124209569824,cv
4.0,Artificial,$\phi$,-1.5564494561855475,0.7040245853530913,0.21463909220845065,ebp
4.0,Artificial,$\phi$,-1.5781706702897724,-2.920818095253416,0.21976860350605787,cv
4.0,White Noise,$\phi$,-1.3890678840061736,0.06003927697059108,0.26494687846191384,ebp
4.0,White Noise,$\phi$,-1.4138705097517248,2.4607416357287395,0.32166562443486313,cv
5.0,Trace,$\phi$,-1.2192959501147955,0.5597265105891589,0.14923241369178072,ebp
5.0,Trace,$\phi$,-1.2572586913614197,-2.7785692508359054,0.1502270385531759,cv
5.0,Artificial,$\phi$,-1.4931960431467257,0.7377097534128754,0.30187277908996984,ebp
5.0,Artificial,$\phi$,-1.5008751368295097,-2.8004508697718347,0.31653373086358216,cv
5.0,White Noise,$\phi$,-1.1135438920197263,-0.059457013414578874,0.1906257950552956,ebp
5.0,White Noise,$\phi$,-1.1475895218537988,1.709902496835771,0.21332618923301702,cv
6.0,Trace,$\phi$,-2.8005809828204415,1.5767410551702072,1.0574318610170361,ebp
6.0,Trace,$\phi$,-2.8261126631410565,-1.2111947520795576,1.0832189596691348,cv
6.0,Artificial,$\phi$,-1.518385718778428,0.751699680961798,0.4258909030340838,ebp
6.0,Artificial,$\phi$,-1.4837246686716186,-2.4307669272013612,0.41838170919599427,cv
6.0,White Noise,$\phi$,-1.7581237464945378,1.4186977384596862,0.40914262678363805,ebp
6.0,White Noise,$\phi$,-1.9856091942244924,3.236325946015351,0.4818041137772601,cv
