dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121 125]","[0.49424040439389355, 0.6417756874125318, 0.7053802477840164, 0.7541522953043942, 0.7944281125793424, 0.8279949641446029, 0.8511376267133564, 0.8624872480865167, 0.8697010490843596, 0.8745296199834277, 0.8811870867523144, 0.8879989822160215, 0.8957110902750902, 0.9039953827298787, 0.9123932751833571, 0.9211362311289271, 0.930335739399425, 0.939256745919641, 0.9485254384071633, 0.9580051225730096, 0.9664779187419567, 0.9766970910517487, 0.9864120746369669, 0.9950844092231405, 1.0046195765516972, 1.014014804851146, 1.0231716148831969, 1.0329337655167263, 1.0426803401874447, 1.0519503082199417, 1.0616381916104753]","[0.57299164 0.64103451 0.68765294 0.72378728 0.75358195 0.77908716
 0.80147777 0.82149395 0.83963412 0.85625099 0.87160392 0.88588953
 0.8992607  0.91183878 0.92372181 0.93499022 0.94571083 0.95593983
 0.96572494 0.97510705 0.98412148 0.99279897 1.00116643 1.0092476
 1.01706348 1.0246328  1.03197229 1.039097   1.04602049 1.05275504
 1.05931181]",$r$,dfa (short)
Shuffled,1.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121 125]","[0.48679891044599466, 0.7182759123865952, 0.8673041961908265, 0.981380189670695, 1.101876075630903, 1.2199669058384794, 1.3339599060858545, 1.442941167180456, 1.5447426061413474, 1.6373075187230042, 1.719249913367851, 1.7831547341138136, 1.8365692779456457, 1.8859007972071695, 1.9332851724941373, 1.9783764472522287, 2.021499241081144, 2.0581264659918683, 2.0891444242166095, 2.1172110731138374, 2.1420242391509454, 2.1649502449155196, 2.1888571674328814, 2.210607585995499, 2.2310667090797103, 2.2516430360124504, 2.2697866250752825, 2.2863621449972515, 2.303208621298293, 2.3192011675714466, 2.3342735440220945]","[0.56315141 0.74278978 0.8832622  1.00222941 1.10711732 1.20187775
 1.28890787 1.36979037 1.44563447 1.51725289 1.58526197 1.6501422
 1.71227667 1.77197658 1.82949879 1.8850582  1.93883677 1.9909901
 2.04165256 2.09094104 2.13895803 2.18579395 2.23152907 2.276235
 2.31997597 2.36280982 2.4047889  2.44596072 2.48636858 2.52605209
 2.56504753]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89 93 97],"[0.49239875358778673, 0.6244023192910196, 0.727671403188393, 0.7868841234190075, 0.841324796710969, 0.9004749914251905, 0.9399172415890233, 0.9737369215386519, 1.003925339462423, 1.0266805183639092, 1.0462123443084277, 1.0686140384422869, 1.0873049342517014, 1.1041574020668319, 1.124613094805262, 1.1415186772553183, 1.1574085620254484, 1.1762272841679589, 1.193130600129733, 1.2091512362808212, 1.228643100346498, 1.24664309768, 1.2641012778076295, 1.284387103735813]","[0.53378298 0.63690302 0.71131655 0.77103213 0.82157873 0.86577098
 0.90525816 0.94109857 0.97401611 1.00453004 1.03302686 1.0598028
 1.08509043 1.10907605 1.13191146 1.15372212 1.17461306 1.19467319
 1.21397848 1.23259445 1.25057799 1.2679789  1.28484103 1.30120319]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89 93 97],"[0.4536287406545576, 0.6763046139192969, 0.8787685777790041, 1.0027241286199209, 1.0912481248901904, 1.1405188491944946, 1.173338278056824, 1.198541230406673, 1.2175991713094423, 1.246359149481, 1.2791457797741588, 1.3099751578449796, 1.348078252552781, 1.3902664408706873, 1.428874674185449, 1.466907740911561, 1.5065091389521812, 1.5426409427432002, 1.5768891607436262, 1.6100298775924637, 1.6372351240362109, 1.660998750758027, 1.6818964762820576, 1.6984807205586732]","[0.55914263 0.70076156 0.80706739 0.89466088 0.97030116 1.03750484
 1.09836785 1.15425402 1.20610742 1.25461232 1.30028274 1.34351594
 1.38462617 1.42386691 1.46144598 1.49753619 1.53228301 1.56581021
 1.59822409 1.62961669 1.66006836 1.68964967 1.71842302 1.74644384]",$r$,dfa (short)
Trace,3.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121]","[0.43335744203665294, 0.5919813845972115, 0.7024825310147242, 0.7777310720683681, 0.8372479280685154, 0.8882216899416727, 0.9342696874455534, 0.9689603705041874, 1.002105968391998, 1.029237740832123, 1.051854485291235, 1.0763950223265033, 1.0980986666758157, 1.1184959240171428, 1.1396792429028317, 1.159778079484479, 1.1798089661760496, 1.2001269117966513, 1.2187667759964806, 1.232997403964699, 1.244237017469247, 1.254102965652369, 1.2642373678304601, 1.2717792318560293, 1.2772040035888104, 1.2825605423455186, 1.2872980004271057, 1.2898158786453502, 1.2923430182511944, 1.2948928127369261]","[0.5103906  0.61387856 0.68903882 0.74961368 0.80105459 0.84614658
 0.88652611 0.92324564 0.95702646 0.98838687 1.01771319 1.04530193
 1.07138619 1.09615287 1.11975442 1.14231697 1.16394621 1.18473167
 1.20474992 1.22406704 1.24274046 1.26082047 1.27835139 1.29537247
 1.31191868 1.32802132 1.34370851 1.35900566 1.37393576 1.38851975]",$r$,dfa (short)
Shuffled,3.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121]","[0.4125173699933051, 0.6661154175304882, 0.8406499735773489, 0.9577530467398534, 1.0716302774914335, 1.1803999259840117, 1.2579701621497297, 1.3325606807560226, 1.4066824867917795, 1.4694353714068733, 1.5280209885295253, 1.580167182412354, 1.618123742267787, 1.6449197976742755, 1.6669687655785903, 1.6819084134451545, 1.6887806797071276, 1.691173531009053, 1.6920033882573828, 1.6938209732893315, 1.697744441147168, 1.70255490719238, 1.709123610059147, 1.7163341294208065, 1.7216156670385487, 1.725948592051296, 1.729850511298279, 1.7340616319235787, 1.7390293217867596, 1.7445898922190595]","[0.5741138  0.723063   0.83531162 0.92804602 1.00828551 1.07968997
 1.14444444 1.20397269 1.25926147 1.31102676 1.35980684 1.40601809
 1.44999014 1.49198904 1.53223307 1.57090384 1.60815431 1.6441147
 1.67889687 1.71259777 1.74530204 1.77708405 1.80800959 1.83813714
 1.86751897 1.89620202 1.92422862 1.95163707 1.97846219 2.00473572]",$r$,dfa (short)
Trace,4.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121 125 129]","[0.45404544135541414, 0.626498694941391, 0.7330680991681515, 0.8151968649642582, 0.8795251467018198, 0.9355546046872882, 0.9710454139393707, 0.995329192185105, 1.0173670825663894, 1.030954951859707, 1.0437357217483205, 1.0576766621467157, 1.0678054092289622, 1.0788800913205412, 1.0917669978039806, 1.1018856474194105, 1.1119378901344636, 1.1218438854550703, 1.1310831973780222, 1.140432805627981, 1.150275105170668, 1.160658525946396, 1.16978738180314, 1.178836989973976, 1.1882786374189938, 1.196179890645084, 1.2035326913534268, 1.2108969512928327, 1.2157644254840245, 1.22147714583805, 1.228547163339566, 1.2345523369188338]","[0.56970115 0.66119866 0.72577069 0.77682179 0.81955025 0.85657001
 0.88939815 0.91900049 0.94603324 0.97096439 0.99414044 1.01582572
 1.03622691 1.05550891 1.07380558 1.09122723 1.10786589 1.12379923
 1.13909347 1.15380552 1.16798474 1.18167418 1.19491169 1.2077307
 1.2201609  1.23222881 1.2439582  1.2553705  1.26648505 1.27731943
 1.2878896  1.29821017]",$r$,dfa (short)
Shuffled,4.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117 121 125 129]","[0.4313932432204307, 0.6405823297472197, 0.8155594899218528, 0.9621783186842332, 1.0869675304805937, 1.1831938302178777, 1.2565332329499461, 1.3129430570547629, 1.3566835139906857, 1.395861781985875, 1.4334128094701837, 1.4648831704120604, 1.4930628518071212, 1.5168717655640003, 1.5359346624724903, 1.5539638805267717, 1.5715788510092819, 1.589949880271577, 1.6077744463251384, 1.6219456172870261, 1.6332572693308305, 1.643195618084923, 1.6513919007308167, 1.658536743252394, 1.6663866789856583, 1.6728482387141457, 1.6782348633690616, 1.6845000416084899, 1.691357988471673, 1.6991430841807242, 1.7056231301291993, 1.7105219746037734]","[0.58689735 0.72670407 0.83063701 0.91572026 0.98883254 1.05353357
 1.11193612 1.16541026 1.2149016  1.26109379 1.3044992  1.34551303
 1.3844473  1.42155328 1.45703664 1.49106819 1.52379147 1.55532848
 1.58578387 1.61524817 1.64380028 1.67150947 1.6984369  1.72463688
 1.75015789 1.77504341 1.79933259 1.82306086 1.84626035 1.86896034
 1.89118759 1.9129666 ]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.45025963688915965, 0.6378759588559825, 0.7166454651039224, 0.764292374353641, 0.7987154841525332, 0.8271931578278053, 0.8507901245424547, 0.8677087696645838, 0.8850218658686663, 0.903191862885531, 0.9163391505247536, 0.9315440355414526, 0.9474433016422531, 0.9626733438891085, 0.9780728555219999, 0.9925084469179563, 1.007724332127686, 1.0223574673321145, 1.038328704775953, 1.0561675530242103]","[0.52693622 0.61203646 0.67213101 0.71966189 0.75945649 0.79394307
 0.8245313  0.85211884 0.87731571 0.90055701 0.92216492 0.94238531
 0.96141038 0.97939353 0.99645931 1.01271032 1.02823221 1.04309725
 1.05736706 1.07109462]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.4474984344380124, 0.6598258279971104, 0.8079906585483869, 0.929215853529713, 1.0552995452064626, 1.186064616785477, 1.303273202770857, 1.4123410992024392, 1.5013530286846355, 1.5702861413927625, 1.625590367739666, 1.6748774127029835, 1.7219136808863107, 1.7727929924550647, 1.825796689724658, 1.8774381361010437, 1.9298522251382655, 1.980432761375206, 2.031525243467114, 2.088404048784717]","[0.48154563 0.6616656  0.80718545 0.93316104 1.04608735 1.14948366
 1.24551509 1.33562779 1.42084537 1.50192434 1.57944284 1.65385467
 1.72552392 1.79474807 1.86177395 1.92680909 1.99003001 2.05158833
 2.1116155  2.17022631]",$r$,dfa (short)
