lineage_ID,dataset,variable,slope,intercept,std_err,kind
8.0,Artificial,$\phi$,-1.0486829328131468,0.1344538271432869,0.21501318939009045,ebp
8.0,Artificial,$\phi$,-1.0246820032616026,-2.9028866325517875,0.210840748580417,cv
8.0,White Noise,$\phi$,-2.2917747828424044,1.7898719948943604,0.4674457071635307,ebp
8.0,White Noise,$\phi$,-2.2057909048064848,3.5622675410397338,0.4600752290169942,cv
9.0,Trace,$\phi$,-1.9606050498340384,1.1288750931043396,0.6110221712323423,ebp
9.0,Trace,$\phi$,-1.9659846572866009,-1.8872836047883363,0.6152617795090076,cv
9.0,Artificial,$\phi$,-2.6810783126993263,2.005009734485447,0.9890375828444952,ebp
9.0,Artificial,$\phi$,-2.6698635458565723,-1.1267726953625417,0.9836185550853922,cv
9.0,White Noise,$\phi$,-1.7841401905701004,1.1785855251849489,0.6418678297468754,ebp
9.0,White Noise,$\phi$,-0.9923531385342056,2.3757486045900587,0.6635606728969923,cv
10.0,Trace,$\phi$,-1.5999326169376291,0.18426650221579252,0.13768848916902526,ebp
10.0,Trace,$\phi$,-1.631801771382433,-2.73807023146561,0.14542108812039994,cv
10.0,Artificial,$\phi$,-1.1159237160598674,0.2563105313844374,0.11395365373752316,ebp
10.0,Artificial,$\phi$,-1.1070576409330577,-2.1790824960383084,0.11513204033012718,cv
10.0,White Noise,$\phi$,-2.366933970709527,2.0879153600182416,0.2750807927238136,ebp
10.0,White Noise,$\phi$,-2.6841051821436266,6.1924340252758325,0.31736579714417323,cv
11.0,Trace,$\phi$,-1.129762803912299,0.29153250907379746,0.1764951590984679,ebp
11.0,Trace,$\phi$,-1.120253844273513,-2.9408018177548607,0.17488774532440304,cv
11.0,Artificial,$\phi$,-1.6126259035327832,0.8291389535800433,0.2362893009119279,ebp
11.0,Artificial,$\phi$,-1.6130541741585565,-2.167238294256455,0.23732650060465704,cv
11.0,White Noise,$\phi$,-1.962621925018715,0.9594158079506064,0.2991716959212142,ebp
11.0,White Noise,$\phi$,-1.8942705034094471,3.5444729889308126,0.30763850239404994,cv
12.0,Trace,$\phi$,-1.9042520687820168,-0.017432064751175425,1.3549988251504659,ebp
12.0,Trace,$\phi$,-1.8983080497994,-3.1034924168845683,1.3524881234572976,cv
12.0,Artificial,$\phi$,-2.244953928489145,2.1002808482256885,1.3397313143876166,ebp
12.0,Artificial,$\phi$,-2.301610092174694,-1.4395757667922728,1.3936871761983285,cv
12.0,White Noise,$\phi$,-1.7746782795631455,0.018540932627137074,0.2998543125241834,ebp
12.0,White Noise,$\phi$,-1.6785522751718909,1.0916272371864626,0.3158229774328836,cv
13.0,Trace,$\phi$,-1.6377137269751345,0.6557427162524134,0.420029727429625,ebp
13.0,Trace,$\phi$,-1.6452127257479001,-2.5988464143951986,0.4242013410671371,cv
13.0,Artificial,$\phi$,-1.3371260413490027,0.4779640439909385,0.6175374898154165,ebp
13.0,Artificial,$\phi$,-1.2845791804084226,-2.6316616702331745,0.6043520797161488,cv
13.0,White Noise,$\phi$,-0.9652853036488176,-0.2254963235328391,0.3993287843663879,ebp
13.0,White Noise,$\phi$,-0.3996913540705467,2.5034391906297757,0.4051553332623406,cv
14.0,Trace,$\phi$,-1.322397482606054,-0.2228581945999819,0.2635628529546798,ebp
14.0,Trace,$\phi$,-1.5458652961369588,-2.731193826048389,0.33295951884982633,cv
14.0,Artificial,$\phi$,-1.7546103899435317,0.9774687127554342,0.5586035264014142,ebp
14.0,Artificial,$\phi$,-1.7172565282376155,-2.259841787348265,0.5453746126579975,cv
14.0,White Noise,$\phi$,-1.9489318192704008,0.4507463988783327,0.23338648257715536,ebp
14.0,White Noise,$\phi$,-1.9164661610983933,2.83328947711235,0.248980828157168,cv
15.0,Trace,$\phi$,-1.129762803912299,0.29153250907379746,0.1764951590984679,ebp
15.0,Trace,$\phi$,-1.120253844273513,-2.9408018177548607,0.17488774532440304,cv
15.0,Artificial,$\phi$,-1.6665474046458122,1.2127409927462822,0.1727122833711149,ebp
15.0,Artificial,$\phi$,-1.6635500946515298,-1.5515661637269125,0.17324939128417874,cv
15.0,White Noise,$\phi$,-0.9629002428185721,-0.3766844510513408,0.14869553340456512,ebp
15.0,White Noise,$\phi$,-1.4039066224226346,5.095902899250378,0.26310811362802844,cv
16.0,Trace,$\phi$,-1.5369843815359232,0.7322339106125124,0.07710222096931052,ebp
16.0,Trace,$\phi$,-1.5394930091235957,-2.5584093613286183,0.0766385451422564,cv
16.0,Artificial,$\phi$,-0.9653129027403116,-0.22951970206368744,0.06520825533998535,ebp
16.0,Artificial,$\phi$,-0.9653384600711588,-2.9175817434957385,0.06541290929339813,cv
16.0,White Noise,$\phi$,-1.6898712090141974,1.6515103701482037,0.11270571989211288,ebp
16.0,White Noise,$\phi$,-1.6932354640718044,4.216608912970085,0.12251283432058944,cv
17.0,Trace,$\phi$,-2.3190445015772583,1.4729275459056668,0.3109293231127828,ebp
17.0,Trace,$\phi$,-2.286570191619832,-1.3677223109869967,0.3089872180846271,cv
17.0,Artificial,$\phi$,-0.765979253585356,-0.5676626451317309,0.1010187490328276,ebp
17.0,Artificial,$\phi$,-0.8399270803269038,-3.1539470083406047,0.09448315254654313,cv
17.0,White Noise,$\phi$,-1.1819665111789306,0.22662713731871165,0.1213203558973705,ebp
17.0,White Noise,$\phi$,-1.6146463530805784,4.421034423560579,0.16264169467918255,cv
18.0,Trace,$\phi$,-1.192981696219552,0.6594017884296037,0.1826046265582557,ebp
18.0,Trace,$\phi$,-1.1892562612992352,-2.147492536385815,0.17861350161143974,cv
18.0,Artificial,$\phi$,-1.2236257228576508,0.29271829041711905,0.14106175723760978,ebp
18.0,Artificial,$\phi$,-1.2124963612838675,-2.662564079917128,0.1382189422123042,cv
18.0,White Noise,$\phi$,-2.0379156201767827,1.4153213731390941,0.2579129897986544,ebp
18.0,White Noise,$\phi$,-2.135956176047016,5.2659398670423965,0.2353661999843669,cv
19.0,Trace,$\phi$,-1.8686039137145405,0.3455132972710362,0.3843223042106912,ebp
19.0,Trace,$\phi$,-1.7968384612840709,-2.716368594569946,0.3790136900086917,cv
19.0,Artificial,$\phi$,-1.648079157720877,-0.1119405582045956,1.5197440180488355,ebp
19.0,Artificial,$\phi$,-1.610080722621125,-3.918888410047917,1.5304664894730886,cv
19.0,White Noise,$\phi$,-1.0627010179653442,0.4260884526030733,0.5480428390758061,ebp
19.0,White Noise,$\phi$,-1.0184778107671741,1.1853456772769304,0.5086552592002374,cv
20.0,Trace,$\phi$,-1.7458711969865766,0.5715943988212882,0.31172204249878993,ebp
20.0,Trace,$\phi$,-1.7264591595693022,-2.9975306994017705,0.31851116947675107,cv
20.0,Artificial,$\phi$,-2.7478359249300226,2.9455287625038875,0.42207704718388495,ebp
20.0,Artificial,$\phi$,-2.696049453458701,-0.4927561841635653,0.4148898818979294,cv
20.0,White Noise,$\phi$,-1.2963997525202589,0.6844636940139495,0.21396836197084745,ebp
20.0,White Noise,$\phi$,-1.3689933669857997,4.375743680068895,0.297659216165937,cv
21.0,Trace,$\phi$,-0.9764228955208628,-0.8119036526034966,0.1722755320467397,ebp
21.0,Trace,$\phi$,-1.0402259500827964,-3.8466623509383417,0.1688821973649377,cv
21.0,Artificial,$\phi$,-0.922443996189228,0.1847040430099212,0.17960735826254254,ebp
21.0,Artificial,$\phi$,-0.8933486426248278,-2.9880841450943523,0.17732319506037264,cv
21.0,White Noise,$\phi$,-2.352420129744356,1.4780941562906538,0.4277461296629688,ebp
21.0,White Noise,$\phi$,-2.553916597503964,6.275685148485875,0.2811258615759102,cv
22.0,Trace,$\phi$,-2.240056948346236,1.1972808542272584,0.6502199403349048,ebp
22.0,Trace,$\phi$,-2.230324820806032,-2.2474137893704893,0.6686225265698703,cv
22.0,Artificial,$\phi$,-0.6650937433330782,-0.6543743260044723,0.18163007893867467,ebp
22.0,Artificial,$\phi$,-0.6639277272885488,-3.5048361942762707,0.1786632295013823,cv
22.0,White Noise,$\phi$,-2.3646151367202823,1.7407952914061444,0.3693319227381604,ebp
22.0,White Noise,$\phi$,-2.0183159510661306,3.2696786283656007,0.3251757870786585,cv
23.0,Trace,$\phi$,-1.6771649421311934,1.2353987573616534,0.23784068991476184,ebp
23.0,Trace,$\phi$,-1.6520651653946827,-2.223868982892213,0.233981084319832,cv
23.0,Artificial,$\phi$,-2.2034188743721628,1.3305027391699356,0.28629411590812026,ebp
23.0,Artificial,$\phi$,-2.204026735593501,-1.6199207534392484,0.2847370750625662,cv
23.0,White Noise,$\phi$,-1.9248941024427166,1.2358725380249929,0.3909799792401949,ebp
23.0,White Noise,$\phi$,-2.258601362090566,6.123537145349824,0.4382936080653833,cv
24.0,Trace,$\phi$,-1.2571899900629109,0.2587090155532055,0.2372414704552978,ebp
24.0,Trace,$\phi$,-1.2286933136958909,-3.061496666817493,0.2342113973375757,cv
24.0,Artificial,$\phi$,-1.3146710694370412,0.5024078558136043,0.13838351833710574,ebp
24.0,Artificial,$\phi$,-1.289428478186358,-2.102726643382769,0.1355817781839411,cv
24.0,White Noise,$\phi$,-1.5973754988511122,0.5757408344774428,0.20629148459120453,ebp
24.0,White Noise,$\phi$,-2.0350770381894456,4.8641309129164165,0.3582744870200825,cv
25.0,Trace,$\phi$,-1.7682357590327222,0.7939432708089647,0.22354503466804232,ebp
25.0,Trace,$\phi$,-1.7717163214262128,-1.8668911933943455,0.22180462155753167,cv
25.0,Artificial,$\phi$,-2.404876302557601,1.762311275056854,0.503351387152117,ebp
25.0,Artificial,$\phi$,-2.3974114957861863,-0.6622843033639052,0.5002710191898782,cv
25.0,White Noise,$\phi$,-1.189767645148709,0.13267871807384868,0.17175746988787705,ebp
25.0,White Noise,$\phi$,-1.4306453977919804,4.1461903548022345,0.3051659951870245,cv
26.0,Trace,$\phi$,-1.8801994433754103,0.38912866061165774,0.3509804549040861,ebp
26.0,Trace,$\phi$,-1.880580961736292,-2.6590596580966843,0.34825876438072656,cv
26.0,Artificial,$\phi$,-1.3437215414178356,0.38991860321600935,0.2884402743014268,ebp
26.0,Artificial,$\phi$,-1.5068290322924285,-1.7224829336169254,0.3660202255152378,cv
26.0,White Noise,$\phi$,-1.76367026566158,0.4337125433911124,0.3828817307797242,ebp
26.0,White Noise,$\phi$,-1.5564395326989158,4.3184751581393055,0.8299017483068228,cv
27.0,Trace,$\phi$,-0.9373281697614526,-1.3632840795959054,2.1219645974475645,ebp
27.0,Trace,$\phi$,-0.938581719678754,-4.8360476610763135,2.1134330242031947,cv
27.0,Artificial,$\phi$,-2.6344188641564044,1.9203570781975128,0.5486556434661249,ebp
27.0,Artificial,$\phi$,-2.6498900160594467,-1.0675616657385167,0.4422193453410593,cv
27.0,White Noise,$\phi$,-1.0854056212833711,-0.005108679686206097,1.1447176918010438,ebp
27.0,White Noise,$\phi$,-1.0435638211045013,1.8413212752489208,1.2620119970441213,cv
28.0,Trace,$\phi$,-0.7570470174441157,-0.28793887991414824,0.13598872743822502,ebp
28.0,Trace,$\phi$,-0.7487946756574764,-3.5952105937774137,0.13234527493448198,cv
28.0,Artificial,$\phi$,-1.62243518933069,1.209256644712852,0.19485727044614654,ebp
28.0,Artificial,$\phi$,-1.6136278240639383,-1.4525191690556618,0.19423137702245466,cv
28.0,White Noise,$\phi$,-1.3476412180731725,0.4594700244319001,0.2886474234417199,ebp
28.0,White Noise,$\phi$,-1.3983385474201728,2.8305572262019614,0.3136629934203128,cv
29.0,Trace,$\phi$,-1.23729167137183,-0.3936389582627582,0.1405721010498416,ebp
29.0,Trace,$\phi$,-1.193535877763548,-3.3493441270383792,0.14142763442836168,cv
29.0,Artificial,$\phi$,-1.1738762096928388,0.16004304451804696,0.13702106902503133,ebp
29.0,Artificial,$\phi$,-1.1595845032222731,-2.9667025447062234,0.13732733182732154,cv
29.0,White Noise,$\phi$,-1.1643207335962742,-0.4052447400816233,0.28017685064240955,ebp
29.0,White Noise,$\phi$,-1.1235547340401508,3.863121654420532,0.360720577376721,cv
30.0,Trace,$\phi$,-0.541643469313266,-0.8162284456914524,0.0829337120888513,ebp
30.0,Trace,$\phi$,-0.5478754291187402,-3.3065330011470113,0.08248168147669145,cv
30.0,Artificial,$\phi$,-0.7386918166225527,-0.5636072413244333,0.10095321183885927,ebp
30.0,Artificial,$\phi$,-0.7206890699867196,-3.069998844388333,0.09952775624925024,cv
30.0,White Noise,$\phi$,-0.4518995555398344,-1.0387045059041582,0.06553323011641732,ebp
30.0,White Noise,$\phi$,-0.5787421090560287,0.809022374868232,0.09096058844671354,cv
31.0,Trace,$\phi$,-2.623780976633639,2.393714043291356,0.4343317801626427,ebp
31.0,Trace,$\phi$,-2.6059760411167407,-1.0275385249141866,0.4320758081597662,cv
31.0,Artificial,$\phi$,-1.879913301046564,1.296143794887822,0.3995101286748501,ebp
31.0,Artificial,$\phi$,-1.8981106159669816,-1.443090994018278,0.4025706214334601,cv
31.0,White Noise,$\phi$,-1.3087220325738895,0.07505793534853344,0.19816840140643616,ebp
31.0,White Noise,$\phi$,-1.2993244883968929,2.175773507761732,0.23330489180703684,cv
32.0,Trace,$\phi$,-1.8557992272598325,1.0676894310700904,0.1934621154015704,ebp
32.0,Trace,$\phi$,-1.8584764803348783,-1.3658247366489205,0.19786903854844248,cv
32.0,Artificial,$\phi$,-2.286586646537728,1.609628562071495,0.2308341236417044,ebp
32.0,Artificial,$\phi$,-2.3098659236724894,-1.2499198788631896,0.23006657456087465,cv
32.0,White Noise,$\phi$,-1.5386176991665592,0.9034947040772444,0.15725183308175272,ebp
32.0,White Noise,$\phi$,-1.8070788719346491,4.128032375241552,0.1671512695962091,cv
33.0,Trace,$\phi$,-1.6530956255562266,0.7703873991209109,0.34368771850208096,ebp
33.0,Trace,$\phi$,-1.6848714728683356,-2.5944499789598803,0.3387776746675191,cv
33.0,Artificial,$\phi$,-1.2500874605998524,0.17983991517621736,0.21056973491866865,ebp
33.0,Artificial,$\phi$,-1.2450581825965572,-2.631881169656197,0.22080789434143466,cv
33.0,White Noise,$\phi$,-1.1059452360563549,0.0957173752787468,0.27170677761587136,ebp
33.0,White Noise,$\phi$,-1.0606304639223387,2.6862298295254607,0.3023632919867492,cv
34.0,Trace,$\phi$,-1.7373919981742179,0.3483953986156534,0.2651826902743913,ebp
34.0,Trace,$\phi$,-1.7026073672879216,-3.3004306034532247,0.2617334445693583,cv
34.0,Artificial,$\phi$,-1.7201193476619432,0.2886736058077606,0.3505588358625621,ebp
34.0,Artificial,$\phi$,-1.688890001350002,-2.5513064232933838,0.3511397594300656,cv
34.0,White Noise,$\phi$,-1.4022019619724049,0.36543714979007946,0.21108217219209668,ebp
34.0,White Noise,$\phi$,-1.3060518845133022,1.898197124215868,0.21180182479954265,cv
35.0,Trace,$\phi$,-2.009389094436886,0.4761913350308511,0.24477267013509035,ebp
35.0,Trace,$\phi$,-2.0060996011656793,-2.5872253555103546,0.2442267912474356,cv
35.0,Artificial,$\phi$,-0.8778406731022718,-0.1870664852088697,0.13423325643280615,ebp
35.0,Artificial,$\phi$,-0.8401111570855341,-2.174069947758592,0.13982571773596833,cv
35.0,White Noise,$\phi$,-1.4026494742038658,0.3915321121440325,0.2124783481785616,ebp
35.0,White Noise,$\phi$,-1.3484283438197735,2.818602262136246,0.18992876893938945,cv
36.0,Trace,$\phi$,-1.0204110960979478,-0.3085830732840717,0.17725215031640326,ebp
36.0,Trace,$\phi$,-1.0893571214105062,-3.4241679157770752,0.17201390497574426,cv
36.0,Artificial,$\phi$,-0.8859096309421256,-0.4928595562262778,0.1606485472884413,ebp
36.0,Artificial,$\phi$,-0.9030642452809762,-3.4148204479824464,0.17415164575238246,cv
36.0,White Noise,$\phi$,-0.9700600544870668,0.04306401491384726,0.2349642288041487,ebp
36.0,White Noise,$\phi$,-1.274332096933222,3.408041030082809,0.2590359689541188,cv
37.0,Trace,$\phi$,-1.886244353526113,0.5189227249197974,1.0449641935948937,ebp
37.0,Trace,$\phi$,-1.8474918763826504,-2.3288331212191014,1.0373030531606942,cv
37.0,Artificial,$\phi$,-3.0517085997427094,2.048255861315234,1.224352620450998,ebp
37.0,Artificial,$\phi$,-2.967818384349496,-1.3558421298202632,1.203351375906219,cv
37.0,White Noise,$\phi$,-0.9533681359628235,-0.8787074679936808,0.474623244949255,ebp
37.0,White Noise,$\phi$,-0.6889868385084065,0.2888360131944421,0.5594448026045016,cv
38.0,Trace,$\phi$,-1.4919678454462344,-0.06670169428891715,0.2357941324259248,ebp
38.0,Trace,$\phi$,-1.510356351184793,-3.4278406263895564,0.23505822271258425,cv
38.0,Artificial,$\phi$,-1.0035517711264001,0.13050013633163848,0.10531303987781844,ebp
38.0,Artificial,$\phi$,-1.0061591062523747,-2.9080116819836173,0.10846204926139673,cv
38.0,White Noise,$\phi$,-1.8243752841840424,1.6014523079371634,0.3502285725666649,ebp
38.0,White Noise,$\phi$,-1.742927550071853,3.6750833571332584,0.4102650718983579,cv
39.0,Trace,$\phi$,-1.6463651130134742,0.5015756971298253,1.3295270541849538,ebp
39.0,Trace,$\phi$,-1.4630486156961324,-2.8786897400855174,1.2686127994293848,cv
39.0,Artificial,$\phi$,-0.3743618050513268,0.023313817173631568,0.09549475337000324,ebp
39.0,Artificial,$\phi$,-0.6051592942522177,-2.80658886311154,0.0646279411983739,cv
39.0,White Noise,$\phi$,-1.2896447238726043,0.15325540847293495,0.5642565349901218,ebp
39.0,White Noise,$\phi$,-4.9069426212569764,9.838166707443833,2.2821479496763257,cv
40.0,Trace,$\phi$,-0.8701848881127103,-0.9199489313600359,0.06516593097899055,ebp
40.0,Trace,$\phi$,-0.8627533721872025,-3.753235016255336,0.06514605782269751,cv
40.0,Artificial,$\phi$,-1.3995426659306704,0.4859570532405542,0.1104881953976886,ebp
40.0,Artificial,$\phi$,-1.3757209438818574,-2.524636222842324,0.1051278121758849,cv
40.0,White Noise,$\phi$,-1.176904587108866,0.26278877869287776,0.08584310090076486,ebp
40.0,White Noise,$\phi$,-1.3260645979665708,3.468272263426241,0.11573293593134328,cv
41.0,Trace,$\phi$,-2.882665715064228,2.430027101292957,0.8239985966283843,ebp
41.0,Trace,$\phi$,-2.857405688501702,-0.19755613876929168,0.8335674570339205,cv
41.0,Artificial,$\phi$,-2.2593125423964717,1.5798196517648115,0.2773506704287607,ebp
41.0,Artificial,$\phi$,-2.254866831705999,-1.5164411274871463,0.272734496638396,cv
41.0,White Noise,$\phi$,-1.7621826125021287,0.914533569441594,0.2901849431521114,ebp
41.0,White Noise,$\phi$,-1.7010277160410237,2.0680262554117226,0.3157073090608953,cv
42.0,Trace,$\phi$,-3.288521531813012,1.9861165791087,1.0134193315825122,ebp
42.0,Trace,$\phi$,-3.3243143843728724,-1.6922554732688797,1.0016110733590635,cv
42.0,Artificial,$\phi$,-1.5855706366374842,0.4859060241508635,0.2400860538807603,ebp
42.0,Artificial,$\phi$,-1.5449919619565091,-1.6861848247321791,0.24150880231263624,cv
42.0,White Noise,$\phi$,-0.8121815167346165,-0.4616071421333421,0.1629005069916682,ebp
42.0,White Noise,$\phi$,-1.6758048292453422,5.362776859235566,1.267124911758751,cv
43.0,Trace,$\phi$,-2.2971308317520114,1.5721676762294852,0.2726753760628621,ebp
43.0,Trace,$\phi$,-2.281946961767252,-1.9921917031707288,0.2751023910469753,cv
43.0,Artificial,$\phi$,-0.8513405244838841,-0.3186533254274191,0.13326110320177215,ebp
43.0,Artificial,$\phi$,-0.8151511845541008,-3.300357937011274,0.1368631825861655,cv
43.0,White Noise,$\phi$,-1.1704441360219306,0.4141900704099699,0.15437485800084494,ebp
43.0,White Noise,$\phi$,-0.6135704145747961,1.5442972496868714,0.15808041853211846,cv
44.0,Trace,$\phi$,-1.3815793025966343,-0.2346901114779292,0.21283892401813093,ebp
44.0,Trace,$\phi$,-1.3673825571381804,-3.633083725584832,0.2126208248868245,cv
44.0,Artificial,$\phi$,-1.123887996566165,0.3174289089182758,0.14877102781474655,ebp
44.0,Artificial,$\phi$,-1.1260220730458648,-2.7549511730989584,0.14736916070952594,cv
44.0,White Noise,$\phi$,-1.3221776260996785,0.6988504055603341,0.1450930902695165,ebp
44.0,White Noise,$\phi$,-1.3226191167158508,2.89859163563287,0.1538861361537786,cv
45.0,Trace,$\phi$,-0.5165723162458951,-0.9056539234818196,0.19610731142014795,ebp
45.0,Trace,$\phi$,-0.4832411645076826,-3.6436936818789314,0.21521743109804606,cv
45.0,Artificial,$\phi$,-1.4450470418386654,-0.2982720664289191,0.8296483745002391,ebp
45.0,Artificial,$\phi$,-1.4404965256366586,-2.887499755039823,0.8324914122239122,cv
45.0,White Noise,$\phi$,-2.211317922048856,1.3939903624466128,0.4258083489236975,ebp
45.0,White Noise,$\phi$,-1.8358801088328915,2.7719725889924742,0.7610853919841936,cv
46.0,Trace,$\phi$,-3.5100807687388267,2.6519406508110657,0.9023418835404141,ebp
46.0,Trace,$\phi$,-3.5529662215947986,-0.4684593139856821,0.926453392250012,cv
46.0,Artificial,$\phi$,-1.8922286161237052,0.8415601014720879,0.6196663842358316,ebp
46.0,Artificial,$\phi$,-1.8089948986199016,-1.9073897750802176,0.5943999450381089,cv
46.0,White Noise,$\phi$,-3.548022723205405,3.388519818780257,0.9393445321153091,ebp
46.0,White Noise,$\phi$,-3.742736965924293,7.561219817774832,2.0016344910099746,cv
47.0,Trace,$\phi$,-1.419019469201858,-0.8634784436063656,0.7202214372325283,ebp
47.0,Trace,$\phi$,-1.3838972697244958,-4.242705886404661,0.7119735377761078,cv
47.0,Artificial,$\phi$,-0.9088633572984491,0.2590420077069495,0.18658018778582705,ebp
47.0,Artificial,$\phi$,-0.9249561911220956,-2.5887843850235432,0.16970630954621282,cv
47.0,White Noise,$\phi$,-2.901770784203053,2.6666038137460992,1.3775791156706299,ebp
47.0,White Noise,$\phi$,-2.7090154471664123,3.942126666557202,1.4604450971441938,cv
48.0,Trace,$\phi$,-2.741461798863799,1.3144863856800963,0.6317960540267733,ebp
48.0,Trace,$\phi$,-2.691168433542229,-2.6098795521640565,0.6113427690658344,cv
48.0,Artificial,$\phi$,-1.8182684773528472,0.7271170327862571,0.2807491388770091,ebp
48.0,Artificial,$\phi$,-1.796261894470866,-2.355005043881772,0.2778301450430267,cv
48.0,White Noise,$\phi$,-0.8401107747023638,0.08622723558156542,0.19995234930554148,ebp
48.0,White Noise,$\phi$,-1.5430057682635108,3.623814366941229,0.4752682179783622,cv
49.0,Trace,$\phi$,-2.9467129708881767,1.7497257040706071,1.473068002780466,ebp
49.0,Trace,$\phi$,-3.1974618668972994,-0.6306537269451722,1.497026733375303,cv
49.0,Artificial,$\phi$,-0.9810659906166824,-0.42479238568779776,0.29143309448102417,ebp
49.0,Artificial,$\phi$,-1.0142855250980236,-3.7411101825945585,0.30388884548435074,cv
49.0,White Noise,$\phi$,-1.1855451914320194,0.6062379000534761,0.2874668832855903,ebp
49.0,White Noise,$\phi$,0.18635713797703607,1.4375982134961751,0.6729776022414526,cv
50.0,Trace,$\phi$,-2.8871453526279915,2.8987661727480365,0.3836288392776755,ebp
50.0,Trace,$\phi$,-2.8678882303226163,-0.06872170201938399,0.3797605884247587,cv
