div_then_fold,div_and_fold,fold_then_div,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation
,,0.3374860591844011,0.06895999460180635,,-46.83788450112333,0.016666666666666663,-86.66614068065196,-133.5040251817753,0.34078488412733066,4,0
,1.1420147834749699,1.2401914781064065,1.0959462988359148,0.26902648595143064,273.33166800086724,0.3499999999999999,-51.009447294626426,222.3222207062408,0.999093565568415,4,1
0.44784228154594174,-0.11575980530818988,-0.828120471298814,-0.060189381906734174,-0.1429917317495158,52.998202972123124,0.04999999999999988,87.77475288438293,140.77295585650606,-0.12363111395035764,4,2
0.059848078721947306,-0.1035280973853776,0.945884528360718,0.24020399677599835,-0.31673449493763806,55.1732694164474,-0.11666666666666664,-17.14766988576875,38.02559953067865,2.045265282974466,4,3
-0.6603123701649798,-0.18721050046703536,-1.1898656871686926,-0.3857764642881838,0.400501065048007,-39.966727320275396,-0.1833333333333333,140.45907861072703,100.49235129045164,-0.3494210512013527,4,4
0.2596041427033382,-0.3298194354446776,-0.6148340651052917,-0.3295240225007392,-0.4969737061780687,-78.77518727059092,0.08333333333333354,-89.57686697211426,-168.35205424270518,-0.8401029525210129,4,5
-0.7241513289425747,0.11022482103636305,-0.45689758782490686,0.237456327110787,-0.04546727927791838,-47.53652679800193,0.04999999999999988,-101.69117333884329,-149.22770013684521,0.6204831585934454,4,6
1.048989214338526,0.1524867484551754,2.0690346912280244,0.7008405987240017,-0.23245659000415408,-9.329333057431683,0.3333333333333331,-105.07822132751673,-114.4075543849484,0.478373501090424,4,7
-0.09815530406083128,0.45656454200690666,0.39607495653150027,0.2832213371482276,0.33562791547536763,55.29637960292587,0.16666666666666613,-25.99818909875151,29.298190504174357,0.26236825244026263,4,8
0.7866682745623372,0.11529100052299873,0.23823158498999408,0.0737169993478245,0.11850550915565372,80.4926119633725,0.13333333333333336,58.66832536013143,139.16093732350393,-0.059358374044091944,4,9
-0.16426865412077907,-0.23700571469088794,-0.7265841818152925,-0.4069168658258079,0.21170634228226215,-41.13041756789542,-0.19999999999999968,176.58734635812795,135.45692879023252,-0.37832320074691894,4,10
-0.1465893760996706,-0.3344018430961738,-0.6580355176139614,-0.5025354508100732,-0.09387054643235782,-80.33408395211478,-0.21666666666666629,62.21992708493755,-18.11415686717723,-0.9730372635286825,4,11
-0.49691187260111835,-0.362278570887444,-0.7525657875740832,-0.5533979232652764,0.02634661123087556,-90.79014982370842,-0.2499999999999995,3.180816817768118,-87.6093330059403,-1.3534324767407016,4,12
-0.3125630858821361,-0.306577928216627,,-0.46200544394774606,-0.03321958056394525,-82.59182166459419,-0.21666666666666717,-51.72253851780185,-134.31436018239606,-0.6690622120612255,4,13
,,0.07726579482968898,-0.2078755470911081,,15.735312693415253,-0.10444444444444445,130.1018251490107,145.83713784242593,-0.07284678677508305,5,0
,0.014745585637674363,-0.1578644372668181,-0.10806668346254805,0.2222328908854122,47.78219719431631,-0.12111111111111114,138.69447319136052,186.4766703856768,1.030028028857633,5,1
0.1745517557520031,-0.09118903008247062,-0.21773164609002849,-0.1498506084088423,-0.025084889150800094,20.169116480180733,-0.05444444444444449,94.60554144878682,114.77465792896753,-0.22859945533965265,5,2
-0.03258447644435636,-0.014500082191151842,-0.48820687287779485,-0.0019066849315498846,-0.04526918847526529,33.403623568263086,-0.004444444444444501,48.27609797160363,81.67972153986669,0.06776609745927864,5,3
