distance,correlations,dataset,old_var,young_var
11.0,-0.08451642980873326,physical units,division_ratio,generationtime
11.0,0.021044977242686433,physical units,division_ratio,length_birth
11.0,-0.015530320428896469,physical units,division_ratio,length_final
11.0,0.06866226776543718,physical units,division_ratio,growth_rate
11.0,0.012271082793161067,physical units,added_length,fold_growth
11.0,-0.04030368175594855,physical units,added_length,division_ratio
11.0,0.09174956385443608,physical units,added_length,added_length
11.0,0.06718329982061973,physical units,added_length,generationtime
11.0,0.1367469098307227,physical units,added_length,length_birth
11.0,0.1493019686585314,physical units,added_length,length_final
11.0,-0.09085839661190842,physical units,added_length,growth_rate
11.0,0.05389043603616184,physical units,generationtime,fold_growth
11.0,-0.09452985488881038,physical units,generationtime,division_ratio
11.0,0.07505513375895659,physical units,generationtime,added_length
11.0,0.2087121405781472,physical units,generationtime,generationtime
11.0,0.044858812995553624,physical units,generationtime,length_birth
11.0,0.08613388158965986,physical units,generationtime,length_final
11.0,-0.2428433872989282,physical units,generationtime,growth_rate
11.0,-0.006916522617160609,physical units,length_birth,fold_growth
11.0,0.001066978989632402,physical units,length_birth,division_ratio
11.0,0.12010899443627636,physical units,length_birth,added_length
11.0,0.03424129980507994,physical units,length_birth,generationtime
11.0,0.20695641089962208,physical units,length_birth,length_birth
11.0,0.2104633096525124,physical units,length_birth,length_final
11.0,-0.07193149380112292,physical units,length_birth,growth_rate
11.0,0.006096540658658865,physical units,length_final,fold_growth
11.0,-0.03176555462189779,physical units,length_final,division_ratio
11.0,0.13877110166765716,physical units,length_final,added_length
11.0,0.07248617517964454,physical units,length_final,generationtime
11.0,0.22198358732476253,physical units,length_final,length_birth
11.0,0.23396114511643687,physical units,length_final,length_final
11.0,-0.11192695291054988,physical units,length_final,growth_rate
11.0,-0.05977439922467348,physical units,growth_rate,fold_growth
11.0,0.0717696106984261,physical units,growth_rate,division_ratio
11.0,-0.09015457314011395,physical units,growth_rate,added_length
11.0,-0.25596673790674124,physical units,growth_rate,generationtime
11.0,-0.05181332323546883,physical units,growth_rate,length_birth
11.0,-0.10234988254253512,physical units,growth_rate,length_final
11.0,0.31059535091976476,physical units,growth_rate,growth_rate
12.0,0.033538408031968746,physical units,fold_growth,fold_growth
12.0,-0.029182967537913135,physical units,fold_growth,division_ratio
12.0,0.032838669656567905,physical units,fold_growth,added_length
12.0,0.04152074048963693,physical units,fold_growth,generationtime
12.0,-0.0054160622365783066,physical units,fold_growth,length_birth
12.0,0.024277671278858735,physical units,fold_growth,length_final
12.0,-0.02808645621107919,physical units,fold_growth,growth_rate
12.0,-0.033312277377098576,physical units,division_ratio,fold_growth
12.0,0.0631766197432073,physical units,division_ratio,division_ratio
12.0,-0.027346547757367525,physical units,division_ratio,added_length
12.0,-0.07821572643060695,physical units,division_ratio,generationtime
12.0,0.006992912881534347,physical units,division_ratio,length_birth
12.0,-0.018887876156324254,physical units,division_ratio,length_final
12.0,0.06832379396099027,physical units,division_ratio,growth_rate
12.0,0.020731777977198933,physical units,added_length,fold_growth
12.0,-0.026925463179567496,physical units,added_length,division_ratio
12.0,0.1011883040106793,physical units,added_length,added_length
12.0,0.060255762092493934,physical units,added_length,generationtime
12.0,0.12725690064396883,physical units,added_length,length_birth
12.0,0.15189141447285046,physical units,added_length,length_final
12.0,-0.07541827737650635,physical units,added_length,growth_rate
12.0,0.05382931898397294,physical units,generationtime,fold_growth
12.0,-0.07145807281514192,physical units,generationtime,division_ratio
12.0,0.07600728683779191,physical units,generationtime,added_length
12.0,0.20450130069721076,physical units,generationtime,generationtime
12.0,0.03600409056554293,physical units,generationtime,length_birth
12.0,0.0821853426383143,physical units,generationtime,length_final
12.0,-0.23016131758656264,physical units,generationtime,growth_rate
12.0,-0.020702994092243878,physical units,length_birth,fold_growth
12.0,-7.933058437626855e-05,physical units,length_birth,division_ratio
12.0,0.10364696456589624,physical units,length_birth,added_length
12.0,0.03203011632942422,physical units,length_birth,generationtime
12.0,0.21095410186827523,physical units,length_birth,length_birth
12.0,0.1987459756332946,physical units,length_birth,length_final
12.0,-0.07709370102297795,physical units,length_birth,growth_rate
12.0,0.00529763698878595,physical units,length_final,fold_growth
12.0,-0.02163757671854711,physical units,length_final,division_ratio
12.0,0.13787106549846748,physical units,length_final,added_length
12.0,0.06585268998300566,physical units,length_final,generationtime
12.0,0.21749922292872687,physical units,length_final,length_birth
12.0,0.23057545385901015,physical units,length_final,length_final
12.0,-0.10267293631783561,physical units,length_final,growth_rate
12.0,-0.03929474398060193,physical units,growth_rate,fold_growth
12.0,0.07128062356716043,physical units,growth_rate,division_ratio
12.0,-0.07155442928964341,physical units,growth_rate,added_length
12.0,-0.24810931529704164,physical units,growth_rate,generationtime
12.0,-0.061035196350283205,physical units,growth_rate,length_birth
12.0,-0.09190418404554303,physical units,growth_rate,length_final
12.0,0.31273090282816157,physical units,growth_rate,growth_rate
13.0,-0.007151292154377724,physical units,fold_growth,fold_growth
13.0,-0.008829177654979503,physical units,fold_growth,division_ratio
13.0,-0.00329353812779766,physical units,fold_growth,added_length
13.0,0.0239602394997539,physical units,fold_growth,generationtime
13.0,0.010867695738196556,physical units,fold_growth,length_birth
13.0,0.0030817415088765674,physical units,fold_growth,length_final
13.0,-0.0364793530230254,physical units,fold_growth,growth_rate
13.0,-0.02913959725828354,physical units,division_ratio,fold_growth
13.0,0.030585913425399323,physical units,division_ratio,division_ratio
13.0,-0.019727019241272938,physical units,division_ratio,added_length
13.0,-0.07838516569064534,physical units,division_ratio,generationtime
13.0,0.015186839764020587,physical units,division_ratio,length_birth
13.0,-0.008210614842124238,physical units,division_ratio,length_final
13.0,0.07881714020198356,physical units,division_ratio,growth_rate
13.0,-0.019316631979264122,physical units,added_length,fold_growth
13.0,-0.005205329273870028,physical units,added_length,division_ratio
13.0,0.059778965600739205,physical units,added_length,added_length
13.0,0.04065216429934185,physical units,added_length,generationtime
13.0,0.1367222960041683,physical units,added_length,length_birth
13.0,0.12253512627248604,physical units,added_length,length_final
13.0,-0.08351010479654285,physical units,added_length,growth_rate
13.0,0.02696988634182405,physical units,generationtime,fold_growth
13.0,-0.0610824570085993,physical units,generationtime,division_ratio
13.0,0.052786386091766974,physical units,generationtime,added_length
13.0,0.18062764280582966,physical units,generationtime,generationtime
13.0,0.04971044348378391,physical units,generationtime,length_birth
13.0,0.070250565471869,physical units,generationtime,length_final
13.0,-0.22999796564121455,physical units,generationtime,growth_rate
13.0,0.004717169020851337,physical units,length_birth,fold_growth
13.0,-0.008185938086233876,physical units,length_birth,division_ratio
13.0,0.12029517879219855,physical units,length_birth,added_length
13.0,0.048763427161469274,physical units,length_birth,generationtime
13.0,0.196620102082663,physical units,length_birth,length_birth
13.0,0.2046268638369556,physical units,length_birth,length_final
13.0,-0.0756094582755261,physical units,length_birth,growth_rate
13.0,-0.012938903260346388,physical units,length_final,fold_growth
13.0,-0.008624721101395814,physical units,length_final,division_ratio
13.0,0.11332922779239304,physical units,length_final,added_length
13.0,0.05911674423507389,physical units,length_final,generationtime
13.0,0.21654400797489495,physical units,length_final,length_birth
13.0,0.20950876512664124,physical units,length_final,length_final
13.0,-0.10809595208013735,physical units,length_final,growth_rate
13.0,-0.048522876017332774,physical units,growth_rate,fold_growth
13.0,0.08446140726032204,physical units,growth_rate,division_ratio
13.0,-0.08170334035548554,physical units,growth_rate,added_length
13.0,-0.23798936821657263,physical units,growth_rate,generationtime
13.0,-0.05784050373230887,physical units,growth_rate,length_birth
13.0,-0.09852691811972325,physical units,growth_rate,length_final
13.0,0.2981035827396417,physical units,growth_rate,growth_rate
14.0,-0.012463341947502956,physical units,fold_growth,fold_growth
14.0,-0.030081046879942088,physical units,fold_growth,division_ratio
14.0,-0.01524745231560881,physical units,fold_growth,added_length
14.0,0.006820787170615485,physical units,fold_growth,generationtime
14.0,-0.003983180731864204,physical units,fold_growth,length_birth
14.0,-0.014759061198336523,physical units,fold_growth,length_final
14.0,-0.02495060616260154,physical units,fold_growth,growth_rate
14.0,-0.025538274571419217,physical units,division_ratio,fold_growth
14.0,0.059775062617073035,physical units,division_ratio,division_ratio
14.0,-0.024617945732186366,physical units,division_ratio,added_length
14.0,-0.0780474185291751,physical units,division_ratio,generationtime
14.0,0.006122234500533482,physical units,division_ratio,length_birth
14.0,-0.0171596346356485,physical units,division_ratio,length_final
14.0,0.08497526245951328,physical units,division_ratio,growth_rate
14.0,0.0034936552744807073,physical units,added_length,fold_growth
14.0,-0.037186209032080475,physical units,added_length,division_ratio
14.0,0.07298742914449134,physical units,added_length,added_length
14.0,0.05177201014729334,physical units,added_length,generationtime
14.0,0.11565524437131337,physical units,added_length,length_birth
14.0,0.12196842325935187,physical units,added_length,length_final
14.0,-0.07950245916323595,physical units,added_length,growth_rate
14.0,0.018919910222950382,physical units,generationtime,fold_growth
14.0,-0.0703406128821441,physical units,generationtime,division_ratio
14.0,0.038608015046545034,physical units,generationtime,added_length
14.0,0.16483610876272609,physical units,generationtime,generationtime
14.0,0.037967019981817375,physical units,generationtime,length_birth
14.0,0.05218508401772577,physical units,generationtime,length_final
14.0,-0.21965368011443517,physical units,generationtime,growth_rate
14.0,0.020473783611814463,physical units,length_birth,fold_growth
14.0,-0.005680936499015807,physical units,length_birth,division_ratio
14.0,0.13836745472619805,physical units,length_birth,added_length
14.0,0.07003150634951784,physical units,length_birth,generationtime
14.0,0.20192402600160833,physical units,length_birth,length_birth
14.0,0.22201553369908616,physical units,length_birth,length_final
14.0,-0.08572060209980532,physical units,length_birth,growth_rate
14.0,0.013957661528635139,physical units,length_final,fold_growth
14.0,-0.03290070306091942,physical units,length_final,division_ratio
14.0,0.13390491427399906,physical units,length_final,added_length
14.0,0.07966003960397397,physical units,length_final,generationtime
14.0,0.20273931838386552,physical units,length_final,length_birth
14.0,0.21874850462184178,physical units,length_final,length_final
14.0,-0.11043603442868447,physical units,length_final,growth_rate
14.0,-0.044688968328839375,physical units,growth_rate,fold_growth
14.0,0.06954058523976826,physical units,growth_rate,division_ratio
14.0,-0.07678778195184092,physical units,growth_rate,added_length
14.0,-0.2353532032927568,physical units,growth_rate,generationtime
14.0,-0.058971561302693674,physical units,growth_rate,length_birth
14.0,-0.09500265192553534,physical units,growth_rate,length_final
14.0,0.2938150906403135,physical units,growth_rate,growth_rate
15.0,0.03618131767677983,physical units,fold_growth,fold_growth
15.0,-0.030373149756756125,physical units,fold_growth,division_ratio
15.0,0.01983822121555877,physical units,fold_growth,added_length
15.0,0.05375365149438825,physical units,fold_growth,generationtime
15.0,-0.025819022094123494,physical units,fold_growth,length_birth
15.0,0.002760476339525012,physical units,fold_growth,length_final
15.0,-0.03320381174202359,physical units,fold_growth,growth_rate
15.0,-0.028351892568752188,physical units,division_ratio,fold_growth
15.0,0.040834885282449926,physical units,division_ratio,division_ratio
15.0,-0.019175581901451598,physical units,division_ratio,added_length
15.0,-0.05991969484475756,physical units,division_ratio,generationtime
15.0,0.014201637937455852,physical units,division_ratio,length_birth
15.0,-0.008370230318776817,physical units,division_ratio,length_final
15.0,0.053821981961083655,physical units,division_ratio,growth_rate
15.0,0.03612855574764755,physical units,added_length,fold_growth
15.0,-0.02852418713017215,physical units,added_length,division_ratio
15.0,0.09919725285775718,physical units,added_length,added_length
15.0,0.08152541596687882,physical units,added_length,generationtime
15.0,0.10712639760626455,physical units,added_length,length_birth
15.0,0.1390449405130298,physical units,added_length,length_final
15.0,-0.08129761191437496,physical units,added_length,growth_rate
15.0,0.058292081861876344,physical units,generationtime,fold_growth
15.0,-0.057054433865736914,physical units,generationtime,division_ratio
15.0,0.07072970021310554,physical units,generationtime,added_length
15.0,0.2096118103940387,physical units,generationtime,generationtime
15.0,0.02056844445375837,physical units,generationtime,length_birth
15.0,0.069550565152035,physical units,generationtime,length_final
15.0,-0.2390454814106447,physical units,generationtime,growth_rate
15.0,0.007112937993540983,physical units,length_birth,fold_growth
15.0,-0.0038728291409509735,physical units,length_birth,division_ratio
15.0,0.13281625289902674,physical units,length_birth,added_length
15.0,0.05569093717762819,physical units,length_birth,generationtime
15.0,0.21862277868396804,physical units,length_birth,length_birth
15.0,0.22603225449814562,physical units,length_birth,length_final
15.0,-0.0833427599969488,physical units,length_birth,growth_rate
15.0,0.03284015532873176,physical units,length_final,fold_growth
15.0,-0.02498259288709761,physical units,length_final,division_ratio
15.0,0.15161177164355005,physical units,length_final,added_length
15.0,0.0956048256956078,physical units,length_final,generationtime
15.0,0.20451158367004002,physical units,length_final,length_birth
15.0,0.23413530408653813,physical units,length_final,length_final
15.0,-0.11041965651475245,physical units,length_final,growth_rate
15.0,-0.039986329550281544,physical units,growth_rate,fold_growth
15.0,0.04581531801813539,physical units,growth_rate,division_ratio
15.0,-0.08069499586424389,physical units,growth_rate,added_length
15.0,-0.2427807392873534,physical units,growth_rate,generationtime
15.0,-0.06142911076821195,physical units,growth_rate,length_birth
15.0,-0.09947641119166342,physical units,growth_rate,length_final
15.0,0.3174732625508909,physical units,growth_rate,growth_rate
1.0,-0.16922949953146493,trace centered,fold_growth,fold_growth
1.0,-0.018040729117596948,trace centered,fold_growth,division_ratio
1.0,-0.018262739431338493,trace centered,fold_growth,added_length
1.0,-0.2483188482104833,trace centered,fold_growth,generationtime
1.0,0.36916191353508254,trace centered,fold_growth,length_birth
1.0,0.18126646622367326,trace centered,fold_growth,length_final
1.0,0.18187985443847207,trace centered,fold_growth,growth_rate
1.0,-0.2605747524177424,trace centered,division_ratio,fold_growth
1.0,0.09213918426311826,trace centered,division_ratio,division_ratio
1.0,-0.11722937594191139,trace centered,division_ratio,added_length
1.0,-0.10406566515186183,trace centered,division_ratio,generationtime
1.0,0.4118219371016481,trace centered,division_ratio,length_birth
1.0,0.11308663387200538,trace centered,division_ratio,length_final
1.0,-0.272711899612806,trace centered,division_ratio,growth_rate
1.0,-0.3403515409647845,trace centered,added_length,fold_growth
1.0,0.006990024767095184,trace centered,added_length,division_ratio
1.0,-0.06028008013577091,trace centered,added_length,added_length
1.0,-0.3805994889757782,trace centered,added_length,generationtime
1.0,0.6907103784224374,trace centered,added_length,length_birth
1.0,0.31512727878108127,trace centered,added_length,length_final
1.0,0.13227332107561984,trace centered,added_length,growth_rate
1.0,-0.17254667376406768,trace centered,generationtime,fold_growth
1.0,-0.0034186750141909136,trace centered,generationtime,division_ratio
1.0,-0.03448471929113748,trace centered,generationtime,added_length
1.0,-0.15434478628551118,trace centered,generationtime,generationtime
1.0,0.3393201072152793,trace centered,generationtime,length_birth
1.0,0.15032758726862963,trace centered,generationtime,length_final
1.0,-0.0004917701219047932,trace centered,generationtime,growth_rate
1.0,-0.2599549468809691,trace centered,length_birth,fold_growth
1.0,0.045316324069772235,trace centered,length_birth,division_ratio
1.0,-0.06909311412300992,trace centered,length_birth,added_length
1.0,-0.18990343686426914,trace centered,length_birth,generationtime
1.0,0.40908476605152977,trace centered,length_birth,length_birth
1.0,0.15591287855134323,trace centered,length_birth,length_final
1.0,-0.0991356269336888,trace centered,length_birth,growth_rate
1.0,-0.4549616807118827,trace centered,length_final,fold_growth
1.0,0.03120916141014702,trace centered,length_final,division_ratio
1.0,-0.09318700299073121,trace centered,length_final,added_length
1.0,-0.45363533121652955,trace centered,length_final,generationtime
1.0,0.8585052138665901,trace centered,length_final,length_birth
1.0,0.37487581093680217,trace centered,length_final,length_final
1.0,0.06733728805473832,trace centered,length_final,growth_rate
1.0,0.006568970272968656,trace centered,growth_rate,fold_growth
1.0,-0.02396481944192544,trace centered,growth_rate,division_ratio
1.0,0.02081243770732777,trace centered,growth_rate,added_length
1.0,-0.1574528489256828,trace centered,growth_rate,generationtime
1.0,0.033365008547942075,trace centered,growth_rate,length_birth
1.0,0.03705336066190289,trace centered,growth_rate,length_final
1.0,0.3023146887049318,trace centered,growth_rate,growth_rate
2.0,-0.07847362070948125,trace centered,fold_growth,fold_growth
2.0,0.022898742660513862,trace centered,fold_growth,division_ratio
2.0,-0.005619676832296427,trace centered,fold_growth,added_length
2.0,-0.11402701387127137,trace centered,fold_growth,generationtime
2.0,0.1601719647866205,trace centered,fold_growth,length_birth
2.0,0.08010768337876138,trace centered,fold_growth,length_final
2.0,0.0737118453874068,trace centered,fold_growth,growth_rate
2.0,-0.07838369686396283,trace centered,division_ratio,fold_growth
2.0,0.03691297188621055,trace centered,division_ratio,division_ratio
2.0,0.003460161955898164,trace centered,division_ratio,added_length
2.0,-0.001251786284015078,trace centered,division_ratio,generationtime
2.0,0.138418943766226,trace centered,division_ratio,length_birth
2.0,0.07690180749468549,trace centered,division_ratio,length_final
2.0,-0.12995551115370188,trace centered,division_ratio,growth_rate
2.0,-0.17553006927393527,trace centered,added_length,fold_growth
2.0,0.0325259667416512,trace centered,added_length,division_ratio
2.0,-0.052637055068281244,trace centered,added_length,added_length
2.0,-0.17375531463715077,trace centered,added_length,generationtime
2.0,0.28752136656897614,trace centered,added_length,length_birth
2.0,0.10454028303014999,trace centered,added_length,length_final
2.0,0.013265134360815613,trace centered,added_length,growth_rate
2.0,-0.0667330826167171,trace centered,generationtime,fold_growth
2.0,0.020224308883175224,trace centered,generationtime,division_ratio
2.0,-0.0039840806328875124,trace centered,generationtime,added_length
2.0,-0.05769998352668482,trace centered,generationtime,generationtime
2.0,0.1355909321438326,trace centered,generationtime,length_birth
2.0,0.06852721921495727,trace centered,generationtime,length_final
2.0,-0.007304154567458468,trace centered,generationtime,growth_rate
2.0,-0.1386475796994897,trace centered,length_birth,fold_growth
2.0,0.009968940937599357,trace centered,length_birth,division_ratio
2.0,-0.062466637535010375,trace centered,length_birth,added_length
2.0,-0.06510804445010376,trace centered,length_birth,generationtime
2.0,0.16292343550996094,trace centered,length_birth,length_birth
2.0,0.029121341212970844,trace centered,length_birth,length_final
2.0,-0.11641540436120214,trace centered,length_birth,growth_rate
2.0,-0.23752994217456985,trace centered,length_final,fold_growth
2.0,0.035357946934585216,trace centered,length_final,division_ratio
2.0,-0.08273085870065577,trace centered,length_final,added_length
2.0,-0.19541025690311034,trace centered,length_final,generationtime
2.0,0.3537395285298484,trace centered,length_final,length_birth
2.0,0.11203504627193656,trace centered,length_final,length_final
2.0,-0.05191517178817483,trace centered,length_final,growth_rate
2.0,-0.015233307322152716,trace centered,growth_rate,fold_growth
2.0,-0.001978651322760424,trace centered,growth_rate,division_ratio
2.0,-0.009224815157289828,trace centered,growth_rate,added_length
2.0,-0.0918915074067061,trace centered,growth_rate,generationtime
2.0,0.024698397750905432,trace centered,growth_rate,length_birth
2.0,0.0046405456757971425,trace centered,growth_rate,length_final
2.0,0.13590989785210864,trace centered,growth_rate,growth_rate
3.0,-0.06406431580989501,trace centered,fold_growth,fold_growth
3.0,0.01064196995109294,trace centered,fold_growth,division_ratio
3.0,-0.02135995264323611,trace centered,fold_growth,added_length
3.0,-0.057907331473960315,trace centered,fold_growth,generationtime
3.0,0.09100421084073128,trace centered,fold_growth,length_birth
3.0,0.0297240443643684,trace centered,fold_growth,length_final
3.0,0.0034864848933215393,trace centered,fold_growth,growth_rate
3.0,-0.06113000270975177,trace centered,division_ratio,fold_growth
3.0,-0.01997941439162801,trace centered,division_ratio,division_ratio
3.0,-0.019278561381892996,trace centered,division_ratio,added_length
3.0,-0.001455923272322629,trace centered,division_ratio,generationtime
3.0,0.07690288530827338,trace centered,division_ratio,length_birth
3.0,0.023994185421738503,trace centered,division_ratio,length_final
3.0,-0.10262131404035293,trace centered,division_ratio,growth_rate
3.0,-0.09143087509609131,trace centered,added_length,fold_growth
3.0,0.02177150602362994,trace centered,added_length,division_ratio
3.0,-0.03482781550247808,trace centered,added_length,added_length
3.0,-0.05743819274959851,trace centered,added_length,generationtime
3.0,0.11993501175577781,trace centered,added_length,length_birth
3.0,0.03306328515388514,trace centered,added_length,length_final
3.0,-0.04358609955718335,trace centered,added_length,growth_rate
3.0,-0.042724287108780144,trace centered,generationtime,fold_growth
3.0,-0.004133871886572151,trace centered,generationtime,division_ratio
3.0,-0.0037630107451423565,trace centered,generationtime,added_length
3.0,-0.017041928713092774,trace centered,generationtime,generationtime
3.0,0.07840025425498397,trace centered,generationtime,length_birth
3.0,0.039002504514383605,trace centered,generationtime,length_final
3.0,-0.027203683737078432,trace centered,generationtime,growth_rate
3.0,-0.05143239840082766,trace centered,length_birth,fold_growth
3.0,0.009707085290230583,trace centered,length_birth,division_ratio
3.0,-0.033289598743538415,trace centered,length_birth,added_length
3.0,-0.006389699313581151,trace centered,length_birth,generationtime
3.0,0.029919267080056818,trace centered,length_birth,length_birth
3.0,-0.014263661150720709,trace centered,length_birth,length_final
3.0,-0.08414995884619317,trace centered,length_birth,growth_rate
3.0,-0.11208702711646644,trace centered,length_final,fold_growth
3.0,0.02528702495576318,trace centered,length_final,division_ratio
3.0,-0.050263083152582703,trace centered,length_final,added_length
3.0,-0.05609568182150488,trace centered,length_final,generationtime
3.0,0.1262891561749634,trace centered,length_final,length_birth
3.0,0.022379237424086238,trace centered,length_final,length_final
3.0,-0.08637431173916027,trace centered,length_final,growth_rate
3.0,-0.028140740578022364,trace centered,growth_rate,fold_growth
3.0,0.02737040970958075,trace centered,growth_rate,division_ratio
3.0,-0.03261341975895382,trace centered,growth_rate,added_length
3.0,-0.060389538089528357,trace centered,growth_rate,generationtime
3.0,0.004689644310594436,trace centered,growth_rate,length_birth
3.0,-0.0273042299969785,trace centered,growth_rate,length_final
3.0,0.05097730150096251,trace centered,growth_rate,growth_rate
4.0,-0.010365078732678366,trace centered,fold_growth,fold_growth
4.0,0.004687395323022041,trace centered,fold_growth,division_ratio
4.0,0.01151422056918215,trace centered,fold_growth,added_length
4.0,0.002792225465091262,trace centered,fold_growth,generationtime
4.0,0.0369292068249028,trace centered,fold_growth,length_birth
4.0,0.030269626883970127,trace centered,fold_growth,length_final
4.0,-0.024973260893855643,trace centered,fold_growth,growth_rate
4.0,-0.01808597196269152,trace centered,division_ratio,fold_growth
4.0,-0.02650639866060166,trace centered,division_ratio,division_ratio
4.0,-0.0038221044020485344,trace centered,division_ratio,added_length
4.0,0.017214737151331858,trace centered,division_ratio,generationtime
4.0,0.010637495768399329,trace centered,division_ratio,length_birth
4.0,0.0021455964461799867,trace centered,division_ratio,length_final
4.0,-0.07454263751452882,trace centered,division_ratio,growth_rate
4.0,-0.032212546824132764,trace centered,added_length,fold_growth
4.0,0.017059323774324057,trace centered,added_length,division_ratio
4.0,-0.013538472756282954,trace centered,added_length,added_length
4.0,-0.008736547059261683,trace centered,added_length,generationtime
4.0,0.04581662181794151,trace centered,added_length,length_birth
4.0,0.011933464938384299,trace centered,added_length,length_final
4.0,-0.040190045331024264,trace centered,added_length,growth_rate
4.0,-0.004798924842006328,trace centered,generationtime,fold_growth
4.0,-0.006224507725266147,trace centered,generationtime,division_ratio
4.0,0.01753275767853775,trace centered,generationtime,added_length
4.0,0.0024482197720261567,trace centered,generationtime,generationtime
4.0,0.03944814808122543,trace centered,generationtime,length_birth
4.0,0.037153154970739295,trace centered,generationtime,length_final
4.0,-0.016619754890355297,trace centered,generationtime,growth_rate
4.0,-0.04072151254424088,trace centered,length_birth,fold_growth
4.0,0.004209902169013376,trace centered,length_birth,division_ratio
4.0,-0.05059805310718342,trace centered,length_birth,added_length
4.0,-0.018144369385144674,trace centered,length_birth,generationtime
4.0,-0.011252467093251506,trace centered,length_birth,length_birth
4.0,-0.052584749628758136,trace centered,length_birth,length_final
4.0,-0.03889920698802914,trace centered,length_birth,growth_rate
4.0,-0.051874286741461606,trace centered,length_final,fold_growth
4.0,0.01789426808174692,trace centered,length_final,division_ratio
4.0,-0.040279684687667065,trace centered,length_final,added_length
4.0,-0.017987255555023646,trace centered,length_final,generationtime
4.0,0.035609907635035756,trace centered,length_final,length_birth
4.0,-0.018126294313703897,trace centered,length_final,length_final
4.0,-0.05815018870427811,trace centered,length_final,growth_rate
4.0,-0.006208457295782345,trace centered,growth_rate,fold_growth
4.0,0.020926858742813106,trace centered,growth_rate,division_ratio
4.0,-0.010349422223919748,trace centered,growth_rate,added_length
4.0,-0.0024286691450075355,trace centered,growth_rate,generationtime
4.0,-0.01374428830390197,trace centered,growth_rate,length_birth
4.0,-0.01684969729943154,trace centered,growth_rate,length_final
4.0,-0.012159093788052302,trace centered,growth_rate,growth_rate
5.0,-0.02670585050294811,trace centered,fold_growth,fold_growth
5.0,0.036964538257626696,trace centered,fold_growth,division_ratio
5.0,-0.012362264858734182,trace centered,fold_growth,added_length
5.0,-0.010424273847917635,trace centered,fold_growth,generationtime
5.0,0.030564765422072985,trace centered,fold_growth,length_birth
5.0,0.005029849780345711,trace centered,fold_growth,length_final
5.0,-0.02251768111675852,trace centered,fold_growth,growth_rate
5.0,-0.010605816664906237,trace centered,division_ratio,fold_growth
5.0,-0.049267678877013714,trace centered,division_ratio,division_ratio
5.0,-0.004601550801180734,trace centered,division_ratio,added_length
5.0,-0.00021281204088575094,trace centered,division_ratio,generationtime
5.0,-0.009586128572812588,trace centered,division_ratio,length_birth
5.0,-0.009368456440432263,trace centered,division_ratio,length_final
5.0,-0.018268342445439602,trace centered,division_ratio,growth_rate
5.0,-0.041924050022453994,trace centered,added_length,fold_growth
5.0,0.030938397568469365,trace centered,added_length,division_ratio
5.0,-0.04146649777894988,trace centered,added_length,added_length
5.0,-0.02076749227998945,trace centered,added_length,generationtime
5.0,0.01744847080649167,trace centered,added_length,length_birth
5.0,-0.028746427529544014,trace centered,added_length,length_final
5.0,-0.032756988213687784,trace centered,added_length,growth_rate
5.0,-0.01748851614011203,trace centered,generationtime,fold_growth
5.0,0.022410164272414806,trace centered,generationtime,division_ratio
5.0,-0.0023331995880146853,trace centered,generationtime,added_length
5.0,-0.014603099889963915,trace centered,generationtime,generationtime
5.0,0.02928738452974633,trace centered,generationtime,length_birth
5.0,0.013560358012100156,trace centered,generationtime,length_final
5.0,-0.0006297504241947114,trace centered,generationtime,growth_rate
5.0,-0.00491849207518952,trace centered,length_birth,fold_growth
5.0,-0.01824365842030761,trace centered,length_birth,division_ratio
5.0,-0.033956251126736815,trace centered,length_birth,added_length
5.0,-0.0037447765410893587,trace centered,length_birth,generationtime
5.0,-0.04844899527268083,trace centered,length_birth,length_birth
5.0,-0.05718052885219846,trace centered,length_birth,length_final
5.0,-0.006235494007007237,trace centered,length_birth,growth_rate
5.0,-0.04080212476739344,trace centered,length_final,fold_growth
5.0,0.018072073356216245,trace centered,length_final,division_ratio
5.0,-0.05636782398478961,trace centered,length_final,added_length
5.0,-0.02093181154855585,trace centered,length_final,generationtime
5.0,-0.01080988475746445,trace centered,length_final,length_birth
5.0,-0.05759138022243168,trace centered,length_final,length_final
5.0,-0.0331971234123611,trace centered,length_final,growth_rate
5.0,-0.009765360551550218,trace centered,growth_rate,fold_growth
5.0,0.014920632819413615,trace centered,growth_rate,division_ratio
5.0,-0.013091870776226186,trace centered,growth_rate,added_length
5.0,0.007400250460206218,trace centered,growth_rate,generationtime
5.0,-0.000877620847714222,trace centered,growth_rate,length_birth
5.0,-0.012500383343062133,trace centered,growth_rate,length_final
5.0,-0.03320334740007515,trace centered,growth_rate,growth_rate
6.0,-0.02201024488508218,trace centered,fold_growth,fold_growth
6.0,0.026309893597718754,trace centered,fold_growth,division_ratio
6.0,-0.009072569429166169,trace centered,fold_growth,added_length
6.0,-0.0008745717785546136,trace centered,fold_growth,generationtime
6.0,0.02293729700705584,trace centered,fold_growth,length_birth
6.0,0.003991214280482565,trace centered,fold_growth,length_final
6.0,-0.03941262702270485,trace centered,fold_growth,growth_rate
6.0,0.02427041645697623,trace centered,division_ratio,fold_growth
6.0,-0.02768942644106397,trace centered,division_ratio,division_ratio
6.0,0.0052488753494849,trace centered,division_ratio,added_length
6.0,0.008876022507738033,trace centered,division_ratio,generationtime
6.0,-0.03295917961882695,trace centered,division_ratio,length_birth
