variable_a,variable_b,AB_parameter_pair,covariance,correlation,kind,cov difference between data and modeldataset,generation,corr difference between data and model,cov difference between data and model,dataset
generationtime,growth_rate,"$\tau$, $\alpha$",-0.014097843708404301,-0.5241884985786829,physical_units,,0,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.006777134109880901,-0.25198858968815635,trace_centered,,0,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,0,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.014097843708404301,-0.5241884985786829,model,,0,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.010110554552835202,-0.3759324135285385,physical_units,,1,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.002789844954311802,-0.10373250463801201,trace_centered,,1,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,1,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.010110554552835202,-0.3759324135285385,model,,1,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.011845346027219109,-0.4404357345408359,physical_units,,2,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.0045246364286957086,-0.16823582565030937,trace_centered,,2,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,2,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.011845346027219109,-0.4404357345408359,model,,2,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.00859898108719621,-0.31972882368647443,physical_units,,3,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.0012782714886728106,-0.04752891479594792,trace_centered,,3,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,3,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.00859898108719621,-0.31972882368647443,model,,3,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.011967187452175706,-0.4449660637836414,physical_units,,4,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.0046464778536523055,-0.1727661548931149,trace_centered,,4,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,4,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.011967187452175706,-0.4449660637836414,model,,4,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.009248638210442734,-0.34388448884131867,physical_units,,5,0.0,0.0,SP
generationtime,growth_rate,"$\delta \tau$, $\delta \alpha$",-0.0019279286119193344,-0.07168457995079214,trace_centered,,5,0.0,0.0,SP
generationtime,growth_rate,"$\overline{\tau}$, $\overline{\alpha}$",-0.0073207095985234,-0.27219990889052653,time_averages,,5,0.0,0.0,SP
generationtime,growth_rate,"$\tau$, $\alpha$",-0.009248638210442734,-0.34388448884131867,model,,5,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.28983663686352384,0.9953515352691882,physical_units,,0,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.2539204107216591,0.8720087059490502,trace_centered,,0,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,0,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.28983663686352384,0.9953515352691882,model,,0,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.09533916699410036,0.3274119768493837,physical_units,,1,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.059422940852235644,0.20406914752924585,trace_centered,,1,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,1,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.09533916699410036,0.3274119768493837,model,,1,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.042223216959938845,0.14500217874411955,physical_units,,2,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.006306990818074128,0.02165934942398169,trace_centered,,2,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,2,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.042223216959938845,0.14500217874411955,model,,2,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.04218913136460419,0.1448851226327388,physical_units,,3,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.006272905222739475,0.021542293312600966,trace_centered,,3,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,3,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.04218913136460419,0.1448851226327388,model,,3,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.07773663099566418,0.26696167829404743,physical_units,,4,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.04182040485379946,0.14361884897390956,trace_centered,,4,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,4,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.07773663099566418,0.26696167829404743,model,,4,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.06855915978230522,0.23544457900336335,physical_units,,5,0.0,0.0,SP
length_birth,length_birth,$\delta x_0$,0.0326429336404405,0.1121017496832255,trace_centered,,5,0.0,0.0,SP
length_birth,length_birth,$\overline{x_0}$,0.03591622614186472,0.12334282932013785,time_averages,,5,0.0,0.0,SP
length_birth,length_birth,$x_0$,0.06855915978230522,0.23544457900336335,model,,5,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.27975735126875056,0.48625270851294894,physical_units,,0,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.21671523360974973,0.3766777489165063,trace_centered,,0,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,0,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.27975735126875056,0.48625270851294894,model,,0,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.10843362523060376,0.18847098645714383,physical_units,,1,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.04539150757160293,0.07889602686070116,trace_centered,,1,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,1,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.10843362523060376,0.18847098645714383,model,,1,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.06574121778301797,0.11426632781214387,physical_units,,2,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.0026991001240171397,0.004691368215701194,trace_centered,,2,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,2,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.06574121778301797,0.11426632781214387,model,,2,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.06951575984122445,0.12082694647283375,physical_units,,3,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.006473642182223613,0.011251986876391075,trace_centered,,3,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,3,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.06951575984122445,0.12082694647283375,model,,3,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.12878853648780483,0.22385032746629757,physical_units,,4,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.065746418828804,0.1142753678698549,trace_centered,,4,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,4,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.12878853648780483,0.22385032746629757,model,,4,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.12707252255373497,0.22086768404512133,physical_units,,5,0.0,0.0,SP
length_birth,length_final,"$\delta x_0$, $\delta x_\tau$",0.06403040489473413,0.11129272444867865,trace_centered,,5,0.0,0.0,SP
length_birth,length_final,"$\overline{x_0}$, $\overline{x_\tau}$",0.06304211765900083,0.10957495959644267,time_averages,,5,0.0,0.0,SP
length_birth,length_final,"$x_0$, $x_\tau$",0.12707252255373497,0.22086768404512133,model,,5,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",0.008410937305144422,0.07761062772072841,physical_units,,0,0.0,0.0,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",0.017656256223427643,0.16292038318489258,trace_centered,,0,0.0,0.0,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,0,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",0.008410937305144422,0.07761062772072841,model,,0,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.0034881932999040557,-0.032186766087438375,physical_units,,1,0.0,4.336808689942018e-19,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",0.005757125618379166,0.05312298937672579,trace_centered,,1,0.0,4.336808689942018e-19,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,1,0.0,4.336808689942018e-19,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.0034881932999040553,-0.032186766087438375,model,,1,0.0,4.336808689942018e-19,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.007148052543211364,-0.06595755321111116,physical_units,,2,0.0,0.0,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",0.002097266375071857,0.019352202253053005,trace_centered,,2,0.0,0.0,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,2,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.007148052543211364,-0.06595755321111116,model,,2,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.015843512815016052,-0.14619357275707182,physical_units,,3,0.0,0.0,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",-0.006598193896732831,-0.060883817292907656,trace_centered,,3,0.0,0.0,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,3,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.015843512815016052,-0.14619357275707182,model,,3,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.01417406953032703,-0.13078904213601697,physical_units,,4,0.0,0.0,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",-0.004928750612043809,-0.04547928667185282,trace_centered,,4,0.0,0.0,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,4,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.01417406953032703,-0.13078904213601697,model,,4,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.019492378700717915,-0.1798629203676959,physical_units,,5,0.0,0.0,SP
length_birth,growth_rate,"$\delta x_0$, $\delta \alpha$",-0.010247059782434694,-0.09455316490353173,trace_centered,,5,0.0,0.0,SP
length_birth,growth_rate,"$\overline{x_0}$, $\overline{\alpha}$",-0.009245318918283221,-0.08530975546416417,time_averages,,5,0.0,0.0,SP
length_birth,growth_rate,"$x_0$, $\alpha$",-0.019492378700717915,-0.1798629203676959,model,,5,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.37150788543085883,0.32681793331272757,physical_units,,0,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.25322463029862396,0.22276337483953054,trace_centered,,0,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,0,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.37150788543085883,0.32681793331272757,model,,0,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.1951691165713831,0.17169155709940156,physical_units,,1,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.07688586143914826,0.06763699862620458,trace_centered,,1,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,1,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.1951691165713831,0.17169155709940156,model,,1,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.12926734097857437,0.11371733112596846,physical_units,,2,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.010984085846339517,0.00966277265277148,trace_centered,,2,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,2,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.12926734097857437,0.11371733112596846,model,,2,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.19130321285971597,0.16829069614602565,physical_units,,3,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.07301995772748111,0.06423613767282867,trace_centered,,3,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,3,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.19130321285971597,0.16829069614602565,model,,3,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.2304530180357222,0.20273103757344746,physical_units,,4,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.11216976290348736,0.09867647910025049,trace_centered,,4,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,4,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.2304530180357222,0.20273103757344746,model,,4,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.22278890895751488,0.19598887034671927,physical_units,,5,0.0,0.0,SP
length_final,length_final,$\delta x_\tau$,0.10450565382528003,0.09193431187352227,trace_centered,,5,0.0,0.0,SP
length_final,length_final,$\overline{x_\tau}$,0.11828325513223485,0.10405455847319699,time_averages,,5,0.0,0.0,SP
length_final,length_final,$x_\tau$,0.22278890895751488,0.19598887034671927,model,,5,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.0345231008705784,-0.1612292799824665,physical_units,,0,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",-0.010935761851602797,-0.051072034809487944,trace_centered,,0,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,0,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.0345231008705784,-0.1612292799824665,model,,0,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.01775631538309101,-0.08292528400301236,physical_units,,1,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",0.005831023635884596,0.0272319611699662,trace_centered,,1,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,1,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.01775631538309101,-0.08292528400301236,model,,1,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.0515250913739193,-0.2406317269816158,physical_units,,2,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",-0.027937752354943696,-0.13047448180863724,trace_centered,,2,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,2,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.0515250913739193,-0.2406317269816158,model,,2,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.029189723504269707,-0.13632141913102244,physical_units,,3,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",-0.005602384485294102,-0.026164173958043876,trace_centered,,3,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,3,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.029189723504269707,-0.13632141913102244,model,,3,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.055244520336612736,-0.25800214964002943,physical_units,,4,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",-0.03165718131763713,-0.1478449044670509,trace_centered,,4,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,4,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.055244520336612736,-0.25800214964002943,model,,4,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.055272699899186845,-0.25813375342038153,physical_units,,5,0.0,0.0,SP
length_final,growth_rate,"$\delta x_\tau$, $\delta \alpha$",-0.03168536088021124,-0.14797650824740297,trace_centered,,5,0.0,0.0,SP
length_final,growth_rate,"$\overline{x_\tau}$, $\overline{\alpha}$",-0.023587339018975605,-0.11015724517297856,time_averages,,5,0.0,0.0,SP
length_final,growth_rate,"$x_\tau$, $\alpha$",-0.055272699899186845,-0.25813375342038153,model,,5,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.01976098155304622,0.4899354948368943,physical_units,,0,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.004520614800103968,0.11207994112592577,trace_centered,,0,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,0,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.01976098155304622,0.4899354948368943,model,,0,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.020313846832694677,0.5036427250994998,physical_units,,1,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.005073480079752425,0.1257871713885313,trace_centered,,1,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,1,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.020313846832694677,0.5036427250994998,model,,1,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.02115525375564955,0.5245037899231516,physical_units,,2,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.005914887002707297,0.14664823621218304,trace_centered,,2,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,2,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.02115525375564955,0.5245037899231516,model,,2,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.019376777163903555,0.4804098866575728,physical_units,,3,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.004136410410961303,0.10255433294660428,trace_centered,,3,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,3,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.019376777163903555,0.4804098866575728,model,,3,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.021247704328539212,0.5267959238971175,physical_units,,4,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.0060073375755969605,0.148940370186149,trace_centered,,4,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,4,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.021247704328539212,0.5267959238971175,model,,4,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.01619027686963149,0.40140674633879475,physical_units,,5,0.0,0.0,SP
growth_rate,growth_rate,$\delta \alpha$,0.0009499101166892364,0.02355119262782627,trace_centered,,5,0.0,0.0,SP
growth_rate,growth_rate,$\overline{\alpha}$,0.015240366752942252,0.3778555537109685,time_averages,,5,0.0,0.0,SP
growth_rate,growth_rate,$\alpha$,0.01619027686963149,0.40140674633879475,model,,5,0.0,0.0,SP
fold_growth,fold_growth,$\phi$,0.0010784247818431977,0.06209945902519,physical_units,,0,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,0.000842732399263429,0.04852746986008022,trace_centered,,0,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,0,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,0.0010784247818431977,0.06209945902519,model,,0,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.0031983381823396362,-0.1841714640157253,physical_units,,1,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,-0.003434030564919405,-0.19774345318083508,trace_centered,,1,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,1,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.0031983381823396362,-0.1841714640157253,model,,1,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,0.0026928220988048446,0.15506208536959573,physical_units,,2,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,0.002457129716225076,0.14149009620448597,trace_centered,,2,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,2,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,0.0026928220988048446,0.15506208536959573,model,,2,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.003151799971866393,-0.1814916315943585,physical_units,,3,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,-0.003387492354446162,-0.19506362075946826,trace_centered,,3,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,3,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.003151799971866393,-0.1814916315943585,model,,3,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.0018679864849908002,-0.1075651748154665,physical_units,,4,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,-0.002103678867570569,-0.12113716398057629,trace_centered,,4,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,4,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,-0.0018679864849908002,-0.1075651748154665,model,,4,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,0.004445802602738049,0.25600481481049336,physical_units,,5,0.0,0.0,NC
fold_growth,fold_growth,$\delta \phi$,0.00421011022015828,0.24243282564538357,trace_centered,,5,0.0,0.0,NC
fold_growth,fold_growth,$\overline{\phi}$,0.0002356923825797688,0.01357198916510978,time_averages,,5,0.0,0.0,NC
fold_growth,fold_growth,$\phi$,0.004445802602738049,0.25600481481049336,model,,5,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00040147586575998566,-0.08993784354575599,physical_units,,0,0.0,0.0,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",-0.00030054415513984674,-0.067327317801261,trace_centered,,0,0.0,0.0,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,0,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00040147586575998566,-0.08993784354575599,model,,0,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.0001460503665423264,-0.03271791939726917,physical_units,,1,0.0,0.0,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",-4.511865592218749e-05,-0.010107393652774174,trace_centered,,1,0.0,0.0,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,1,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.0001460503665423264,-0.03271791939726917,model,,1,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00031023016149028977,-0.06949715812797726,physical_units,,2,0.0,0.0,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",-0.00020929845087015085,-0.04688663238348227,trace_centered,,2,0.0,0.0,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,2,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00031023016149028977,-0.06949715812797726,model,,2,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",0.000415388420612284,0.09305450705741972,physical_units,,3,1.3877787807814457e-17,5.421010862427522e-20,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",0.000516320131232423,0.11566503280191473,trace_centered,,3,1.3877787807814457e-17,5.421010862427522e-20,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,3,1.3877787807814457e-17,5.421010862427522e-20,NC
fold_growth,division_ratio,"$\phi$, $f$",0.00041538842061228403,0.09305450705741973,model,,3,1.3877787807814457e-17,5.421010862427522e-20,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.0006341165897678069,-0.14205356661314292,physical_units,,4,-2.7755575615628914e-17,-1.0842021724855044e-19,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",-0.000533184879147668,-0.11944304086864793,trace_centered,,4,-2.7755575615628914e-17,-1.0842021724855044e-19,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,4,-2.7755575615628914e-17,-1.0842021724855044e-19,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.000634116589767807,-0.14205356661314295,model,,4,-2.7755575615628914e-17,-1.0842021724855044e-19,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00017343856288421386,-0.03885336993782474,physical_units,,5,0.0,0.0,NC
fold_growth,division_ratio,"$\delta \phi$, $\delta f$",-7.250685226407495e-05,-0.016242844193329747,trace_centered,,5,0.0,0.0,NC
fold_growth,division_ratio,"$\overline{\phi}$, $\overline{f}$",-0.00010093171062013892,-0.022610525744494993,time_averages,,5,0.0,0.0,NC
fold_growth,division_ratio,"$\phi$, $f$",-0.00017343856288421386,-0.03885336993782474,model,,5,0.0,0.0,NC
fold_growth,added_length,"$\phi$, $\Delta$",0.00866114419759269,0.10284998706480039,physical_units,,0,0.0,0.0,NC
fold_growth,added_length,"$\delta \phi$, $\delta \Delta$",0.007188917097103686,0.08536747727310007,trace_centered,,0,0.0,0.0,NC
fold_growth,added_length,"$\overline{\phi}$, $\overline{\Delta}$",0.0014722271004890038,0.017482509791700324,time_averages,,0,0.0,0.0,NC
fold_growth,added_length,"$\phi$, $\Delta$",0.00866114419759269,0.10284998706480039,model,,0,0.0,0.0,NC
fold_growth,added_length,"$\phi$, $\Delta$",-0.012331457483381793,-0.14643449106972112,physical_units,,1,0.0,0.0,NC
