variable_a,variable_b,AB_parameter_pair,covariance,correlation,kind,cov difference between data and modeldataset,generation,corr difference between data and model,cov difference between data and model,dataset
division_ratio,length_birth,"$\overline{f}$, $\overline{x_0}$",0.00011470435898538515,0.007588937114394221,time_averages,,5,0.0,0.0,NC
division_ratio,length_birth,"$f$, $x_0$",-0.0005081873026369741,-0.03362210046905892,model,,5,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.002776241424530156,-0.10471283329364653,physical_units,,0,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",-0.0023829180809367694,-0.08987766753886563,trace_centered,,0,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,0,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.002776241424530156,-0.10471283329364653,model,,0,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.0038565041245907194,-0.14545762120197117,physical_units,,1,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",-0.003463180780997333,-0.13062245544719028,trace_centered,,1,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,1,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.0038565041245907194,-0.14545762120197117,model,,1,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.002511655883795141,-0.09473333317737558,physical_units,,2,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",-0.0021183325402017545,-0.07989816742259467,trace_centered,,2,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,2,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.002511655883795141,-0.09473333317737558,model,,2,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.00026161699107940664,-0.009867533900917685,physical_units,,3,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",0.0001317063525139797,0.004967631853863218,trace_centered,,3,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,3,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.00026161699107940664,-0.009867533900917685,model,,3,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.0018545982884604995,-0.06995077578280585,physical_units,,4,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",-0.0014612749448671132,-0.05511561002802496,trace_centered,,4,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,4,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.0018545982884604995,-0.06995077578280585,model,,4,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.001641629334721046,-0.06191812330791679,physical_units,,5,0.0,0.0,NC
division_ratio,length_final,"$\delta f$, $\delta x_\tau$",-0.0012483059911276597,-0.047082957553135886,trace_centered,,5,0.0,0.0,NC
division_ratio,length_final,"$\overline{f}$, $\overline{x_\tau}$",-0.00039332334359338633,-0.014835165754780904,time_averages,,5,0.0,0.0,NC
division_ratio,length_final,"$f$, $x_\tau$",-0.001641629334721046,-0.06191812330791679,model,,5,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.00011109820736090443,0.01710552857938624,physical_units,,0,-6.938893903907228e-18,-4.0657581468206416e-20,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",-0.0005452844049422909,-0.08395615189661727,trace_centered,,0,-6.938893903907228e-18,-4.0657581468206416e-20,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,0,-6.938893903907228e-18,-4.0657581468206416e-20,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.00011109820736090439,0.017105528579386232,model,,0,-6.938893903907228e-18,-4.0657581468206416e-20,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0008285300010901397,0.1275668073246841,physical_units,,1,0.0,0.0,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",0.00017214738878694436,0.02650512684868058,trace_centered,,1,0.0,0.0,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,1,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0008285300010901397,0.1275668073246841,model,,1,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0014373932891950769,0.22131204969196197,physical_units,,2,0.0,0.0,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",0.0007810106768918816,0.12025036921595846,trace_centered,,2,0.0,0.0,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,2,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0014373932891950769,0.22131204969196197,model,,2,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0016089992331440749,0.24773381155780744,physical_units,,3,0.0,0.0,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",0.0009526166208408796,0.14667213108180394,trace_centered,,3,0.0,0.0,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,3,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0016089992331440749,0.24773381155780744,model,,3,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0007989364537846466,0.12301035874441953,physical_units,,4,0.0,0.0,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",0.00014255384148145127,0.02194867826841602,trace_centered,,4,0.0,0.0,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,4,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0007989364537846466,0.12301035874441953,model,,4,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0005143271644811609,0.07918973870214896,physical_units,,5,0.0,0.0,NC
division_ratio,growth_rate,"$\delta f$, $\delta \alpha$",-0.00014205544782203443,-0.02187194177385455,trace_centered,,5,0.0,0.0,NC
division_ratio,growth_rate,"$\overline{f}$, $\overline{\alpha}$",0.0006563826123031953,0.1010616804760035,time_averages,,5,0.0,0.0,NC
division_ratio,growth_rate,"$f$, $\alpha$",0.0005143271644811609,0.07918973870214896,model,,5,0.0,0.0,NC
added_length,added_length,$\Delta$,0.07635602130029817,0.18698349681940069,physical_units,,0,0.0,0.0,NC
added_length,added_length,$\delta \Delta$,0.04426008312996684,0.10838575625372779,trace_centered,,0,0.0,0.0,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,0,0.0,0.0,NC
added_length,added_length,$\Delta$,0.07635602130029817,0.18698349681940069,model,,0,0.0,0.0,NC
added_length,added_length,$\Delta$,-0.014908949139012867,-0.03650959539852731,physical_units,,1,0.0,-1.734723475976807e-18,NC
added_length,added_length,$\delta \Delta$,-0.0470048873093442,-0.11510733596420021,trace_centered,,1,0.0,-1.734723475976807e-18,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,1,0.0,-1.734723475976807e-18,NC
added_length,added_length,$\Delta$,-0.014908949139012868,-0.03650959539852731,model,,1,0.0,-1.734723475976807e-18,NC
added_length,added_length,$\Delta$,0.13682457078181978,0.33506115509843043,physical_units,,2,0.0,0.0,NC
added_length,added_length,$\delta \Delta$,0.10472863261148846,0.25646341453275756,trace_centered,,2,0.0,0.0,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,2,0.0,0.0,NC
added_length,added_length,$\Delta$,0.13682457078181978,0.33506115509843043,model,,2,0.0,0.0,NC
added_length,added_length,$\Delta$,-0.05462981327742195,-0.13377954145920634,physical_units,,3,0.0,0.0,NC
added_length,added_length,$\delta \Delta$,-0.08672575144775328,-0.21237728202487924,trace_centered,,3,0.0,0.0,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,3,0.0,0.0,NC
added_length,added_length,$\Delta$,-0.05462981327742195,-0.13377954145920634,model,,3,0.0,0.0,NC
added_length,added_length,$\Delta$,0.022883513543397883,0.0560380086467646,physical_units,,4,0.0,0.0,NC
added_length,added_length,$\delta \Delta$,-0.009212424626933446,-0.0225597319189083,trace_centered,,4,0.0,0.0,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,4,0.0,0.0,NC
added_length,added_length,$\Delta$,0.022883513543397883,0.0560380086467646,model,,4,0.0,0.0,NC
added_length,added_length,$\Delta$,0.050784326401346065,0.12436256856280721,physical_units,,5,0.0,0.0,NC
added_length,added_length,$\delta \Delta$,0.018688388231014735,0.04576482799713431,trace_centered,,5,0.0,0.0,NC
added_length,added_length,$\overline{\Delta}$,0.03209593817033133,0.0785977405656729,time_averages,,5,0.0,0.0,NC
added_length,added_length,$\Delta$,0.050784326401346065,0.12436256856280721,model,,5,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.004097124088060138,0.04816668464122024,physical_units,,0,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",-0.0005318460114023416,-0.006252497741906664,trace_centered,,0,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,0,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.004097124088060138,0.04816668464122024,model,,0,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",-0.0032028535869686684,-0.03765344552904752,physical_units,,1,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",-0.007831823686431148,-0.09207262791217442,trace_centered,,1,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,1,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",-0.0032028535869686684,-0.03765344552904752,model,,1,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.02996000305414537,0.35221633222299265,physical_units,,2,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",0.02533103295468289,0.2977971498398657,trace_centered,,2,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,2,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.02996000305414537,0.35221633222299265,model,,2,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",-0.0040195801335259265,-0.04725506099409489,physical_units,,3,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",-0.008648550232988406,-0.10167424337722179,trace_centered,,3,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,3,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",-0.0040195801335259265,-0.04725506099409489,model,,3,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.004750623374997176,0.05584936483118294,physical_units,,4,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",0.00012165327553469683,0.0014301824480560392,trace_centered,,4,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,4,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.004750623374997176,0.05584936483118294,model,,4,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.014772202962596077,0.17366524085248078,physical_units,,5,0.0,0.0,NC
added_length,generationtime,"$\delta \Delta$, $\delta \tau$",0.010143232863133598,0.11924605846935389,trace_centered,,5,0.0,0.0,NC
added_length,generationtime,"$\overline{\Delta}$, $\overline{\tau}$",0.0046289700994624795,0.0544191823831269,time_averages,,5,0.0,0.0,NC
added_length,generationtime,"$\Delta$, $\tau$",0.014772202962596077,0.17366524085248078,model,,5,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.025975000225888716,0.09109667742416314,physical_units,,0,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",-0.002408405375419524,-0.008446495695216357,trace_centered,,0,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,0,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.025975000225888716,0.09109667742416314,model,,0,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.048193798812606686,0.16902001563416105,physical_units,,1,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",0.019810393211298447,0.06947684251478156,trace_centered,,1,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,1,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.048193798812606686,0.16902001563416105,model,,1,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.01569588583135062,0.0550468926287033,physical_units,,2,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",-0.01268751976995762,-0.04449628049067619,trace_centered,,2,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,2,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.01569588583135062,0.0550468926287033,model,,2,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.020404688036999352,0.07156108827266094,physical_units,,3,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",-0.007978717564308888,-0.02798208484671854,trace_centered,,3,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,3,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.020404688036999352,0.07156108827266094,model,,3,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.05362888211058771,0.18808134482237646,physical_units,,4,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",0.02524547650927947,0.08853817170299695,trace_centered,,4,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,4,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",0.05362888211058771,0.18808134482237646,model,,4,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",-0.03670267182585009,-0.1287195929489156,physical_units,,5,0.0,0.0,NC
added_length,length_birth,"$\delta \Delta$, $\delta x_0$",-0.06508607742715833,-0.2282627660682951,trace_centered,,5,0.0,0.0,NC
added_length,length_birth,"$\overline{\Delta}$, $\overline{x_0}$",0.02838340560130824,0.09954317311937949,time_averages,,5,0.0,0.0,NC
added_length,length_birth,"$\Delta$, $x_0$",-0.03670267182585009,-0.1287195929489156,model,,5,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.10233102152618678,0.20459543322614784,physical_units,,0,0.0,0.0,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",0.04185167775454727,0.08367611320328239,trace_centered,,0,0.0,0.0,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,0,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.10233102152618678,0.20459543322614784,model,,0,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.033284849673593846,0.06654803340444969,physical_units,,1,0.0,0.0,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",-0.02719449409804567,-0.054371286618415754,trace_centered,,1,0.0,0.0,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,1,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.033284849673593846,0.06654803340444969,model,,1,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.15252045661317043,0.3049416338391193,physical_units,,2,0.0,0.0,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",0.09204111284153091,0.18402231381625386,trace_centered,,2,0.0,0.0,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,2,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.15252045661317043,0.3049416338391193,model,,2,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",-0.03422512524042258,-0.06842797248917833,physical_units,,3,1.3877787807814457e-17,6.938893903907228e-18,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",-0.09470446901206209,-0.18934729251204377,trace_centered,,3,1.3877787807814457e-17,6.938893903907228e-18,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,3,1.3877787807814457e-17,6.938893903907228e-18,NC
added_length,length_final,"$\Delta$, $x_\tau$",-0.03422512524042257,-0.06842797248917831,model,,3,1.3877787807814457e-17,6.938893903907228e-18,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.07651239565398558,0.15297498747231492,physical_units,,4,0.0,0.0,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",0.01603305188234607,0.032055667449449474,trace_centered,,4,0.0,0.0,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,4,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.07651239565398558,0.15297498747231492,model,,4,0.0,0.0,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.014081654575495947,0.028154143049156345,physical_units,,5,3.469446951953614e-18,1.734723475976807e-18,NC
added_length,length_final,"$\delta \Delta$, $\delta x_\tau$",-0.046397689196143566,-0.09276517697370909,trace_centered,,5,3.469446951953614e-18,1.734723475976807e-18,NC
added_length,length_final,"$\overline{\Delta}$, $\overline{x_\tau}$",0.060479343771639514,0.12091932002286544,time_averages,,5,3.469446951953614e-18,1.734723475976807e-18,NC
added_length,length_final,"$\Delta$, $x_\tau$",0.014081654575495949,0.02815414304915635,model,,5,3.469446951953614e-18,1.734723475976807e-18,NC
added_length,growth_rate,"$\Delta$, $\alpha$",0.0038008689600237274,0.031021178296939827,physical_units,,0,3.469446951953614e-18,4.336808689942018e-19,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",0.011703375299120829,0.09551828690978136,trace_centered,,0,3.469446951953614e-18,4.336808689942018e-19,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,0,3.469446951953614e-18,4.336808689942018e-19,NC
added_length,growth_rate,"$\Delta$, $\alpha$",0.003800868960023728,0.03102117829693983,model,,0,3.469446951953614e-18,4.336808689942018e-19,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.016700582110449908,-0.13630349816314533,physical_units,,1,0.0,0.0,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",-0.008798075771352807,-0.07180638955030379,trace_centered,,1,0.0,0.0,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,1,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.016700582110449908,-0.13630349816314533,model,,1,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.03131515836160286,-0.2555818475062934,physical_units,,2,0.0,0.0,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",-0.02341265202250576,-0.1910847388934519,trace_centered,,2,0.0,0.0,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,2,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.03131515836160286,-0.2555818475062934,model,,2,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.021273414277616535,-0.17362513262927334,physical_units,,3,0.0,0.0,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",-0.013370907938519434,-0.10912802401643179,trace_centered,,3,0.0,0.0,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,3,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.021273414277616535,-0.17362513262927334,model,,3,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.01505411060754605,-0.12286565366242562,physical_units,,4,0.0,0.0,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",-0.0071516042684489495,-0.058368545049584095,trace_centered,,4,0.0,0.0,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,4,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.01505411060754605,-0.12286565366242562,model,,4,0.0,0.0,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.0022818046911814295,-0.01862318088532338,physical_units,,5,-3.469446951953614e-18,-4.336808689942018e-19,NC
added_length,growth_rate,"$\delta \Delta$, $\delta \alpha$",0.005620701647915671,0.045873927727518145,trace_centered,,5,-3.469446951953614e-18,-4.336808689942018e-19,NC
added_length,growth_rate,"$\overline{\Delta}$, $\overline{\alpha}$",-0.007902506339097101,-0.06449710861284154,time_averages,,5,-3.469446951953614e-18,-4.336808689942018e-19,NC
added_length,growth_rate,"$\Delta$, $\alpha$",-0.00228180469118143,-0.018623180885323384,model,,5,-3.469446951953614e-18,-4.336808689942018e-19,NC
generationtime,generationtime,$\tau$,0.0032175426383571184,0.18159320672707627,physical_units,,0,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,0.0003202765291230106,0.018075919575866732,trace_centered,,0,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,0,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.0032175426383571184,0.18159320672707627,model,,0,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.0023626000696136433,0.13334155008240062,physical_units,,1,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,-0.0005346660396204645,-0.030175737068808925,trace_centered,,1,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,1,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.0023626000696136433,0.13334155008240062,model,,1,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.009085972850678732,0.5127984712682386,physical_units,,2,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,0.006188706741444624,0.3492811841170291,trace_centered,,2,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,2,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.009085972850678732,0.5127984712682386,model,,2,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.0018046467107553095,0.1018515121785168,physical_units,,3,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,-0.0010926193984787983,-0.06166577497269274,trace_centered,,3,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,3,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.0018046467107553095,0.1018515121785168,model,,3,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.001991907413853116,0.11242022109448031,physical_units,,4,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,-0.0009053586953809917,-0.05109706605672922,trace_centered,,4,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,4,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.001991907413853116,0.11242022109448031,model,,4,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.004480595196658545,0.25287796969882853,physical_units,,5,0.0,0.0,NC
generationtime,generationtime,$\delta \tau$,0.0015833290874244371,0.08936068254761896,trace_centered,,5,0.0,0.0,NC
generationtime,generationtime,$\overline{\tau}$,0.0028972661092341078,0.16351728715120953,time_averages,,5,0.0,0.0,NC
generationtime,generationtime,$\tau$,0.004480595196658545,0.25287796969882853,model,,5,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",5.160750900024833e-05,0.0008688954524002964,physical_units,,0,6.505213034913027e-19,4.0657581468206416e-20,NC
generationtime,length_birth,"$\delta \tau$, $\delta x_0$",-0.0006001583325392385,-0.010104631205140708,trace_centered,,0,6.505213034913027e-19,4.0657581468206416e-20,NC
generationtime,length_birth,"$\overline{\tau}$, $\overline{x_0}$",0.0006517658415394869,0.010973526657541003,time_averages,,0,6.505213034913027e-19,4.0657581468206416e-20,NC
generationtime,length_birth,"$\tau$, $x_0$",5.160750900024837e-05,0.0008688954524002971,model,,0,6.505213034913027e-19,4.0657581468206416e-20,NC
generationtime,length_birth,"$\tau$, $x_0$",0.0016219601982471325,0.0273083097311369,physical_units,,1,0.0,0.0,NC
generationtime,length_birth,"$\delta \tau$, $\delta x_0$",0.0009701943567076456,0.016334783073595895,trace_centered,,1,0.0,0.0,NC
generationtime,length_birth,"$\overline{\tau}$, $\overline{x_0}$",0.0006517658415394869,0.010973526657541003,time_averages,,1,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",0.0016219601982471325,0.0273083097311369,model,,1,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",-0.0023271722022068213,-0.03918168852986414,physical_units,,2,0.0,0.0,NC
generationtime,length_birth,"$\delta \tau$, $\delta x_0$",-0.002978938043746308,-0.050155215187405136,trace_centered,,2,0.0,0.0,NC
generationtime,length_birth,"$\overline{\tau}$, $\overline{x_0}$",0.0006517658415394869,0.010973526657541003,time_averages,,2,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",-0.0023271722022068213,-0.03918168852986414,model,,2,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",0.0021829753662015927,0.036753902777700596,physical_units,,3,0.0,0.0,NC
generationtime,length_birth,"$\delta \tau$, $\delta x_0$",0.0015312095246621058,0.02578037612015959,trace_centered,,3,0.0,0.0,NC
generationtime,length_birth,"$\overline{\tau}$, $\overline{x_0}$",0.0006517658415394869,0.010973526657541003,time_averages,,3,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",0.0021829753662015927,0.036753902777700596,model,,3,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",0.007061058264892068,0.11888427739205011,physical_units,,4,0.0,0.0,NC
generationtime,length_birth,"$\delta \tau$, $\delta x_0$",0.006409292423352581,0.1079107507345091,trace_centered,,4,0.0,0.0,NC
generationtime,length_birth,"$\overline{\tau}$, $\overline{x_0}$",0.0006517658415394869,0.010973526657541003,time_averages,,4,0.0,0.0,NC
generationtime,length_birth,"$\tau$, $x_0$",0.007061058264892068,0.11888427739205011,model,,4,0.0,0.0,NC
