label,generation,var,param
Shuffled,1,0.019791517037987573,fold_growth
Shuffled,2,0.03816707860483612,fold_growth
Shuffled,3,0.06175140739398276,fold_growth
Shuffled,4,0.08306713250452719,fold_growth
Shuffled,5,0.09899562399136755,fold_growth
Shuffled,6,0.10668918156645069,fold_growth
Shuffled,7,0.12596974465569644,fold_growth
Shuffled,8,0.1376348450494821,fold_growth
Shuffled,9,0.15232249184743815,fold_growth
Shuffled,10,0.16261522643722034,fold_growth
Shuffled,11,0.178079219974156,fold_growth
Shuffled,12,0.20117530202478934,fold_growth
Shuffled,13,0.2275113633248369,fold_growth
Shuffled,14,0.2536451165279322,fold_growth
Shuffled,15,0.265258994820108,fold_growth
Shuffled,16,0.2939921446013197,fold_growth
Shuffled,17,0.3176387641891335,fold_growth
Shuffled,18,0.36631681376685243,fold_growth
Shuffled,19,0.3959047725167337,fold_growth
Shuffled,20,0.4197553538101831,fold_growth
Shuffled,21,0.45790154777965997,fold_growth
Shuffled,22,0.503268490117026,fold_growth
Shuffled,23,0.553311043714568,fold_growth
Shuffled,24,0.5787258611085095,fold_growth
Shuffled,25,0.6126863899668867,fold_growth
Shuffled,26,0.6501268864946547,fold_growth
Shuffled,27,0.6573487518638499,fold_growth
Shuffled,28,0.7040761463655933,fold_growth
Shuffled,29,0.772643544189267,fold_growth
Shuffled,30,0.8905429412259083,fold_growth
Shuffled,31,0.8896452771555827,fold_growth
Shuffled,32,0.9367325296164078,fold_growth
Shuffled,33,0.8371150835350272,fold_growth
Shuffled,34,0.8639714067704722,fold_growth
Shuffled,35,0.8172480514642975,fold_growth
Shuffled,36,0.9109187257318957,fold_growth
Shuffled,37,0.9016231290644067,fold_growth
Shuffled,38,0.9196381561210609,fold_growth
Shuffled,39,0.9437674927121493,fold_growth
Shuffled,40,0.9793671645494285,fold_growth
Shuffled,41,1.0061912420631134,fold_growth
Shuffled,42,1.0697422035345738,fold_growth
Shuffled,43,1.0517944437557982,fold_growth
Shuffled,44,1.0853911850912725,fold_growth
Shuffled,45,1.0858178565019767,fold_growth
Shuffled,46,1.2307962694786,fold_growth
Shuffled,47,1.1925679761205072,fold_growth
Shuffled,48,1.0732523763929336,fold_growth
Shuffled,49,1.0006260297665412,fold_growth
Shuffled,50,1.0438190462701444,fold_growth
Shuffled,1,0.0012523054638724955,division_ratio
Shuffled,2,0.003117540362958418,division_ratio
Shuffled,3,0.005369139775500493,division_ratio
Shuffled,4,0.00750796170771313,division_ratio
Shuffled,5,0.010180317698188203,division_ratio
Shuffled,6,0.012470238482908574,division_ratio
Shuffled,7,0.015819479465979995,division_ratio
Shuffled,8,0.01911674973153026,division_ratio
Shuffled,9,0.0220486159109443,division_ratio
Shuffled,10,0.025745445795464394,division_ratio
Shuffled,11,0.028059111278793725,division_ratio
Shuffled,12,0.03296805744460546,division_ratio
Shuffled,13,0.03676394977503978,division_ratio
Shuffled,14,0.04355558861200298,division_ratio
Shuffled,15,0.04605608628578983,division_ratio
Shuffled,16,0.053457110951108416,division_ratio
Shuffled,17,0.057435520276831506,division_ratio
Shuffled,18,0.06446235392535271,division_ratio
Shuffled,19,0.06961056646107626,division_ratio
Shuffled,20,0.07723213911031465,division_ratio
Shuffled,21,0.08629915735153085,division_ratio
Shuffled,22,0.09392774775005684,division_ratio
Shuffled,23,0.10337682531502929,division_ratio
Shuffled,24,0.10916525390852301,division_ratio
Shuffled,25,0.11809130479916256,division_ratio
Shuffled,26,0.12651168759047596,division_ratio
Shuffled,27,0.12993509381529128,division_ratio
Shuffled,28,0.13082344043247424,division_ratio
Shuffled,29,0.13664538324111228,division_ratio
Shuffled,30,0.1449276569375373,division_ratio
Shuffled,31,0.1455277441353472,division_ratio
Shuffled,32,0.16235814996499398,division_ratio
Shuffled,33,0.15637985797408102,division_ratio
Shuffled,34,0.16348772523223581,division_ratio
Shuffled,35,0.1650839193465114,division_ratio
Shuffled,36,0.1791963941815457,division_ratio
Shuffled,37,0.18576335042694914,division_ratio
Shuffled,38,0.19293308862034866,division_ratio
Shuffled,39,0.20663052429014425,division_ratio
Shuffled,40,0.22437577048998025,division_ratio
Shuffled,41,0.2399028345021216,division_ratio
Shuffled,42,0.2553120197008982,division_ratio
Shuffled,43,0.27259041408409607,division_ratio
Shuffled,44,0.2835050743865425,division_ratio
Shuffled,45,0.29845526734350303,division_ratio
Shuffled,46,0.3075394593341467,division_ratio
Shuffled,47,0.31267444663170896,division_ratio
Shuffled,48,0.2555057696744533,division_ratio
Shuffled,49,0.2695604091192649,division_ratio
Shuffled,50,0.2749260242933488,division_ratio
Shuffled,1,0.4745175794183477,added_length
Shuffled,2,0.9552840534529599,added_length
Shuffled,3,2.084305004499825,added_length
Shuffled,4,2.9499243634253203,added_length
Shuffled,5,3.7311879668413015,added_length
Shuffled,6,4.450916794389023,added_length
Shuffled,7,5.896327155436622,added_length
Shuffled,8,7.72116110861296,added_length
Shuffled,9,8.990237291973171,added_length
Shuffled,10,10.457675752175023,added_length
Shuffled,11,12.051954097293315,added_length
Shuffled,12,11.985145652045171,added_length
Shuffled,13,14.120208544862285,added_length
Shuffled,14,15.829932978752968,added_length
Shuffled,15,16.704537257588303,added_length
Shuffled,16,19.184759353257252,added_length
Shuffled,17,21.97205022456997,added_length
Shuffled,18,24.450093981480236,added_length
Shuffled,19,26.710876553420157,added_length
Shuffled,20,29.179804049280147,added_length
Shuffled,21,32.20580439447328,added_length
Shuffled,22,36.36764869518701,added_length
Shuffled,23,39.02467597515201,added_length
Shuffled,24,42.13241752536733,added_length
Shuffled,25,45.98586488702814,added_length
Shuffled,26,49.98488650063464,added_length
Shuffled,27,52.865219914667776,added_length
Shuffled,28,59.19623773509296,added_length
Shuffled,29,65.45308681375302,added_length
Shuffled,30,76.270719643269,added_length
Shuffled,31,78.53233820207763,added_length
Shuffled,32,83.32288959879095,added_length
Shuffled,33,81.09976163340909,added_length
Shuffled,34,86.25035453010388,added_length
Shuffled,35,97.64030903935269,added_length
Shuffled,36,100.4686884628974,added_length
Shuffled,37,101.73931455274635,added_length
Shuffled,38,107.67049881637216,added_length
Shuffled,39,117.61802350340517,added_length
Shuffled,40,121.17336977857262,added_length
Shuffled,41,133.19800001970123,added_length
Shuffled,42,146.1036068711122,added_length
Shuffled,43,142.66911840238365,added_length
Shuffled,44,152.20027954418663,added_length
Shuffled,45,161.7309093194005,added_length
Shuffled,46,175.532677457968,added_length
Shuffled,47,184.15630106264925,added_length
Shuffled,48,211.7485802539233,added_length
Shuffled,49,224.01596477436613,added_length
Shuffled,50,229.08081930483087,added_length
Shuffled,1,0.017022496882962,generationtime
Shuffled,2,0.038434176288827455,generationtime
Shuffled,3,0.07830109231853417,generationtime
Shuffled,4,0.11899470103539869,generationtime
Shuffled,5,0.1633772971214832,generationtime
Shuffled,6,0.21051114002276788,generationtime
Shuffled,7,0.27921016967528595,generationtime
Shuffled,8,0.3230368930135285,generationtime
Shuffled,9,0.3859194786203559,generationtime
Shuffled,10,0.4277012107259852,generationtime
Shuffled,11,0.5081908888249674,generationtime
Shuffled,12,0.6145825132880801,generationtime
Shuffled,13,0.7227025356978007,generationtime
Shuffled,14,0.8262437678062677,generationtime
Shuffled,15,0.9361109448204058,generationtime
Shuffled,16,1.040993111588398,generationtime
Shuffled,17,1.1759726202883443,generationtime
Shuffled,18,1.332278156996587,generationtime
Shuffled,19,1.474166632245628,generationtime
Shuffled,20,1.5694508418661102,generationtime
Shuffled,21,1.7868264457681802,generationtime
Shuffled,22,1.9887932106314457,generationtime
Shuffled,23,2.2020723338115733,generationtime
Shuffled,24,2.4017501280009106,generationtime
Shuffled,25,2.5376882986491425,generationtime
Shuffled,26,2.7987767337807608,generationtime
Shuffled,27,2.967627022100707,generationtime
Shuffled,28,3.0213729338842987,generationtime
Shuffled,29,3.029267912772587,generationtime
Shuffled,30,3.2898667413213887,generationtime
Shuffled,31,3.327227215980025,generationtime
Shuffled,32,3.5816880513231752,generationtime
Shuffled,33,3.8407702237521515,generationtime
Shuffled,34,4.079765892002736,generationtime
Shuffled,35,4.433255175983439,generationtime
Shuffled,36,4.507504340277779,generationtime
Shuffled,37,4.690869374634721,generationtime
Shuffled,38,4.897191919191922,generationtime
Shuffled,39,5.095255805515243,generationtime
Shuffled,40,5.2890214285714325,generationtime
Shuffled,41,5.589450354609934,generationtime
Shuffled,42,6.037068840579716,generationtime
Shuffled,43,6.256964646464652,generationtime
Shuffled,44,6.63389646464647,generationtime
Shuffled,45,5.696946693657224,generationtime
Shuffled,46,6.197571428571432,generationtime
Shuffled,47,6.707201704545461,generationtime
Shuffled,48,6.967974137931039,generationtime
Shuffled,49,6.58929615384616,generationtime
Shuffled,50,6.8476346153846235,generationtime
Shuffled,1,0.21680626902920483,length_birth
Shuffled,2,0.8509649680554795,length_birth
Shuffled,3,1.3604803908282987,length_birth
Shuffled,4,1.9862301632015726,length_birth
Shuffled,5,2.932914466565204,length_birth
Shuffled,6,3.92300439085083,length_birth
Shuffled,7,4.85871525786131,length_birth
Shuffled,8,5.9880814929834765,length_birth
Shuffled,9,7.225089975941326,length_birth
Shuffled,10,8.719139679078317,length_birth
Shuffled,11,10.19915792869176,length_birth
Shuffled,12,10.96387716906318,length_birth
Shuffled,13,13.222299041859912,length_birth
Shuffled,14,14.94031049959787,length_birth
Shuffled,15,17.395682017431206,length_birth
Shuffled,16,20.02885676690473,length_birth
Shuffled,17,22.01031867231949,length_birth
Shuffled,18,24.531464744430497,length_birth
