fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,max_gen,generation
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,0
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,1
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,2
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,3
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,4
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,5
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,6
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,7
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,8
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,9
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,10
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,11
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,12
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,13
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,14
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,15
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,16
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,17
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,18
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,19
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,20
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,21
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,22
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,23
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,24
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,25
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,26
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,27
0.6296473266451053,0.5382345709581087,2.661850736715414,0.4706896551724138,3.0395146352485605,5.701365371963976,1.3581057548708444,CTRL,130,A,29,28
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,0
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,1
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,2
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,3
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,4
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,5
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,6
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,7
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,8
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,9
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,10
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,11
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,12
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,13
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,14
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,15
0.6192751284599034,0.5365080994172207,2.5395144023210223,0.5172413793103449,2.973758781297297,5.5132731836183195,1.207833914664395,CTRL,130,B,29,16
