lineage_ID,max_gen,generation,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,size_fraction
0.0,56,0,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,1,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,2,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,3,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,4,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,5,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,6,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,7,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,8,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,9,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,10,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,11,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,12,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,13,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
0.0,56,14,0.6241816442123194,0.5343851887192825,2.0395929197409695,0.6589285714285713,2.375826298030276,4.4154192177712455,0.9575526443898207,1.019978383687468
