intercept,slope,std_error,variable,lineage,kind
2.1201085590905153,-0.1627467924292446,0.09715451263392166,div_then_fold,1.0,Trace
1.6928803366685943,-0.04803113336432011,0.09925273208820577,div_and_fold,1.0,Trace
1.7899249059007263,-0.09583979078678571,0.09316432188009541,fold_then_div,1.0,Trace
1.7369649471412507,-0.0608648191726493,0.09783321777490188,fold_growth,1.0,Trace
1.0409133032624411,0.18317163635087388,0.06898089442458187,division_ratio,1.0,Trace
2.019264603583865,-0.15944904483585154,0.10307558361911051,added_length,1.0,Trace
2.0318259499549476,-0.08227637438846738,0.08703821185789093,generationtime,1.0,Trace
1.2971165999433456,0.05447765036750614,0.0620321466547262,length_birth,1.0,Trace
1.498821349258545,-0.008589038574361415,0.09265402376538344,length_final,1.0,Trace
0.6471698646370113,0.5378473390901714,0.0626715201605244,growth_rate,1.0,Trace
2.4942549419952584,-0.10345738104699652,0.07289646075938606,div_then_fold,2.0,Trace
2.4033226977681377,-0.08410490774791597,0.07022432401464407,div_and_fold,2.0,Trace
2.5156039807003236,-0.10267348899728838,0.0682653072115719,fold_then_div,2.0,Trace
2.182585347229001,-0.043082635511158825,0.0663173900680384,fold_growth,2.0,Trace
0.7604796979558704,0.34201989019157886,0.0542387038767638,division_ratio,2.0,Trace
2.3768618414386493,-0.0797448862614031,0.06392063030244834,added_length,2.0,Trace
2.2170227654086534,-0.059790306013195176,0.06127626797883881,generationtime,2.0,Trace
1.6044890248069341,0.11579516122357236,0.04926665364683544,length_birth,2.0,Trace
2.0681328590681898,-0.0048148812191332125,0.06748624876619268,length_final,2.0,Trace
1.7942600710895682,0.03534602427270048,0.03881344293899881,growth_rate,2.0,Trace
2.40225144902613,-0.04821542343967895,0.10255814511426084,div_then_fold,3.0,Trace
2.3005700333988375,-0.09208112200850514,0.08584118023895213,div_and_fold,3.0,Trace
2.289413619303137,-0.029639296811580302,0.11741538193558466,fold_then_div,3.0,Trace
2.3014009334594494,-0.03159368200595078,0.08739134944579412,fold_growth,3.0,Trace
1.425386595358218,0.1391178130230321,0.07991138734217898,division_ratio,3.0,Trace
2.3125044262150456,-0.06511713632770079,0.07058002137577644,added_length,3.0,Trace
2.3030941446656783,-0.06450869083845691,0.10256615289791594,generationtime,3.0,Trace
1.3216974639903023,0.3623693171117457,0.05130890854199657,length_birth,3.0,Trace
1.5169944947488816,0.22026876852209396,0.06462188641345655,length_final,3.0,Trace
0.6916705254650957,0.4612277496568833,0.038841108153758026,growth_rate,3.0,Trace
2.3246562817085303,-0.08313031640927053,0.09250992271877946,div_then_fold,4.0,Trace
2.2760384888880707,-0.06650435387820312,0.07371613464568369,div_and_fold,4.0,Trace
2.3589791009791434,-0.09714993785592674,0.12182233330549849,fold_then_div,4.0,Trace
2.1109139670807116,-0.02856503588678696,0.07380996321468827,fold_growth,4.0,Trace
1.8236403450416145,0.04456621437847141,0.06589562193284434,division_ratio,4.0,Trace
1.945476950883153,-0.009562593514435204,0.06181661141422493,added_length,4.0,Trace
2.1066129064417622,-0.047874144734052264,0.06726531147306547,generationtime,4.0,Trace
1.944970819519462,0.013527899175553852,0.0864421527372712,length_birth,4.0,Trace
1.5790411026547904,0.061741693381333604,0.06214303184713249,length_final,4.0,Trace
1.9461404236433357,-0.005164927899083355,0.07236148167649298,growth_rate,4.0,Trace
1.993809631900688,0.0053894678504431415,0.028911974799615145,div_then_fold,5.0,Trace
2.3048195760247814,-0.048740865732774426,0.028244688761731734,div_and_fold,5.0,Trace
1.9105821684504647,0.018728841658813115,0.030626582406673677,fold_then_div,5.0,Trace
1.8879009997436105,0.025248602949864026,0.022267358110313593,fold_growth,5.0,Trace
1.4661116723248766,0.10310492770586069,0.023630078469149784,division_ratio,5.0,Trace
1.844081379538639,0.02820647212916689,0.025329388730977426,added_length,5.0,Trace
1.5374381201696972,0.08541429901353893,0.025110980845944042,generationtime,5.0,Trace
1.980085457616293,-0.0011508257380364473,0.02633595685552284,length_birth,5.0,Trace
1.7894891291440302,0.02110808961699267,0.04262779831182974,length_final,5.0,Trace
1.4310913044685796,0.11517949269012322,0.026995221201936696,growth_rate,5.0,Trace
3.2918581488302787,-0.2177565707799991,0.06706704062213006,div_then_fold,6.0,Trace
2.8358334386259503,-0.1461683546261099,0.0493099567466469,div_and_fold,6.0,Trace
2.6141452058104315,-0.11598233886939593,0.045663020632357915,fold_then_div,6.0,Trace
2.4593146364241862,-0.08927675059253519,0.044434212623363466,fold_growth,6.0,Trace
2.303023269190585,-0.06528023177875782,0.044038642906903215,division_ratio,6.0,Trace
2.0858110816322326,-0.024602013541553905,0.03267796939912459,added_length,6.0,Trace
4.692739776874523,-0.41165374817029177,0.13156713397575096,generationtime,6.0,Trace
1.4691760671405893,0.09320597761888652,0.04994833433494766,length_birth,6.0,Trace
1.1539489253790272,0.17207119524597175,0.05517697364857261,length_final,6.0,Trace
2.6920855388546028,-0.1343171713607419,0.05945922754779672,growth_rate,6.0,Trace
1.9698492271262118,-0.003167661344523117,0.030170295854717265,div_then_fold,7.0,Trace
1.7911169486956466,0.03129723251450137,0.03310463733006935,div_and_fold,7.0,Trace
1.6779258943412794,0.04909405145034345,0.032039788778821514,fold_then_div,7.0,Trace
1.7680786727637683,0.03381375678761884,0.02993818663456481,fold_growth,7.0,Trace
1.900455897052626,0.007903733277789026,0.027729209610923934,division_ratio,7.0,Trace
1.804601592860786,0.029896979583031544,0.030843128766503546,added_length,7.0,Trace
1.3200570921141483,0.1292541701767426,0.034010903105484595,generationtime,7.0,Trace
