dataset,trap_ID,trace,max_gen,generation,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate
SL,0,A,26,0,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,1,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,2,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,3,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,4,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,5,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,6,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,7,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,8,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,9,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,10,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,11,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,12,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,13,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,14,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
SL,0,A,26,15,0.659160536937838,0.5179493653572517,2.321245173219196,0.44999999999999996,2.509591235617122,4.830836408836319,1.4663863363216536
