dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33],"[0.37141610498807226, 0.610093073363951, 0.72435532621744, 0.8063628582744762, 0.9266375074443908, 1.016086274768359, 1.0816825320667534, 1.1582445611113614]","[0.40022071 0.56224678 0.69547906 0.81219581 0.91776766 1.01513319
 1.10611408 1.19193481]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33],"[0.33991246700678784, 0.5709567169296738, 0.7824926695719401, 0.9149886804049185, 1.035320009996917, 1.1562476270848505, 1.2383614639676226, 1.3069704333425753]","[0.36678916 0.55665905 0.72265772 0.87421718 1.01566594 1.14945407
 1.27714129 1.39979914]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33],"[0.43433462430626063, 0.6297609913790388, 0.7456737976478613, 0.8428465781710173, 0.9347112199893717, 1.0112824340997315, 1.0629231924002662, 1.1109398563955493]","[0.45467034 0.60721769 0.72769743 0.83041675 0.92143868 1.00400752
 1.08009974 1.15102489]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33],"[0.39112180084537945, 0.5759423900582861, 0.7267269072247713, 0.8930398150920427, 1.054772255124849, 1.1639407021458563, 1.2579822576335824, 1.2994297418384304]","[0.39314155 0.57950809 0.73872238 0.88183827 1.01383767 1.13750471
 1.25459406 1.36630134]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25 29 33],"[0.3923852705065591, 0.5442286987911186, 0.6197200982404469, 0.6804749770583968, 0.7532334285209575, 0.7978404041738036, 0.826800201431582, 0.84138755754809]","[0.41215701 0.52233265 0.60577683 0.67494567 0.73494654 0.78844983
 0.83705322 0.88179965]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33],"[0.38074019588414326, 0.6376724764290045, 0.7773276549562969, 0.8725364199898201, 0.9945367641577083, 1.0900265043137647, 1.154412942961916, 1.2229012281110136]","[0.41535011 0.59013829 0.73516344 0.86298339 0.97912992 1.0866449
 1.18742139 1.28273591]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33],"[0.359514160238592, 0.5003379890200962, 0.5643783788400368, 0.5791669935869573, 0.5907667824314371, 0.6113273353714399, 0.6209553161924894, 0.62832555521757]","[0.3983921  0.4673749  0.51648095 0.55553005 0.58835647 0.61689749
 0.64228165 0.66522963]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33],"[0.3944240750095873, 0.6252133057210115, 0.7381445629641318, 0.860371871420336, 0.9438078968545979, 1.0075025956103072, 1.070423401097253, 1.1329662006393217]","[0.42600567 0.58545062 0.71428445 0.82582522 0.92581885 1.01737897
 1.10242125 1.18222529]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33],"[0.30716609104216125, 0.5321567711664151, 0.6622180894851643, 0.7539264301854502, 0.8506908158235099, 0.9206849539662144, 0.9769338547946926, 1.0350805411754298]","[0.34099128 0.49107846 0.61695311 0.72870022 0.8307998  0.92573004
 1.01504039 1.09977967]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33],"[0.40062644149039833, 0.546995461257499, 0.6798729222431623, 0.8099267473681034, 0.9101963189407027, 1.0191021414447328, 1.1441525419963805, 1.2492112413210168]","[0.38969988 0.55560839 0.69364414 0.81552902 0.92643769 1.02921995
 1.12565146 1.21693073]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33],"[0.4209161599478113, 0.6199059091552342, 0.726425651280456, 0.7838868337369501, 0.848092270926646, 0.8893959910919095, 0.8805114858433525, 0.8698723193167264]","[0.46718257 0.58554145 0.674391   0.74760305 0.8108258  0.86699794
 0.91787098 0.96458466]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33],"[0.4433929092092645, 0.6998044954475341, 0.8770577239680886, 1.0307527439297908, 1.1473357475417816, 1.2312131199126508, 1.3332080536317463, 1.4176304577485082]","[0.4721173  0.6734805  0.84108709 0.98912605 1.1238633  1.24875043
 1.36593845 1.47687949]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33],"[0.32818586732167954, 0.4582020719902149, 0.5371846689808337, 0.6104484088299312, 0.6705165692724399, 0.7514811116214518, 0.8327609884010271, 0.9032711769522741]","[0.32834821 0.44607553 0.54033185 0.621434   0.69380109 0.75981566
 0.82093778 0.87813952]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33],"[0.400281097206826, 0.6968613468349479, 0.7932986652549908, 0.8798533838628295, 0.9720061735490334, 1.0240928004109158, 1.0592361336657492, 1.1112068685542673]","[0.45749686 0.61569615 0.74140663 0.8490275  0.94469021 1.03168678
 1.11202804 1.18704923]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33],"[0.4529334820841029, 0.6071546387389325, 0.6673689187399292, 0.7075739657838759, 0.7439818732311441, 0.7692751246662706, 0.7793271774455387, 0.7973214695069166]","[0.48626359 0.57486218 0.63832304 0.68899634 0.73172797 0.76897472
 0.80217157 0.83223691]",$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21 25 29 33],"[0.41887845057361844, 0.6026794353550214, 0.7485110495870138, 0.8868389639223525, 0.9991811418877313, 1.1184781217421895, 1.1907784379323179, 1.253762426504174]","[0.42467444 0.60062736 0.74608782 0.87397706 0.9899707  1.09718342
 1.19755053 1.29237536]",$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33],"[0.47436749522628696, 0.641974695638027, 0.732895886592651, 0.8340364159933042, 0.8870228338129177, 0.9219947973430265, 0.9815833457350167, 1.0170874347663308]","[0.49399481 0.62397047 0.72214909 0.80338648 0.8737612  0.93644675
 0.99333965 1.04567673]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33],"[0.41059267686555057, 0.5990251467908808, 0.695170961051471, 0.7951127354597481, 0.9407074622838785, 1.069870224011752, 1.1992585493598946, 1.3505592018719406]","[0.40219403 0.57604377 0.72121202 0.84970844 0.96684981 1.07557009
 1.17770023 1.27447768]",$r$,dfa (short)
Trace,10.0,[ 5  9 13 17 21 25 29 33],"[0.47476400651674805, 0.6410306166546126, 0.753164289846672, 0.7806617841581702, 0.7956848342431833, 0.8163299053164579, 0.8185440207379512, 0.8163695783968009]","[0.52403423 0.6164962  0.68246458 0.73500177 0.77921722 0.81769573
 0.85194451 0.88292681]",$r$,dfa (short)
Shuffled,10.0,[ 5  9 13 17 21 25 29 33],"[0.4548549255105035, 0.6987120538817553, 0.8108252979426335, 0.9260425533054928, 1.0375423111313864, 1.1226029424323152, 1.2083750697456337, 1.2717949543931786]","[0.48053715 0.65618689 0.79739378 0.91922876 1.02816808 1.12771127
 1.22000668 1.30648675]",$r$,dfa (short)
