0,3.3185
0.05,3.4765
0.15,3.8198
0.2,4.0553
0.25,4.2672
0.3,4.4552
0.35,4.7218
0.4,4.9889
0.45,5.3107
0.5,5.5783
0.55,2.9543
0.6,2.966
0.65,3.0866
0.75,3.2289
0.8,3.5521
0.85,3.7161
0.9,3.9765
0.95,4.1095
1,4.3715
1.05,4.7589
1.1,2.4625
1.15,2.5416
1.2,2.5669
1.25,2.6916
1.3,2.7741
1.35,2.9608
1.45,3.0078
1.5,3.21
1.55,3.5494
1.6,3.6516
1.65,3.8498
1.7,4.1892
1.75,4.423
1.8,2.2371
1.85,2.222
1.9,2.3188
1.95,2.4426
2,2.5232
2.05,2.5893
2.1,2.8045
2.15,2.8421
2.2,2.9925
2.25,3.1365
2.3,3.3223
2.35,3.5244
2.4,3.5807
2.45,3.7128
2.5,3.9698
2.55,4.2584
2.6,4.4352
2.65,4.756
2.7,2.5084
2.75,2.6181
2.8,2.712
2.85,2.9046
2.9,3.0138
2.95,3.1553
3,3.2635
3.05,3.4086
3.1,3.5981
3.15,3.7985
3.2,3.9876
3.25,4.1659
3.3,4.4131
3.35,4.6472
3.4,4.9126
3.45,2.2885
3.5,2.448
3.55,2.5077
3.6,2.6044
3.65,2.7337
3.7,2.9522
3.75,2.9982
3.8,3.1205
3.85,3.3805
3.9,3.4055
3.95,3.6337
4,3.9065
4.05,4.1506
4.1,2.1678
4.15,2.221
4.2,2.2733
4.25,2.3904
4.3,2.5504
4.35,2.6844
4.4,2.8183
4.45,3.0206
4.5,3.2127
4.55,3.3391
4.6,3.4807
4.65,3.5687
4.7,3.8234
4.75,4.0456
4.8,4.5166
4.85,4.6938
4.9,2.3924
4.95,2.4176
5,2.5509
5.05,2.6973
5.1,2.8334
5.15,2.9643
5.2,3.0636
5.25,3.2529
5.3,3.3911
5.35,3.6778
5.4,1.8643
5.45,1.8145
5.5,1.9924
5.55,1.9663
5.6,2.0895
5.65,2.259
5.7,2.2142
5.75,2.2871
5.8,2.3652
5.85,2.6925
5.9,2.9116
5.95,3.0384
6,3.1948
6.05,3.4418
6.1,3.6056
6.15,4.0247
6.2,4.3308
6.25,2.0101
6.3,2.1035
6.35,2.1718
6.4,2.2959
6.45,2.4284
6.5,2.5817
6.55,2.7048
6.6,2.8193
6.65,2.9633
6.7,3.1605
6.75,3.3676
6.8,3.5526
6.85,3.6974
6.9,3.8891
6.95,1.8895
7,2.0134
7.05,2.0958
7.1,2.2749
7.15,2.3474
7.2,2.5277
7.25,2.5755
7.3,2.7077
7.35,2.8495
7.4,2.9614
7.45,3.1979
7.5,3.3981
7.55,3.6031
7.6,3.7612
7.65,1.913
7.7,1.9679
7.75,2.0588
7.8,2.2005
7.85,2.1609
7.9,2.3044
7.95,2.3265
8,2.4007
8.05,2.5659
8.1,2.6861
8.15,2.8365
8.2,2.9783
8.25,3.1881
8.3,3.3272
8.35,3.4749
8.4,3.6674
8.45,3.8322
8.5,4.0873
8.55,2.0842
8.6,2.209
8.65,2.2124
8.7,2.407
8.75,2.4816
8.8,2.6562
8.85,2.7232
8.9,2.8817
8.95,2.9973
9,3.1278
9.05,3.4014
9.1,3.5891
9.15,3.8348
9.2,1.8797
9.25,1.9227
9.3,1.9448
9.35,2.1134
9.4,2.1577
9.45,2.1904
9.5,2.3005
9.55,2.4777
9.6,2.5227
9.65,2.6855
9.7,2.8601
9.75,2.9918
9.8,3.1626
9.85,3.3896
9.9,3.5622
9.95,3.6771
10,4.0812
10.05,2.1314
10.1,2.2829
10.15,2.3703
10.2,2.4119
10.25,2.5323
10.3,2.569
10.35,2.7763
10.4,2.8969
10.45,3.0973
10.5,3.2425
10.55,3.3753
10.6,3.5244
10.65,3.7427
10.7,3.9573
10.75,4.2684
10.8,2.1941
10.85,2.2217
10.9,2.2604
10.95,2.3266
11,2.5242
11.05,2.5242
11.1,2.5968
11.15,2.7916
11.2,2.9659
11.25,3.0388
11.3,3.1191
11.35,3.3704
11.4,3.5105
11.45,3.6943
11.5,4.0082
11.55,4.2795
11.6,2.1191
11.65,2.1788
11.7,2.2524
11.75,2.3292
11.8,2.3442
11.85,2.4448
11.9,2.6339
11.95,2.9394
12,3.1074
12.05,3.1918
12.1,3.4446
12.15,3.5134
12.2,3.7165
12.25,3.9379
12.3,4.1658
12.35,4.4638
12.4,4.6286
12.45,2.4446
12.5,2.5112
12.55,2.6434
12.6,2.7318
12.65,2.881
12.7,3.051
12.75,3.1988
12.8,3.3799
12.85,3.5362
12.9,3.7343
12.95,3.8538
13,4.1491
13.05,1.99
13.1,2.0983
13.15,2.107
13.2,2.3168
13.25,2.2966
13.3,2.4263
13.35,2.5387
13.4,2.6613
13.45,2.8104
13.5,3.0873
13.55,3.1767
13.6,3.442
13.65,3.5911
13.7,4.0344
13.75,2.0832
13.8,2.1695
13.85,2.3272
13.9,2.4422
13.95,2.5827
14,2.7058
14.05,2.9437
14.1,3.0934
14.15,3.1781
14.2,3.4305
14.25,3.5624
14.3,3.707
14.35,3.9853
14.4,4.1766
14.45,4.4521
14.5,4.7992
14.55,2.3951
14.6,2.5181
14.65,2.7033
14.7,2.7726
14.75,2.8663
14.8,3.0522
14.85,3.1937
14.9,3.3959
14.95,3.5151
15,3.7217
15.05,3.9574
15.1,4.234
15.15,4.3516
15.2,2.195
15.25,2.3438
15.3,2.4194
15.35,2.5469
15.4,2.6879
15.45,2.8867
15.5,3.0691
15.55,3.2211
15.6,3.3504
15.65,3.5572
15.7,3.7306
15.75,3.9449
15.8,4.1747
15.85,4.3955
15.9,2.1927
15.95,2.3324
16,2.4008
16.05,2.5394
16.1,2.5593
16.15,2.8033
16.2,2.9286
16.25,3.109
16.3,3.2466
16.35,3.4013
16.4,3.4799
16.45,3.6707
16.5,3.8857
16.55,4.183
16.6,4.4491
16.65,2.4438
16.7,2.5326
16.75,2.6761
16.8,2.7944
16.85,2.9174
16.9,3.0855
16.95,3.1615
17,3.324
17.05,3.581
17.1,3.7007
17.15,3.8042
17.2,3.989
17.25,4.3601
17.3,2.2059
17.35,2.3268
17.4,2.3878
17.45,2.4511
17.5,2.6027
17.55,2.7361
17.6,2.7897
17.65,3.0338
17.7,3.0427
17.75,3.1943
17.8,3.3025
17.85,3.6444
17.9,3.6586
17.95,3.9248
18,1.938
18.05,1.9846
18.1,1.9997
18.15,2.1077
18.2,2.2453
18.25,2.3675
18.3,2.4743
18.35,2.6919
18.4,2.7386
18.45,2.8946
18.5,3.1373
18.55,3.2695
18.6,3.3903
18.65,3.5926
18.7,3.708
18.75,4.0694
18.8,4.3165
18.85,2.1978
18.9,2.2607
18.95,2.3502
19,2.3579
19.05,2.53
19.1,2.6381
19.15,2.851
19.2,2.9589
19.25,3.2374
19.3,3.571
19.35,3.7605
19.4,1.9595
19.45,2.0264
19.5,2.1286
19.55,2.2825
19.6,2.546
19.65,2.6849
19.7,2.7624
19.75,2.9003
19.8,3.0974
19.85,3.1659
19.9,3.2863
19.95,3.3569
20,3.5922
20.05,3.8081
20.1,4.0742
20.15,4.1779
20.2,4.433
20.25,4.7586
20.3,2.4949
20.35,2.6475
20.4,2.7616
20.45,2.8607
20.5,3.0045
20.55,3.1855
20.6,3.3998
20.65,3.5688
20.7,3.8176
20.75,4.0776
20.8,4.2588
20.85,4.5443
20.9,4.8134
20.95,5.0597
21,2.6351
21.05,2.7743
21.1,2.8949
21.15,3.0435
21.2,3.2043
21.25,3.373
21.3,3.6603
21.35,3.8577
21.4,4.1131
21.45,4.3532
21.5,4.5519
21.55,4.8583
21.6,5.2443
21.65,5.47
21.7,5.9075
21.75,6.2852
21.8,3.1493
21.85,3.3359
21.9,3.4284
21.95,3.5802
22,3.8147
22.05,4.0955
22.1,4.397
22.15,4.7693
22.2,4.9548
22.25,2.2442
22.3,2.3638
22.35,2.5855
22.4,2.6515
22.45,2.7935
22.5,2.971
22.55,3.2181
22.6,3.3194
22.65,3.5951
22.7,3.861
22.75,4.1589
22.8,2.0525
22.85,2.226
22.9,2.3449
22.95,2.418
23,2.6057
23.05,2.7366
23.1,2.954
23.15,3.072
23.2,3.2906
23.25,3.5537
23.3,3.7462
23.35,4.1098
23.4,4.3522
23.45,2.1158
