dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  7  9 11 13],"[0.14257423297993657, 0.14565075565970279, 0.19202727737899716, 0.2259206696842458, 0.2326406471562577]",[0.1341613  0.16360018 0.18972954 0.21355923 0.23566438],$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,[ 5  7  9 11 13],"[0.1744444147121028, 0.2057264434026025, 0.2625749524365034, 0.2983692671551944, 0.32259817304464733]",[0.17160872 0.21553623 0.25553485 0.29273994 0.32781191],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,[ 5  7  9 11 13],"[0.1256258261755921, 0.18136685780836675, 0.1937030639629262, 0.2453481592930586, 0.2582448244259363]",[0.13065157 0.16800489 0.20271687 0.23551614 0.26683369],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,[ 5  7  9 11 13],"[0.22646058874166838, 0.28149889383608306, 0.2996587879082234, 0.3240813485626681, 0.32191608348842654]",[0.23639175 0.26793202 0.29420549 0.31702254 0.33736126],$f_n e^{\phi_{n}}$,mean (short)
Trace,2.0,[ 5  7  9 11 13 15 17 19],"[0.06694154689203366, 0.07666939021211396, 0.0845110798549223, 0.0863018699338569, 0.09239117774831146, 0.09727274280790231, 0.09753238713941298, 0.10203899845268342]","[0.06852092 0.07592921 0.08198046 0.08715676 0.09171435 0.0958075
 0.09953705 0.10297296]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,[ 5  7  9 11 13 15 17 19],"[0.08028237152994744, 0.09533487428014986, 0.10337201273054547, 0.10241367897735817, 0.10843701562441803, 0.11265057021823258, 0.11180010362009891, 0.11523049935886637]","[0.0848468  0.09217609 0.09806051 0.10302773 0.10735422 0.11120454
 0.11468526 0.11786971]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,[ 5  7  9 11 13 15 17 19],"[0.062206104050103773, 0.07338746714250019, 0.0824172312802932, 0.08827457736051046, 0.09477005159764117, 0.10254397522398503, 0.10915175149073211, 0.11671717911985549]","[0.06232502 0.07269622 0.08155343 0.08939453 0.09649411 0.1030224
 0.10909346 0.11478806]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,[ 5  7  9 11 13 15 17 19],"[0.1055297324839999, 0.13199780724269553, 0.1477849171881257, 0.16729570280392264, 0.18597655255096218, 0.19804955078963288, 0.2113521017310591, 0.2248250441079606]","[0.10716517 0.12940586 0.14897935 0.16671362 0.18307689 0.19836521
 0.21278025 0.22646684]",$f_n e^{\phi_{n}}$,mean (short)
Trace,3.0,[ 5  7  9 11],"[0.045248153066457755, 0.04959936613729311, 0.04890934179269184, 0.051671026996569225]",[0.0457784  0.04813728 0.04997811 0.05149841],$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,[ 5  7  9 11],"[0.05538014700511688, 0.061243444735161426, 0.06443066965300392, 0.06421201853519595]",[0.05626174 0.06011027 0.06315555 0.06569757],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,3.0,[ 5  7  9 11],"[0.043754862589148104, 0.061740800292097, 0.072536637769583, 0.08869605304472782]",[0.04439005 0.05958842 0.07424615 0.0884991 ],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,3.0,[ 5  7  9 11],"[0.08638155523464548, 0.10165962671861586, 0.11427612330208829, 0.1216525160477153]",[0.08702177 0.1009466  0.11278213 0.12322142],$f_n e^{\phi_{n}}$,mean (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19],"[0.04402699218065316, 0.05646481083514923, 0.057875830239292, 0.06417401900641043, 0.06354125670428971, 0.06392934619909539, 0.06624625787062136, 0.06600559921616449]","[0.04821544 0.05285015 0.05660022 0.05978477 0.06257207 0.06506283
 0.06732252 0.06939636]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19],"[0.06403072712534932, 0.06496833707698979, 0.06885958168359976, 0.07098723097283553, 0.06989692035783622, 0.07213252836628893, 0.07317781525022422, 0.072806041571751]","[0.06392069 0.06625006 0.06804509 0.06951326 0.07075961 0.07184501
 0.07280799 0.07367457]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,4.0,[ 5  7  9 11 13 15 17 19],"[0.048477557278999356, 0.05508237600824122, 0.054739729689435496, 0.05980536357884241, 0.06269560883835357, 0.06478135151051301, 0.06945500451924366, 0.07269910621660153]","[0.04819748 0.05308965 0.05706494 0.06045182 0.06342416 0.06608624
 0.06850608 0.07073072]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,4.0,[ 5  7  9 11 13 15 17 19],"[0.07002669022570257, 0.08046586163472826, 0.08789603603109081, 0.09971562793489092, 0.10788438613879976, 0.11408291944947746, 0.12238965548593304, 0.12838923923316847]","[0.06899568 0.08060247 0.09052834 0.09932465 0.10729588 0.11463095
 0.12145652 0.12786234]",$f_n e^{\phi_{n}}$,mean (short)
Trace,5.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.05386122307118205, 0.05995923577243136, 0.06645717372166092, 0.07194708215468788, 0.07562612016099962, 0.08152568751140941, 0.08732077172206935, 0.09231972890316349, 0.0977687415094544, 0.10384248057316825, 0.10818035807877803, 0.11328945668623493, 0.11834651681035441, 0.12255023034818575, 0.126694954253097, 0.13136612507807613]","[0.0504554  0.05917843 0.06666399 0.0733154  0.07935601 0.08492472
 0.09011485 0.09499262 0.09960702 0.10399552 0.10818747 0.11220645
 0.11607165 0.119799   0.12340186 0.12689158]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,5.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.0801883761715726, 0.08860938534658967, 0.10508139268568224, 0.11943279321132434, 0.12911867028915644, 0.14313938316396616, 0.15539201772437658, 0.16520175029914583, 0.17670289058512678, 0.18735468697969426, 0.19476374988835432, 0.2031156522035311, 0.20981206211336145, 0.21450982664416615, 0.21902810445411935, 0.22303521516151129]","[0.07680747 0.09293343 0.10715011 0.12004814 0.13196202 0.14310349
 0.1536169  0.16360603 0.17314851 0.18230427 0.19112074 0.19963625
 0.20788231 0.21588521 0.22366716 0.23124713]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,5.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.05255242791771184, 0.06485667997149079, 0.07506985457574956, 0.08156422614789534, 0.08747842562366392, 0.09520326184036743, 0.09959803110661831, 0.10277187899123724, 0.10722567093052131, 0.10987264479595756, 0.11207599761025384, 0.11595148302611784, 0.11832826733368494, 0.12024120035408582, 0.12230658300011772, 0.1233402573689054]","[0.05704148 0.06575107 0.07311327 0.07957947 0.08539654 0.0907165
 0.09564061 0.10024025 0.10456789 0.10866343 0.112558   0.11627644
 0.11983894 0.12326215 0.12656003 0.12974435]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,5.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.08887126936646077, 0.10301089324290306, 0.11636887401516699, 0.12672446028355464, 0.13289652605339963, 0.13951512874026797, 0.14481247210511908, 0.14837751121031495, 0.15344122363289836, 0.1569007592993986, 0.15866543770806477, 0.16145238970009484, 0.1630936516102552, 0.164125768996259, 0.16656053339803464, 0.1685861364002655]","[0.09517391 0.10583446 0.11456884 0.12205789 0.12866442 0.13460729
 0.14002984 0.1450316  0.14968482 0.15404382 0.15815053 0.16203811
 0.16573327 0.16925788 0.1726301  0.17586518]",$f_n e^{\phi_{n}}$,mean (short)
Trace,6.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.05146978981592583, 0.05463310193970298, 0.06635086941639026, 0.07816669991372942, 0.08456029111314155, 0.09479993112592827, 0.10202581755260978, 0.10518435032505435, 0.11123469597105018, 0.11625993272676233, 0.11908936746003342, 0.1228168706854406]","[0.04911213 0.05937168 0.0684097  0.07660465 0.0841707  0.0912434
 0.0979151  0.10425215 0.1103042  0.11610955 0.12169851 0.12709556]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,6.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.07884858811371204, 0.0907821979371486, 0.10468788847539978, 0.1155014020620411, 0.1203992122404591, 0.1273489747584977, 0.13495542526518575, 0.13814963580382864, 0.14396343927132, 0.15029128572443667, 0.15247667106616347, 0.15712235138766198]","[0.08088349 0.09269533 0.10262979 0.11132145 0.11911594 0.12622537
 0.13279065 0.13891087 0.14465872 0.15008937 0.1552458  0.16016226]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,6.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.04945454644492056, 0.06137299741882407, 0.07213260267834994, 0.08018464102605041, 0.09198685407935883, 0.0999936428353482, 0.10430787257270967, 0.11011274303676837, 0.11384878963307113, 0.1158771557445425, 0.11948547747332768, 0.1216206569836883]","[0.05202996 0.06241609 0.0715047  0.07970317 0.08724076 0.09426191
 0.1008647  0.10711937 0.11307831 0.11878187 0.12426188 0.12954402]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,6.0,[ 5  7  9 11 13 15 17 19 21 23 25 27],"[0.07570227067698122, 0.0958463755082645, 0.10690772313164577, 0.11367325517603614, 0.12010113153106151, 0.12427393852641101, 0.1269787257256525, 0.13038864680521536, 0.13315219817844576, 0.13518255400820106, 0.13794786454178246, 0.13950009026654497]","[0.08398282 0.09375421 0.10178723 0.1086929  0.11479776 0.12029921
 0.12532677 0.12997053 0.134296   0.13835243 0.14217795 0.14580271]",$f_n e^{\phi_{n}}$,mean (short)
Trace,7.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.06490048470892168, 0.07427948896522249, 0.08350049466030737, 0.09163156757156456, 0.0965516397866394, 0.09914956209474514, 0.10204527594926117, 0.10472828437567108, 0.10761661875920883, 0.10851421690940857, 0.11070244299721393, 0.11166833135974863, 0.11266247753252343, 0.11408904338632943, 0.11488175899237162]","[0.06951443 0.07664199 0.08243841 0.08737997 0.0917189  0.09560662
 0.09914188 0.10239302 0.1054095  0.10822839 0.11087825 0.1133816
 0.11575656 0.11801793 0.12017797]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,7.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.08566229516714138, 0.09623951778214565, 0.10471797856765824, 0.10785569677886664, 0.11242578736060999, 0.1153979007729828, 0.11715242331598477, 0.12035474943629221, 0.12178357308703949, 0.1231233808052936, 0.12556276550518342, 0.12734487470086883, 0.12886264393308045, 0.13115426030013308, 0.13301933853747364]","[0.08975253 0.09640982 0.10170239 0.10613629 0.10997451 0.11337256
 0.11643064 0.11921733 0.12178183 0.12416069 0.12638186 0.12846724
 0.13043433 0.13229735 0.134068  ]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,7.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.06595931878369711, 0.07964874976606089, 0.09951086364675053, 0.11035664493356738, 0.11897877947306695, 0.12583502475979225, 0.12891130870884798, 0.1310734951390255, 0.13685546822410768, 0.1399852463051672, 0.1435523866061906, 0.14673351905218904, 0.14828669356833107, 0.14945284547962234, 0.15098485485257485]","[0.07393006 0.08504077 0.09441562 0.10263805 0.11002664 0.11677733
 0.12302053 0.12884807 0.13432742 0.13950982 0.14443526 0.14913561
 0.15363678 0.15796011 0.16212347]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,7.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.10456958451099765, 0.12308529515048822, 0.14324913016214602, 0.14871600060656825, 0.1586393586365082, 0.16568388285879243, 0.17007885013770166, 0.17547315720313594, 0.18039123104224855, 0.18230509500095285, 0.1847412300230655, 0.18680672656188999, 0.18773809576831982, 0.1892625016242336, 0.19072470961113872]","[0.11427874 0.12640108 0.13628701 0.1447331  0.15216217 0.15882852
 0.16489825 0.17048646 0.17567656 0.1805311  0.18509834 0.18941637
 0.19351583 0.19742179 0.20115503]",$f_n e^{\phi_{n}}$,mean (short)
Trace,8.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.05322376644093529, 0.058080062221518146, 0.0632041894237998, 0.06674014309497793, 0.06964265939561813, 0.0713690752735373, 0.07391556186033237, 0.07659310989746496, 0.07806060007247129, 0.07988149552840965, 0.0817763888734441, 0.0827889916993362, 0.08402651153277646, 0.08506878688785213, 0.08521540203960096, 0.08535870324762207]","[0.05422374 0.05895422 0.06275477 0.06596462 0.06876164 0.07125172
 0.07350348 0.07556415 0.07746772 0.07923956 0.08089914 0.08246176
 0.08393968 0.08534288 0.08667961 0.08795679]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,8.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.06738026817167964, 0.07477000617061519, 0.07949673920193431, 0.0841583422776624, 0.0895732881118858, 0.09304824637633018, 0.09674271052882158, 0.10075829728551136, 0.10295116551802684, 0.10480196866491542, 0.10656971542371563, 0.10810469473164054, 0.10868669012726918, 0.10973513126753769, 0.11063519601104739, 0.11164669367732043]","[0.068728   0.07515095 0.08033691 0.08473361 0.08857675 0.09200716
 0.09511631 0.09796729 0.10060565 0.1030654  0.10537271 0.10754817
 0.10960829 0.11156655 0.11343409 0.11522027]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,8.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.053724326126403224, 0.06424716962007893, 0.07286153929247668, 0.0794466723157651, 0.08785958941704146, 0.0949244027860297, 0.1003870720029834, 0.10713571871080241, 0.11182007522029411, 0.11580441282504762, 0.12086047322469894, 0.12527019014343113, 0.1300716519607234, 0.13565339715731364, 0.1409670716984046, 0.1466287636319676]","[0.05393004 0.06394924 0.07262903 0.0803982  0.0874961  0.0940725
 0.10022854 0.10603633 0.11154943 0.1168089  0.12184708 0.12668995
 0.13135877 0.13587118 0.14024205 0.14448402]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,8.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.08871088076735996, 0.11169616953339585, 0.12872911869173695, 0.14604434437695957, 0.163734330968937, 0.18015482122642051, 0.19657273641516546, 0.21213014289156035, 0.22586707191837233, 0.23910853554135209, 0.2508679155220008, 0.26210816887951927, 0.2733137211353121, 0.28413546713383775, 0.294249399538243, 0.3035428477257196]","[0.08935122 0.11071625 0.12994416 0.14766845 0.16425404 0.1799351
 0.1948731  0.20918522 0.2229599  0.23626593 0.2491581  0.261681
 0.27387147 0.28576043 0.2973741  0.30873501]",$f_n e^{\phi_{n}}$,mean (short)
Trace,9.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.07500147581784933, 0.09122861090967932, 0.10202337771863784, 0.1085496827124389, 0.11772840866609094, 0.12749264247905948, 0.13185805340562778, 0.1374045858860373, 0.14398188508275872, 0.14889892187669945, 0.153982023925391, 0.16026984829103147, 0.16467517394855535, 0.16793679484759266, 0.17209047645672573, 0.17546256059180704, 0.1773080245638359, 0.17962290000993256]","[0.07847444 0.09029818 0.10027755 0.10903213 0.11690033 0.12409034
 0.13074071 0.13694903 0.14278702 0.14830915 0.15355792 0.15856723
 0.16336461 0.16797277 0.17241071 0.17669448 0.18083782 0.18485257]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,9.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.10561064220025998, 0.12370245894395349, 0.14223776182190354, 0.1522327567893104, 0.16148066836982633, 0.17176225265801376, 0.17910841228012694, 0.1835532173621316, 0.18845517203018763, 0.19320499570246363, 0.19479663694438132, 0.1970403269404759, 0.19944367267300608, 0.20045319517165996, 0.2024245179586322, 0.20486568314191833, 0.20636798901404907, 0.2086214361384241]","[0.11595004 0.12876077 0.13924429 0.14822483 0.15614116 0.16325775
 0.1697477  0.17573115 0.18129526 0.18650552 0.19141247 0.19605607
 0.2004685  0.20467608 0.20870068 0.21256065 0.21627159 0.21984687]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,9.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.07323559325620738, 0.09175443896537848, 0.1061932938832655, 0.12035686977634137, 0.13073954707368887, 0.140774478158775, 0.1482259594221886, 0.15384498093068236, 0.15941512131478333, 0.16404896807458005, 0.1690826199711918, 0.17375618621518432, 0.1776207642318162, 0.18169711216517423, 0.18591220105201023, 0.19012318952326643, 0.1942434309370712, 0.19853090498226322]","[0.08068275 0.09406271 0.10548463 0.11559289 0.12474279 0.13315453
 0.14097559 0.14831042 0.15523611 0.16181147 0.16808256 0.17408624
 0.17985254 0.18540631 0.19076838 0.19595642 0.20098556 0.20586888]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,9.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39],"[0.12678107239113404, 0.15449052643594868, 0.17526907224183402, 0.18693262622940604, 0.19807237252984164, 0.2096201582313893, 0.2178803383636655, 0.22519326526091216, 0.232225251634319, 0.23816202574072912, 0.24344582078986385, 0.24834018971181818, 0.2516153838823858, 0.25415794623047333, 0.25700517680209656, 0.25886725447977993, 0.26080212899797967, 0.2625163100634482]","[0.14005892 0.15662801 0.1702701  0.1820114  0.192401   0.20177122
 0.21034026 0.21826    0.22564094 0.23256624 0.23910027 0.24529396
 0.25118841 0.25681731 0.26220867 0.26738604 0.27236946 0.27717611]",$f_n e^{\phi_{n}}$,mean (short)
Trace,10.0,[ 5  7  9 11 13 15],"[0.08840629385589782, 0.11718793115838202, 0.1406465092517059, 0.14778833132621036, 0.16645375670824522, 0.1708462795400445]",[0.09293867 0.11364313 0.13206367 0.1488938  0.16452926 0.17922208],$f_n e^{\phi_{n}}$,dfa (short)
Trace,10.0,[ 5  7  9 11 13 15],"[0.13599252567591094, 0.16583200752692734, 0.1829096978762147, 0.1876444848781149, 0.19540688041714993, 0.1976766928978936]",[0.14307393 0.15995591 0.1738523  0.18581028 0.19639005 0.20593056],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,10.0,[ 5  7  9 11 13 15],"[0.09347873166051969, 0.11193312229890691, 0.14337981758570914, 0.17655317955575214, 0.18643768283472054, 0.19363108100552737]",[0.09270093 0.11811695 0.14154943 0.16355573 0.18446337 0.20448592],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,10.0,[ 5  7  9 11 13 15],"[0.16809106679249455, 0.19938927217965421, 0.2340832750432234, 0.2504306543284963, 0.26129121219707624, 0.26356538477763125]",[0.17321773 0.20003158 0.22273327 0.24269652 0.26067362 0.27712827],$f_n e^{\phi_{n}}$,mean (short)
Trace,11.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.05572771620597192, 0.06316503235054785, 0.07527156810854979, 0.08369112908341463, 0.09408692090376676, 0.10572577411871495, 0.11188729085246021, 0.11909305834170789, 0.1251250269345057, 0.12880936400442125]","[0.05388558 0.0656157  0.07601421 0.08548848 0.09427025 0.10250678
 0.11029873 0.11771867 0.12482102 0.13164786]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,11.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.08814109106503859, 0.10884928368980926, 0.1271008652702457, 0.14192449498557233, 0.15739141110548655, 0.1731074657286093, 0.18714939669916245, 0.20084526334798508, 0.21397277736684162, 0.2237634554184067]","[0.08821142 0.10842804 0.12649614 0.14306202 0.15849586 0.17303411
 0.18683919 0.20002858 0.21269071 0.22489414]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,11.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.05662706129803084, 0.07166750529544501, 0.0817864640400559, 0.09686848051986062, 0.10568991643885842, 0.11248705845982207, 0.121169617784901, 0.12707416289027507, 0.13275402784010942, 0.13972467486387533]","[0.05848947 0.07126065 0.0825874  0.09291117 0.1024832  0.11146315
 0.11996026 0.12805324 0.13580114 0.14324965]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,11.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.09607040500928372, 0.11577134014579617, 0.13351405990599896, 0.15157616815035913, 0.16529293727368022, 0.17606190827904802, 0.19051497127233696, 0.20242711860385892, 0.21309663905834186, 0.22490903985885627]","[0.096411   0.11623838 0.13366441 0.14943655 0.16397702 0.17755255
 0.19034469 0.20248375 0.21406708 0.22516977]",$f_n e^{\phi_{n}}$,mean (short)
Trace,12.0,[ 5  7  9 11 13 15],"[0.04718025490180157, 0.05962657923295768, 0.06068486036214069, 0.062588800612058, 0.06595636676381485, 0.06567151061052319]",[0.05031088 0.05525148 0.05925565 0.06266029 0.06564331 0.06831129],$f_n e^{\phi_{n}}$,dfa (short)
Trace,12.0,[ 5  7  9 11 13 15],"[0.06768831787868605, 0.07199255161303156, 0.07256647091901251, 0.07576311428973884, 0.07922857392204692, 0.08044941206981852]",[0.06753921 0.07117697 0.07402131 0.07637387 0.07838925 0.08015789],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,12.0,[ 5  7  9 11 13 15],"[0.03991671306480225, 0.06248486840622003, 0.06759202708705346, 0.07509495335738989, 0.0822298680975829, 0.08476013792138516]",[0.04442612 0.05524681 0.06501541 0.0740417  0.08250461 0.09051919],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,12.0,[ 5  7  9 11 13 15],"[0.07838253056672813, 0.09379973059876022, 0.09742056781290677, 0.10217179043669074, 0.10266277963639936, 0.10095951128849065]",[0.0828438  0.08940178 0.09463647 0.09903552 0.1028532  0.10624029],$f_n e^{\phi_{n}}$,mean (short)
Trace,13.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31],"[0.06860847542757997, 0.07383659930546276, 0.0825344231853552, 0.08602082531314968, 0.08598226229368557, 0.09226275277492858, 0.0944941561726245, 0.09443207800076366, 0.09638323946582335, 0.09657454764538713, 0.09558102027147752, 0.09509711542552494, 0.09440523937420767, 0.09318972014925961]","[0.07244919 0.07687489 0.08035598 0.08324843 0.08573558 0.08792511
 0.08988598 0.09166517 0.0932962  0.09480391 0.09620721 0.09752089
 0.0987567  0.09992419]",$f_n e^{\phi_{n}}$,dfa (short)
