dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,5.0,[ 5  9 13],"[0.5387195129126408, 0.6449738673606231, 0.7192191897435978]",[0.53902559 0.64402264 0.71987248],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.5012989088971033, 0.6396314581218943, 0.7426047290537083]",[0.50154641 0.63881161 0.74319086],$r$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.5686778897987639, 0.7494144041327588, 0.7966988489938801]",[0.57859421 0.71649573 0.8190207 ],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.5885531356519809, 0.6961132491859325, 0.7466524437278995]",[0.59174894 0.6863867  0.75314348],$r$,dfa (short)
Trace,7.0,[ 5  9 13 17],"[0.5059190387571141, 0.6260929460675059, 0.6218295682076675, 0.6296776801143272]",[0.52520506 0.5826443  0.6217311  0.65189027],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17],"[0.46342585123672925, 0.6235505965939105, 0.70351889851413, 0.7323942767438915]",[0.4764978  0.59690957 0.68726295 0.76169357],$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.4882148796641106, 0.723991182159868, 0.784893900957777, 0.8218274919305156, 0.818554412825036]",[0.52826675 0.65269924 0.74504323 0.82055182 0.88537976],$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21],"[0.49583246183771085, 0.6583354648323935, 0.7437538896418391, 0.8339630407717611, 0.9024637469762705]",[0.50298236 0.6412445  0.74646118 0.83395731 0.91004019],$r$,dfa (short)
Trace,9.0,[ 5  9 13],"[0.38476871899146625, 0.5281640817698838, 0.675256138343401]",[0.38194389 0.53837437 0.66734931],$r$,dfa (short)
Shuffled,9.0,[ 5  9 13],"[0.460661060899374, 0.747247108556938, 0.8385034140953322]",[0.47424601 0.6928931  0.8783764 ],$r$,dfa (short)
Trace,10.0,[ 5  9 13],"[0.47042703071261033, 0.5494203140841473, 0.6064199626883465]",[0.47031031 0.5497747  0.60617947],$r$,dfa (short)
Shuffled,10.0,[ 5  9 13],"[0.5162381079477506, 0.6464250568991946, 0.6373835081928436]",[0.52877967 0.6073377  0.66231422],$r$,dfa (short)
Trace,5.0,[ 5  9 13],"[0.5660980425041328, 0.7452748926531977, 0.7965225749061466]",[0.57543919 0.71424522 0.81763497],$\phi$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.4333064175044152, 0.6272424989459511, 0.8922451254737296]",[0.425251   0.65858556 0.86587906],$\phi$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.6105752247078379, 0.7826997307666718, 0.8148858312598867]",[0.62156906 0.74723416 0.83846516],$\phi$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.4933896998976928, 0.687214546944969, 0.782153444239831]",[0.49938571 0.66597945 0.79740223],$\phi$,dfa (short)
Trace,7.0,[ 5  9 13 17],"[0.45503409841248554, 0.5849395049546343, 0.5732525250487969, 0.5757286465822842]",[0.47736541 0.53376489 0.57238925 0.60231862],$\phi$,dfa (short)
Shuffled,7.0,[ 5  9 13 17],"[0.4073554923251642, 0.5230912922825559, 0.5773076442079312, 0.5984422272089547]",[0.41705095 0.50376911 0.56696732 0.61801915],$\phi$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.5333578258680031, 0.6642305379159434, 0.7251009411601876, 0.778936782676522, 0.8406014334767905]",[0.54038589 0.64767657 0.725379   0.7878844  0.84088896],$\phi$,dfa (short)
