value,variable,lineage_ID,kind
0.1633123673481267,fold_growth,1.0,Trace
0.3048811731580562,fold_growth,1.0,Trace
0.014807103183039128,fold_growth,2.0,Trace
0.012763960136966235,fold_growth,2.0,Trace
0.15142879125353248,fold_growth,3.0,Trace
0.11818679939925836,fold_growth,3.0,Trace
0.08666887815108126,fold_growth,4.0,Trace
0.1269249268880781,fold_growth,4.0,Trace
0.09756108434099353,fold_growth,5.0,Trace
0.0669020299685601,fold_growth,5.0,Trace
0.003177917073006742,fold_growth,6.0,Trace
0.002952192289184974,fold_growth,6.0,Trace
0.15406683965054635,fold_growth,7.0,Trace
0.09697734597241747,fold_growth,7.0,Trace
0.09854432609717834,fold_growth,8.0,Trace
0.15084727768336292,fold_growth,8.0,Trace
0.05178168395282823,fold_growth,9.0,Trace
0.03907336930200589,fold_growth,9.0,Trace
0.4751634356726795,fold_growth,10.0,Trace
0.22414810191951262,fold_growth,10.0,Trace
0.02897168510296133,fold_growth,11.0,Trace
0.03617768057449677,fold_growth,11.0,Trace
0.014486500703852379,fold_growth,12.0,Trace
0.013894017868217312,fold_growth,12.0,Trace
0.0082380005845607,fold_growth,13.0,Trace
0.00929402268095103,fold_growth,13.0,Trace
0.0039711039169588735,fold_growth,14.0,Trace
0.004023168931042487,fold_growth,14.0,Trace
0.022718325608249046,fold_growth,15.0,Trace
0.0210255949159337,fold_growth,15.0,Trace
0.04751996557395799,fold_growth,16.0,Trace
0.06502720993714428,fold_growth,16.0,Trace
0.34391535330876954,fold_growth,17.0,Trace
0.9131223664185448,fold_growth,17.0,Trace
0.14221531726620207,fold_growth,18.0,Trace
0.10412752037078443,fold_growth,18.0,Trace
0.0855162778768298,fold_growth,19.0,Trace
0.10263371515904396,fold_growth,19.0,Trace
0.02819814162387757,fold_growth,20.0,Trace
0.02295151286859043,fold_growth,20.0,Trace
0.03386063112515769,fold_growth,21.0,Trace
0.028581240136946517,fold_growth,21.0,Trace
0.056311174827693544,fold_growth,22.0,Trace
0.06676769964116569,fold_growth,22.0,Trace
0.03019384194027841,fold_growth,23.0,Trace
0.03852914229744897,fold_growth,23.0,Trace
0.03588493399128567,fold_growth,24.0,Trace
0.043593203755720955,fold_growth,24.0,Trace
0.009444575747099226,fold_growth,25.0,Trace
0.009210797036925178,fold_growth,25.0,Trace
0.0075372924527926655,fold_growth,26.0,Trace
0.006736980562555006,fold_growth,26.0,Trace
0.10630585563971984,fold_growth,27.0,Trace
0.0762369142642566,fold_growth,27.0,Trace
0.006110051769123048,fold_growth,28.0,Trace
0.006256242497271414,fold_growth,28.0,Trace
0.1391234854782254,fold_growth,29.0,Trace
0.08931692171077232,fold_growth,29.0,Trace
0.8284795074554507,fold_growth,30.0,Trace
0.3235180649984488,fold_growth,30.0,Trace
0.04071681506578084,fold_growth,31.0,Trace
0.032120846349629195,fold_growth,31.0,Trace
0.14596554951988094,fold_growth,32.0,Trace
0.1005684233809262,fold_growth,32.0,Trace
0.14256139195464712,fold_growth,33.0,Trace
0.09108153403935393,fold_growth,33.0,Trace
0.3421481758675926,fold_growth,34.0,Trace
0.9051725371533905,fold_growth,34.0,Trace
0.07488992149498319,fold_growth,35.0,Trace
0.10977233279727061,fold_growth,35.0,Trace
0.29002166159159115,fold_growth,36.0,Trace
0.15741135838556974,fold_growth,36.0,Trace
