fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,lineage_ID,generation
0.06426358842478908,,0.33487624578742103,0.0952380952380954,0.03120290983931273,0.36607915562673465,-0.1482587246922471,CTRL,216,A,431.0,0.0
-0.059950438584787547,-0.005387597216380047,-0.15092650327971668,-0.0047619047619046895,0.13635054877692232,-0.01457595450279392,-0.1295779011537983,CTRL,216,A,431.0,1.0
-0.1228149047351399,0.018125579119308788,-0.488136968837392,-0.10476190476190478,0.05108703800206138,-0.4370499308353306,0.07506213829011998,CTRL,216,A,431.0,2.0
0.04020181542858248,-0.004810146083682465,-0.08604297133479877,0.04523809523809513,-0.26574970730148584,-0.3517926786362837,-0.06376187308278092,CTRL,216,A,431.0,3.0
0.045661566890997984,0.010296574973757244,0.04696022034282388,0.09523809523809584,-0.1594713263007712,-0.11251110595794689,-0.18208058202641397,CTRL,216,A,431.0,4.0
0.08090871026420476,0.018239909350665884,0.38261796676725934,0.09523809523809496,-3.1281814341532765e-05,0.38258668495291914,-0.11799486680239957,CTRL,216,A,431.0,5.0
0.036785926529437574,0.01780719134283204,0.43355663160498636,-0.0047619047619046895,0.25887613478387195,0.6924327663888592,0.08539179910003547,CTRL,216,A,431.0,6.0
-0.01615876929007687,0.013804566034777754,0.2936474093253132,-0.0047619047619046895,0.4011577558858388,0.6948051652111529,-0.03226308049888549,CTRL,216,A,431.0,7.0
0.005187168596696434,0.012067777301544846,0.3991220676905005,0.04523809523809513,0.3933037934703911,0.7924258611608916,-0.13379116674655323,CTRL,216,A,431.0,8.0
-0.06093404950298997,0.004220657263979577,0.06532475586746322,-0.054761904761904456,0.4023157493812781,0.4676405052487409,0.03607367149534957,CTRL,216,A,431.0,9.0
-0.005322306150051248,-0.011098144403887733,0.12431362453428418,-0.054761904761904456,0.15889400959488986,0.28320763412917405,0.1751030298776961,CTRL,216,A,431.0,10.0
0.04872307560496325,-0.0013316042854413235,0.3456563962923922,-0.004761904761905578,0.11418374582459867,0.45984014211699,0.11191879704565122,CTRL,216,A,431.0,11.0
-0.0561291811638337,0.0073212788450419675,-0.04069140406956162,-0.054761904761904456,0.24713111360340445,0.20643970953384372,0.048085842343240204,CTRL,216,A,431.0,12.0
0.04581520386892346,-0.04706208614508545,0.06583048781007861,-0.004761904761903801,-0.14191283351737338,-0.07608234570729433,0.10545685985444542,CTRL,216,A,431.0,13.0
-0.08120729671330629,-0.012813183817987461,-0.44904159482053485,-0.054761904761904456,-0.11948799697846679,-0.5685295917990016,-0.014609446530441161,CTRL,216,A,431.0,14.0
0.13716020140858298,-0.02238342873627225,0.1730183709354689,-0.004761904761905578,-0.40185850146681723,-0.22884013053134744,0.30844574327591756,CTRL,216,A,431.0,15.0
-0.06032719613876736,-0.005069851088037591,-0.400448345420541,-0.054761904761904456,-0.16189125864133214,-0.5623396040618727,0.03759080490590616,CTRL,216,A,431.0,16.0
0.017125555471726228,-0.006342538043280221,-0.24938761582164704,-0.004761904761903801,-0.33501776761555124,-0.584405383437197,0.04170208563845157,CTRL,216,A,431.0,17.0
0.16183793144250402,-0.006252524431830775,0.35294278741597607,0.04523809523809513,-0.3457532338258995,0.0071895535900772245,0.17951035894506195,CTRL,216,A,431.0,18.0
-0.1360597993663375,0.0021635540306471635,-0.5847736870904496,-0.10476190476190522,-0.010045253151643951,-0.5948189402420936,0.03721958220098576,CTRL,216,A,431.0,19.0
-0.08476680228611477,0.018504015989327716,-0.5684178736993211,0.09523809523809407,-0.2532836385488899,-0.8217015122482119,-0.41922307143934257,CTRL,216,A,431.0,20.0
0.03616705437568102,,0.12203606684823676,0.05952380952380876,-0.07338535160934967,0.04865071523888709,-0.07246242145567505,CTRL,216,B,431.0,0.0
-0.19540291900394746,0.015496727396437593,-0.8805466857446456,-0.1404761904761923,0.12322666093007273,-0.7573200248145726,-0.05926930003077957,CTRL,216,B,431.0,1.0
0.04012216554823622,0.03270405346801297,-0.011793282918409531,0.10952380952380947,-0.22232346306087214,-0.23411674597928123,-0.157472720401586,CTRL,216,B,431.0,2.0
0.12886958261058,-0.03379708754538252,0.3953357485752975,0.15952380952381018,-0.27989838115833265,0.11543736741696531,-0.1092068253698113,CTRL,216,B,431.0,3.0
-0.04785957893677284,0.01438159144361073,-0.11933698066536369,-0.09047619047618982,0.15232568503363808,0.03298870436827528,0.1355570966548434,CTRL,216,B,431.0,4.0
0.17730809280224202,-0.02643879235305674,0.8935820214784993,0.10952380952380947,-0.11227833246732688,0.7813036890111729,0.05358255229688469,CTRL,216,B,431.0,5.0
0.06127963374268375,-0.021509438312898033,0.6459656593989562,0.009523809523808047,0.2815191693691479,0.9274848287681028,0.08085464191596126,CTRL,216,B,431.0,6.0
-0.1458204653744294,-0.02312235113273431,-0.4921685666239508,-0.14047619047619048,0.3430454743637563,-0.1491230922601936,0.06468683404301023,CTRL,216,B,431.0,7.0
-0.10667719149132793,0.015267795725606548,-0.5317566285536532,-0.09047619047618982,0.01769097570356104,-0.5140656528500926,0.004851290978054479,CTRL,216,B,431.0,8.0
0.030055139883672255,-0.01923044481095393,-0.18662858199061017,-0.09047619047618982,-0.3428217126239326,-0.5294502946145414,0.30870091625583207,CTRL,216,B,431.0,9.0
-0.021717066877355973,0.03860998924958259,-0.1800339361103136,0.009523809523809823,-0.06950664273894525,-0.24954057884925795,-0.07004845012047856,CTRL,216,B,431.0,10.0
