time division length width area intensity CMx CMy
0 0 59.2165 11.8379 701 52.5207 808.852 441.04
1 0 60.1271 11.3759 684 52.8611 809.037 438.636
2 0 62.1701 11.5168 716 52.2863 809.292 437.976
3 0 66.1439 11.1121 735 51.8327 808.597 437.513
4 0 66.0505 11.5063 760 51.7816 809.522 436.395
5 0 70.1023 11.312 793 51.3594 808.933 434.061
6 0 71.1298 11.6969 832 51.6671 810.599 433.147
7 0 73.1016 11.8602 867 51.331 809.926 430.435
8 0 75.2024 11.5555 869 51.8078 810.185 429.786
9 0 76.1221 11.2188 854 52.7073 811.136 427.742
10 0 80.1672 11.6007 930 51.7022 810.344 427.23
11 0 85.0943 12.163 1035 50.857 810.77 427.414
12 0 89.0737 11.6869 1041 51.3698 811.538 425.866
13 0 92.0724 11.2737 1038 51.6069 811.43 423.461
14 1 46.1263 10.623 490 53.0735 811.814 443.631
15 0 50.0457 10.5304 527 52.2581 811.444 442.647
16 0 51.1761 10.2001 522 53.1839 812.42 442.739
17 0 52.1553 11.274 588 51.0391 812.573 443.058
18 0 52.0143 10.6125 552 52.3152 812.136 440.475
19 0 54.0473 11.2494 608 50.8832 812.543 440.01
20 0 54.0473 11.1384 602 202.86 812.565 439.85
21 0 58.0853 11.7069 680 49.7809 812.447 437.157
22 0 60.0717 11.6527 700 49.6971 812.399 437.021
23 0 61.1897 11.5215 705 49.9518 812.374 434.403
24 0 64.0403 11.1649 715 49.6755 811.664 434.101
25 0 68.0585 11.255 766 49.0966 812.367 433.268
26 0 68.0927 11.6606 794 49.2872 812.888 432.679
27 0 69.0686 11.5682 799 49.6521 812.552 431.093
28 0 72.1181 11.4118 823 49.5055 812.478 429.713
29 0 74.1607 12.1897 904 48.5686 812.981 429.395
30 0 76.0586 11.7672 895 49.0939 813.324 427.123
31 0 79.154 11.6861 925 49.28 813.804 425.694
32 0 82.0834 12.2071 1002 48.4681 814.087 425.224
33 0 85.1748 11.3884 970 49.0268 813.243 422.658
34 0 86.1404 11.667 1005 49.3682 813.579 422.903
35 0 90.2673 11.1004 1002 49.7814 812.687 421.527
36 0 94.3456 11.0233 1040 49.5683 813.711 420.029
37 0 92.0798 11.5986 1068 49.3015 813.315 419.102
38 1 49.1834 10.0034 492 49.5732 812.791 442.266
39 0 50.0366 10.6722 534 49.3858 812.738 439.056
40 0 49.0347 10.7883 529 50.1531 812.497 440.629
41 0 52.0478 11.1628 581 49.3081 813.11 438.85
42 0 51.1343 10.2475 524 50.9599 813.244 436.683
43 0 56.0491 10.5622 592 49.5169 813.253 438.834
44 0 58.1763 10.5713 615 49.3415 813.356 437.161
45 0 59.0755 11.0198 651 48.7373 813.587 436.253
