time division length width area intensity CMx CMy
1787 0 61.0449 13.8914 848 76.27 684.25 420.035
1788 0 56.1994 13.808 776 71.4678 685.008 421.291
1789 0 57.0411 11.1323 635 51.6441 684.874 358.861
1790 0 58.0255 11.6328 675 51.1719 685.147 358.27
1791 1 163.223 13.3131 2173 43.5315 685.614 330.991
1792 0 154.236 10.4256 1608 49.9714 684.723 312.184
1793 0 156.242 10.9893 1717 49.1363 685.3 315.199
1794 0 158.159 11.2925 1786 48.3858 685.39 316.045
1795 1 302.462 7.53152 2278 43.3911 684.537 332.184
1796 1 72.1881 11.2899 815 49.2196 684.878 354.129
1797 0 76.0748 10.9892 836 49.3361 684.787 352.914
1798 0 76.127 10.535 802 50.0162 684.773 349.647
1799 0 79.115 11.1736 884 49.0758 685.407 351.422
1800 1 37.1182 10.4531 388 51.0335 685.912 373.023
1801 0 36.7063 14.9021 547 12.7697 686.148 431.627
1802 0 0 0 0 -nan -nan -nan
1803 0 0 0 0 -nan -nan -nan
1804 0 0 0 0 -nan -nan -nan
1805 1 17.2306 9.51795 164 13.128 685.085 426.866
1806 1 111.001 7.07202 785 38.7159 688.178 386.225
1807 1 49.1678 21.5995 1062 36.6836 684.891 360.622
1808 0 49.2012 20.8938 1028 36.999 684.762 360.426
1809 0 49.1752 21.2505 1045 36.6325 685.361 360.351
1810 0 50.1704 21.5067 1079 36.2122 685.514 360.918
1811 1 95.2073 36.5203 3477 21.9316 683.609 377.412
1812 1 59.743 19.0148 1136 36.316 684.699 362.304
1813 1 104.683 8.39675 879 39.8805 687.631 380.151
1814 1 0 0 0 -nan -nan -nan
1815 0 0 0 0 -nan -nan -nan
1816 0 0 0 0 -nan -nan -nan
1817 0 0 0 0 -nan -nan -nan
1818 1 8.00892 28.718 230 12.2348 683.696 429.339
1819 1 0 0 0 -nan -nan -nan
1820 1 99.2258 11.1664 1108 41.1083 686.902 365.304
1821 1 155.362 12.1587 1889 45.28 686.753 321.99
1822 1 194.46 12.4242 2416 40.4669 686.836 334.94
1823 1 155.235 10.5517 1638 47.1355 687.032 321.535
1824 0 156.328 10.1517 1587 47.787 687.018 320.336
1825 0 156.318 9.96048 1557 47.7187 686.769 321.757
1826 0 160.926 12.6455 2035 40.6482 686.74 347.192
1827 1 43.0188 15.7838 679 12.1929 683.828 442.691
1828 0 46.0936 9.76274 450 49.2756 687.38 375.536
1829 0 48.0776 10.0255 482 48.8983 687.334 377.305
1830 0 47.0569 10.3704 488 50.1045 687.314 373.67
1831 0 49.0792 11.6546 572 48.2867 686.726 373.03
1832 0 50.0096 11.8577 593 47.9983 687.037 374.056
1833 0 55.0261 11.1402 613 48.2104 687.387 375.116
1834 0 57.1469 11.3917 651 47.788 687.488 374.479
1835 0 56.0802 11.644 653 47.5773 687.629 373.231
1836 0 57.1394 11.7432 671 47.4844 687.221 371.779
1837 1 88.1899 11.0444 974 41.3162 686.728 376.318
1838 1 61.0848 11.2958 690 47.5536 686.593 370.694
1839 0 66.0768 11.411 754 46.5119 686.359 369.589
1840 0 64.1045 11.9336 765 46.4013 687.112 367.924
1841 0 69.053 11.7156 809 45.6836 686.24 367.204
1842 0 70.1122 11.2534 789 45.9518 686.778 367.172
1843 0 73.1081 11.4625 838 45.4356 686.922 365.936
1844 0 73.1491 11.5654 846 45.7411 687.021 366.55
1845 0 78.0923 11.4736 896 44.9699 687.114 365.499
1846 0 79.055 11.3592 898 45.1403 686.295 364.119
1847 0 81.1618 11.9391 969 44.3849 686.205 362.446
1848 0 82.0926 11.3165 929 45.2013 686.14 359.348
1849 1 188.884 6.80841 1286 40.3297 686.943 370.912
1850 1 84.0799 10.49 882 46.2302 686.925 359.924
1851 1 114.541 11.664 1336 40.2388 686.115 367.576
1852 1 49.1064 11.3427 557 46.3806 686.589 379.582
1853 0 48.0735 11.316 544 47.079 686.559 377.849
1854 0 51.1644 11.5119 589 46.6876 685.881 378.28
1855 0 53.1402 11.799 627 46.2265 686.357 377.034
1856 0 54.0538 11.1185 601 47.03 686.304 376.023
1857 0 58.2133 11.5609 673 45.6449 686.505 375.774
1858 0 59.1657 12.034 712 45.0927 686.102 375.294
1859 0 60.102 11.8964 715 45.5091 686.513 374.548
1860 1 90.5173 22.6918 2054 11.4557 683.358 477.347
1861 0 68.0763 12.2656 835 44.0587 686.705 374.025
1862 0 67.134 12.3633 830 44.1831 686.849 373.129
1863 0 69.1528 12.7544 882 43.7506 686.113 371.958
1864 0 71.0804 12.8446 913 43.9726 686.255 370.59
1865 0 74.0913 12.5386 929 44.6006 686.004 369.257
1866 0 78.1599 12.0906 945 44.4698 685.799 366.331
