time division length width area intensity CMx CMy
0 0 41.8343 28.3739 1187 11.7144 1216.71 546.285
1 0 32.172 36.5535 1176 11.6803 1215.61 545.871
2 0 26.2298 36.409 955 11.5539 1215.38 548.039
3 0 32.955 28.9789 955 11.5403 1217.39 549.21
4 0 28.5873 41.0672 1174 11.747 1218.43 547.066
5 0 37.6381 34.8051 1310 11.7 1221.53 543.805
6 0 44.1196 37.6477 1661 11.7152 1220.65 541.002
7 0 41.6851 48.2906 2013 21.0397 1220.25 538.349
8 0 40.2041 32.0614 1289 11.7386 1219.45 544.497
9 0 37.5056 39.9674 1499 11.6785 1219.5 543.769
10 0 30.1301 40.0264 1206 11.5829 1219 546.202
11 0 35.8301 36.7009 1315 11.5681 1218.25 545.243
12 0 43.698 27.507 1202 11.7321 1221.89 545.281
13 0 25.7841 36.922 952 11.5168 1220.04 549.082
14 0 23.3936 37.3606 874 11.4886 1220.67 549.827
15 0 21.535 36.6845 790 11.4544 1220.96 551.119
16 0 41.3434 20.7772 859 11.2829 1226.83 549.054
17 0 37.2905 17.967 670 11.4537 1226.23 550.837
18 1 33.9214 35.4054 1201 11.6603 1221.91 545.481
19 0 36.3349 42.4935 1544 11.6328 1221.39 543.334
20 0 48.4888 29.0376 1408 11.4851 1221.91 544.618
21 0 35.567 41.5835 1479 11.455 1222.52 544.316
22 0 45.0004 33.6663 1515 11.5234 1224.24 544.097
23 0 49.5286 33.092 1639 11.5564 1224.49 542.682
24 0 33.3223 34.5414 1151 11.6212 1221.07 546.863
25 0 43.8361 29.4278 1290 11.6984 1223.77 544.203
26 0 38.3257 32.563 1248 11.5136 1222.42 545.196
27 0 44.0446 41.8212 1842 11.4414 1222.92 541.527
28 0 44.0105 51.0106 2245 30.8463 1223.13 538.646
29 0 37.2402 31.1223 1159 11.5479 1223.49 546.956
30 0 44.626 37.1308 1657 11.4031 1223.22 542.661
31 0 52.1744 26.6606 1391 11.3896 1225.47 544.024
32 0 33.5837 37.935 1274 11.4411 1221.93 546.071
