dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17],"[0.3899559092557384, 0.41194768290051603, 0.41014486112603116, 0.41014941616814954]",[0.39412596 0.40372487 0.40984856 0.41437446],$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17],"[0.5073649260779743, 0.6897471696395839, 0.8103689746231649, 0.9562638027431241]",[0.50737063 0.68441732 0.82536773 0.94618726],$r$,dfa (short)
Trace,3.0,[ 5  9 13 17],"[0.4656393083716421, 0.6657619169636088, 0.7378683353062284, 0.7986244952891878]",[0.4818935  0.62446823 0.73439292 0.82660911],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17],"[0.5322868202025555, 0.6714319969137453, 0.798801491277708, 0.9229632557174033]",[0.52616271 0.68397448 0.80595205 0.90845173],$r$,dfa (short)
Trace,4.0,[ 5  9 13],"[0.4738646528552775, 0.7031873306502875, 0.8689033841608778]",[0.47646743 0.69324953 0.87654463],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13],"[0.5113275947793974, 0.6883636421089832, 0.8765849220542171]",[0.50692822 0.70399451 0.86456055],$r$,dfa (short)
Trace,5.0,[ 5  9 13],"[0.4827812042224423, 0.7775692684688232, 0.8681916775355412]",[0.49705902 0.72085686 0.909595  ],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.5350607193726014, 0.6333601696021793, 0.7287632051404269]",[0.53218122 0.64230344 0.72250433],$r$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.4986292457024988, 0.6121307444056973, 0.6430397570472655]",[0.50477909 0.59294049 0.65576359],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.4784781482919455, 0.6484986041374242, 0.7932679785219726]",[0.47764147 0.65145448 0.7910519 ],$r$,dfa (short)
Trace,8.0,[ 5  9 13 17],"[0.37434374443732443, 0.571543731497595, 0.7030958410007873, 0.7883532617947591]",[0.38327526 0.55043433 0.69031607 0.81431262],$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17],"[0.3925910478892149, 0.6644679599217738, 0.859024883803563, 0.9063493468249189]",[0.41108796 0.62361015 0.80934735 0.97888784],$r$,dfa (short)
Trace,10.0,[ 5  9 13],"[0.40862766930675176, 0.6876159035517695, 0.7689519196679245]",[0.42240271 0.6308573  0.81080242],$r$,dfa (short)
Shuffled,10.0,[ 5  9 13],"[0.42456833202217037, 0.632218606563154, 0.7302408210942797]",[0.43153552 0.60603683 0.74948926],$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29 33],"[0.4665714711320263, 0.6761742042713034, 0.7545647017354079, 0.8103882521821741, 0.8394790627892459, 0.8548386014341035, 0.866753031758008, 0.8751509512586605]","[0.52115886 0.62642809 0.70284264 0.7644071  0.81667475 0.86248183
 0.90349449 0.94078412]",$r$,dfa (short)
Shuffled,11.0,[ 5  9 13 17 21 25 29 33],"[0.493002703063929, 0.6835929269801284, 0.8506591359719873, 1.0146581969491493, 1.1238011175743732, 1.190649367422164, 1.2447080038757252, 1.2736300996872083]","[0.5085075  0.69072993 0.8366063  0.9621148  1.07409889 1.17624799
 1.27082288 1.35932873]",$r$,dfa (short)
Trace,12.0,[ 5  9 13 17 21 25 29 33],"[0.44973670206696964, 0.5853507634756396, 0.6409924626471983, 0.7458771919818525, 0.7888519027881971, 0.8195033847863312, 0.8442713017426852, 0.8480224207448935]","[0.4662908  0.57105178 0.64824737 0.71106974 0.7648123  0.81220109
 0.85484791 0.89379471]",$r$,dfa (short)
Shuffled,12.0,[ 5  9 13 17 21 25 29 33],"[0.4826574004131166, 0.6781064318537711, 0.7991756503509073, 0.9380423010409941, 1.0387945362897266, 1.1112808259817675, 1.195801528571539, 1.2461381002053875]","[0.49440723 0.66514632 0.80078499 0.91688448 1.02006962 1.11389685
 1.20053825 1.28143598]",$r$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29],"[0.3690128890900942, 0.5147915892224747, 0.5741507455308952, 0.595431379294125, 0.6092206036070696, 0.6168258206442592, 0.6272407755079442]","[0.40497737 0.47848871 0.5311185  0.57313014 0.60854926 0.63941627
 0.6669227 ]",$r$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29],"[0.3698059170267894, 0.5850267573146463, 0.7424017731307866, 0.8133211796255047, 0.8313292729558189, 0.8444687749059134, 0.8702651811574678]","[0.41652752 0.55097905 0.65635865 0.74574354 0.8246423  0.89599014
 0.96156934]",$r$,dfa (short)
Trace,17.0,[ 5  9 13 17 21 25 29 33],"[0.459664091755565, 0.7149930392980582, 0.8480219583885824, 0.8807107636523132, 0.9033975656155103, 0.9297433869629809, 0.9306252726480436, 0.9367648486076317]","[0.53388439 0.65560975 0.74550166 0.81876332 0.88150564 0.93687938
 0.98674926 1.03232164]",$r$,dfa (short)
Shuffled,17.0,[ 5  9 13 17 21 25 29 33],"[0.4970932174083808, 0.6493481647656603, 0.739687583058708, 0.8212566679987233, 0.8978821051067917, 0.959346487673351, 1.0144009221794865, 1.069604254708207]","[0.50368623 0.63746596 0.73867754 0.82251321 0.89519694 0.95998094
 1.01881014 1.0729536 ]",$r$,dfa (short)
Trace,18.0,[ 5  9 13 17 21 25 29 33],"[0.4188517218560508, 0.5618944244554477, 0.6658134596655254, 0.701978000978541, 0.7359001782758807, 0.7671254548104405, 0.7814585791725517, 0.8030625238971949]","[0.44920309 0.54660226 0.61800399 0.6759108  0.72531903 0.76879438
 0.80785051 0.84346413]",$r$,dfa (short)
Shuffled,18.0,[ 5  9 13 17 21 25 29 33],"[0.4303310015726504, 0.6639405296443105, 0.7948389906652388, 0.8471600956210744, 0.9153733598892033, 0.9306705660093045, 0.9293811884764002, 0.934538728266675]","[0.49031614 0.61910434 0.71635839 0.7968154  0.86650405 0.92857129
 0.98489755 1.03670902]",$r$,dfa (short)
Trace,19.0,[ 5  9 13 17 21 25 29],"[0.5034076003667932, 0.7305064151078461, 0.8148772472507443, 0.8819297112078331, 0.9130888960230049, 0.9311541361527013, 0.9300168383173237]","[0.55347607 0.67599833 0.76608643 0.83929447 0.90185298 0.95696674
 1.00652885]",$r$,dfa (short)
Shuffled,19.0,[ 5  9 13 17 21 25 29],"[0.5242344086203562, 0.7078714325613058, 0.8281705384387356, 0.9168514769570003, 0.9623998119128035, 0.9750202565049172, 0.9795661543707727]","[0.55666891 0.68916551 0.78765156 0.86826891 0.93753916 0.998837
 1.05416524]",$r$,dfa (short)
Trace,21.0,[ 5  9 13],"[0.40355669572771347, 0.6626638380462678, 0.7625510078814257]",[0.41432934 0.61881976 0.79534741],$r$,dfa (short)
Shuffled,21.0,[ 5  9 13],"[0.5200549880093255, 0.6573775490644577, 0.7186553688681419]",[0.52471095 0.64232772 0.72896725],$r$,dfa (short)
