time,length,lineage_ID,filename
0.0,1.830987076,1,pos17-1
10.275,7.29107024,1,pos17-1
10.35,3.636367675,1,pos17-1
10.425,4.30562741,1,pos17-1
10.5,4.92752124,1,pos17-1
10.575,5.201700566,1,pos17-1
10.65,6.4364636729999996,1,pos17-1
10.725,3.2657877999999996,1,pos17-1
10.8,3.774411709,1,pos17-1
10.875,4.5852154469999995,1,pos17-1
10.95,2.512524308,1,pos17-1
11.025,2.737957324,1,pos17-1
11.1,3.297563652,1,pos17-1
11.175,2.825588935,1,pos17-1
11.25,4.48550569,1,pos17-1
11.325,4.722086481,1,pos17-1
11.4,6.199047845,1,pos17-1
11.475,3.0146115,1,pos17-1
11.55,3.237906011,1,pos17-1
11.625,4.175596971,1,pos17-1
11.7,4.622200187,1,pos17-1
11.775,4.825394998999999,1,pos17-1
11.85,5.498584895,1,pos17-1
11.925,6.506801277,1,pos17-1
10.2,6.10225497,1,pos17-1
12.0,7.379360804,1,pos17-1
10.125,4.945877469,1,pos17-1
9.975,3.972882158,1,pos17-1
8.25,3.8609430160000002,1,pos17-1
8.325,4.470084357,1,pos17-1
8.4,4.8099378360000005,1,pos17-1
8.475,6.051101115,1,pos17-1
8.55,6.9913142939999995,1,pos17-1
8.625,8.052891758,1,pos17-1
8.7,4.3867145999999995,1,pos17-1
8.775,5.036195262,1,pos17-1
8.85,5.69176491,1,pos17-1
8.925,6.4203756389999995,1,pos17-1
9.0,3.150462485,1,pos17-1
9.075,3.541886377,1,pos17-1
9.15,4.06903549,1,pos17-1
9.225,4.507310157,1,pos17-1
9.3,5.403546011,1,pos17-1
9.375,6.323203099,1,pos17-1
9.45,3.25771557,1,pos17-1
9.525,3.758047017,1,pos17-1
9.6,4.22996251,1,pos17-1
9.675,4.922692763,1,pos17-1
9.75,5.205418715,1,pos17-1
9.825,6.916357497999999,1,pos17-1
9.9,3.382641248,1,pos17-1
10.05,4.79363521,1,pos17-1
12.075000000000001,8.010019341,1,pos17-1
12.15,9.144614025,1,pos17-1
12.225,10.62415813,1,pos17-1
14.475,9.068379039,1,pos17-1
14.55,10.02989751,1,pos17-1
14.625,6.894745322,1,pos17-1
14.7,4.786526342,1,pos17-1
14.775,7.081613849,1,pos17-1
14.85,4.850787501,1,pos17-1
14.925,3.562945963,1,pos17-1
15.0,4.757658996,1,pos17-1
15.075,4.73133196,1,pos17-1
15.15,3.3538668310000004,1,pos17-1
15.225,3.636935708,1,pos17-1
15.3,1.743543736,1,pos17-1
15.375,1.639180773,1,pos17-1
15.45,1.8053975919999998,1,pos17-1
15.525,2.001059342,1,pos17-1
15.6,2.076304496,1,pos17-1
15.675,2.101370995,1,pos17-1
15.75,1.711754842,1,pos17-1
15.825,2.1691394859999997,1,pos17-1
15.9,2.165063509,1,pos17-1
15.975,2.179940233,1,pos17-1
16.05,1.9578900209999999,1,pos17-1
16.125,2.137855626,1,pos17-1
14.4,4.069816886,1,pos17-1
14.325,4.398193451,1,pos17-1
14.25,4.598745856,1,pos17-1
14.175,4.792095625,1,pos17-1
12.299999999999999,11.57222129,1,pos17-1
12.375,12.740225,1,pos17-1
12.525,16.10291815,1,pos17-1
12.6,17.31145982,1,pos17-1
12.674999999999999,18.40318339,1,pos17-1
12.75,20.68209958,1,pos17-1
12.825,21.10918369,1,pos17-1
12.9,24.95194005,1,pos17-1
12.975,26.41702465,1,pos17-1
13.05,28.8052938,1,pos17-1
13.125,30.92937414,1,pos17-1
8.175,3.3666839719999997,1,pos17-1
13.2,32.78208074,1,pos17-1
13.35,26.17387885,1,pos17-1
13.425,27.51364188,1,pos17-1
13.5,28.80121266,1,pos17-1
13.575,30.53088069,1,pos17-1
13.65,31.31761246,1,pos17-1
13.725,32.00914322,1,pos17-1
13.8,30.54045549,1,pos17-1
13.875,31.30619861,1,pos17-1
13.95,4.777111443,1,pos17-1
14.025,4.705136329,1,pos17-1
14.1,4.734626545,1,pos17-1
13.275,35.6645648,1,pos17-1
8.1,3.234016862,1,pos17-1
12.450000000000001,14.41487515,1,pos17-1
7.95,4.644688932,1,pos17-1
2.1,4.16014935,1,pos17-1
2.175,4.545336974,1,pos17-1
2.25,5.055377453,1,pos17-1
2.325,5.912352006,1,pos17-1
2.4,3.063323617,1,pos17-1
2.475,3.333974458,1,pos17-1
2.55,4.090037042,1,pos17-1
2.625,4.340636143,1,pos17-1
2.7,5.013394162,1,pos17-1
2.775,2.6186147969999998,1,pos17-1
2.85,3.065120265,1,pos17-1
2.925,3.235989445,1,pos17-1
3.0,3.564697753,1,pos17-1
3.0749999999999997,3.9545611989999996,1,pos17-1
3.15,4.10381183,1,pos17-1
3.225,4.834539943,1,pos17-1
3.3,5.395521405,1,pos17-1
3.375,5.9433151760000005,1,pos17-1
