time division length width area intensity CMx CMy
0 0 51.0612 12.4557 636 116.052 880.77 476.176
1 0 52.0767 13.7106 714 113.213 881.167 474.7
2 0 55.0152 11.1606 614 117.217 880.575 476.21
3 0 54.0624 11.8937 643 117.039 881.124 475.317
4 1 30.0581 11.9435 359 116.418 881.214 486.045
5 0 29.0105 10.3411 300 119.207 881.117 487.5
6 0 30.0346 10.9207 328 117.963 881.226 486.503
7 0 32.0216 12.7414 408 113.331 880.966 485.919
8 0 27.0097 12.6621 342 114.439 881.731 487.83
9 0 29.0402 13.3264 387 109.791 881.677 489.233
10 0 28.0278 12.3449 346 114.775 881.185 488.983
11 0 28.022 9.95646 279 119.523 881.459 489.67
12 0 30.0237 11.7574 353 113.207 880.997 489.632
13 0 30.0472 11.9146 358 114.38 881.05 489.246
14 0 34.0195 11.7286 399 111.797 880.504 489.226
15 0 34.0978 11.8483 404 112.743 881.196 488.26
16 0 35.0145 13.5658 475 108.484 880.375 488.417
17 0 36.0225 11.9925 432 111.84 880.597 488.451
18 0 35.0364 11.7877 413 115.562 880.833 488.886
19 0 37.0211 12.0742 447 114.217 880.036 487.119
20 0 38.0353 12.4358 473 114.806 880.068 486.653
21 0 40.089 12.6968 509 112.407 880.35 486.774
22 0 41.1329 13.6144 560 111.516 879.811 486.927
23 0 40.1053 12.3425 495 115.051 879.665 486.186
24 0 44.0919 13.676 603 109.769 880.698 486.924
25 0 44.1739 12.7903 565 112.919 880.375 486.237
26 0 48.1422 15.1842 731 106.211 880.373 485.896
27 0 47.0424 12.8395 604 113.661 879.776 484.647
28 0 50.0378 12.4706 624 113.559 880.029 484.018
29 0 50.1296 14.1234 708 111.316 880.158 484.227
30 0 53.1107 14.0838 748 110.223 879.996 482.032
31 0 54.1284 12.9507 701 113.344 879.542 481.813
32 0 57.0595 15.2472 870 108.503 879.514 480.817
33 0 57.0674 14.8246 846 110.496 879.615 479.416
34 0 62.0553 15.0511 934 108.132 879.542 480.011
35 0 61.1063 13.6811 836 112.161 879.163 480.622
36 0 64.0513 13.7546 881 112.09 879.311 478.985
37 0 64.074 13.6717 876 113.95 879.429 476.462
38 0 68.0408 15.2409 1037 110.147 879.31 474.573
39 0 70.0953 14.6515 1027 111.852 879.285 472.268
40 0 73.1663 15.3349 1122 109.39 878.134 474.237
41 0 78.0963 15.1096 1180 109.362 878.477 472.158
42 0 79.0828 14.6555 1159 111.306 878.356 470.206
43 0 83.1698 14.0916 1172 110.861 878.412 470.903
44 0 87.1738 14.8095 1291 109.381 878.553 467.514
45 0 90.1896 14.9019 1344 109.898 878.536 468.507
46 0 92.187 13.1038 1208 111.653 878.334 468.255
47 0 96.1805 15.9076 1530 105.746 878.101 464.273
48 0 101.202 14.2388 1441 107.984 877.457 462.21
49 0 104.261 14.2431 1485 110.149 877.57 460.681
50 0 104.22 12.9917 1354 110.654 878.051 459.42
51 0 111.215 14.2336 1583 108.876 878.038 457.941
52 1 63.0839 12.8876 813 79.551 877.279 479.963
53 0 61.0572 13.168 804 107.091 877.631 479.929
54 0 64.103 13.6187 873 106.756 876.871 477.619
55 0 66.0786 13.9077 919 106.683 876.23 476.387
56 0 69.0739 13.9995 967 106.22 876.991 475.934
57 0 71.0426 14.8925 1058 104.643 876.505 474.349
58 0 74.088 12.8361 951 107.617 876.769 476.463
59 0 76.037 13.2304 1006 107.787 877.066 474.85
60 0 79.06 14.3182 1132 106.84 877.394 471.201
61 0 84.3078 14.1624 1194 107.054 876.788 471.405
62 0 86.0583 14.3507 1235 108.654 877.077 467.904
63 0 90.0832 14.4422 1301 108.6 877.254 466.787
64 0 93.1353 14.2266 1325 109.312 876.823 468.009
65 0 96.1536 13.832 1330 111.359 876.371 462.264
66 0 101.26 15.2973 1549 107.655 877.311 461.107
67 1 53.0626 12.3251 654 107.956 878.139 483.576
68 0 53.1901 11.2427 598 111.667 878.935 482.032
69 0 55.1106 13.3731 737 106.32 877.986 483.905
70 0 59.1233 14.6473 866 105.976 877.97 481.651
71 0 61.0984 13.2082 807 110.078 877.823 479.131
72 0 64.2676 13.6305 876 108.307 877.411 479.204
73 0 65.2585 14.9253 974 106.619 876.808 478.049
74 0 68.2127 14.5574 993 106.663 877.256 476.763
75 0 69.1641 13.8656 959 107.976 877.486 477.582
76 0 71.238 13.7988 983 102.071 876.923 477.015
77 0 72.1173 12.8263 925 103.841 877.864 475.475
78 0 74.2373 11.9886 890 106.14 877.299 473.415
79 0 79.2013 12.6134 999 104.56 877.714 472.989
80 0 81.0601 13.2124 1071 103.807 877.498 471.65
81 0 83.0946 14.3692 1194 103.469 876.958 468.376
82 0 88.1324 13.8768 1223 103.332 876.493 467.403
83 0 92.0661 13.9248 1282 101.927 877.403 467.299
84 0 96.196 13.7636 1324 102.937 877.049 464.208
85 1 47.0716 10.6646 502 100.43 878.034 489.052
86 0 50.1885 10.7993 542 98.5683 877.884 486.897
87 0 51.18 12.4854 639 95.8983 877.779 485.962
88 0 54.1229 13.6171 737 95.3039 876.931 485.429
89 0 56.1913 13.0625 734 96.9155 877.361 486.507
90 0 57.2806 12.1158 694 99.9539 877.369 484.976
91 0 59.1529 13.1185 776 98.4562 877.073 482.862
92 0 60.2067 11.9422 719 102.516 876.63 481.965
93 0 61.1768 11.524 705 103.088 876.39 482.506
94 0 64.1648 13.59 872 98.9289 876.685 479.928
95 0 66.1018 11.6487 770 102.714 876.471 479.894
96 0 68.1007 13.3626 910 99.4374 876.679 477.914
97 0 71.2068 13.7908 982 99.0377 877.156 476.125
98 0 72.2036 12.8248 926 104.471 875.351 476.862
99 0 74.0908 11.6209 861 105.751 875.283 478.076
100 0 77.1069 13.4618 1038 103.513 875.452 474.597
101 0 79.2303 12.268 972 105.865 875.525 473.392
102 0 81.3462 12.9078 1050 103.719 875.777 473.67
103 0 82.2221 13.646 1122 104.346 875.579 470.316
104 0 85.1961 13.5452 1154 103.495 875.633 470.139
105 0 87.2192 13.0476 1138 104.246 875.387 468.46
106 0 90.1408 10.6389 959 105.554 875.714 471.67
107 0 93.2411 11.3791 1061 104.398 875.357 468.326
108 0 97.1281 12.221 1187 103.136 875.75 463.589
109 0 98.3001 10.8545 1067 104.616 875.675 462.628
110 0 101.097 12.4632 1260 101.863 875.486 463.205
111 0 105.122 12.6044 1325 100.986 875.777 457.405
112 0 110.109 11.5794 1275 102.588 875.371 456.248
113 1 59.1137 11.5202 681 93.9545 875.539 481.778
114 0 61.1362 9.69965 593 96.4924 876.207 481.32
115 0 61.1362 9.61787 588 121.323 876.235 481.388
116 0 62.2543 10.3768 646 96.6316 876.596 479.974
117 0 64.346 8.99823 579 97.399 876.173 479.178
118 0 67.3275 9.35725 630 97.227 877.368 477.533
119 0 72.2438 9.44026 682 97.022 876.051 476.528
120 0 73.1903 10.4522 765 95.536 875.484 475.55
121 0 75.1429 12.23 919 93.4766 875.583 474.06
122 0 78.2386 11.4138 893 95.5442 875.709 470.321
123 0 80.2225 11.5803 929 95.7826 875.896 469.884
124 0 82.2288 11.0424 908 97.272 876.798 467.978
125 0 85.1327 10.9359 931 96.9527 876.393 467.162
126 0 90.1572 11.8127 1065 96.8592 875.928 463.502
127 0 94.1023 12.4864 1175 95.2272 876.39 463.853
128 0 94.113 11.6881 1100 98.4091 876.295 463.448
129 0 97.1313 11.9117 1157 98.535 876.812 464.264
130 0 102.244 13.1548 1345 97.3033 876.088 459.238
131 1 51.2719 12.2484 628 94.2882 876.984 485.318
132 0 52.2734 11.9946 627 97.2823 876.887 485.137
