time division length width area intensity CMx CMy
0 0 43.1724 12.9017 557 149.819 875.108 470.092
1 0 44.0982 12.4495 549 155.45 874.847 470.424
2 0 46.1466 13.7822 636 149.681 875.472 468.373
3 0 48.1003 14.3658 691 144.384 875.851 467.573
4 0 50.165 13.6749 686 146.039 875.971 467.153
5 0 51.046 14.6926 750 143.227 876.368 469.041
6 0 51.0623 13.0821 668 148.777 875.476 469.127
7 0 51.0086 13.7232 700 148.346 876.171 468.424
8 0 52.0431 14.0268 730 146.292 875.447 468.763
9 0 54.0404 14.6557 792 143.441 875.444 468.655
10 0 57.0316 14.0098 799 145.926 874.887 468.379
11 0 56.0913 13.1215 736 150.367 875.776 468.364
12 0 58.0437 12.9385 751 149.16 875.107 468.602
13 0 59.052 14.9699 884 143.983 874.702 465.561
14 0 61.0939 13.7657 841 147.278 874.869 466.738
15 0 63.0449 14.5769 919 144.338 874.802 465.882
16 0 65.0408 13.3301 867 151.118 875.02 464.834
17 0 69.1475 14.3317 991 147.85 874.868 462.341
18 0 70.0846 14.6395 1026 146.311 875.51 462.712
19 0 74.1479 14.1474 1049 146.074 874.405 463.628
20 0 75.1345 14.9199 1121 145.741 873.671 461.245
21 0 78.0684 14.1286 1103 148.331 874.189 461.104
22 0 81.063 15.7778 1279 141.612 874.271 460.205
23 0 83.1645 13.4793 1121 149.454 873.688 460.362
24 1 44.0459 12.4189 547 149.627 874.239 476.817
25 0 45.0359 13.2783 598 147.222 873.326 476.052
26 0 46.0367 13.272 611 148.123 872.614 475.9
27 0 49.05 13.1498 645 143.095 872.933 476.581
28 0 50.0488 14.2061 711 140.298 872.537 476.159
29 0 50.0309 13.6516 683 141.114 872.925 476.4
30 0 51.0444 12.4989 638 145.456 873.194 475.077
31 0 55.083 12.8896 710 141.145 872.328 474.32
32 0 56.0391 13.8832 778 138.847 872.004 473.551
33 0 58.0519 13.953 810 137.115 872.627 472.58
34 0 59.0531 13.9535 824 138.142 872.464 471.468
35 0 62.0926 14.0274 871 137.014 872.389 471.351
36 0 63.1153 14.0378 886 137.54 873.095 469.677
37 0 64.1003 12.8705 825 141.567 872.524 470.143
38 0 68.0273 13.9062 946 138.51 871.441 467.438
39 0 68.0659 13.8689 944 140.599 871.565 466.285
40 0 73.1033 13.009 951 142.982 871.368 466.431
41 0 75.1358 13.3359 1002 141.837 871.501 465.219
42 0 77.0585 14.2359 1097 139.582 871.446 464.486
43 0 81.0716 14.6044 1184 140.084 872.046 462.544
44 0 83.2348 13.4559 1120 143.732 871.523 461.731
45 0 87.1929 15.2879 1333 139.172 871.725 460.217
46 0 88.0836 13.8278 1218 144.544 871.076 459.505
47 1 44.1098 12.3782 546 148.425 871.399 480.419
48 0 46.0952 13.2769 612 145.343 871.503 478.962
49 0 47.0486 14.0706 662 142.255 871.24 479.432
50 0 49.0257 13.1972 647 139.569 871.297 479.915
51 0 48.0174 12.433 597 142.851 871.68 478.352
52 0 52.0544 13.4475 700 137.409 871.35 478.689
53 0 52.0535 13.3324 694 140.608 871.153 475.653
54 0 53.0583 12.7973 679 142.331 870.695 475.128
55 0 59.0427 13.9391 823 135.677 870.673 474.237
56 0 60.0251 14.294 858 135.494 871.325 474.414
57 0 59.0894 13.2003 780 141.997 870.776 472.376
58 0 62.0318 13.7188 851 139.162 871.184 473.12
59 0 64.0357 14.5856 934 137.493 871.683 471.108
