time division length width area intensity CMx CMy
0 0 31.0071 12.2875 381 153.205 1263.27 486.48
1 0 31.0057 12.0623 374 155.112 1263.55 486.23
2 0 33.0084 11.2699 372 156.753 1264.38 485.747
3 0 35.0257 11.7057 410 151.485 1264.29 486.173
4 0 35.0221 11.3928 399 154.123 1263.36 485.459
5 0 35.0252 11.4204 400 163.922 1262.35 485.378
6 0 38.0409 12.2763 467 147.418 1263.79 485.55
7 0 37.043 11.4732 425 151.496 1264.14 486.064
8 0 40.0299 12.9903 520 144.663 1263.96 485.177
9 0 39.0103 11.4841 448 152.373 1263.95 484.768
10 0 40.022 12.718 509 146.344 1262.93 484.912
11 0 41.0296 12.5519 515 148.35 1264.03 483.783
12 0 42.0078 12.8547 540 147.552 1263.05 483.393
13 0 43.0198 12.2734 528 148.691 1262.76 483.127
14 0 45.0306 12.3028 554 147.408 1262.49 484.191
15 0 46.011 13.1708 606 144.016 1262.87 483.264
16 0 46.0238 13.0584 601 145.05 1262.3 482.706
17 0 48.0621 12.8584 618 143.448 1262.54 482.586
18 0 49.0151 12.7308 624 144.279 1262 482.521
19 0 51.029 13.3258 680 140.35 1262.37 481.694
20 0 53.0144 13.6944 726 136.397 1261.65 480.828
21 0 54.063 13.0403 705 138.191 1261.73 481.311
22 0 53.0213 13.2588 703 139.245 1261.5 480.846
23 0 58.0849 13.1704 765 135.458 1261.66 481.273
24 0 59.0205 13.741 811 132.952 1260.65 479.763
25 0 62.0698 13.7104 851 132.555 1260.5 478.128
26 0 64.0277 12.4634 798 135.845 1261.1 478.707
27 0 64.1076 12.8066 821 135.132 1261.43 477.42
28 0 68.0416 12.6981 864 134.631 1260.47 475.132
29 0 73.1438 13.7811 1008 129.024 1260.81 475.24
30 1 36.0752 10.783 389 136.183 1260.31 492.72
31 0 37.0187 12.7503 472 132.352 1260.1 490.5
32 0 41.0513 13.9338 572 129.267 1259.74 488.976
33 0 41.0361 13.086 537 134.788 1260.83 488.873
34 0 40.022 12.2932 492 130.36 1259.6 489.386
35 0 42.1105 12.396 522 129.657 1260.27 489.09
36 0 44.0305 12.0598 531 128.834 1259.86 488.377
37 0 46.0167 13.0387 600 125.627 1259.87 487.412
38 0 47.0183 13.08 615 127.203 1259.4 486.553
39 0 49.0414 12.52 614 127.824 1260.05 486.508
40 0 49.0572 12.0675 592 129.698 1259.55 486.191
41 0 51.0306 13.5409 691 125.365 1259.07 484.81
42 0 52.0146 13.6885 712 125.917 1259.12 484.277
43 0 55.064 12.7307 701 126.397 1259.85 484.472
44 0 58.0349 12.458 723 125.939 1259.86 483.358
45 0 58.0278 12.4423 722 128.079 1259.37 481.335
46 0 59.0822 12.7957 756 127.217 1259.4 480.745
47 0 64.1108 13.3051 853 124.134 1259.81 479.884
48 0 66.0727 14.3327 947 122.285 1259.42 478.782
49 0 66.045 12.5975 832 127.109 1258.44 476.814
50 0 70.0389 12.6073 883 125.968 1258.55 477.131
51 0 73.0363 12.1994 891 125.982 1259.27 475.559
52 0 75.073 13.0673 981 123.267 1258.65 472.361
53 0 79.0289 13.1091 1036 120.578 1259.34 471.782
54 0 82.0456 12.5296 1028 121.462 1258.98 471.319
55 1 41.0091 11.6559 478 121.067 1258.87 489.5
56 0 43.0096 11.8113 508 120.173 1258.93 489.197
57 0 45.015 12.9068 581 115.812 1257.46 488.17
58 0 43.0274 11.086 477 122.015 1258.47 488.247
59 0 46.0235 11.5376 531 119.339 1259.27 487.91
60 0 47.0428 11.5639 544 118.463 1259.08 486.164
61 0 49.0114 11.4871 563 116.705 1259.28 487.496
62 0 51.0452 12.4987 638 115.539 1258.63 484.721
63 0 54.0343 11.3632 614 117.114 1258.01 484.878
64 0 53.024 12.9753 688 113.821 1258.61 484.454
65 0 56.0459 11.3835 638 119.516 1258.91 484.024
66 0 57.1324 12.1997 697 117.03 1258.19 483.803
67 0 59.0231 11.8936 702 118.252 1258.43 481.027
68 0 63.1167 13.1344 829 113.788 1258.44 479.368
69 0 64.0345 13.3834 857 114.478 1257.73 477.252
70 0 67.0896 12.6398 848 115.738 1258.03 477.281
71 0 70.0572 12.5326 878 115.753 1258.34 475.449
72 0 72.1026 13.1341 947 115.806 1257.3 472.896
73 0 76.0761 11.9748 911 117.906 1258.21 474.144
74 0 79.1054 12.3885 980 118.341 1258.59 472.312
75 0 82.1121 12.3855 1017 115.923 1258.05 470.187
76 0 84.1224 12.3273 1037 115.277 1257.94 467.839
77 1 46.1296 9.25652 427 109.283 1258.28 485.049
78 0 45.1054 10.2205 461 109.694 1258.12 482.664
79 0 51.1844 12.0544 617 110.707 1258.35 485.321
80 0 51.056 11.4776 586 109.258 1258.66 485.952
