time division length width area intensity CMx CMy
0 0 66.0467 14.1566 935 141.419 200.912 470.091
1 1 36.0483 12.2336 441 141.952 200.986 484.286
2 0 37.0585 12.116 449 137.225 200.381 484.243
3 0 38.0609 11.7181 446 137.581 200.7 484.33
4 0 41.1684 14.8172 610 127.508 202.254 482.546
5 0 40.1948 13.2355 532 136.321 201.073 482.618
6 0 42.1914 13.7469 580 135.247 200.969 481.945
7 0 41.1242 13.8605 570 136.404 200.958 482.068
8 0 43.062 14.2817 615 133.711 201.21 482.166
9 0 43.0579 13.0754 563 138.487 200.964 480.927
10 0 45.0558 13.9383 628 133.25 200.723 481.503
11 0 46.0811 13.7583 634 133.374 200.905 481.661
12 0 47.0958 13.8654 653 133.325 200.499 480.472
13 0 49.0341 15.1119 741 128.192 200.248 481.468
14 0 49.1263 14.3915 707 131.468 199.854 480.687
15 0 50.1327 14.4217 723 131.152 200.328 479.267
16 0 52.0426 14.3536 747 129.268 199.699 480.673
17 0 54.1312 16.1829 876 123.579 199.909 480.621
18 0 54.0816 14.9589 809 130.731 200.057 477.45
19 0 57.1226 15.8431 905 125.575 199.324 479.718
20 0 57.131 14.7556 843 130.464 199.236 476.446
21 0 59.0642 14.899 880 129.714 199.483 476.469
22 0 62.1357 15.9972 994 126.507 199.023 476.368
23 0 62.1101 14.2489 885 132.746 198.786 475.592
24 0 62.2143 14.3536 893 132.455 199.645 475.032
25 0 66.158 15.7199 1040 127.553 199.338 474.687
26 0 71.2271 14.3906 1025 128.476 199.248 474.099
27 0 69.2543 14.9449 1035 130.441 198.763 471.562
28 0 72.3185 14.8648 1075 129.993 199.033 471.792
29 0 76.2243 15.1264 1153 128.081 199.256 471.758
30 0 77.1801 14.4597 1116 129.181 199.348 469.176
31 0 80.1654 13.4971 1082 130.498 198.878 470.762
32 0 84.3023 14.4124 1215 128.473 198.828 467.585
33 0 87.1671 14.9598 1304 126.005 198.849 465.669
34 1 45.12 12.367 558 126.143 198.918 485.661
35 0 47.1157 13.626 642 124.229 198.234 486.587
36 0 49.2214 14.0386 691 125.282 198.375 483.863
37 0 50.1514 15.194 762 120.906 198.486 484.769
38 0 51.1385 15.4482 790 120.437 198.573 483.832
39 0 53.1028 14.5378 772 122.373 198.095 484.053
40 0 56.0858 15.5298 871 119.53 197.51 483.62
41 0 57.0758 14.8224 846 120.913 197.842 482.331
42 0 59.1226 15.9161 941 117.625 197.797 481.16
43 0 60.157 14.911 897 120.129 197.653 480.635
44 0 62.25 15.5984 971 118.268 197.975 479.172
45 0 65.2059 14.9373 974 119.424 198.053 479.031
46 0 67.1464 16.2034 1088 115.996 197.903 478.043
47 0 71.2118 16.4439 1171 116.973 197.79 475.655
48 0 73.1031 16.3468 1195 118.72 197.196 473.008
49 0 76.2541 16.3795 1249 118.446 197.476 472.584
50 0 77.3768 14.6297 1132 122.211 197.607 472.78
51 0 82.3074 15.187 1250 121.002 197.914 468.656
52 0 84.4578 18.9444 1600 83.2162 197.602 470.406
53 1 43.1339 12.0323 519 116.445 197.503 484.919
54 0 46.0394 15.1175 696 114.77 196.695 488.428
55 0 48.0395 14.7171 707 116.532 196.095 488.202
56 0 50.0549 14.2444 713 117.233 196.7 487.691
57 0 50.1266 13.6056 682 119.928 196.277 487.456
58 0 52.1179 14.9277 778 116.566 196.54 486.156
59 0 54.2554 14.1737 769 117.785 196.839 486.022
60 0 55.0432 13.444 740 120.584 196.95 485.068
61 0 56.324 13.8307 779 121.942 196.402 483.184
62 0 59.1842 14.7843 875 119.121 196.807 482.193
63 0 60.1015 14.0928 847 120.24 196.927 482.106
64 0 64.1406 14.3279 919 118.607 196.684 481.137
65 0 67.1222 15.077 1012 118.677 196.028 480.126
66 0 69.1366 12.7718 883 123.553 196.613 478.578
67 0 74.0674 14.3113 1060 118.643 196.749 476.618
68 0 76.1256 16.7618 1276 113.365 197.059 475.073
69 0 78.0734 15.0499 1175 117.41 196.691 473.298
70 0 81.1403 15.1466 1229 117.082 196.517 471.931
71 0 83.1581 14.5386 1209 118.065 196.297 471.436
72 0 87.0835 14.5148 1264 117.623 195.955 468.999
73 0 91.1448 13.8461 1262 117.914 195.556 468.245
74 1 47.0987 12.2296 576 108.941 196.182 488.83
75 0 48.4469 12.0544 584 103.142 195.438 487.587
76 0 46.2153 11.5546 534 107.208 195.524 484.676
77 0 50.0596 12.4851 625 105.597 196.808 489.128
78 0 51.0236 11.9944 612 106.533 196.229 488.136
79 0 53.0623 12.344 655 106.74 196.747 486.481
80 0 54.0676 13.3352 721 104.953 196.276 484.555
81 0 57.1548 12.3874 708 105.388 196 484.003
82 0 61.0628 13.7727 841 102.145 195.654 482.309
83 0 61.1045 12.7323 778 104.495 196.594 482.518
84 0 63.0486 12.9265 815 105.334 196.226 480.595
85 0 67.1885 13.4993 907 106.671 196.264 479.518
86 0 68.1925 12.6847 865 108.207 196.023 479.901
87 0 73.2126 12.6344 925 107.678 196.202 477.532
88 0 74.1891 13.816 1025 105.749 196.4 474.612
89 0 77.0839 14.1275 1089 103.439 196.287 474.99
90 0 80.1796 14.1807 1137 104.288 196.485 473.269
91 0 81.0765 12.4327 1008 107.688 196.16 472.45
92 0 85.1832 12.3968 1056 108.511 195.959 470.354
93 0 89.1133 12.7927 1140 108.505 195.431 469.196
94 0 91.1634 12.4063 1131 109.531 195.883 467.594
95 0 95.1501 13.011 1238 109.22 195.405 464.375
96 0 100.28 15.2074 1525 104.357 195.57 465.363
97 1 52.1417 11.5263 601 106.968 196.138 487.859
98 0 55.0751 12.7462 702 106.848 195.838 483.679
99 0 57.0459 12.1832 695 108.422 195.922 484.908
100 0 58.0922 12.4457 723 111.082 196.036 481.956
101 0 62.0348 14.1695 879 107.776 196.315 481.741
102 0 63.0826 13.6012 858 102.72 196.437 483.924
103 0 64.0406 12.9918 832 104.319 195.483 482.308
104 0 68.0557 13.7975 939 102.323 195.259 481.2
105 0 69.1156 12.7034 878 105.625 194.907 479.774
106 0 73.0705 13.9728 1021 102.009 195.28 478.79
107 0 74.1452 13.8917 1030 102.788 195.017 475.908
108 0 77.1553 14.0237 1082 102.618 195.405 473.556
109 0 81.0695 12.9642 1051 103.535 195.293 475.421
110 0 80.1544 12.9251 1036 104.574 194.098 471.7
111 0 85.1483 12.8482 1094 103.229 194.292 473.291
112 0 84.0984 13.1037 1102 107.037 194.516 469.658
113 0 91.0639 13.9133 1267 108.614 193.767 467.549
114 0 94.0673 13.8624 1304 109.679 193.672 466.044
115 0 97.1755 14.798 1438 107.916 193.33 463.908
116 0 99.1441 14.1814 1406 110.86 193.86 463.275
117 0 102.168 14.623 1494 109.799 193.428 460.796
118 0 106.172 14.486 1538 109.158 194.379 460.527
119 0 108.118 12.7361 1377 113.93 193.517 460.71
120 0 112.149 15.1227 1696 108.719 193.028 455.411
121 0 112.252 13.0332 1463 112.195 193.133 455.656
122 0 112.093 13.4621 1509 111.368 193.573 455.669
123 0 123.241 14.5893 1798 104.524 193.836 449.536
124 0 129.353 13.9309 1802 110.034 194.554 447.194
125 0 133.279 15.839 2111 106.361 194.817 445.714
126 0 134.392 13.7433 1847 109.727 194.7 443.959
127 0 141.314 14.4854 2047 107.212 195.24 441.644
128 0 143.337 13.4368 1926 109.072 194.8 439.344
129 0 149.395 15.1746 2267 106.156 195.137 438.416
130 0 150.251 13.1181 1971 111.295 194.616 436.817
131 0 157.373 12.4672 1962 113.469 194.871 431.508
132 0 160.405 14.9621 2400 108.89 194.819 431.243
133 0 167.307 14.7932 2475 108.822 195.04 429.324
134 0 171.388 14.1434 2424 111.681 195.011 426.785
135 0 175.348 14.5711 2555 112.528 195.073 423.046
136 0 179.419 15.082 2706 113.401 195.526 421.779
137 0 184.475 14.4518 2666 116.568 195.129 420.803
138 0 190.562 14.7564 2812 116.615 194.959 414.944
139 0 196.405 15.4578 3036 116.025 196.005 410.433
140 0 200.412 15.8673 3180 116.512 195.596 409.506
141 0 207.604 15.096 3134 119.544 195.172 410.033
142 0 212.336 14.6842 3118 120.146 195.147 404.509
143 0 220.594 15.1183 3335 122.289 195.781 397.399
144 0 227.705 17.3382 3948 116.899 196.651 392.52
145 0 235.737 17.5577 4139 117.708 195.621 382.499
146 0 238.515 15.324 3655 124.868 196.197 382.744
