div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation
,0.8376341344404519,,2.8273122933808192,1.2166666666666666,2.201050508202048,5.028362801582867,0.6884664118688646,1,0
0.4933352793574932,1.1781614600649317,0.4187331669551507,4.656304524072048,1.7166666666666668,2.1055422805062682,6.761846804578317,0.6863076466397661,1,1
0.18802592364851833,0.3086364130319462,,1.435609845802313,0.5333333333333332,,5.555028155880393,0.5786932744348993,1,2
0.31217801516646765,0.6083921732633237,0.5131197094334595,2.3273548367647416,0.8833333333333337,2.8503944332400337,5.177749270004775,0.6887458565245171,1,3
0.284846129909183,0.7540651169576794,0.37774739011719793,2.160539652992963,1.2666666666666666,1.9558812734255306,4.116420926418494,0.5953145660192206,1,4
0.31927509537407506,0.6934200016236632,0.4604353705207278,1.8528113864604057,1.0,1.8953457944747767,3.7481571809351824,0.6934200016236632,1,5
0.290310306043565,0.6838507260779131,0.42452291848629126,1.5287338888892077,1.083333333333333,1.5911786253959537,3.1199125142851614,0.6312468240719199,1,6
0.4209884814608799,0.9665700491658592,0.4355488583824721,2.173093932689863,1.416666666666666,1.3588743338500902,3.5319682665399528,0.6822847405876656,1,7
0.33649343048367447,0.7086761549434448,0.4748197440204941,1.68062629865044,0.8166666666666664,1.6770482682070087,3.357674566857449,0.8677667203389123,1,8
0.4200427642962272,0.8963653878041989,0.4686066307459664,2.2348333949633155,1.1999999999999993,1.5734285659164913,3.8082619608798067,0.7469711565034995,1,9
0.3979804649214547,0.9485944919450108,0.4195475182503224,2.4808787233850804,1.3833333333333329,1.5977468545342293,4.0786255779193095,0.6857309580325381,1,10
0.3446652428660832,0.7167972904562881,0.4808406050847113,1.9989857856987214,0.8500000000000014,1.9611687908007012,3.9601545764994226,0.8432909299485729,1,11
0.3156686753965081,0.6947565420234549,0.45435869445307236,1.7614598437657283,0.9500000000000011,1.7993306632106374,3.5607905069763657,0.7313226758141623,1,12
0.3849403271441615,0.8162060346855351,0.4716215156292858,2.071033576201299,1.0666666666666664,1.6793454157385665,3.750378991939866,0.7651931575176893,1,13
0.3466384838797731,0.7425858815794774,0.46679918441551077,1.879665728716768,0.9333333333333336,1.7506738546865948,3.6303395834033627,0.7956277302637256,1,14
0.3256981039599929,0.786860200567577,0.4139211815835402,1.7593973194073755,1.1166666666666671,1.502674449911817,3.2620717693191925,0.704650925881412,1,15
0.6116205593925289,1.3901444453444878,0.43996907043783134,4.263530238335025,2.0666666666666664,1.435210684048857,5.698740922383882,0.6726505380699135,1,16
0.2977698523363611,0.628735522739871,0.47360112728919007,2.2963441000002836,0.7999999999999972,2.6989301249700453,4.995274224970329,0.7859194034248416,1,17
0.3149224545486551,0.7139242587714966,0.4411146570233738,2.235807549183319,0.8833333333333329,2.203488676485486,4.439296225668805,0.8082161420054682,1,18
0.289512798661736,0.7029802871281187,0.4118362974934632,1.8166356394057512,0.8999999999999986,1.8282633210561463,3.6448989604618975,0.781089207920133,1,19
0.30334323847632094,0.7058286954307244,0.4297689233096552,1.5710978323934661,1.0499999999999972,1.5664643018101914,3.1375621342036575,0.6722178051721203,1,20
0.3799187394515291,0.8479578829507731,0.44803963391373375,1.8358264319904134,1.1333333333333329,1.4057521899902,3.2415786219806133,0.7481981320153883,1,21
0.41633446484059744,0.9236857172611227,0.45073173381428516,2.1784927951191473,1.4000000000000021,1.4610823525806431,3.6395751476997904,0.6597755123293724,1,22
0.4866412295597442,1.0074985994073489,0.4830192616108907,2.9999507384846,1.4166666666666643,1.7579849004193013,4.757935638903901,0.7111754819346003,1,23
0.4688009751155547,0.9184566132727481,0.5104225592595716,3.5809484628530868,1.2333333333333307,2.428557685601654,6.009506148454741,0.7446945513022297,1,24
0.29011883689997275,0.7405719324329237,0.3917497061316861,2.5202598985137126,0.966666666666665,2.3542222676537055,4.874482166167418,0.7661088956202673,1,25
0.4403905307750722,1.2253753698986087,0.35939234751512217,4.1472889758494835,1.81666666666667,1.751851588619506,5.89914056446899,0.674518552237765,1,26
0.30767805428998857,0.5551362260518775,0.5542388333728306,2.356738680654248,0.7499999999999964,3.269532784353635,5.626271465007883,0.7401816347358402,1,27
0.25492561576717876,0.6425888588707326,0.3967165198213642,1.9555126738712114,0.7999999999999972,2.2320348351681756,4.187547509039387,0.8032360735884185,1,28
0.5514254468916617,1.2674450765042533,0.43506851469457836,4.567489964249011,1.6666666666666643,1.8218700749707475,6.389360039219759,0.7604670459025531,1,29
0.21514952543542212,0.4167422766423677,0.5162651775309449,1.636383922825067,0.5,3.298604094956914,4.934988017781981,0.8334845532847354,1,30
0.40730088527005015,0.9491612466156727,0.4291166403204106,3.287270191877918,1.2999999999999972,2.117685478212086,5.404955670090004,0.7301240358582114,1,31
0.22276491800441606,0.442255224474558,0.5037021739405845,1.4652598650462672,0.6333333333333329,2.722487921076824,4.187747786123091,0.6982977228545658,1,32
0.35921547463640147,0.7651197245162442,0.46948923564023864,2.2093297564862002,1.06666666666667,1.9661025071610316,4.175432263647232,0.7172997417339767,1,33
0.4118671054046864,0.8418312374555907,0.48925139277266805,2.647546793824396,1.31666666666667,2.042836050417342,4.690382844241738,0.6393654968017128,1,34
0.24667315674631346,0.5353514510473577,0.46076863388288924,1.4884128299893007,0.7833333333333314,2.161181295529006,3.649594125518307,0.6834273843157774,1,35
0.31698112104998905,0.6468976284124626,0.49000198350994967,1.5809434920291048,0.8000000000000043,1.7883083605102306,3.3692518525393353,0.8086220355155739,1,36
