dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63]","[0.051587735671865864, 0.05904058461229352, 0.06584842508055808, 0.07127657555136319, 0.07173848581292512, 0.07283195051606245, 0.07345714194201072, 0.07325039931860508, 0.07370469619140442, 0.07393136925434034, 0.07375170043732793, 0.07376050515771258, 0.07380048186637832, 0.0735508935751193, 0.07377257260213599, 0.07386995862616877, 0.0737315715488512, 0.07380831359910472, 0.07379265444449018, 0.07367285837786072, 0.07377644101627714, 0.0737115995954907, 0.07363295466406083, 0.07369968157805415, 0.07369313821971078, 0.07367793142468611, 0.0737854739688288, 0.07373745720610385, 0.07372310841673438, 0.07373487638847792]","[0.06219725 0.06396304 0.06531456 0.0664142  0.06734374 0.06815033
 0.06886373 0.06950396 0.07008514 0.07061762 0.07110922 0.07156601
 0.07199277 0.07239335 0.0727709  0.07312803 0.07346692 0.07378941
 0.07409708 0.07439128 0.0746732  0.07494386 0.07520415 0.07545489
 0.07569676 0.07593041 0.07615639 0.07637522 0.07658735 0.07679319]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63]","[0.06485553874311673, 0.07204068648083224, 0.07510324114886971, 0.07771044173557608, 0.07801553780788513, 0.0786595664284452, 0.07946501285727967, 0.07966840137085254, 0.07991036906024901, 0.08012308186548737, 0.0799423842458209, 0.0801909877117451, 0.08037653017560503, 0.08045249209901842, 0.08071325887182831, 0.08086278473351592, 0.08097737434476168, 0.08126308643028195, 0.08147645655631806, 0.08163427799700894, 0.08188671123783645, 0.08216127027445322, 0.08236571127878345, 0.0826448253190789, 0.08276226533701778, 0.08279726656458797, 0.08301317662383359, 0.0831092888611716, 0.08316481601809185, 0.08327542609348772]","[0.0712763  0.07287746 0.07409681 0.07508507 0.07591783 0.07663852
 0.07727448 0.07784404 0.07836014 0.07883222 0.07926741 0.07967123
 0.08004801 0.08040126 0.08073384 0.08104809 0.08134601 0.08162924
 0.08189922 0.08215717 0.08240415 0.08264108 0.08286878 0.08308795
 0.08329924 0.08350321 0.08370037 0.08389117 0.08407602 0.08425529]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63]","[0.04769566864583963, 0.05941794450694895, 0.06965720661343863, 0.07940157478672213, 0.08656030290042399, 0.0924985743472366, 0.09783690007170275, 0.10248694755812696, 0.10626465324985994, 0.11095693298090868, 0.11436139401961787, 0.11752083588051046, 0.12101221040649077, 0.12372882172344081, 0.12604309390129417, 0.12884415818485795, 0.13150713211438975, 0.1340608518783442, 0.13698741700781855, 0.1400749023650111, 0.14298704711556734, 0.14638699728931887, 0.14995765334880673, 0.15316615000500816, 0.15684434761274824, 0.16037779598297938, 0.1637421293251795, 0.16736511761812292, 0.17084895558523394, 0.17426675918371387]","[0.05291142 0.06186509 0.06952773 0.07632223 0.08248228 0.08815293
 0.09343148 0.0983869  0.10307017 0.1075202  0.11176749 0.11583648
 0.11974708 0.12351579 0.12715645 0.13068078 0.13409886 0.13741938
 0.14064992 0.14379716 0.14686695 0.14986454 0.15279458 0.15566127
 0.15846838 0.16121933 0.16391723 0.16656492 0.16916497 0.17171977]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63]","[0.07735615077214872, 0.0916663050311883, 0.10257310590469731, 0.11271688308532221, 0.12051666733082714, 0.12757776730289952, 0.13543102835571846, 0.1416476653903391, 0.1480792034596619, 0.15472799478889446, 0.16055135648130361, 0.16671444483952996, 0.17300591107246754, 0.17869015985626652, 0.18445779646632704, 0.19038301041732844, 0.1957446465020634, 0.2013025784992708, 0.20631138577150454, 0.21074205770025894, 0.21547941583721886, 0.21981381241063996, 0.22354536667619596, 0.2273696076544256, 0.23080809225388252, 0.2333896684644413, 0.23647935227984743, 0.23940451773141838, 0.24155954276519742, 0.24411322185621492]","[0.07765767 0.09062186 0.10169796 0.1115064  0.12038948 0.1285595
 0.13615868 0.1432878  0.15002125 0.15641581 0.16251598 0.16835733
 0.1739689  0.17937469 0.18459484 0.18964643 0.19454409 0.19930047
 0.2039266  0.20843214 0.21282564 0.21711468 0.22130605 0.22540582
 0.22941947 0.23335197 0.23720781 0.24099111 0.24470562 0.2483548 ]",$f_n e^{\phi_{n}}$,mean (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.048897254760678875, 0.05712549882470557, 0.07170287901339968, 0.08237517043130173, 0.08373957957589692, 0.09314097656222246, 0.10185968326061969, 0.10323790254394684, 0.11029082551336176, 0.11587579058676312]","[0.04948859 0.05992085 0.06912353 0.07747654 0.08519514 0.09241565
 0.09923103 0.10570814 0.11189699 0.11783621]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,4.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.07118076432556218, 0.08086886802376286, 0.09631601006944782, 0.10577908484827686, 0.11282244894363082, 0.12251337116022164, 0.1280526642052321, 0.13274872851043795, 0.13915170814151365, 0.14356224894222844]","[0.07149507 0.08375435 0.09426347 0.10359397 0.11206207 0.11986431
 0.12713262 0.1339606  0.14041748 0.14655613]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,4.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.051523709185328254, 0.06256496485256213, 0.0734929179610732, 0.08566656138505893, 0.08833933278528841, 0.09366663635367664, 0.09896826775210922, 0.10264616881180481, 0.10823007253414035, 0.11172157916113751]","[0.05373119 0.06355227 0.07204174 0.07962771 0.08654867 0.09295367
 0.09894322 0.10458892 0.10994389 0.11504885]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,4.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.0805532031383278, 0.09915086453546482, 0.11265772873648455, 0.12760598112388158, 0.13230892396414057, 0.13481232385230768, 0.13489505125040366, 0.13532453174008405, 0.1360395839684991, 0.1350947631449634]","[0.08941241 0.09984653 0.1084267  0.11580427 0.12232741 0.12820663
 0.13358009 0.13854389 0.1431679  0.1475047 ]",$f_n e^{\phi_{n}}$,mean (short)
Trace,5.0,[ 5  7  9 11 13 15 17 19 21],"[0.032075700977040385, 0.03829285269515741, 0.041626169055315396, 0.04553298016672748, 0.04971588990972143, 0.05254784565905078, 0.05498549470285686, 0.05884353650243449, 0.06131278901419592]","[0.03232841 0.037533   0.04195993 0.04586681 0.04939527 0.05263286
 0.05563813 0.05845244 0.06110631]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,5.0,[ 5  7  9 11 13 15 17 19 21],"[0.04151028885006556, 0.05002213455055976, 0.05781851787140707, 0.06131161014293162, 0.06614071587491226, 0.07178365408069695, 0.07391343466639569, 0.076974279607861, 0.07988367086009754]","[0.04283349 0.04982683 0.05578534 0.06105079 0.06581129 0.07018331
 0.07424477 0.07805078 0.081642  ]",$f_n e^{\phi_{n}}$,mean (short)
