,variable,model,expected_std,expected_cv
0,length_birth,$\tau_{old}$|$f_{old}$,1.4162767024782272,0.35981190930811613
1,length_birth,$\tau_{old}$|$\tau_{old}$$\alpha_{old}$,2.6815680528292836,0.3226625904743563
2,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$f_{old}$$x_0$,0.4522820691579368,0.16454039605769885
3,length_birth,$\tau_{old}$$\alpha_{old}$|$\alpha_{old}$,1.7286171547924996,0.32599399091238396
4,length_birth,$\tau_{old}$$\alpha_{old}$|$\alpha_{old}$$f_{old}$,1.1607831215827564,0.34881718325540106
5,length_birth,$\alpha_{old}$|$\alpha_{old}$$f_{old}$$x_0$,1.0888918448130105,0.33727617998659426
6,length_birth,$\tau_{old}$$\alpha_{old}$|$\alpha_{old}$$f_{old}$$x_0$,0.6299955856556088,0.227287853317032
7,length_birth,$\tau_{old}$$\alpha_{old}$|$x_0$,0.5940266308693711,0.21642635828605244
8,length_birth,$\tau_{old}$|$\tau_{old}$$\alpha_{old}$$f_{old}$,1.1789077264154129,0.31873404520486326
9,length_birth,$\alpha_{old}$|$f_{old}$$x_0$,0.9975033449046767,0.3233303806954772
10,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$x_0$,0.454763159877717,0.16446922975122819
11,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$,0.7844221164023423,0.29302114251057604
12,length_birth,$\tau_{old}$|$\tau_{old}$$f_{old}$$x_0$,0.5728012809547604,0.2060505207761223
13,length_birth,$\tau_{old}$|$\tau_{old}$$\alpha_{old}$$x_0$,0.5208290007199173,0.18714417441275247
14,length_birth,$\alpha_{old}$|$\alpha_{old}$$f_{old}$,1.6281699302362775,0.38588961578166414
15,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$f_{old}$,0.8725137093292249,0.2869959473926846
16,length_birth,$\tau_{old}$$\alpha_{old}$|$\alpha_{old}$$x_0$,0.626179447694835,0.2258151286314373
17,length_birth,$\alpha_{old}$|$\tau_{old}$,1.6542032380998,0.3397381169454676
18,length_birth,$\tau_{old}$|$\tau_{old}$$x_0$,0.5596417641677703,0.20171105401973796
19,length_birth,$\alpha_{old}$|$\alpha_{old}$,1.8169426877359065,0.38888563459070613
20,length_birth,$\alpha_{old}$|$x_0$,0.9605418641894427,0.3351789870368018
21,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$,0.9398991671078776,0.3042236867754378
22,length_birth,$\alpha_{old}$|$f_{old}$,1.3288720534336596,0.3560117889559518
23,length_birth,$\alpha_{old}$|$\tau_{old}$$f_{old}$,1.1903131931834705,0.3317043724061385
24,length_birth,$\tau_{old}$|$\alpha_{old}$$f_{old}$,1.5127033403892511,0.37187033128897984
25,length_birth,$\tau_{old}$|$\alpha_{old}$,1.6841590289003994,0.3692073300534264
26,length_birth,$\tau_{old}$$\alpha_{old}$|$f_{old}$,1.3675446060775662,0.325456633754003
27,length_birth,$\alpha_{old}$|$\tau_{old}$$f_{old}$$x_0$,0.8046993398853144,0.28297922808134746
28,length_birth,$\tau_{old}$|$x_0$,0.7153014600140919,0.25550915526228624
29,length_birth,$\alpha_{old}$|$\alpha_{old}$$x_0$,1.1835144179285022,0.3554568776259377
30,length_birth,$\tau_{old}$|$\alpha_{old}$$f_{old}$$x_0$,0.6960918539703749,0.2505253322216572
31,length_birth,$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$,2.115697048647819,0.37240318367942987
32,length_birth,$\alpha_{old}$|$\tau_{old}$$x_0$,0.7969404045698245,0.27731550758114476
33,length_birth,$\tau_{old}$$\alpha_{old}$|$f_{old}$$x_0$,0.6219154768404481,0.22543004027741678
34,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$$f_{old}$,0.862246309503555,0.3052028117833178
35,length_birth,$\tau_{old}$|$\tau_{old}$,1.4066418420069022,0.3342122313317368
36,length_birth,$\tau_{old}$|$\alpha_{old}$$x_0$,0.7013026003988234,0.2517122711806513
37,length_birth,$\tau_{old}$$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$$x_0$,0.43328663785656835,0.1582844597563897
38,length_birth,$\tau_{old}$|$\tau_{old}$$f_{old}$,1.4275947220639589,0.33208595153567944
39,length_birth,$\tau_{old}$|$f_{old}$$x_0$,0.721583279964073,0.25763433887403087
40,length_birth,$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$$x_0$,0.8729263891587887,0.3064705467821601
41,length_birth,$\alpha_{old}$|$\tau_{old}$$\alpha_{old}$$f_{old}$,1.390172773176863,0.3662304872072301
