label,generation,cv,var,param
Shuffled,1,0.2164718190848612,0.021207169029587327,fold_growth
Shuffled,2,0.1565485683728502,0.011201612470937932,fold_growth
Shuffled,3,0.12768748378393682,0.007474879053099896,fold_growth
Shuffled,4,0.10931162432512043,0.0054800666320983064,fold_growth
Shuffled,5,0.09640126067545414,0.004225467466270017,fold_growth
Shuffled,6,0.0905119699259019,0.003739190387984802,fold_growth
Shuffled,7,0.08177904495339598,0.003040598592557177,fold_growth
Shuffled,8,0.07468251297147319,0.002528776402805487,fold_growth
Shuffled,9,0.07026002960139577,0.0022349985288583583,fold_growth
Shuffled,10,0.0649274628809154,0.0019028187731627024,fold_growth
Shuffled,11,0.06307592583038928,0.0017893033265097694,fold_growth
Shuffled,12,0.05932459089006183,0.0015785777432199073,fold_growth
Shuffled,13,0.057227424602678136,0.001465415009598226,fold_growth
Shuffled,14,0.05665275559957004,0.001433487220589297,fold_growth
Shuffled,15,0.05345347500780944,0.0012697386135132713,fold_growth
Shuffled,16,0.051474604935130716,0.0011777915709626212,fold_growth
Shuffled,17,0.05116528960287742,0.0011671424371077904,fold_growth
Shuffled,18,0.04950124870718104,0.001092986138495079,fold_growth
Shuffled,19,0.04864144434563784,0.0010569292270919952,fold_growth
Shuffled,20,0.04706731891878882,0.0009884070645346957,fold_growth
Shuffled,21,0.04696881215835807,0.0009839136045791017,fold_growth
Shuffled,22,0.04592150133136947,0.000940725833796995,fold_growth
Shuffled,23,0.04635872807807193,0.0009625714875650061,fold_growth
Shuffled,24,0.04510403491509876,0.0009136077568315555,fold_growth
Shuffled,25,0.04475828898122008,0.0008994838561708708,fold_growth
Shuffled,26,0.04447156056255679,0.0008859733757991371,fold_growth
Shuffled,27,0.04330228279599565,0.0008361468213729839,fold_growth
Shuffled,28,0.04181601352365792,0.000780476608934201,fold_growth
Shuffled,29,0.04269149998324921,0.0008100927444451853,fold_growth
Shuffled,30,0.04387237719027567,0.0008559618641539534,fold_growth
Shuffled,31,0.043000383848610775,0.000820548467542948,fold_growth
Shuffled,32,0.04218978191176854,0.0007906699223096485,fold_growth
Shuffled,33,0.03963523125564279,0.0006994348182959835,fold_growth
Shuffled,34,0.03970981848668198,0.0007042713540472094,fold_growth
Shuffled,35,0.03883895799912328,0.0006687858388951251,fold_growth
Shuffled,36,0.03808686107299285,0.0006388181118974502,fold_growth
Shuffled,37,0.037938846022548364,0.0006342190035414217,fold_growth
Shuffled,38,0.037896755860475174,0.0006331164006412616,fold_growth
Shuffled,39,0.036571432053749596,0.0005887730498096143,fold_growth
Shuffled,40,0.036415411314235625,0.0005812168155400444,fold_growth
Shuffled,41,0.035943629482601554,0.0005686571812403122,fold_growth
Shuffled,42,0.037174015597513016,0.0006084002322216751,fold_growth
Shuffled,43,0.03761232926975179,0.0006242893384879138,fold_growth
Shuffled,44,0.0379906957381867,0.0006367994921779545,fold_growth
Shuffled,45,0.037889890309699914,0.00062996905305838,fold_growth
Shuffled,46,0.03806081073984402,0.0006332988201862062,fold_growth
Shuffled,47,0.03794762189218053,0.0006301985114296531,fold_growth
Shuffled,48,0.0371052170251476,0.0006055460892027246,fold_growth
Shuffled,49,0.034573433426535474,0.0005237866869224711,fold_growth
Shuffled,50,0.03446904374458032,0.0005192504212424006,fold_growth
Shuffled,51,0.030182969737795082,0.00039738187750372575,fold_growth
Shuffled,52,0.029158782317740346,0.00036994129507104544,fold_growth
Shuffled,53,0.03126353908377405,0.0004245241654918999,fold_growth
Shuffled,54,0.030489647801252854,0.00040197124607846575,fold_growth
Shuffled,55,0.027222140407247377,0.00032222448617398483,fold_growth
Shuffled,56,0.027248695808008244,0.00032159629074543256,fold_growth
Shuffled,57,0.026537369788549287,0.0003058391770354234,fold_growth
Shuffled,58,0.027823280824003406,0.0003362884010251256,fold_growth
Shuffled,59,0.02699232608856036,0.0003147537653536363,fold_growth
Shuffled,60,0.02769193836197673,0.0003307013507920179,fold_growth
Shuffled,61,0.027425089109816947,0.0003246248973712045,fold_growth
Shuffled,62,0.027227263522774704,0.0003193857865517541,fold_growth
Shuffled,63,0.026364246057287544,0.0002991428425614595,fold_growth
Shuffled,64,0.02763483914533493,0.000329150772511366,fold_growth
Shuffled,65,0.02925908217892504,0.00036980091117483365,fold_growth
Shuffled,66,0.029478976701293114,0.0003756966392988855,fold_growth
Shuffled,67,0.028350237915866335,0.00034487755589418886,fold_growth
Shuffled,68,0.023909566078088765,0.0002485002498590848,fold_growth
Shuffled,69,0.023555535149574522,0.00024165657254403614,fold_growth
Shuffled,70,0.020855118973252196,0.0001890258057665442,fold_growth
Shuffled,71,0.02246261185197179,0.00021946170337810116,fold_growth
Shuffled,72,0.025716342043079283,0.000288196585408146,fold_growth
Shuffled,73,0.025022289856745854,0.0002701780020173335,fold_growth
Shuffled,74,0.027761421675098166,0.00033119305606763233,fold_growth
Shuffled,75,0.030662687521878326,0.0004015484525817111,fold_growth
Shuffled,76,0.030062250545773397,0.00038748011544643534,fold_growth
Shuffled,77,0.03314984519267779,0.0004710275118203469,fold_growth
Shuffled,78,0.030441806335609205,0.00039556748353423076,fold_growth
Shuffled,79,0.03083642548614139,0.00040755161795159167,fold_growth
Shuffled,80,0.033165635261367246,0.0004716422260273377,fold_growth
Shuffled,81,0.033477910732240074,0.00047888897989204057,fold_growth
Shuffled,82,0.03211619617732989,0.00043903271655349596,fold_growth
Shuffled,83,0.03399698957170338,0.0004964679186278989,fold_growth
Shuffled,84,0.033932781926041544,0.0004954516863717585,fold_growth
Shuffled,85,0.033697643693941265,0.0004896903136716364,fold_growth
Shuffled,86,0.035780613888469114,0.000553251832468883,fold_growth
Shuffled,87,0.036610082478832656,0.0005766761434483171,fold_growth
Shuffled,88,0.037206716725710076,0.0005921674172683747,fold_growth
Shuffled,89,0.039172417058960976,0.000658997528890945,fold_growth
Shuffled,90,0.0407851741605567,0.0007184871581942033,fold_growth
Shuffled,91,0.04045646516072669,0.0007050652455272542,fold_growth
Shuffled,92,0.039499501445707144,0.000672290879736006,fold_growth
Shuffled,93,0.03703038037325057,0.0005921915486570606,fold_growth
Shuffled,94,0.03569243213975891,0.0005500804691283484,fold_growth
Shuffled,95,0.03655514266876481,0.000576995469819476,fold_growth
Shuffled,96,0.033826485123448644,0.000492517470062706,fold_growth
Shuffled,97,0.03369890639723399,0.0004881844187772267,fold_growth
Shuffled,98,0.032827985729354775,0.00046355180621576443,fold_growth
Shuffled,99,0.03329232052899131,0.00047750343533279824,fold_growth
Shuffled,100,0.03196677519549755,0.0004410273742673208,fold_growth
Shuffled,101,0.032318915478868546,0.00045034962935920387,fold_growth
Shuffled,102,0.03233852998647432,0.0004492538679205438,fold_growth
Shuffled,103,0.03284468047906721,0.00046217796830314055,fold_growth
Shuffled,104,0.03281526117501116,0.0004613867963718518,fold_growth
Shuffled,105,0.03269517094078765,0.0004558667458114789,fold_growth
Shuffled,106,0.03252505518368686,0.00045070793059686596,fold_growth
Shuffled,107,0.030743795334279497,0.00040360549693720164,fold_growth
Shuffled,108,0.02814358761685965,0.00033766400310270266,fold_growth
Shuffled,109,0.028285497478313548,0.0003415691024285311,fold_growth
Shuffled,110,0.023331193032301606,0.00023355507649902582,fold_growth
Shuffled,111,0.02409697341898868,0.00024987078771211094,fold_growth
Shuffled,112,0.024690967576784826,0.00026174553207790823,fold_growth
Shuffled,113,0.023419206985794482,0.00023579133301325004,fold_growth
Shuffled,114,0.022586338276261206,0.0002191550339473871,fold_growth
Shuffled,115,0.02292206504236321,0.00022558420242115398,fold_growth
Shuffled,116,0.02207125033515774,0.00020908681508546934,fold_growth
Shuffled,117,0.021292167782399132,0.0001948507657537683,fold_growth
Shuffled,118,0.021880777144981024,0.00020576883496285387,fold_growth
Shuffled,119,0.022044476817673037,0.00020861408862794955,fold_growth
Shuffled,120,0.022489576807521464,0.0002174429493750768,fold_growth
Shuffled,121,0.022917286809124273,0.0002253736398951952,fold_growth
Shuffled,122,0.02217290453341399,0.0002114928119993444,fold_growth
Shuffled,123,0.020918092155232142,0.00018820556630466038,fold_growth
Shuffled,124,0.020034898296119093,0.00017254746566460442,fold_growth
Shuffled,125,0.02056753285012366,0.00018190847844046286,fold_growth
Shuffled,126,0.021879968616691205,0.00020507638755042158,fold_growth
Shuffled,127,0.022443039536877936,0.00021587297062150332,fold_growth
Shuffled,128,0.023096477831509903,0.0002288846524049808,fold_growth
Shuffled,129,0.022023772650237722,0.0002079938624827665,fold_growth
Shuffled,130,0.02209924224511877,0.00020872128014464298,fold_growth
Shuffled,131,0.023927310734876892,0.0002441588144817667,fold_growth
Shuffled,132,0.02382692780626388,0.0002420457854754158,fold_growth
Shuffled,133,0.024170483318194137,0.0002496590885726661,fold_growth
Shuffled,134,0.024787188405223304,0.0002631172934470219,fold_growth
Shuffled,135,0.025073043899356152,0.0002691454090722534,fold_growth
Shuffled,136,0.03149355560512799,0.0004235391272611607,fold_growth
Shuffled,137,0.02975882892455768,0.0003785119324691554,fold_growth
Shuffled,138,0.02979152913344431,0.0003791594342850699,fold_growth
Shuffled,139,0.02874794032976749,0.00035283384917512864,fold_growth
Shuffled,140,0.02877904876694,0.0003534917028623775,fold_growth
Shuffled,141,0.03028423581909449,0.0003924859901978609,fold_growth
Shuffled,142,0.030384539287806996,0.00039528662904736683,fold_growth
Shuffled,143,0.029449119814645448,0.0003696038005386741,fold_growth
Shuffled,144,0.029576351893793446,0.00037275388808298733,fold_growth
Shuffled,145,0.03162332660706089,0.0004252783104163329,fold_growth
Shuffled,146,0.04173854614446824,0.0007464769878641733,fold_growth
Shuffled,147,0.04091157067342574,0.0007197610430462508,fold_growth
Shuffled,148,0.04395190703485752,0.0008276070190918854,fold_growth
Shuffled,149,0.041242676656582225,0.0007291893125539276,fold_growth
Shuffled,150,0.03984101774251235,0.0006793303607253129,fold_growth
Shuffled,151,0.0406821669584127,0.0007080318174925048,fold_growth
Shuffled,152,0.0386492694976015,0.0006389430052233197,fold_growth
Shuffled,153,0.044994082623065,0.0008704733525500572,fold_growth
Shuffled,154,0.04496935814350426,0.0008703793664868442,fold_growth
Shuffled,155,0.04018476737145212,0.0006925517744877152,fold_growth
Shuffled,156,0.040653767840422156,0.000709216734864429,fold_growth
Shuffled,157,0.04138864280783595,0.0007339858556725077,fold_growth
Shuffled,158,0.04219983301753021,0.0007626404000600934,fold_growth
Shuffled,159,0.042767968562804126,0.0007827004597348482,fold_growth
Shuffled,160,0.04092443146576181,0.0007171722373909555,fold_growth
Shuffled,161,,,fold_growth
Shuffled,162,,,fold_growth
Shuffled,163,,,fold_growth
Shuffled,164,,,fold_growth
