time division length width area intensity CMx CMy
0 0 54.183 16.3151 884 36.0769 1346.25 498.268
1 0 53.0539 12.214 648 40.6744 1344.9 498.176
2 0 59.1434 15.8767 939 37.8072 1345.24 498.677
3 0 58.0764 14.4293 838 39.6838 1344.68 498.561
4 0 59.1142 12.3828 732 40.3238 1345.04 498.303
5 0 62.0962 14.9445 928 39.3265 1344.56 494.617
6 0 61.1677 11.8854 727 41.1816 1344.66 493.73
7 0 62.1536 14.7055 914 39.9989 1344.18 496.91
8 0 64.0665 12.8148 821 41.2704 1344.53 495.072
9 0 66.2632 13.1747 873 41.0401 1344.29 494.31
10 1 28.0399 5.84881 164 40.3232 1343.46 512.518
11 0 31.0638 10.0439 312 37.7885 1343.88 514.01
12 0 33.0567 9.80133 324 37.6389 1344.34 513.244
13 0 34.0809 9.94692 339 37.5162 1344.03 514.519
14 0 35.1581 11.7185 412 39.1456 1342.87 510.146
15 0 36.0463 11.402 411 36.7421 1344.12 511.783
16 0 38.0371 10.6212 404 40.9703 1342.22 510.569
17 0 38.0616 11.639 443 40.4108 1342.19 513.986
18 0 39.0971 10.3077 403 41.8734 1342.11 511.002
19 0 42.0473 12.7 534 40.5524 1342.06 509.324
20 0 41.1479 9.62383 396 41.8056 1342.7 509.677
21 0 40.0817 10.279 412 42.568 1342.58 506.33
22 0 42.0286 8.49421 357 43.9496 1341.99 507.894
23 0 45.0212 10.3951 468 43.0278 1342.08 506.274
24 0 46.2148 8.5254 394 42.533 1342.85 506.223
25 0 48.1224 12.1565 585 42.2752 1342.35 504.679
26 0 50.0187 9.93628 497 43.7767 1342.6 504.702
27 0 50.0638 10.8462 543 43.8969 1342.4 503.068
28 0 54.1146 10.9028 590 43.2695 1342.65 503.227
29 0 56.2189 12.2557 689 42.8273 1342.65 500.106
30 0 55.185 9.69467 535 44.3869 1343.05 500.736
31 0 56.021 6.87242 385 46.5844 1342.94 498.221
32 0 57.0399 11.0624 631 44.1458 1342.81 502.422
33 0 57.0399 10.9748 626 123.581 1342.78 502.343
34 0 61.1138 8.93415 546 44.1465 1343.7 497.592
35 0 63.0486 8.27933 522 44.7107 1344.3 492.912
36 0 64.0775 4.66622 299 47.6823 1343.96 491.465
37 0 67.0319 13.4563 902 41.3526 1344.54 496.15
38 0 67.1635 6.5214 438 44.879 1344.91 493.402
39 0 71.0568 9.49944 675 43.56 1344.5 492.041
40 0 71.2277 5.22269 372 46.5833 1344.45 490.038
41 0 69.1321 7.26146 502 45.3765 1344.66 489.518
42 0 78.1903 7.95496 622 44.1672 1344.98 490.01
43 0 76.0748 9.80613 746 43.815 1344.94 483.499
44 0 82.1304 7.42721 610 44.5689 1345.14 488.102
45 0 83.0567 8.6447 718 44.429 1345.3 484.915
46 0 82.0989 9.20841 756 45.5833 1345.11 478.087
47 1 45.0278 11.6817 526 39.2452 1345.31 502.897
48 0 45.0729 7.65427 345 40.5246 1344.94 502.704
49 0 44.0744 7.55541 333 41.2943 1345.06 496.315
50 0 49.041 10.7053 525 40.6629 1345.17 500.198
51 0 46.0272 6.71342 309 42.7896 1345.52 495.799
52 0 43.0979 5.75434 248 43.5403 1345.32 496.282
53 0 51.059 9.9101 506 40.0237 1346.07 502.872
54 0 47.0666 4.86544 229 44.2576 1345.86 488.502
55 0 48.055 3.32952 160 46.1625 1345.64 486.162
56 0 57.2152 8.7739 502 41.2829 1346.02 494.757
57 0 58.0857 8.17757 475 42.5074 1345.87 490.478
58 0 61.0833 9.24966 565 41.8743 1346.17 490.462
59 0 64.0577 10.4125 667 41.5008 1345.85 492.487
60 0 65.123 6.54146 426 43.8826 1346.46 486.857
61 0 67.1675 6.53589 439 44.6856 1346.06 483.248
62 0 72.1582 11.7519 848 41.6958 1345.8 489.48
63 0 71.1329 6.7901 483 46.4617 1345.79 475.946
64 0 69.2031 10.5487 730 43.8589 1345.92 484.001
65 0 77.1988 8.98977 694 44.9914 1345.84 482.912
66 0 84.1983 11.6154 978 45.0419 1345.12 482.073
67 0 84.2355 8.34565 703 46.8762 1345.73 477.966
68 0 83.2564 11.3985 949 45.8219 1345.35 480.864
69 0 85.5865 6.87024 588 49.9813 1345.31 476.094
70 0 91.2877 8.90591 813 48.3998 1345.37 476.095
71 0 91.5563 7.04485 645 49.8295 1344.96 480.346
72 1 41.1776 8.76689 361 43.0803 1345.07 498.986
73 0 43.0639 8.73122 376 44.0426 1344.72 495.074
74 0 43.0347 6.11135 263 45.9924 1344.15 499.612
75 0 48.12 5.02909 242 45.3636 1344.51 499.496
76 0 46.0701 9.07313 418 43.5766 1345.06 496.309
77 0 53.1413 7.15075 380 45.0132 1344.65 495.813
78 0 53.0399 12.3303 654 42.4388 1344.95 496.656
79 0 52.0483 6.41712 334 46.8563 1344.1 495.26
80 0 57.0614 8.32436 475 46.0611 1344.32 492.086
81 0 54.0394 7.88313 426 45.7113 1344.96 486.958
82 0 55.1266 10.8659 599 44.0083 1345.56 486.357
83 0 59.1301 8.76035 518 45.5328 1345.14 485.353
84 0 58.0846 7.9367 461 45.9718 1345.15 487.501
85 0 60.0491 7.11085 427 47.8689 1345.35 481.119
86 0 69.0887 8.09105 559 47.7084 1345.07 478.476
87 0 67.2935 7.54902 508 48.1968 1346.04 474.478
88 0 63.2468 7.4154 469 122.277 1347 472.49
89 1 27.0208 6.14342 166 41.6506 1345.67 503.94
90 0 37.0512 8.50176 315 40.9143 1345.25 501.448
91 0 36.0985 9.25246 334 41.015 1345.6 498.108
92 0 42.1544 9.01447 380 41.5211 1345.53 502.366
93 0 44.1457 4.64372 205 43.9122 1344.93 504.337
94 0 35.06 6.93099 243 43.7778 1345.53 495.856
95 0 39.0665 6.19457 242 44.4587 1345.21 495.264
96 0 35.082 4.64625 163 46.5399 1344.9 491.19
97 1 47.1563 6.99801 330 44.3485 1345.08 493.579
98 0 48.0323 6.62054 318 44.2547 1345.57 491.154
99 0 43.103 9.1873 396 44.4217 1345.57 488.626
100 0 48.1206 5.56934 268 46.9851 1345.29 489.694
101 0 53.0602 8.80133 467 44.8308 1345.7 487.634
102 0 50.0718 6.17114 309 48.0744 1345.21 481.864
103 0 60.1195 8.21697 494 46.0304 1345.29 487.702
104 0 59.0331 6.40319 378 48.7804 1344.96 484.974
105 0 63.0904 9.16146 578 46.8443 1345.02 481.18
106 0 67.1758 7.96418 535 47.1907 1345.14 481.307
107 0 69.209 8.16368 565 47.7717 1345.21 476.315
108 0 70.1784 7.36694 517 47.7602 1345.25 482.926
109 0 76.168 9.1377 696 46.9253 1345.29 481.05
110 0 71.1066 7.31296 520 48.8692 1345.81 475.712
111 0 74.1147 7.55586 560 49.4482 1346.04 469.405
112 0 84.2217 8.39451 707 49.0566 1345.81 473.785
113 1 35.059 7.47311 262 44.5076 1344.99 495.76
114 0 39.0468 8.86116 346 44.8728 1344.49 495.225
115 0 37.0656 8.28262 307 44.9153 1345.18 494.296
116 0 45.1834 9.36185 423 43.3333 1345.13 496.137
