time division length width area intensity CMx CMy
0 0 56.1384 14.0902 791 71.6574 509.831 501.463
1 0 55.156 13.1627 726 73.4463 509.131 498.567
2 0 58.1476 12.2447 712 73.9705 509.579 500.89
3 0 59.3016 14.1312 838 71.5835 509.549 497.086
4 0 60.061 13.3198 800 72.4888 509.761 500.569
5 0 64.318 13.7131 882 71.4751 510.044 498.603
6 0 64.0802 14.872 953 70.3431 509.23 497.194
7 0 68.0955 13.4811 918 71.9041 508.88 496.223
8 0 69.18 11.8965 823 74.6343 508.804 495.43
9 0 70.2925 12.3057 865 74.3491 508.912 494.268
10 0 71.1088 12.6567 900 74.2222 508.467 491.778
11 0 76.2615 13.2046 1007 72.8262 508.737 492.265
12 1 36.3905 12.9704 472 71.0064 508.676 511.97
13 0 35.2406 10.3858 366 75.6694 508.24 510.872
14 0 38.0283 12.0963 460 74.1717 509.065 508.835
15 0 38.0307 13.1473 500 73.04 508.47 509.226
16 0 38.1085 9.73535 371 77.6577 507.903 508.399
17 0 39.1038 11.9681 468 75.1346 507.553 506.357
18 0 41.1074 12.1876 501 74.5868 507.581 505.814
19 0 41.1778 12.9439 533 73.2158 507.332 505.649
20 0 40.0625 11.0827 444 76.3761 507.324 504.453
21 0 43.05 11.3821 490 75.6612 507.592 503.529
22 0 45.0359 10.747 484 75.7273 507.229 503.395
23 0 43.0688 11.2611 485 75.5299 507.571 502.074
24 0 46.052 11.0962 511 75.3053 506.996 501.487
25 0 49.1774 10.4113 512 75.1035 506.996 497.746
26 0 49.0909 12.3037 604 73.4983 507.096 499
27 0 50.1266 9.91489 497 75.8592 506.887 496.173
28 0 52.0131 9.45916 492 75.6443 506.157 493.65
29 0 50.0671 10.1264 507 75.4339 506.434 494.59
30 0 56.0727 10.8787 610 73.6689 507.098 493.9
31 0 57.0859 8.72369 498 75.512 507.323 490.496
32 0 59.0987 9.76333 577 74.8059 506.775 490.932
33 0 60.0569 9.67416 581 74.6558 506.508 488.158
34 0 59.0644 8.12672 480 76.5833 505.712 487.977
35 0 65.0903 11.4764 747 72.4618 506.046 484.926
36 0 68.0539 9.66881 658 74.4179 506.524 484.157
37 0 67.1106 8.29974 557 75.7074 506.768 478.35
38 0 70.0707 7.54952 529 76.8204 506.624 476.626
39 0 74.0683 9.16721 679 75.7511 506.801 476.937
40 1 45.115 12.1246 547 68.4314 507.261 508.282
41 0 46.1808 11.0435 510 71.3824 506.447 505.402
42 0 47.3045 11.7536 556 71.6763 507.317 502.775
43 0 52.2666 11.8431 619 69.1373 506.775 506.346
44 0 50.283 12.9666 652 69.9202 507.388 502.988
45 0 56.3007 12.38 697 69.3745 507.069 501.387
46 0 54.1158 12.9907 703 69.569 506.219 501.76
47 0 55.153 13.5623 748 69.5428 506.524 500.646
48 0 61.1423 12.5936 770 69.3247 506.674 499.794
49 0 60.228 15.1923 915 67.118 506.593 499.808
50 0 64.168 13.6049 873 69.142 507.184 497.887
51 0 65.2109 13.7707 898 69.2739 507.231 498.698
52 0 65.2297 12.0344 785 72.1452 506.762 494.532
53 0 70.1464 12.4882 876 70.9121 506.855 494.513
54 0 71.1884 13.7382 978 69.4775 507.125 494.055
55 0 69.1218 12.8903 891 72.0471 507.093 490.737
56 0 75.2038 14.1748 1066 69.0741 507.061 494.132
57 0 79.2214 13.5317 1072 69.8685 506.417 489.654
58 0 78.1593 13.5748 1061 70.4185 505.93 489.167
59 0 79.1554 12.7976 1013 72.4738 505.928 485.813
60 0 85.1714 14.3593 1223 69.6476 506.193 486.889
61 1 42.1547 9.77352 412 74.7549 506.133 506.286
62 0 45.1751 11.9314 539 71.3506 505.972 506.944
63 0 47.3078 10.4634 495 74.3657 506.248 504.366
64 0 50.226 12.3243 619 72.2892 506.187 502.921
65 0 49.1233 12.6213 620 72.4419 505.498 502.765
66 0 52.1751 11.8639 619 72.8417 506.252 502.646
67 0 54.1663 12.1662 659 72.0061 506.252 503.002
68 0 56.1448 12.1828 684 72.6842 505.728 501.423
69 0 55.2949 11.5562 639 75.0673 505.358 499.997
70 0 57.1309 13.1453 751 72.4913 505.477 498.51
71 0 61.2476 12.7025 778 72.5064 505.728 497.323
