dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,5.0,[ 5  7  9 11 13 15],"[0.4873435984405401, 0.5814513585121058, 0.6325819364050521, 0.6828325017448335, 0.6905923654632329, 0.7267486009909423]",[0.50338173 0.56681057 0.61934701 0.66477179 0.70511794 0.74162065],$r$,dfa (short)
Shuffled,5.0,[ 5  7  9 11 13 15],"[0.5164246530993399, 0.569632796574482, 0.6478413582900726, 0.7262533475346261, 0.8067444509462838, 0.8730118117653187]",[0.4983354  0.58792188 0.66519071 0.73411846 0.79691658 0.85496499],$r$,dfa (short)
Trace,6.0,[ 5  7  9 11 13],"[0.29525424566475944, 0.36242340414883534, 0.5030043597317407, 0.6542752966267399, 0.6719968124493971]",[0.28564323 0.39255999 0.49778397 0.60171733 0.70460948],$r$,dfa (short)
Shuffled,6.0,[ 5  7  9 11 13],"[0.2903409098991664, 0.49428259847835787, 0.5588839699893922, 0.7326817576666276, 0.7610586738597803]",[0.31400629 0.44050969 0.56723628 0.69413576 0.82117648],$r$,dfa (short)
Trace,9.0,[ 5  7  9 11],"[0.42954331380468774, 0.4921378315406741, 0.5908456390416531, 0.6248168859695221]",[0.426727   0.50486644 0.57242767 0.63280989],$r$,dfa (short)
Shuffled,9.0,[ 5  7  9 11],"[0.559321209287076, 0.5419061120551261, 0.5216938141340262, 0.5274897801453652]",[0.55720875 0.54158847 0.53020787 0.52129261],$r$,dfa (short)
Trace,10.0,[ 5  7  9 11],"[0.4661141754011585, 0.5514656924037287, 0.6052228088332615, 0.6041618659415411]",[0.4776551  0.53644985 0.58503839 0.62697683],$r$,dfa (short)
Shuffled,10.0,[ 5  7  9 11],"[0.5909350542322461, 0.6811587482161389, 0.7737881161332869, 0.8101658602278149]",[0.59361461 0.68234827 0.75717327 0.82276941],$r$,dfa (short)
Trace,15.0,[ 5  7  9 11],"[0.4717832731145594, 0.5736677524343149, 0.7117057727113963, 0.7359808793532777]",[0.4747738  0.58080689 0.67518067 0.76143265],$r$,dfa (short)
Shuffled,15.0,[ 5  7  9 11],"[0.4581050965235986, 0.589832043844919, 0.7132590702285475, 0.8984963275899648]",[0.45093945 0.59746207 0.73718557 0.87186994],$r$,dfa (short)
Trace,16.0,[5 7 9],"[0.5590514827288952, 0.6543502003740519, 0.6905219756401421]",[0.56485711 0.63872852 0.7001396 ],$r$,dfa (short)
Shuffled,16.0,[5 7 9],"[0.5320214420160294, 0.557656443920018, 0.601852279076725]",[0.52848845 0.56641469 0.5965073 ],$r$,dfa (short)
Trace,19.0,[ 5  7  9 11 13 15],"[0.49755778979922205, 0.5002187859480718, 0.6352889096108011, 0.7058058083937376, 0.7373505209490929, 0.8349012923551347]",[0.46766652 0.55328136 0.62730355 0.6934585  0.75382211 0.80969181],$r$,dfa (short)
Shuffled,19.0,[ 5  7  9 11 13 15],"[0.48585317242046294, 0.5304316457002884, 0.6675143578982877, 0.785663348649753, 0.8018164461870732, 0.8598478534273134]",[0.47231737 0.57116726 0.6582719  0.73726821 0.81021499 0.87841517],$r$,dfa (short)
Trace,20.0,[ 5  7  9 11 13 15],"[0.5051656155418272, 0.6078899701674061, 0.5987779226283061, 0.6646627938267693, 0.6969592498623667, 0.7055146573524059]",[0.52019249 0.57438841 0.61852016 0.65618106 0.68927619 0.71895013],$r$,dfa (short)
Shuffled,20.0,[ 5  7  9 11 13 15],"[0.47353839747529636, 0.604411591091474, 0.6235545688133043, 0.6452155801291297, 0.6333888359869968, 0.6354639932852542]",[0.51517201 0.55869448 0.59358391 0.62300058 0.64859826 0.6713603 ],$r$,dfa (short)
Trace,21.0,[5 7 9],"[0.5323909340452226, 0.6654501789827243, 0.7572750637384589]",[0.53562378 0.65609426 0.76343798],$r$,dfa (short)
Shuffled,21.0,[5 7 9],"[0.4185241013067212, 0.584876333290217, 0.6060735035413819]",[0.43331673 0.53924053 0.63492413],$r$,dfa (short)
Trace,22.0,[5 7 9],"[0.4464333026847686, 0.5330526602842315, 0.5479604407618707]",[0.45408394 0.51228359 0.56056932],$r$,dfa (short)
Shuffled,22.0,[5 7 9],"[0.4380891392492576, 0.5411429444161412, 0.6144236705413461]",[0.44028037 0.53486489 0.61854173],$r$,dfa (short)
Trace,23.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.5121597327534718, 0.587109253017658, 0.6609834566237692, 0.7227382596346518, 0.7668369017527278, 0.80454070540093, 0.8137643374543645, 0.8305939294287036, 0.8359637470795034, 0.838290330225447]","[0.53462089 0.59798274 0.6501602  0.69507346 0.73482037 0.77067065
 0.80345815 0.83376335 0.8620085  0.88851149]",$r$,dfa (short)
Shuffled,23.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.4487386272571046, 0.5708308218902801, 0.721740935778721, 0.874592706776646, 1.0058591694888486, 1.1101424663914858, 1.2003341310874405, 1.2797973926733957, 1.313960203773831, 1.3258321482821482]","[0.46300898 0.59608228 0.71987115 0.83693057 0.94877316 1.05639099
 1.16048053 1.2615553  1.36000807 1.45614809]",$r$,dfa (short)
Trace,24.0,[ 5  7  9 11 13 15 17 19 21],"[0.45812437651566096, 0.6128321399036505, 0.6825594998822486, 0.7302190434490471, 0.778283512677304, 0.8149375523112268, 0.8539729596353315, 0.8602868976998579, 0.8872741601426648]","[0.50385684 0.58184509 0.64787227 0.70593428 0.75821926 0.80607602
 0.85040389 0.89183716 0.93084252]",$r$,dfa (short)
Shuffled,24.0,[ 5  7  9 11 13 15 17 19 21],"[0.5194519379904986, 0.5882846421897652, 0.6501427140202479, 0.7081180824976798, 0.7512983179997142, 0.7836599202425429, 0.8094682878883964, 0.8299372707819114, 0.8497718512600814]","[0.5271407  0.5928893  0.64729338 0.69429723 0.73602004 0.77374852
 0.80832992 0.84035537 0.87025574]",$r$,dfa (short)
Trace,31.0,[5 7 9],"[0.5901822766305873, 0.5870151573536262, 0.6347616519366734]",[0.58237192 0.60559361 0.62354019],$r$,dfa (short)
Shuffled,31.0,[5 7 9],"[0.3592795723959529, 0.5378569927214752, 0.5419967734081815]",[0.3767912  0.48120148 0.57765475],$r$,dfa (short)
Trace,32.0,[ 5  7  9 11],"[0.5098466946432835, 0.6278314512660499, 0.6642969720822125, 0.7267845764381899]",[0.5204951  0.60248629 0.6720456  0.73331083],$r$,dfa (short)
Shuffled,32.0,[ 5  7  9 11],"[0.41390964038042183, 0.5335917788579259, 0.5772609628362835, 0.6199211779653772]",[0.42707239 0.50621244 0.57474891 0.63607872],$r$,dfa (short)
Trace,41.0,[ 5  7  9 11 13 15 17 19 21],"[0.4430397288267983, 0.5066487623612494, 0.5496964321338282, 0.6049584895073031, 0.609193486218204, 0.6341257356340196, 0.6515141172644956, 0.6588571201792542, 0.6737242933230796]","[0.45903116 0.50542994 0.54312004 0.57522319 0.60339106 0.62861437
 0.65153887 0.67261124 0.69215458]",$r$,dfa (short)
Shuffled,41.0,[ 5  7  9 11 13 15 17 19 21],"[0.44226440493199964, 0.5722926492236909, 0.6479071470867935, 0.6676938230534644, 0.7341031652303718, 0.7794108766299902, 0.8106013997807766, 0.8676646671361631, 0.8996058479758845]","[0.46882278 0.5477755  0.61530317 0.67515251 0.72939264 0.77930758
 0.82575825 0.86935476 0.9105479 ]",$r$,dfa (short)
Trace,42.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.44400462908425514, 0.4925621434543916, 0.5959189770316999, 0.6588285854826221, 0.6916817887951311, 0.7799184113564113, 0.828096056650529, 0.8681988237136201, 0.9159164554901226, 0.9396288458394397]","[0.43349988 0.51596222 0.58763261 0.65194457 0.71081969 0.76546308
 0.81668991 0.86508224 0.91107299 0.95499459]",$r$,dfa (short)
Shuffled,42.0,[ 5  7  9 11 13 15 17 19 21 23],"[0.372494808209122, 0.5077306556516908, 0.5932195057464766, 0.6377712890421491, 0.6629060525339078, 0.6817340477292745, 0.7252408748461577, 0.7460733107149644, 0.771091535523985, 0.7948828740683859]","[0.41991794 0.48790461 0.54577219 0.59686873 0.64303576 0.68541244
 0.72476052 0.76161862 0.79638391 0.82935903]",$r$,dfa (short)
Trace,45.0,[ 5  7  9 11],"[0.5066902223251784, 0.7495278040937937, 0.8359821370027132, 0.8225973959601295]",[0.54587803 0.67474745 0.79048029 0.89698813],$r$,dfa (short)
Shuffled,45.0,[ 5  7  9 11],"[0.35008797213797316, 0.49723324362051746, 0.5769312704362204, 0.7091226621769449]",[0.35595454 0.47698206 0.5935262  0.70671825],$r$,dfa (short)
Trace,46.0,[ 5  7  9 11],"[0.4065034985960076, 0.5829974426704582, 0.6193247408623309, 0.74582882067205]",[0.42107921 0.53803415 0.64612336 0.74782407],$r$,dfa (short)
Shuffled,46.0,[ 5  7  9 11],"[0.43358062247946993, 0.5014001023595429, 0.5371281468050749, 0.5327514653348165]",[0.44414381 0.48702788 0.52173837 0.55122211],$r$,dfa (short)
Trace,49.0,[ 5  7  9 11 13],"[0.5176050688339511, 0.619329272199203, 0.7150588118020305, 0.7361941811517931, 0.7949876470433027]",[0.5279554  0.61304672 0.68543342 0.74932322 0.80702943],$r$,dfa (short)
Shuffled,49.0,[ 5  7  9 11 13],"[0.465568261272428, 0.5681465860597541, 0.5679449060602626, 0.6348580080642632, 0.6500010427229322]",[0.47930471 0.53666274 0.58393844 0.62466044 0.66071843],$r$,dfa (short)
Trace,50.0,[ 5  7  9 11 13],"[0.6107311541884056, 0.6897402696869341, 0.770613530683619, 0.8519555506789642, 0.9053727397311764]",[0.60569357 0.69776571 0.77555429 0.84384894 0.90526793],$r$,dfa (short)
