div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation
,-0.3555491943574002,,-0.9140750298034068,0.10181818181818214,0.8915721556346421,-0.062349412842566565,,1,0
-0.05393875861846159,-0.0775192696493815,-0.01343471407836938,-0.3283729768429069,0.051818181818182096,-0.10724362096539908,-0.4754631364821078,-0.1993426754717178,1,1
-0.06564535436155883,-0.07103809740215883,-0.04263199103331239,-0.5374377128793271,-0.04818181818181799,-0.4446597292427483,-1.0219439807958772,-0.06523514143861298,1,2
0.03142320515982555,0.060846413430754365,-0.0005844623074308108,-0.23636844771982424,0.051818181818181874,-0.6003697839206745,-0.8765847703143006,-0.0016774139286662715,1,3
,,-0.0415332066543751,,,-0.6523514283834342,1.5392081986756398,0.052193187328481105,1,4
-0.13634188191404978,-0.27414369151014895,0.07035049872454513,-0.580074338260057,-0.2981818181818173,1.2611450115300449,0.641224134596186,-0.021293256204654054,1,5
-0.049028578726081684,-0.061530461087677124,-0.020888424832545938,-0.07257400973298811,-0.048181818181818215,0.2481053729664935,0.13568482455970354,-0.04938908091447647,1,6
0.03896158447810183,0.058288739833084136,0.013173205325904047,0.35502417308113854,0.05181818181818232,0.11729909387728377,0.43247672828462047,-0.005331233353910059,1,7
-0.007724560740643316,-0.0033307769191956993,-0.005046136771203691,0.13308226104373055,-0.048181818181817326,0.20643981790516852,0.29967554027509724,0.04761039269965783,1,8
0.03135659676163255,0.08330274012162897,-0.019503595229223958,0.4337761141853491,0.10181818181818214,0.06693905676581435,0.46086863227736163,-0.034235561225463895,1,9
-0.160263443133669,-0.29942701638726904,0.04417913243798954,-0.9173031436970196,-0.2981818181818173,0.45018548263791436,-0.5069641997329071,-0.09353132728213986,1,10
0.1290304287297751,0.21706994905126908,0.010175343712194085,0.6841748061400903,0.15181818181818196,-0.26806957345854565,0.3762586940077428,0.07641466268829555,1,11
-0.09117006700908126,-0.1335299631493751,-0.026620820020948788,-0.46647217856194567,-0.14818181818181786,0.07673027225494433,-0.4295884449808032,-0.015430669781144712,1,12
0.07474603680783642,0.14576223012349787,-0.007303785520270445,0.3814557217719612,0.20181818181818179,-0.28851926727892474,0.05308991581923461,-0.067217407808283,1,13
0.19372143182621154,0.34770199936301294,-0.001512069609003075,1.7358208824536083,0.35181818181818214,0.007232509104884155,1.7032068528846906,0.003928549022756411,1,14
0.0006289521236801376,-0.052255610198656544,0.061170379792473195,0.6257371023881233,-0.09818181818181893,1.3121930147847038,1.8980835784990253,0.04836401854589323,1,15
-0.07555515515004796,-0.11600706148716061,-0.01388909926133175,0.121802027539887,-0.048181818181818215,0.9799691265992649,1.06192461546535,-0.14018341491361574,1,16
0.02637440725077711,0.07578239556506117,-0.02076501214511539,0.7607486357879854,0.10181818181818214,0.47951709929340813,1.2004191964075916,-0.04426268730088756,1,17
-0.184811172467343,-0.31029119643615166,-0.018538434982601548,-0.9442824709365443,-0.34818181818181715,0.5674496379634197,-0.41667937164692637,0.011195544207580399,1,18
0.05648580762714511,0.08103717744589578,0.019487417671838925,0.21764511734928904,0.15181818181818285,-0.1808341010407073,-0.003035522365220089,-0.09362630181842202,1,19
-0.06204842993120141,-0.08914756114770883,-0.01668314805806881,-0.37844285997580407,-0.048181818181818215,-0.08778678160236053,-0.5060761802519664,-0.09541758101452946,1,20
0.08134084964458826,0.13111153840019218,0.013108992298858202,0.35479657381179486,0.20181818181818356,-0.25682014489798144,0.058129890240011584,-0.08445351571805626,1,21
-0.010250768178639347,-0.012374173730238303,-0.0006250313114715134,-0.0398485088174696,-0.04818181818181644,0.01384104234017336,-0.06585400515109807,0.03253806468125198,1,22
0.006209579276970134,0.010306412417374844,0.005252032478513691,0.041510779867117265,0.05181818181818143,-0.032587688359082545,-0.030923447165767115,-0.07387741537635073,1,23
-0.08541045395975183,-0.1086914426280049,-0.04248785383858078,-0.4922920072424217,0.05181818181818143,-0.2098865612590548,-0.7420251071752784,-0.24387435115546485,1,24
0.050991981977511425,0.04172780655212416,0.04719865215994057,-0.04709354475119998,0.0018181818181807197,-0.2775700778393162,-0.364510161264318,0.04102463266340073,1,25
-0.0507744922031253,-0.06463485535079727,-0.02096955565091707,-0.4092158442468459,0.05181818181818143,-0.30387791935293507,-0.7529403022735828,-0.18093636933088242,1,26
0.0288335979695033,-0.03430311027598487,0.09126131084657185,-0.20723484849439755,0.0018181818181807197,-0.13394500534197595,-0.38102639251017534,-0.07594600861061329,1,27
-0.014368733358054053,-0.006016548982902381,-0.013747390702797957,-0.21677095175995165,0.0018181818181842724,-0.2856059118971772,-0.5422234023309307,-0.03242822200587592,1,28
0.05424312953623733,0.09449735411724969,0.004746952089387357,0.1432993904183384,0.10181818181818214,-0.30817279275819764,-0.2047199410136611,-0.019309409231302976,1,29
-0.101560924456786,-0.1681485754134744,-0.006960330867042952,-0.6522423223496299,0.05181818181818143,-0.16075723724948743,-0.8528460982729191,-0.32881311227756416,1,30
0.02481222175245773,0.03953721405314736,0.008094157783067102,-0.2004483455668178,0.05181818181818143,-0.47543412942354535,-0.715729013664165,-0.03211912732524713,1,31
0.1501983206914268,0.2844916657917841,-0.01017855565820669,0.7738212073610078,0.30181818181818143,-0.45927951614377105,0.27469515254343513,-0.01297155440901665,1,32
-0.02762037172420223,-0.058574308695818145,0.01597003918114126,-0.05742438275327766,0.05181818181818143,0.21070307545253097,0.11343215402545148,-0.17227844553805505,1,33
