,lineage_ID,max_gen,generation,div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate
0,1,56,0,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
1,1,56,1,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
2,1,56,2,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
3,1,56,3,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
4,1,56,4,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
5,1,56,5,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
6,1,56,6,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
7,1,56,7,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
8,1,56,8,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
9,1,56,9,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
10,1,56,10,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
11,1,56,11,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
12,1,56,12,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
13,1,56,13,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
14,1,56,14,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
15,1,56,15,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
16,1,56,16,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
17,1,56,17,0.35717415064759034,0.6630918470496946,0.5343851887192825,1.9984440186274997,0.7009090909090908,2.375826298030276,4.4154192177712455,0.9683739986737069
