dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,3.0,[ 5  7  9 11],"[0.048857926048369096, 0.07517436543971551, 0.08841388433001388, 0.10064137592723185]",[0.05122825 0.06956089 0.08741708 0.10491337],$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,[ 5  7  9 11],"[0.082395179182249, 0.0913133134121618, 0.10034340050673024, 0.1079547525237751]",[0.08200214 0.09206433 0.10037734 0.10755094],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,3.0,[ 5  7  9 11],"[0.0452249724774528, 0.06939539095758607, 0.08099813680463475, 0.0956143141176238]",[0.0471071  0.06446158 0.0814781  0.09823781],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,3.0,[ 5  7  9 11],"[0.08391588577195877, 0.11046899410036241, 0.12765887514476273, 0.14763217340978274]",[0.08494655 0.10775289 0.1286981  0.14830979],$f_n e^{\phi_{n}}$,mean (short)
Trace,4.0,[ 5  7  9 11],"[0.03367361960749731, 0.03279115554445196, 0.037018030712775866, 0.03987661780744118]",[0.03243391 0.03499769 0.03704395 0.03876343],$f_n e^{\phi_{n}}$,dfa (short)
Trace,4.0,[ 5  7  9 11],"[0.04132022121816276, 0.045194497450236494, 0.053071863052402295, 0.05570514888608382]",[0.04081581 0.04672061 0.05168175 0.05601879],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,4.0,[ 5  7  9 11],"[0.03265102456646194, 0.036323512199652554, 0.04118267365443883, 0.04405194800179491]",[0.03241565 0.0369553  0.04075608 0.04406974],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,4.0,[ 5  7  9 11],"[0.04080875660482328, 0.04275802165386831, 0.04695656214247438, 0.04928508099573601]",[0.04030899 0.04381902 0.04663867 0.04901985],$f_n e^{\phi_{n}}$,mean (short)
Trace,5.0,[ 5  7  9 11 13],"[0.03348728569900724, 0.03971862281282958, 0.04200848918221364, 0.048690935071926796, 0.053888983425549195]",[0.03322255 0.03907725 0.0441138  0.04859762 0.05267601],$f_n e^{\phi_{n}}$,dfa (short)
Trace,5.0,[ 5  7  9 11 13],"[0.050500602353256735, 0.06024172778301806, 0.06499406637573947, 0.07614935959878304, 0.08191112209468901]",[0.05025558 0.05956269 0.06762212 0.07483363 0.08142028],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,5.0,[ 5  7  9 11 13],"[0.03845719351895264, 0.03957667890970464, 0.04446284230169448, 0.0483300382810429, 0.04813382911269021]",[0.03769581 0.04131363 0.04424055 0.04672585 0.04890098],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,5.0,[ 5  7  9 11 13],"[0.05693210683825486, 0.06041930982704577, 0.07252634554822993, 0.08381993746221904, 0.08918518870533707]",[0.05450007 0.06465945 0.07346471 0.08134899 0.08855414],$f_n e^{\phi_{n}}$,mean (short)
Trace,6.0,[ 5  7  9 11 13],"[0.04279803857231587, 0.05101995743299175, 0.06012197529252704, 0.06218786294599929, 0.07213103949169236]",[0.04287957 0.05117038 0.05839258 0.06488464 0.07083638],$f_n e^{\phi_{n}}$,dfa (short)
Trace,6.0,[ 5  7  9 11 13],"[0.060005610757150815, 0.07653917013066935, 0.0912507986631942, 0.09801763372800248, 0.11163393749536803]",[0.06096913 0.07549265 0.08855518 0.10059036 0.11184788],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,6.0,[ 5  7  9 11 13],"[0.035918067793751694, 0.03888172766174838, 0.044491111254792465, 0.046630920417045515, 0.04896684472125022]",[0.03562495 0.03993283 0.04348693 0.04655063 0.04926509],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,6.0,[ 5  7  9 11 13],"[0.05145771198802983, 0.05662435147165127, 0.06422354845430228, 0.06880825747327618, 0.07072087627221586]",[0.05127891 0.05775586 0.06312179 0.06776219 0.07188439],$f_n e^{\phi_{n}}$,mean (short)
Trace,9.0,[5 7 9],"[0.036922231312623545, 0.038123770563239616, 0.04133371825126079]",[0.03658325 0.0389551  0.04082645],$f_n e^{\phi_{n}}$,dfa (short)
Trace,9.0,[5 7 9],"[0.04134460533970896, 0.04328596646190902, 0.04860999983191796]",[0.0408007  0.04464763 0.04775574],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,9.0,[5 7 9],"[0.0309511752582313, 0.03867675211458749, 0.03714300064527298]",[0.03200638 0.03576002 0.0388481 ],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,9.0,[5 7 9],"[0.04366831899960376, 0.042300603033507626, 0.042986865259394214]",[0.04338718 0.04294446 0.04261674],$f_n e^{\phi_{n}}$,mean (short)
Trace,10.0,[5 7 9],"[0.03503636816133477, 0.048495504802003674, 0.04626727895629255]",[0.0367211  0.04345071 0.04926993],$f_n e^{\phi_{n}}$,dfa (short)
