fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,div_then_fold,div_and_fold,fold_then_div,lineage_ID,generation
0.05758751708782983,,0.44885057602763245,0.12487922705314003,0.12993978782000948,0.4979025725538371,-0.03439870539207579,,,-0.05016021533704762,0,0
0.3988103861395228,-0.03809081726893887,2.303750574685315,0.6248792270531403,0.03401056342093778,2.256873346812448,-0.03667166917368325,,0.13722902451183155,0.9499512954337404,0,1
-0.47070275649011833,,-0.9412651599815223,-0.5584541062801933,,1.023898765564228,-0.1405606934372986,-0.44169916001960474,-0.16340439486982275,-0.31449558154197177,0,2
-0.17146561134024796,0.05576090869107864,-0.04782380742045245,-0.20845410628019279,0.7786554697314858,0.6499438710172285,-0.03323259401999901,0.10054779152391413,-0.04095373902027882,-0.321196243318548,0,3
-0.022128365287640173,-0.07894772386287585,-0.22318029761250013,0.17487922705314007,-0.11753110230080344,-0.4215991912071084,-0.12457899070508782,0.07820879152482174,-0.06765784279739312,-0.03563590971273356,0,4
-0.08860318025570002,0.0029684906909601683,-0.5484816701115467,-0.09178743961352653,-0.17431541935555628,-0.8036848807609078,-0.031035326977887467,-0.26103727343604066,-0.03557536315874049,-0.1684659852161322,0,5
-0.09294508808665303,-0.03220884455583389,-0.8694125165615658,-0.008454106280193496,-0.48119087323111676,-1.4314911810864874,-0.08839808488603051,-0.10106444690543248,-0.0617934040047331,-0.1526694986041025,0,6
0.19021174920028883,-0.022457388179055682,-0.21530673775439224,0.32487922705313954,-0.7132866202012429,-1.00948114924944,-0.03822859996025574,0.10197925529511442,0.06628793634583013,0.22794939781410806,0,7
-0.0684986290474181,0.015787764436163476,-0.7015889326041305,-0.2751207729468601,-0.3952514876583053,-1.1777282115562406,0.1492915224032476,-0.13058798499672886,-0.017298112936145804,-0.06799976242294958,0,8
0.11807791791402822,0.00866490755103444,-0.15071940033958642,0.10821256038647276,-0.49814334070544786,-0.7297505323388389,0.025596761691148773,0.1429864206790692,0.06339086842961772,0.00869975160177261,0,9
0.1709280923308888,-0.03840693275566792,0.09728664876960114,0.2915458937198063,-0.4741866120137952,-0.4577877545379989,-0.03562835948386889,0.18684625840567382,0.04282081793020148,0.2206218782977254,0,10
-0.060107475263653565,0.022052577057972478,-0.3726480655097917,-0.2417874396135251,-0.1117736839888599,-0.5653095407924562,0.1248913186894175,-0.15605121107507114,-0.008856899903025295,-0.08949627336247379,0,11
-0.0807303313112151,-0.005617955962081755,-0.6200367122351234,-0.14178743961352547,-0.27417156337303017,-0.9750960669019584,0.013757827639170883,-0.051460290156500665,-0.038024186400165805,-0.07293312816253894,0,12
0.03974005721812468,0.011876378577725666,-0.3084351608327034,-0.025120772946860104,-0.39336148104965885,-0.7826844331761671,0.04593564822667173,0.0077461674836851735,0.030017193655174135,0.03814634963239305,0,13
-0.04035945582696254,0.00816268161851652,-0.519569099660318,-0.15845410628019296,-0.3184495072120712,-0.918906398166194,0.07019816054107575,-0.033521202637508685,-0.009818301966731835,-0.14822114890812,0,14
0.003973855255512415,-0.0422946221040042,-0.6493561080700356,0.024879227053140607,-0.5665361660894623,-1.2967800654533028,-0.020597544607264484,0.0023920025334316364,-0.02912875166160772,-0.05248864100653361,0,15
0.6105802825186423,-0.016406883058491695,1.893800841540537,0.9748792270531399,-0.6355885901944722,1.1773244600522599,-0.050714533420974095,0.6401058779835553,0.25488341316688395,0.8737025501585094,0,16
-0.1503652658217971,0.01596202865835694,-0.06989258173017454,-0.2917874396135294,0.6266458624180715,0.4758654893940921,0.06516530577310053,-0.18798657707507782,-0.05540673517851907,-0.18991025285168484,0,17
-0.06595064651968707,-0.016924485002470346,-0.14068158814707044,-0.20845410628019367,0.13226079813507807,-0.08930858130579722,0.08621830955044807,-0.04971972734505126,-0.039539264790011464,-0.17673741545102883,0,18
-0.0772463834567152,-0.045631284692825014,-0.5749419598969217,-0.19178743961352795,-0.24246760609000106,-0.8982973572807276,0.05865144266925537,-0.12701154685182792,-0.06468049847099328,-0.1508711754221691,0,19
-0.07038038902395938,-0.028244661176513586,-0.8231088593921765,-0.041787439613529376,-0.5061608260300985,-1.4101574767160798,-0.04670947622548627,-0.17945510269613163,-0.049520451017470435,-0.10844410943012217,0,20
0.06937750748316596,-0.010316957677322824,-0.5592700529273309,0.041545893719806326,-0.6654667577752742,-1.30562460199641,0.02675787292882681,-0.014794416684759226,0.024837553296765125,0.033001816962959785,0,21
0.14454670459703922,-0.007442961287711325,-0.2176564857962786,0.3082125603864756,-0.6099390438268659,-0.9084833209169494,-0.06267482603576802,0.10784509092586414,0.06063088483113632,0.19730711716696758,0,22
0.2267307549523251,0.025471115077875583,0.6167250560480517,0.32487922705313776,-0.3123949508066286,0.2234423139476185,-0.012450478252935104,0.21110008065388386,0.1302971578458002,0.37571264519551195,0,23
0.13589908566991926,0.05292161130091955,1.2088605472349925,0.1415458937198042,0.3592889843445608,1.4872617402857484,0.019769463993130176,0.18789156027090725,0.11221634232890054,-0.03662500175130512,0,24
-0.04365418359716278,-0.06379249207725735,0.12920635290686322,-0.12512077294686152,0.28623155138125966,0.334550112994318,0.039381323318339545,0.04918588427752346,-0.06447464834780009,-0.2636648438480883,0,25
0.446259574417155,-0.09610470905854346,1.7827007367995829,0.7248792270531434,-0.31948267348586024,1.3823302720199182,-0.048423122413811526,0.31729537362808746,0.08555511555348311,0.8634674113072873,0,26
-0.22998756361155093,0.09637117393902916,-0.03315045038806019,-0.3417874396135301,1.2030913770660479,1.0890531353841828,0.011656481492456905,-0.38900691922817776,-0.04818736374410387,-0.3243274674413211,0,27
-0.14047134059363175,-0.05832408835334785,-0.43655139838483326,-0.2917874396135294,0.16310848493329244,-0.35433070474534567,0.07753271230830727,0.03439787113851556,-0.09845884680237638,-0.19116582176388175,0,28
0.4875788336784542,-0.02185944520706734,2.215121641940788,0.5748792270531378,-0.2490835177812436,1.8851503328657397,0.037228697848835646,0.39256943012760703,0.19449760300266566,0.8056966654642768,0,29
-0.3659506090547591,0.05798574316761307,-0.7421807300369485,-0.5917874396135265,1.22956951747913,0.40650099614837654,0.10788277425842074,-0.3548136036739554,-0.13859543290215187,-0.3651276244603383,0,30
0.16920760062325224,-0.02803505145852303,0.9178574382645484,0.20821256038647062,0.0465681149282684,0.8835377618990119,0.00721612935182514,0.3125074947246629,0.05197891687720935,0.2788700000006765,0,31
-0.3372350759386865,0.045362141434177605,-0.9209755007074687,-0.4584541062801937,0.6505390531005761,-0.3513242389006974,-0.022046607152145015,-0.34549194057034205,-0.12959536091664398,-0.28459264446188637,0,32
-0.013479391598651635,0.011600242605285582,-0.17331324707129836,-0.02512077294685655,-0.10577089177858645,-0.3599719301436899,-0.00395758503905852,0.0651926889263188,0.0051680402459076125,0.03280349072986888,0,33
0.062282760636460766,0.030786990807294523,0.2626063222622914,0.22487922705314345,-0.02849804314494042,0.15322048782354614,-0.08325671639971766,0.07091255884956338,0.05642287776450916,0.049433282632396436,0,34
-0.23851027386113,0.002777329673144202,-0.8885331129339491,-0.3084541062801951,0.08575755765928772,-0.8836633465684662,-0.03055569190295504,-0.17568413099147673,-0.1037404284306945,-0.17733133737812035,0,35
-0.13342738489200645,0.03038220976506767,-0.8133586220118232,-0.29178743961352227,-0.2823364612437065,-1.1765828745493345,0.0863376569353318,-0.13731640449894245,-0.038140828974529195,-0.22089019856735104,0,36
0.3237922332518245,-0.04040833920081266,0.3940519372521867,0.5415458937198063,-0.665413931090387,-0.3522497851320052,-0.04750030274581307,0.44943349003867805,0.10368612175255765,0.4916251927294961,0,37
0.19812936493611,0.04465681656781778,1.0578515871291194,0.15821256038647347,0.03408152546175458,1.0110453212970691,0.05962811740867524,0.08892867201576826,0.1354765052235759,-0.06785237178921721,0,38
-0.11017289210720294,-0.09887324846173834,-0.5532894301951432,-0.09178743961352653,-0.09488451562734501,-0.7290617371162931,-0.05260503882939038,-0.034878557183375514,-0.11381054157941045,-0.15851278157057558,0,39
0.6245617974192365,-0.017993601802667625,2.7168685991365247,0.8248792270531378,-0.3949672797050172,2.241013528137702,0.009322811496919825,0.43227884509287073,0.25872827159569106,,0,40
-0.3140972088821062,0.11525662034720674,-0.13404880471117542,-0.5084541062801979,1.8022740662076213,1.587337470202641,0.07784130883001306,-0.3140044118041807,-0.08539043112106565,-0.29673169518381814,0,41
-0.2880180745639257,-0.006582905662072314,-0.6888261989393634,-0.4917874396135251,0.6787275978883796,-0.09098639234478867,0.09901515506468539,-0.0773095439064514,-0.13083440912822414,-0.22544737402649118,0,42
0.3574679407751854,0.025463234024097836,2.1178726963389525,0.49154589371980917,0.07712702498564372,2.1141119300307913,-0.004847814318433841,0.38372216326911035,0.19258767428983598,0.41860542927049993,0,43
-0.33652198709755715,0.0048808820269578,-0.7274357006034435,-0.4751207729468594,0.9897855827959314,0.18146209089868304,-0.0019010123108507138,-0.2614795396847156,-0.14728363298415126,-0.36447852954942106,0,44
0.17011719393662061,-0.03988684428914868,0.6811907018751442,0.20821256038647773,-0.10524785008618331,0.49505506049515624,0.007915816515950636,0.1760724528184321,0.041076834338659496,0.0784095471856825,0,45
-0.22540047120828122,-0.032434786629195134,-0.857524139180248,-0.3084541062801951,0.06162925974545219,-0.8767826707286006,-0.013819773622722575,-0.28806590323781867,-0.11739745274873306,-0.22828424173602802,0,46
0.06561099862533026,-0.005085714998795454,-0.23194726752599282,0.09154589371981059,-0.41093332515491343,-0.7237683839747113,-0.00817464830629644,-0.028301394805405278,0.027612704390153398,0.009018854567481638,0,47
-0.06580355488121048,-0.016041921090185096,-0.6817534988633973,-0.12512077294686508,-0.38511777051861307,-1.1477590606758152,0.01646818061070665,-0.09266545302710028,-0.03884312813614882,-0.12924370445701217,0,48
,-0.022490161934503317,,,-0.5917931208916778,2.9434127615415413,-0.059500560842899675,,,,0,49
-0.08363018307354164,0.027304935553106646,1.2003589723800339,-0.20845410628019367,1.536954428305385,2.656425609391614,0.06620373986683914,-0.14379444747164094,-0.016316414052113426,-0.03867028269725847,0,50
-0.416254832094798,0.030259256843337135,-0.9029621796561367,-0.6251207729468651,1.4210973863584733,0.43724741540853174,0.059554514891970056,-0.3158508267359562,-0.17434908201157975,-0.24664298378719107,0,51
-0.19317993089584418,0.0759614929754383,-0.31746695626721566,-0.20845410628019367,0.5830046343957633,0.18464988683474282,-0.057814842573503444,-0.13814936407226874,-0.04005999533685578,-0.1538016906568035,0,52
0.2966669442007367,0.022101508818507754,1.945845078033782,0.5748792270531378,0.1924014441879902,2.057358730927967,-0.07731843583779507,0.5445624449561526,0.1599880683107781,0.37242564506210085,0,53
-0.098398109982067,0.017762261218852826,0.6157533540861846,-0.20845410628019367,1.049613025861384,1.5844785886537638,0.049485332045867025,-0.06807274516207695,-0.02990623048580704,-0.1535794457854226,0,54
-0.07348500199007679,-0.020573097850022593,0.2986327992146074,-0.19178743961352795,0.5909921875603219,0.8087371954811244,0.06283075540996474,-0.05323755986531875,-0.045396033287035675,-0.1323611737795921,0,55
-0.23713801498258602,-0.020720130318515773,-0.7598678919302038,-0.34178743961352653,0.2562559966397524,-0.5844996865842562,0.0021225463310733383,-0.2631274553050639,-0.11592560634125379,-0.27829645512514634,0,56
-0.0618242662783175,-0.028817212119011837,-0.658152593302278,-0.07512077294686081,-0.37578110290963473,-1.1148214875057176,-0.016066115833484718,-0.12115785386474587,-0.04631530700699016,-0.033628146721051744,0,57
-0.11377507063889603,0.02233070293487771,-0.8780126270917563,-0.12512077294685797,-0.421652213449212,-1.3805526318347732,-0.033157525345525185,-0.18173098646612473,-0.034061459257450966,-0.14529397151033385,0,58
0.10551107097433277,-0.009656097812124786,-0.41651541914885293,0.30821256038647915,-0.6502939224904325,-1.1476971329330903,-0.0905574214805599,0.14453941385625013,0.04134960151289635,0.10144764894357605,0,59
0.09428620519145048,0.00498557607322575,-0.24004716973501994,0.17487922705313919,-0.4970245895851204,-0.8179595506139452,-0.03267275085317367,0.05485377710490269,0.04922843543910277,0.06190093640430572,0,60
