time division length width area intensity CMx CMy
0 0 33.3479 11.7849 393 132.478 441.715 500.097
1 0 32.1894 11.7119 377 134.074 439.989 501.424
2 0 33.2844 13.3396 444 130.795 440.592 498.709
3 0 36.2356 12.8051 464 127.884 440.976 500.045
4 0 37.185 12.774 475 127.564 441.156 499.366
5 0 38.1734 12.9933 496 126.407 442.677 499.833
6 0 38.3029 12.2184 468 131.325 443.122 497.739
7 0 38.1575 12.4222 474 132.266 442.591 496.673
8 0 38.1834 13.409 512 127.326 442.811 497.82
9 0 38.1831 13.0686 499 130.842 442.395 496.481
10 0 40.1076 13.2145 530 128.27 442.126 495.421
11 0 44.322 13.7855 611 123.619 441.504 496.561
12 0 41.1673 12.9957 535 129.873 442.056 496.293
13 0 42.2353 13.2591 560 127.598 442.546 495.454
14 0 43.2846 13.0069 563 129.149 442.67 494.307
15 0 45.1343 12.9613 585 128.342 443.191 495.474
16 0 45.1593 13.087 591 127.286 441.369 495.785
17 0 47.1388 13.9163 656 126.037 441.262 493.689
18 0 49.0974 13.7278 674 125.193 441.5 494.369
19 0 49.1834 14.1308 695 124.901 441.492 494.522
20 0 52.234 15.5263 811 120.811 440.869 492.549
21 0 53.131 14.8689 790 122.763 440.951 490.896
22 0 53.2879 15.0315 801 121.737 442.504 492.131
23 0 55.2123 14.4171 796 123.103 443.236 491.175
24 0 56.0699 14.4819 812 125.282 442.414 488.909
25 0 58.2238 14.7878 861 122.377 443.623 489.945
26 0 58.1771 14.8168 862 125.447 443.862 487.189
27 0 60.1994 15.1497 912 123.417 443.043 487.873
28 0 62.1799 12.7855 795 129.772 442.752 487.452
29 0 66.3273 15.1974 1008 122.598 443.518 485.315
30 0 66.1425 15.6631 1036 121.426 443.677 483.681
31 0 68.2861 15.0982 1031 121.434 442.899 483.144
32 0 70.355 14.569 1025 123.451 443.339 482.021
33 0 72.1279 15.8053 1140 118.838 443.482 479.953
34 0 74.1295 14.7579 1094 120.328 444.207 480.074
35 0 76.401 15.1307 1156 120.499 444.035 478.17
36 0 81.2601 15.5796 1266 118.378 444.028 477.371
37 1 43.1447 12.91 557 120.203 444.575 495.605
38 0 45.2126 12.3859 560 119.016 445.298 495.579
39 0 46.1415 12.8301 592 117.706 445.034 494.549
40 0 46.1703 12.9304 597 119.162 445.037 493.739
41 0 49.202 14.3897 708 114.774 445.47 492.712
42 0 50.2126 15.2352 765 114.25 445.252 492.463
43 0 51.1905 13.733 703 116.942 445.7 492.794
44 0 54.0186 15.1429 818 114.608 445.654 491.869
45 0 55.1377 14.5817 804 115.32 446.531 492.506
46 0 58.1585 16.455 957 110.393 446.348 492.65
47 0 57.1146 15.2851 873 116.009 446.229 490.758
48 0 59.1742 15.8346 937 114.568 446.02 490.539
49 0 61.3144 16.1137 988 113.176 446.173 487.76
50 0 64.1092 16.0196 1027 111.949 446.212 487.886
51 0 64.2399 15.5666 1000 113.358 445.403 488.172
52 0 66.3046 15.9567 1058 111.967 445.531 487.863
53 0 69.2323 17.2463 1194 108.081 445.241 488.077
54 0 69.2117 15.4887 1072 112.839 445.506 486.681
55 0 72.2129 14.7758 1067 114.424 445.359 484.74
56 0 74.2166 16.0476 1191 112.406 444.827 483.249
57 0 77.2159 17.4446 1347 109.958 445.687 480.421
58 0 81.1364 17.07 1385 109.871 444.825 481.791
59 0 80.2751 15.3721 1234 115.089 444.848 480.352
60 0 83.1708 16.8088 1398 113.618 444.934 477.077
61 0 86.17 18.9161 1630 107.453 445.145 475.773
62 1 41.098 13.7963 567 110.362 445.437 497.771
63 0 42.0429 12.2256 514 114.607 445.617 495.718
64 0 46.1315 11.9224 550 113.365 446.067 497.067
65 0 44.1253 11.626 513 116.76 445.626 494.803
66 0 48.0752 13.0629 628 111.944 446.583 493.748
67 0 49.076 14.5489 714 108.325 446.63 492.838
68 0 52.0736 13.7114 714 108.412 446.371 492.099
69 0 53.077 14.6579 778 107.987 447.22 491.713
70 0 53.0181 14.2215 754 111.955 445.097 489.227
71 0 55.0781 13.5626 747 112.598 446.282 490.207
72 0 57.0538 13.8466 790 113.471 446 488.434
73 0 60.0484 14.7881 888 110.859 445.274 488.27
74 0 61.045 15.7261 960 110.592 445.736 487.902
75 0 64.1139 14.599 936 112.624 445.391 487.199
76 0 65.1652 15.2229 992 114.285 446.899 484.267
77 0 67.1633 14.1297 949 115.446 447.063 483.869
78 0 69.1792 13.7035 948 117.185 447.542 483.27
79 0 73.1214 15.0572 1101 114.396 448.055 483.507
80 0 75.071 15.1057 1134 116.071 448.457 481.84
81 0 76.1147 14.2022 1081 118.709 448.458 481.81
82 0 79.0553 14.5721 1152 118.316 447.998 480.691
83 1 40.0762 12.0021 481 110.249 447.738 501.626
84 0 40.0802 12.2005 489 113.207 447.172 499.599
85 0 40.2021 12.4372 500 112.788 446.964 499.15
86 0 42.2299 12.0294 508 113.612 446.689 499.213
87 0 45.043 14.3197 645 110.033 446.829 496.445
88 0 46.1907 12.5566 580 114.112 447.04 495.872
89 0 47.2587 11.8708 561 114.672 446.428 495.011
90 0 47.2578 11.5748 547 114.53 446.261 496.737
91 0 51.2675 13.3223 683 112.672 446.533 493.933
92 0 50.2045 12.6483 635 116.369 446.187 493.186
93 0 54.2449 13.3284 723 114.111 446.314 492.469
94 0 57.21 13.7214 785 114.873 446.786 491.149
95 0 57.2487 13.223 757 116.345 446.97 491.114
96 0 60.2166 14.3482 864 113.164 447.083 490.721
97 0 61.162 13.5215 827 116.036 447.064 488.447
98 0 64.2631 13.9582 897 114.929 446.639 488.147
99 0 66.1614 14.2228 941 116.053 447.359 486.256
100 0 66.2365 14.0859 933 117.914 449.053 486.397
101 0 68.1363 14.6912 1001 116.771 448.071 486.661
102 0 69.2269 14.9653 1036 118.498 448.322 482.979
103 0 74.1383 13.5018 1001 120.135 448.064 484.846
104 0 75.144 14.1595 1064 120.497 448.727 483.744
105 0 75.2466 14.2996 1076 122.287 448.577 481.249
106 0 79.1688 17.4816 1384 114.78 448.574 481.104
107 0 79.2461 14.3603 1138 123.752 448.431 481.671
108 0 83.1872 14.4373 1201 124.102 448.87 478.44
109 0 85.1572 14.7844 1259 121.133 449.283 481.266
110 0 85.3452 14.3535 1225 126.019 448.837 479.105
111 0 89.2223 15.1756 1354 122.95 448.583 480.446
112 0 91.3137 15.8684 1449 123.883 448.473 477.969
113 0 92.378 14.0401 1297 130.51 446.896 476.59
114 0 93.3765 14.5433 1358 129.504 446.985 477.945
115 0 94.401 15.6884 1481 127.996 446.911 476.986
116 0 97.2446 15.0034 1459 131.146 446.798 475.005
117 0 99.2872 15.7523 1564 131.446 447.033 472.664
118 1 49.1673 12.1219 596 123.57 447.32 500.146
119 0 48.2026 11.5139 555 128.665 447.032 498.919
120 0 48.1913 11.5166 555 125.741 446.64 500.942
121 0 49.1685 11.8979 585 128.003 446.663 498.711
122 0 48.1865 11.7253 565 128.209 447.807 499.538
123 0 50.1024 12.7938 641 126.646 447.215 497.164
124 0 50.2929 12.7056 639 128.782 446.535 497.548
125 0 52.2179 13.7884 720 127.053 447.382 496.008
126 0 52.2138 13.5022 705 128.064 447.216 496.997
127 0 51.3404 12.5048 642 133.062 448.086 497.363
128 0 51.2108 12.8879 660 135.829 448.061 495.826
129 0 50.4208 11.8404 597 139.027 447.41 496.576
130 0 52.3654 13.1957 691 137.725 447.698 495.52
131 0 53.2521 13.2953 708 140.599 447.753 493.746
132 0 53.3202 13.222 705 134.201 448.129 494.891
133 0 57.3995 12.9269 742 137.84 448.02 492.377
134 0 57.2506 13.24 758 133.528 448.391 492.108
135 0 57.5365 12.5659 723 134.437 448.64 492.903
136 0 58.2467 12.7733 744 136.554 448.332 492.132
137 0 58.1876 13.0956 762 137.194 448.152 491.837
138 0 59.3502 12.8222 761 139.71 449.001 491.875
139 0 60.3372 13.1262 792 137.174 449.428 492.66
140 0 61.276 13.4963 827 136.416 449.33 491.875
141 0 60.1791 13.0942 788 139.028 448.655 491.447
142 0 61.3374 11.5264 707 138.41 448.365 494.013
143 0 65.6129 13.2901 872 134.315 448.083 492.153
