dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,3.0,[ 5  9 13 17 21 25 29 33],"[0.36149243385268365, 0.5839649741893863, 0.7111151490194645, 0.7736319528934503, 0.8218757569770131, 0.8774885364690737, 0.913084495062334, 0.9478692216280532]","[0.40649244 0.54026968 0.64552    0.73502353 0.81417983 0.88587208
 0.95185381 1.0132853 ]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33],"[0.4577038205906934, 0.6916818312597651, 0.8690957288187281, 0.9843002177736828, 1.0954886485812385, 1.2108061468161668, 1.303177411772547, 1.3675869424970402]","[0.47994126 0.67248172 0.83047675 0.96869297 1.09357887 1.20865877
 1.31611549 1.41741516]",$r$,dfa (short)
Trace,7.0,[ 5  9 13],"[0.5647323431054427, 0.8033349901903135, 0.9060883095264355]",[0.5735687  0.77157109 0.92885619],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13],"[0.49182222653196683, 0.7333279947653343, 0.8652654446167679]",[0.49830766 0.70878522 0.88357528],$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33 37],"[0.489817015042548, 0.6563949523411264, 0.7409483421424069, 0.7893097385927844, 0.8370697725730177, 0.860819729710543, 0.8751459679644908, 0.8919787918508255, 0.8973662385836968]","[0.5315113  0.6306355  0.70184282 0.7588127  0.80692498 0.84891153
 0.88637003 0.92032403 0.95147269]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33 37],"[0.47630806791580227, 0.7522444540274382, 0.9180174415033793, 0.9844321430685666, 1.0301734022260531, 1.08388163114812, 1.1085768846846704, 1.132978879292503, 1.169597070384695]","[0.55004456 0.70170944 0.81718692 0.91325001 0.9968049  1.07147309
 1.13942626 1.2020847  1.26043579]",$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29],"[0.5372633472941443, 0.722179562321123, 0.7799077923626805, 0.809947788440377, 0.8355829307730813, 0.8301190737722373, 0.8227659429503971]","[0.58646138 0.6727929  0.73315191 0.78057454 0.82007892 0.85417542
 0.88431514]",$r$,dfa (short)
Shuffled,11.0,[ 5  9 13 17 21 25 29],"[0.511854870076063, 0.7008366479286579, 0.7942781214666963, 0.8850587034866289, 0.9561698142552295, 1.0128984356297865, 1.061632472321813]","[0.53049266 0.67423839 0.78335881 0.87395125 0.95262808 1.02285097
 1.08669309]",$r$,dfa (short)
Trace,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.37351238740664017, 0.5492853929755094, 0.6891291536374519, 0.7449663016665461, 0.7897571660394852, 0.8469576154492001, 0.8702223368156509, 0.8920862616963907, 0.9331008734228204, 0.9530206394787676, 0.971881491772676, 0.9992887595474359, 1.0104770368082316, 1.023061557023161, 1.0446327784118516, 1.0566629530090308, 1.0680618990063215]","[0.44498106 0.54900551 0.62611524 0.6891182  0.74317781 0.79096188
 0.83405182 0.87347211 0.90992922 0.94393351 0.97586722 1.00602499
 1.03463934 1.06189742 1.08795232 1.11293115 1.13694069]",$r$,dfa (short)
Shuffled,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.4070890942204091, 0.6437875312533633, 0.7868196746334887, 0.9338707721916318, 1.0560938667789648, 1.1571936081681946, 1.236241568558828, 1.2890409634247213, 1.3157820239330915, 1.340714404617959, 1.359231480623073, 1.3815474905751792, 1.417002926943358, 1.447478204636629, 1.473867783398689, 1.5057269935664976, 1.5274684812801513]","[0.49232031 0.64716235 0.76791656 0.86999796 0.95987435 1.04098252
 1.11540479 1.18451466 1.24927392 1.31038678 1.36838697 1.4236903
 1.47662815 1.52746957 1.57643654 1.6237147  1.66946115]",$r$,dfa (short)
