fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,generation
-0.08933601149085069,0.03704643433318888,-0.6444906315096084,-0.11511361607428444,-0.026334572717031435,-0.670825204226638,0.11610138689507243,NC,0,A,0
0.0906977436533114,-0.028082340315172705,0.46885236492186877,0.08073773350680846,-0.10168551509112245,0.3671668498307463,-0.013090129595172195,NC,0,A,1
-0.09065313387734486,0.026431062183985166,-0.48992494165572076,-0.10766908576574474,0.03931892806962445,-0.4506060135860963,0.09132898438392445,NC,0,A,2
0.12797556714120417,0.02123424234561644,0.7909841940962572,0.0564957857836027,-0.0423194200458088,0.7486647740504484,0.09430504623294333,NC,0,A,3
-0.04950660968363563,-0.020020765750266234,0.22030262728019823,0.011800008601120737,0.5602303697318951,0.7805329970120933,-0.11080130233923557,NC,0,A,4
-0.12185129497018832,0.05247597623783584,-0.46832377314348994,-0.13095210126096235,0.2923932141790906,-0.17593055896439935,0.09028542051646471,NC,0,A,5
-0.01982368967373327,-0.004935809128700952,0.13749188850063598,-0.036123723249194106,0.2586409871965647,0.3961328756972007,0.04662909694295969,NC,0,A,6
-0.1273121282265045,-0.06383836079616112,-0.5682268838790967,-0.020256657844573422,0.20395306296259408,-0.3642738209165026,-0.18780224815847735,NC,0,A,7
-0.07347905869238658,0.009558809998412854,-0.869839123711055,0.035560799785034014,-0.5158308683882464,-1.3856699920993014,-0.1949494830609515,NC,0,A,8
0.27298350450780673,0.008016034466110877,0.9202620171772224,0.16826961282694974,-0.619808488571838,0.30045352860538443,0.09032159883629975,NC,0,A,9
-0.07656076776651555,-0.001751998791171383,-0.23850724386340083,-0.035627757993151876,0.23917571661365944,0.0006684727502586085,-0.061720969157422756,NC,0,A,10
-0.09104369621264186,-0.03794370317663254,-0.5036918147009333,-0.07072626007875643,0.02537893010353276,-0.4783128845974005,-0.008134213956968672,NC,0,A,11
-0.008794749347154629,0.033322136060254914,-0.4592793627323921,-0.03231158641938603,-0.4201688416729237,-0.8794482044053158,0.05820082091697154,NC,0,A,12
0.14641516019173018,0.04252473084641373,0.6653917468141035,0.10135518767624552,-0.23443984350612723,0.4309519033079763,0.03289108510593941,NC,0,A,13
-0.15777035217669755,-0.05520698898779025,-0.507520952905185,-0.055370459565009855,0.5322452970384561,0.02472434413327118,-0.17581976820498912,NC,0,A,14
0.11624909240573422,0.0014633010262671275,0.4001863580074243,0.05319005710930835,-0.29089805108597133,0.10928830692145297,0.0824153525179705,NC,0,A,15
0.1518104242178685,-0.020292760552191202,1.1463335313031684,0.09674206296199528,0.10014909518365434,1.2464826264868227,0.04983932212467268,NC,0,A,16
-0.13115872328645972,0.042006260398255,-0.6345819756691178,-0.26540356833233436,0.14654372079119815,-0.4880382548779174,0.4879612786003624,NC,0,B,0
0.26820367248348864,0.014909786501060285,1.8224975192095494,0.09849306673387359,-0.008100496195582174,1.814397023013969,0.21905627547803563,NC,0,B,1
-0.10019327658926036,-0.020252564274612084,0.27350125244702683,-0.12011329652769309,1.0234193340227864,1.296920586469815,0.07379699477704538,NC,0,B,2
-0.2206079881412893,0.02667921415791835,-0.8700924188955841,-0.08352288657525231,0.5029876849635824,-0.36710473393199994,-0.2358960753365682,NC,0,B,3
-0.06424640532856196,0.010269119572781815,-0.3952925171470394,0.002052352903046617,-0.028612759513094943,-0.42390527666013256,-0.10755345496802127,NC,0,B,4
0.2859494804540561,-0.01695917061455071,1.7245447411155004,0.12893884952569423,-0.14927616548666522,1.5752685756288365,0.18742885891079952,NC,0,B,5
-0.033208079392838874,-0.005042846772430942,0.43260548187504444,-0.03338282079345578,0.6606613096558931,1.0932667915309393,0.008453384271573272,NC,0,B,6
-0.11460552864872986,0.0020543226231443668,-0.23634683688885527,-0.09947329790586368,0.5131040317228086,0.2767571948339551,-0.0025775539586576635,NC,0,B,7
-0.07890809809354116,-0.020602313048950438,-0.3176243255468987,-0.08379060297947438,0.15526508323422084,-0.16235924231267607,0.03110482665861669,NC,0,B,8
-0.05461937273659745,0.002830311113400097,-0.4930240511958539,-0.028573054574652312,-0.1955207853279992,-0.6885448365238513,-0.0374216200714228,NC,0,B,9
-0.1348273944587166,0.004296990213388863,-0.9962636145388908,0.004225987785116181,-0.3228912334621077,-1.3191548480009967,-0.22507321806050817,NC,0,B,10
0.38272529817543655,-0.010958743441175589,1.5487412247147265,0.2881662674251274,-0.6316126041165289,0.9171286205981994,0.061134183329909275,NC,0,B,11
-0.2643919878662849,0.00966622513049048,-1.1738266616773227,-0.16267349800411235,0.3856595244022456,-0.7881671372750754,-0.17506037079120396,NC,0,B,12
-0.12699424987870922,-0.012115710980054373,-0.9709453060184439,0.04067411988486891,-0.33736720638928563,-1.3083125124077277,-0.2637978526552992,NC,0,B,13
-0.0961028544421696,-0.025615514846478837,-1.1276972592524777,0.05323019546458452,-0.7025586574713385,-1.8302559167238144,-0.23399545168213431,NC,0,B,14
0.4829855077501781,-0.0011653657321850641,1.4138047474686246,0.2611521859705268,-1.0117007808301401,0.402103966638486,0.21243979549746816,NC,0,B,15
-0.06430857755282848,0.023535095332172573,-0.22011654552222826,-0.07568415750434854,0.1177615162737764,-0.10235502924845274,0.11876626415856961,NC,1,A,0
-0.0187350712596831,0.0358745031798261,-0.029619198595247198,-0.02775905473209661,0.05079488808882138,0.021175689493573735,0.056786999517963066,NC,1,A,1
0.09301342981985183,0.01781817035424338,0.714018634695007,0.011028379631354446,0.1785630529925064,0.892581687687513,0.16937812887090864,NC,1,A,2
