 	0	4.318657608	3.203125	47519.8439	152212			
	0.05	4.794063222	3.4375	47828.94545	164412			
	0.1	5.770622817	4.203125	48598.12639	204264			
	0.15	6.671267717	4.6875	49659.73333	232780			
	0.2	3.245534713	2.28125	49255.45205	112364			
	0.25	4.212770192	3.359375	37709.39535	126680			
	0.3	4.232724796	3.109375	46941.90955	145960			
	0.35	5.125063398	3.609375	47862.02597	172752			
	0.4	6.081991141	5.1875	34850.6988	180788			
	0.45	6.522243141	6.34375	30090.08867	190884			
	0.5	4.235483817	2.734375	48901.85143	133716			
	0.55	4.613930978	4.078125	30629.76245	124912			
	0.6	5.116351931	3.3125	48877.88679	161908			
	0.65	5.804957397	3.953125	48957.72332	193536			
	0.7	6.922403075	4.640625	46471.3266	215656			
	0.75	3.785003178	2.578125	45175.46667	116468			
	0.8	4.102418492	3.40625	32638.82569	111176			
	0.85	4.828072702	3.234375	49283.09179	159400			
	0.9	5.544700604	3.78125	47977.78512	181416			
	0.95	5.785946775	5.765625	30569.45257	176252			
	1	2.723225464	2.125	34477.17647	73264			
	1.05	3.632449453	2.453125	44604.33121	109420			
	1.1	3.900113507	2.984375	34388.43979	102628			
	1.15	4.728978007	3.421875	45708.27397	156408			
	1.2	5.093787621	3.765625	45760.26556	172316			
	1.25	6.275875435	4.546875	47633.5945	216584			
	1.3	7.431112432	5.046875	48621.7709	245388			
	1.35	4.123479739	3.15625	38014.73267	119984			
	1.4	4.301533617	3.65625	36760.06838	134404			
	1.45	5.302809882	3.546875	50215.47137	178108			
	1.5	5.91591533	4.25	50238.11765	213512			
	1.55	3.022483186	2.25	49575.11111	111544			
	1.6	3.343806425	2.875	35090.08696	100884			
	1.65	3.841197208	3.328125	37781.03286	125740			
	1.7	4.545421195	3.09375	51724.92929	160024			
	1.75	4.866768481	3.578125	53565.48472	191664			
	1.8	5.679072324	4.453125	53271.35439	237224			
	1.85	6.440275043	5.28125	49622.3432	262068			
	1.9	7.452237397	6.25	49609.6	310060			
	1.95	4.466511763	3.296875	56396.43602	185932			
	2	5.010264025	4.390625	45028.66904	197704			
	2.05	6.182827624	4.625	54362.81081	251428			
	2.1	6.934731771	6.140625	44867.74555	275516			
	2.15	3.457397451	2.5625	55978.14634	143444			
	2.2	3.753843595	3	54153.33333	162460			
	2.25	4.332257606	3.421875	55580.05479	190188			
	2.3	5.008778321	3.703125	58437.1308	216400			
	2.35	5.909063662	4.296875	56422.4	242440			
	2.4	6.7117236	5.453125	49077.91404	267628			
	2.45	3.773822126	2.71875	56053.70115	152396			
	2.5	3.799621942	2.671875	57296.09357	153088			
	2.55	4.877274952	3.46875	56140.10811	194736			
	2.6	5.600656178	5.75	37980.52174	218388			
	2.65	3.184584612	2.296875	48547.70068	111508			
	2.7	3.234804734	2.625	39416.38095	103468			
	2.75	3.32369448	2.359375	57145.64238	134828			
	2.8	4.179219276	3.140625	50852.29851	159708			
	2.85	4.627028953	3.359375	56630.77209	190244			
	2.9	5.844599263	5.265625	41203.8457	216964			
	2.95	2.937061978	2	54496	108992			
	3	3.404567345	2.203125	52875.80142	116492			
	3.05	3.491478633	2.125	51806.11765	110088			
	3.1	4.302374026	3.203125	40517.93171	129784			
	3.15	4.701922037	2.921875	51186.31016	149560			
	3.2	5.363361838	3.59375	45613.63478	163924			
	3.25	2.943458657	1.84375	45353.22034	83620			
	3.3	2.928528594	2.296875	35357.60544	81212			
	3.35	3.667947461	2.5625	36765.65854	94212			
	3.4	3.687049142	2.265625	48542.89655	109980			
	3.45	4.621241633	2.984375	47079.87435	140504			
	3.5	5.459313379	3.6875	36128.54237	133224			
	3.55	2.844852269	1.84375	42830.10169	78968			
	3.6	2.732225421	1.671875	36861.60748	61628			
	3.65	3.089449452	1.828125	42215.93162	77176			
	3.7	3.608439182	1.953125	42444.8	82900			
	3.75	3.381874481	2.296875	33990.53061	78072			
	3.8	3.121785196	1.75	41097.14286	71920			
	3.85	3.92886097	2.046875	42355.29771	86696			
	3.9	4.457269913	2.53125	42010.8642	106340			
	3.95	2.021917842	1.109375	40779.71831	45240			
	4	2.598076211	1.40625	45363.2	63792			
	4.05	3.261598734	2.515625	35534.70807	89392			
	4.1	3.106480633	1.8125	45515.03448	82496			
	4.15	3.836141292	2.484375	49939.32075	124068			
	4.2	4.26922909	3.15625	45338.61386	143100			
	4.25	5.060851341	3.421875	51591.59817	176540			
	4.3	2.419606099	1.5625	53020.16	82844			
	4.35	3.264263752	2.28125	46790.13699	106740			
	4.4	3.442553982	2.234375	52560.55944	117440			
	4.45	4.134521033	2.75	52818.90909	145252			
	4.5	4.829707099	3.125	53486.08	167144			
	4.55	2.538481649	1.515625	54691.62887	82892			
	4.6	3.001709633	2.109375	51837.15556	109344			
	4.65	3.385148612	2.171875	50518.56115	109720			
	4.7	4.119154989	2.734375	54078.90286	147872			
	4.75	4.54984756	3.671875	42645.24255	156588			
	4.8	5.424067924	4.28125	45670.77372	195528			
	4.85	6.438475536	4.46875	54673.9021	244324			
	4.9	3.432267949	2.328125	56596.61745	131764			
	4.95	3.584486553	2.375	57650.52632	136920			
	5	4.525232186	3.296875	50160.22749	165372			
	5.05	4.862725072	4.53125	43292.24828	196168			
	5.1	6.307056322	4.15625	57240.06015	237904			
	5.15	3.241977829	2.078125	55804.15038	115968			
	5.2	3.651221486	2.609375	46043.20958	120144			
	5.25	4.239277774	3.359375	43511.66512	146172			
	5.3	4.785641161	3.265625	48473.41627	158296			
	5.35	5.37560905	4.078125	44693.08812	182264			
	5.4	3.168296232	2.25	43061.33333	96888			
	5.45	3.336328451	2.3125	54868.75676	126884			
	5.5	3.60049374	2.796875	48787.30726	136452			
	5.55	4.322028138	3.15625	50634.77228	159816			
	5.6	5.099343388	4.296875	46350.89455	199164			
	5.65	6.220073661	4.34375	56960.92086	247424			
	5.7	3.31677206	2.3125	52670.27027	121800			
	5.75	3.776609146	2.640625	54803.69231	144716			
	5.8	4.101945558	3.1875	45813.96078	146032			
	5.85	5.121813301	3.671875	55696.88511	204512			
	5.9	6.476958921	4.3125	54101.33333	233312			
	5.95	3.127101424	2.015625	57213.02326	115320			
	6	3.891296799	2.8125	56257.42222	158224			
	6.05	4.440431519	3.171875	55847.0936	177140			
	6.1	5.099416838	4.25	45059.76471	191504			
	6.15	6.39439686	4.453125	56637.97895	252216			
	6.2	2.927601199	2.328125	46220.88591	107608			
	6.25	3.880676678	2.59375	60089.06024	155856			
	6.3	4.33463085	3.25	60019.69231	195064			
	6.35	4.645898684	4.359375	48338.12186	210724			
	6.4	5.540989619	4.9375	52999.29114	261684			
	6.45	6.334303619	6.34375	46216.82759	293188			
	6.5	3.526726745	2.65625	54154.54118	143848			
	6.55	3.769365812	3.1875	46362.35294	147780			
	6.6	4.62700965	3.421875	58908.05479	201576			
	6.65	5.587200004	4.375	52261.48571	228644			
	6.7	6.613843679	5.109375	53650.39755	274120			
	6.75	2.568977135	1.96875	47859.80952	94224			
	6.8	3.632156767	2.53125	49894.71605	126296			
	6.85	4.002106995	3.6875	43476.61017	160320			
	6.9	5.211297665	4.421875	49995.98587	221076			
	6.95	6.166104097	4.8125	47699.94805	229556			
	7	3.116598691	2.21875	52894.64789	117360			
	7.05	3.832800309	2.875	44112.69565	126824			
	7.1	4.542957973	3.125	55080.96	172128			
	7.15	5.363182181	4.25	49431.52941	210084			
	7.2	2.768944676	2.0625	41524.36364	85644			
	7.25	2.67131	1.96875	43131.93651	84916			
	7.3	3.073204747	2.0625	49896.72727	102912			
	7.35	3.588845346	2.28125	54126.46575	123476			
	7.4	4.742236915	3.96875	41214.99213	163572			
	7.45	1.816486976	1.171875	42441.38667	49736			
	7.5	1.96751255	1.25	46832	58540			
	7.55	3.066704593	2	42836	85672			
	7.6	3.374342888	2.421875	47300.54194	114556			
	7.65	4.133318279	2.90625	45726.27957	132892			
	7.7	5.007648728	3.625	46155.03448	167312			
	7.75	5.878969198	4.40625	49345.3617	217428			
	7.8	2.967102152	2.28125	46230.79452	105464			
	7.85	3.422993605	2.5	50598.4	126496			
	7.9	4.041451884	2.625	49472	129864			
	7.95	3.305087963	2.671875	44603.88304	119176			
	8	5.174811876	3.9375	54851.04762	215976			
	8.05	5.52482401	4.75	47544.42105	225836			
	8.1	6.123897173	5.78125	46343.61081	267924			
	8.15	7.522455629	5.59375	58114.86034	325080			
	8.2	3.72824751	2.828125	47872	135388			
	8.25	4.434591768	3.546875	50166.97797	177936			
	8.3	5.20686252	5.296875	47554.0767	251888			
	8.35	6.071359746	4.78125	58050.9281	277556			
	8.4	7.3884516	5.609375	58694.5961	329240			
	8.45	3.651836864	2.6875	59313.11628	159404			
	8.5	4.474603494	3.25	62173.53846	202064			
	8.55	5.328828145	3.9375	61643.1746	242720			
	8.6	6.196606002	4.5	61574.22222	277084			
	8.65	3.307229008	2.46875	60245.87342	148732			
	8.7	3.770077284	2.859375	57339.80328	163956			
	8.75	4.120143204	3.09375	59964.76768	185516			
