dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  7  9 11 13 15],"[0.06552625741322268, 0.06737353574960366, 0.07229379254155158, 0.07347470928709171, 0.07268092273783405, 0.07270823766133597]",[0.0660268  0.06844419 0.07030732 0.07183135 0.07312524 0.07425213],$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,[ 5  7  9 11 13 15],"[0.07674287192716217, 0.07573819229585195, 0.07737212889701707, 0.07702138431545982, 0.0754575232488449, 0.07521261728630478]",[0.0768815  0.07654402 0.07629292 0.07609302 0.075927   0.07578507],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,[ 5  7  9 11 13 15],"[0.054747979402911776, 0.08142963734036741, 0.0920712191678669, 0.10551568489062271, 0.1200349297121109, 0.13199658341073467]",[0.05803764 0.07511752 0.09107908 0.10622671 0.12074132 0.13474189],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,[ 5  7  9 11 13 15],"[0.10736593610856045, 0.13333688623436696, 0.1515369997304912, 0.17490593707100277, 0.1934589447689554, 0.2093940167367509]",[0.10757024 0.13204072 0.15388442 0.17389348 0.19252117 0.21005677],$f_n e^{\phi_{n}}$,mean (short)
Trace,2.0,[ 5  7  9 11],"[0.03852628614260677, 0.044783311184482144, 0.049317390718121266, 0.0502846724283028]",[0.03914533 0.04404272 0.04809628 0.05159926],$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,[ 5  7  9 11],"[0.054163542791861814, 0.055581206267417325, 0.06062959355694448, 0.0608096199489343]",[0.05377775 0.05685169 0.05926172 0.06125925],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,[ 5  7  9 11],"[0.03272413190784774, 0.0548629815775845, 0.06427126145558046, 0.07015229985277961]",[0.03527729 0.04881962 0.06222757 0.07553249],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,[ 5  7  9 11],"[0.06725971917297972, 0.0854967369570928, 0.09881749114710477, 0.10987694040117142]",[0.06807606 0.0839547  0.09818647 0.1112638 ],$f_n e^{\phi_{n}}$,mean (short)
Trace,3.0,[ 5  7  9 11 13 15 17],"[0.03118774046677207, 0.03768296899940946, 0.04267835068591087, 0.043773942235384146, 0.046690168760579374, 0.049249991232173856, 0.04948254220565248]","[0.03256821 0.03692116 0.04054787 0.04369791 0.04650611 0.04905472
 0.05139812]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,[ 5  7  9 11 13 15 17],"[0.03925285955009043, 0.045264246500724574, 0.04963078647319625, 0.05044859690504971, 0.054058933058844856, 0.055847178085939246, 0.05618611190115722]","[0.04040454 0.04457469 0.04796784 0.05086175 0.0534036  0.05568176
 0.05775389]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,3.0,[ 5  7  9 11 13 15 17],"[0.03192244504324422, 0.03864904033516197, 0.04417526144508587, 0.04812248297189853, 0.051490797238070075, 0.05258570383704401, 0.05350945377235004]","[0.03318741 0.03835973 0.04274229 0.04659855 0.05007288 0.0532543
 0.05620222]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,3.0,[ 5  7  9 11 13 15 17],"[0.05241426531549567, 0.06402780526983062, 0.07249997382626404, 0.07910150791121813, 0.08547689875584136, 0.0905308241812879, 0.09536420392728916]","[0.05363424 0.06309328 0.0712313  0.07847679 0.08506755 0.09115172
 0.09682893]",$f_n e^{\phi_{n}}$,mean (short)
Trace,5.0,[ 5  7  9 11 13],"[0.03507506041525052, 0.046585370803069875, 0.053404738979887324, 0.06317337506674305, 0.06503784911612989]",[0.03609013 0.04510072 0.05326976 0.06084276 0.06796205],$f_n e^{\phi_{n}}$,dfa (short)
Trace,5.0,[ 5  7  9 11 13],"[0.05665083732987422, 0.061794672230780424, 0.06741414565217557, 0.07032473163199651, 0.07012376839509565]",[0.05718296 0.06201812 0.06589443 0.06916284 0.07200705],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,5.0,[ 5  7  9 11 13],"[0.03394486079484121, 0.044884473010815655, 0.0527506958137773, 0.06465729913710222, 0.07352502001597963]",[0.03385487 0.04440249 0.05437296 0.06391903 0.07313234],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,5.0,[ 5  7  9 11 13],"[0.06900200376266546, 0.08192415871916083, 0.09291984343035506, 0.10366946605423627, 0.10881366924382163]",[0.06939775 0.08179345 0.09247574 0.10199866 0.1106701 ],$f_n e^{\phi_{n}}$,mean (short)
Trace,6.0,[ 5  7  9 11 13 15],"[0.03906092656809955, 0.04901743108625224, 0.06092646639272057, 0.06312873402367476, 0.06703238498705315, 0.06825667755675027]",[0.04104919 0.04886836 0.0556655  0.06176567 0.06735079 0.07253499],$f_n e^{\phi_{n}}$,dfa (short)
Trace,6.0,[ 5  7  9 11 13 15],"[0.05331678342109995, 0.06626197081654062, 0.06772666366712407, 0.06857020734774685, 0.0713244692428848, 0.07354268489172844]",[0.05656296 0.06166143 0.06576713 0.06924089 0.07227227 0.07497431],$f_n e^{\phi_{n}}$,mean (short)
