value,type,lineage_ID
0,outsider,1
598,end,1
632,end,1
660,end,1
688,end,1
723,end,1
758,end,1
563,end,1
787,end,1
866,end,1
899,end,1
921,end,1
955,end,1
989,end,1
1017,end,1
828,end,1
531,end,1
493,end,1
467,end,1
2182,start,1
2218,start,1
36,end,1
68,end,1
100,end,1
157,end,1
185,end,1
211,end,1
233,end,1
267,end,1
304,end,1
331,end,1
364,end,1
401,end,1
435,end,1
1059,end,1
2152,start,1
1112,end,1
1173,end,1
1831,end,1
1864,end,1
1897,end,1
1932,end,1
1959,end,1
1989,end,1
1788,end,1
2024,end,1
2087,end,1
2116,end,1
2151,end,1
2181,end,1
2217,end,1
2243,end,1
2061,end,1
1760,end,1
1725,end,1
1692,end,1
1207,end,1
1229,end,1
1271,end,1
1312,end,1
1355,end,1
1379,end,1
1402,end,1
1431,end,1
1456,end,1
1499,end,1
1527,end,1
1558,end,1
1589,end,1
1629,end,1
1661,end,1
1139,end,1
2117,start,1
1085,end,1
2062,start,1
402,start,1
436,start,1
468,start,1
494,start,1
532,start,1
564,start,1
332,start,1
599,start,1
661,start,1
689,start,1
724,start,1
759,start,1
788,start,1
829,start,1
633,start,1
305,start,1
268,start,1
234,start,1
2088,start,1
101,outsider,1
1356,outsider,1
2218,outsider,1
36,outsider,1
157,outsider,1
1379,outsider,1
2243,outsider,1
0,start,1
37,start,1
69,start,1
101,start,1
158,start,1
186,start,1
212,start,1
867,start,1
900,start,1
365,start,1
1990,start,1
1528,start,1
1559,start,1
1590,start,1
1630,start,1
1662,start,1
1726,start,1
1761,start,1
1789,start,1
1832,start,1
1865,start,1
1898,start,1
1933,start,1
1960,start,1
922,start,1
2025,start,1
1500,start,1
1457,start,1
1693,start,1
990,start,1
956,start,1
1432,start,1
1018,start,1
1060,start,1
1086,start,1
1140,start,1
1174,start,1
1113,start,1
1230,start,1
1272,start,1
1313,start,1
1356,start,1
1380,start,1
1403,start,1
1208,start,1
585,end,2
746,end,2
619,end,2
651,end,2
683,end,2
713,end,2
794,end,2
1017,end,2
853,end,2
881,end,2
918,end,2
955,end,2
