dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.039517882235924284, 0.04880305078580161, 0.058178186916890404, 0.0658038321401685, 0.0699685639264578, 0.07399827968813871, 0.07818902817534687, 0.07981946293482844, 0.08295827215463414, 0.08659956951450072, 0.08690710084539385, 0.08802349999305296, 0.08847153810535938, 0.08862302883237634, 0.08968522214658303, 0.09028643988183072]","[0.04471417 0.05123378 0.0567162  0.06151214 0.06581256 0.06973465
 0.07335626 0.07673213 0.0799024  0.08289755 0.08574131 0.08845259
 0.09104674 0.09353641 0.09593217 0.09824293]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.05454882135084745, 0.06357055094895929, 0.0707988356926486, 0.07784662695369417, 0.08055839049309921, 0.08540610383281194, 0.09075945549079047, 0.09344439580062255, 0.09781087835194031, 0.10205382460922001, 0.10307129358095125, 0.10524578456441797, 0.10639300527352906, 0.10715112564435102, 0.10923542237588595, 0.11042444506538737]","[0.05693882 0.06428863 0.07039074 0.07567648 0.08037825 0.08463747
 0.08854742 0.09217331 0.0955627  0.09875152 0.10176767 0.10463326
 0.10736617 0.10998111 0.11249032 0.11490411]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.03264338098571396, 0.04487832609934134, 0.05551958878660421, 0.06649100094207593, 0.07536562891191076, 0.08520125961800865, 0.09373810150015076, 0.10102619072592525, 0.10853002058298367, 0.11664463886312919, 0.12405287709572957, 0.130976482633337, 0.138052856280926, 0.1442040772600418, 0.15001850786454418, 0.15671089219536577]","[0.03459768 0.04515787 0.05509863 0.06458561 0.07371784 0.08256077
 0.09116068 0.09955185 0.10776065 0.11580793 0.12371054 0.13148239
 0.1391351  0.14667857 0.15412125 0.16147049]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.06672372364027948, 0.08987433018795246, 0.10945905587585168, 0.12716677758244851, 0.14518245864681997, 0.15912023306951187, 0.17146294254267871, 0.18061341644662854, 0.18743344203758652, 0.19274079690794785, 0.19720828951010305, 0.20010258264529726, 0.20268799411539676, 0.20526393114425692, 0.206888835057656, 0.2081341483070563]","[0.07780345 0.0941679  0.10859872 0.12169376 0.13379167 0.14510686
 0.15578553 0.16593279 0.17562727 0.18492969 0.19388812 0.20254138
 0.21092141 0.21905485 0.22696421 0.23466872]",$f_n e^{\phi_{n}}$,mean (short)
Trace,2.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.03945763798701218, 0.04903048575485588, 0.055614603650265215, 0.05858166881285302, 0.06368515191975523, 0.06602670706570823, 0.06813944872310018, 0.07182943540969197, 0.07392387412450035, 0.07597537413477648, 0.07866073912397813, 0.08019042319191448, 0.08143997894871617, 0.08340824304382449, 0.08408086893039607]","[0.04276373 0.04854177 0.0533612  0.05755079 0.06128836 0.06468244
 0.06780482 0.07070577 0.07342205 0.07598146 0.07840562 0.0807117
 0.08291359 0.08502274 0.08704867]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.0525454790267425, 0.06241501745441126, 0.06820730812909047, 0.07196406600112058, 0.07801111828454793, 0.0810800630294553, 0.08272956218013237, 0.08661179186892119, 0.0874061548498712, 0.08718073087798306, 0.08851722209931237, 0.0886572978023733, 0.08835764731903241, 0.08923146454567416, 0.08915788628327842]","[0.05751341 0.06291117 0.06727076 0.07096776 0.07419994 0.07708548
 0.07970116 0.08209997 0.08432012 0.08639019 0.08833215 0.09016329
 0.0918975  0.09354608 0.0951184 ]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.0421423214762745, 0.05296026604352649, 0.06255862279012556, 0.07305763526003976, 0.08170700790241082, 0.08910027317078638, 0.09517146217232543, 0.09940631253855252, 0.10434921972218393, 0.10559317623064146, 0.10637564989576384, 0.10647740776383215, 0.10561427963306624, 0.1051331455850497, 0.10515096347720368]","[0.04743478 0.05600232 0.06339647 0.06999559 0.07601021 0.08157175
 0.08676876 0.09166427 0.09630502 0.10072679 0.10495774 0.10902044
 0.11293336 0.11671182 0.12036869]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33],"[0.0740653882630171, 0.09176959995515697, 0.10764153843959968, 0.11636842780031736, 0.12353270030016286, 0.13148121065744492, 0.13466424567950064, 0.13817416293571758, 0.14139491426066697, 0.1427907386806243, 0.145224178757033, 0.1480961916261517, 0.15003342306351924, 0.15230710893901284, 0.15438115977512612]","[0.08341664 0.0939747  0.10272348 0.11029051 0.11701336 0.12309718
 0.12867717 0.1338477  0.13867762 0.14321887 0.14751172 0.15158812
 0.15547387 0.15919019 0.16275472]",$f_n e^{\phi_{n}}$,mean (short)
Trace,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.05577710121138369, 0.06258988349004052, 0.07003693774081864, 0.07579773170159819, 0.07905687293001833, 0.08259663826154327, 0.08743204891947383, 0.0900111901966665, 0.09311348789891671, 0.09746922230436943, 0.09922376797521014, 0.10196625551031512, 0.10316221093595375, 0.10310304476663727, 0.10413688659250768, 0.10471888866867123]","[0.05715226 0.06393225 0.06951596 0.07432262 0.0785766  0.08241373
 0.08592317 0.08916704 0.09219049 0.09502754 0.0977045  0.10024221
 0.10265747 0.10496405 0.10717343 0.10929522]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35],"[0.06825242343827152, 0.07305547437645075, 0.07893399926705648, 0.08501495460002684, 0.08806460320652731, 0.0915272015180844, 0.09630529626296229, 0.09804496864653027, 0.10082972693256625, 0.10462759937720822, 0.10621764095132398, 0.10847397967223708, 0.10972110197676081, 0.10953162477052798, 0.11103060451875374, 0.1118507134170802]","[0.0681463  0.07458263 0.0797835  0.08419554 0.08805399 0.09149951
 0.09462348 0.09748897 0.10014151 0.10261512 0.10493598 0.10712469
 0.10919777 0.11116871 0.11304869 0.11484704]",$f_n e^{\phi_{n}}$,mean (short)
