dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[5 7 9],"[0.034077613292445894, 0.04095004866286493, 0.05048428273492726]",[0.03368185 0.04208428 0.04970086],$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,[5 7 9],"[0.06884613087252343, 0.07861785511986616, 0.09233322040706457]",[0.06816158 0.08047695 0.09110612],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,[5 7 9],"[0.0383514065099107, 0.04754133772001829, 0.055534175163187684]",[0.03838276 0.04745056 0.05559497],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,[5 7 9],"[0.06435816231491373, 0.08387460418544676, 0.0915894332619117]",[0.06551378 0.08045508 0.09379795],$f_n e^{\phi_{n}}$,mean (short)
Trace,2.0,[5 7 9],"[0.04959546293381983, 0.04950698653925448, 0.046200852541605504]",[0.05014317 0.04825146 0.04688524],$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,[5 7 9],"[0.06192675440506462, 0.05841167255013147, 0.05552222743481183]",[0.06199789 0.05825504 0.05560764],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,[5 7 9],"[0.043442794719682785, 0.0584088003585445, 0.06745257107939903]",[0.04398923 0.05672592 0.06859092],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,[5 7 9],"[0.07400473314162813, 0.09686107995508218, 0.10153379250935402]",[0.0758736  0.09137277 0.1049813 ],$f_n e^{\phi_{n}}$,mean (short)
Trace,5.0,[5 7 9],"[0.05315741044028095, 0.054468459316612074, 0.05902585304244802]",[0.05262473 0.05576672 0.05823529],$f_n e^{\phi_{n}}$,dfa (short)
Trace,5.0,[5 7 9],"[0.062119441398774844, 0.06077384527994119, 0.06590048544479792]",[0.06114732 0.0630577  0.06452341],$f_n e^{\phi_{n}}$,mean (short)
Shuffled,5.0,[5 7 9],"[0.04476086835733083, 0.06053697495626975, 0.06256182716940838]",[0.04617983 0.05627563 0.06523129],$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,5.0,[5 7 9],"[0.08208142268968932, 0.09600913833351207, 0.10434204431898654]",[0.08253264 0.09478597 0.10511071],$f_n e^{\phi_{n}}$,mean (short)
Trace,1.0,[ 5  7  9 11],"[0.0647118686394189, 0.08370100812649597, 0.10766051188614546, 0.13091246509622764]",[0.06364576 0.08608701 0.10787192 0.12916254],$\phi$,dfa (short)
Trace,1.0,[ 5  7  9 11],"[0.2123582471626054, 0.2734900821851631, 0.3231585927692317, 0.3562830809114413]",[0.21524299 0.26907962 0.31790332 0.36317566],$\phi$,mean (short)
Shuffled,1.0,[ 5  7  9 11],"[0.0797953688283607, 0.12253400642548447, 0.15176206722183094, 0.1721329302018489]",[0.08307842 0.11554863 0.14783575 0.17998198],$\phi$,dfa (short)
Shuffled,1.0,[ 5  7  9 11],"[0.1716033519833595, 0.20494546402676073, 0.23107392687572587, 0.23987565655383675]",[0.1742167  0.20185721 0.22532661 0.24601109],$\phi$,mean (short)
Trace,2.0,[5 7 9],"[0.09427924766584965, 0.08678506817843945, 0.08238244230870302]",[0.09412963 0.08710804 0.08220745],$\phi$,dfa (short)
Trace,2.0,[5 7 9],"[0.1040899062825198, 0.10307518580365545, 0.09951776959350646]",[0.10455994 0.10199473 0.10011989],$\phi$,mean (short)
Shuffled,2.0,[5 7 9],"[0.09067491941263461, 0.10123598261508657, 0.12148594533333469]",[0.08921672 0.10514838 0.1188774 ],$\phi$,dfa (short)
Shuffled,2.0,[5 7 9],"[0.12688519146910984, 0.1276518687426511, 0.14659461278309507]",[0.12416259 0.1342949  0.14239863],$\phi$,mean (short)
Trace,4.0,[5 7 9],"[0.1483162130565602, 0.18564657745147875, 0.2153609763871417]",[0.14877857 0.18430002 0.2162603 ],$\phi$,dfa (short)
Trace,4.0,[5 7 9],"[0.2584409036329694, 0.30771372464985003, 0.37075311429438007]",[0.25610525 0.3143174  0.36627394],$\phi$,mean (short)
Shuffled,4.0,[5 7 9],"[0.12986255666501922, 0.18143381080638635, 0.18974139948849023]",[0.13424879 0.16787149 0.19837043],$\phi$,dfa (short)
Shuffled,4.0,[5 7 9],"[0.21737342421273112, 0.26175641052531756, 0.2854029701648249]",[0.21922288 0.25662071 0.28865872],$\phi$,mean (short)
Trace,5.0,[ 5  7  9 11],"[0.08611155581642661, 0.10193314704799404, 0.11220278622521508, 0.11242517735552891]",[0.08815274 0.09930307 0.10854203 0.11653265],$\phi$,dfa (short)
Trace,5.0,[ 5  7  9 11],"[0.11618743327668139, 0.12809226502532736, 0.13929061323298836, 0.1437228491146453]",[0.1166151  0.12806863 0.13735138 0.14524433],$\phi$,mean (short)
Shuffled,5.0,[ 5  7  9 11],"[0.08117652860395909, 0.0901925552102801, 0.102446881410904, 0.10385065671717708]",[0.08139418 0.09110399 0.09910468 0.10599472],$\phi$,dfa (short)
Shuffled,5.0,[ 5  7  9 11],"[0.11906935570063559, 0.15126815482541897, 0.16747440641680902, 0.1821695898143633]",[0.12175439 0.14577411 0.16675758 0.18566123],$\phi$,mean (short)
Trace,1.0,[5 7 9],"[0.04167335373083939, 0.06521314293684839, 0.08797350442888173]",[0.04191098 0.06435164 0.08864577],$f$,dfa (short)
Trace,1.0,[5 7 9],"[0.12813753908094994, 0.17283240448000536, 0.20735374056020123]",[0.12899969 0.17014286 0.20922376],$f$,mean (short)
Shuffled,1.0,[5 7 9],"[0.06112911535136139, 0.08241708612913186, 0.09776240101666155]",[0.06165068 0.08079557 0.09888077],$f$,dfa (short)
Shuffled,1.0,[5 7 9],"[0.11050206185300401, 0.13336632436108217, 0.14652948075591918]",[0.11133493 0.13104458 0.14801   ],$f$,mean (short)
Trace,2.0,[5 7 9],"[0.06188537418197073, 0.057543992807375155, 0.05529328980388971]",[0.06174087 0.05785949 0.0551205 ],$f$,dfa (short)
Trace,2.0,[5 7 9],"[0.07920900771927113, 0.08260971999776866, 0.08028060949415254]",[0.0799828  0.08075258 0.08133236],$f$,mean (short)
Shuffled,2.0,[5 7 9],"[0.046541167082862045, 0.048415664143301264, 0.05848380916524937]",[0.04535423 0.05143119 0.05649558],$f$,dfa (short)
Shuffled,2.0,[5 7 9],"[0.0920690745965036, 0.10056704295038232, 0.1174804952048759]",[0.09074342 0.10403686 0.11522132],$f$,mean (short)
Trace,5.0,[5 7 9],"[0.037108649355296355, 0.06085333275359648, 0.08179747114444179]",[0.03755418 0.05917822 0.08311497],$f$,dfa (short)
Trace,5.0,[5 7 9],"[0.06911187325241983, 0.10040788528654464, 0.12097397827833933]",[0.07015721 0.09694366 0.12343001],$f$,mean (short)
Shuffled,5.0,[5 7 9],"[0.048369450011757034, 0.07337903816208405, 0.07585429338758447]",[0.05059903 0.06603866 0.08057176],$f$,dfa (short)
