lineage_ID,dataset,kind,variable1,variable2,lag,r
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,144,0.3726985674307061
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,152,0.30882213533482245
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,160,0.26105285669616607
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,168,0.2288042057667203
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,176,0.5830341113140531
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,184,-0.16868485442710343
0.0,Shuffled,normalized_cumsum,fold_growth,fold_growth,192,-0.08256810675676152
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,0,-0.8706371347118369
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,8,-0.6143936588505399
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,16,-0.2969350315192753
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,24,0.06958223330305315
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,32,0.06645356185559441
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,40,0.22947452807858798
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,48,0.3022455341519827
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,56,0.5130473783920108
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,64,0.5269215230403742
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,72,0.07495160697451833
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,80,0.1195116095022267
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,88,0.1426373103168464
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,96,0.2470130986192909
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,104,-0.25428429848510853
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,112,-0.3287646515093514
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,120,-0.6289923839721404
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,128,-0.5162610658495661
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,136,-0.45791726202285843
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,144,-0.16512130136605296
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,152,-0.30259158155027377
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,160,-0.042081874628579964
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,168,0.32341918724046026
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,176,0.34627257469981976
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,184,0.17551012285841644
0.0,Trace,normalized_cumsum,fold_growth,division_ratio,192,0.303367811444955
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,0,0.5355493506591027
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,8,0.57645456864814
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,16,0.5143034077482103
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,24,0.5441911746923145
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,32,0.43499724707073595
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,40,0.365572503409554
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,48,0.14324511016306604
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,56,0.03930230433175088
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,64,-0.03765660772917725
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,72,-0.3081134079276196
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,80,-0.3851253490312701
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,88,-0.5634395738100741
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,96,-0.49136519364424547
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,104,-0.07760585472108733
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,112,-0.10021100060715585
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,120,-0.07807396387097605
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,128,-0.1587493599383625
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,136,-0.045231940667698624
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,144,-0.14423528903259303
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,152,0.14022244651869517
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,160,0.10062135325226394
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,168,0.03248009332517657
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,176,-0.2278777202083326
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,184,0.2506017821495565
0.0,Artificial,normalized_cumsum,fold_growth,division_ratio,192,-0.024600981791966764
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,0,-0.6230808630671577
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,8,-0.3688980425730977
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,16,-0.36119750359455727
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,24,-0.08751122693504318
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,32,-0.08381052557955472
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,40,0.01407682687537272
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,48,0.1250575664905173
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,56,0.19228012683198462
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,64,0.10501668616722795
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,72,0.004367374929063696
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,80,0.050901335770395184
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,88,-0.04795425805199761
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,96,0.12067379294120716
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,104,0.3063198246605449
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,112,0.6265001035320897
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,120,0.6452687547182444
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,128,0.26615000438895564
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,136,-0.42630089601036797
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,144,-0.38676490093278143
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,152,-0.15329496871579973
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,160,-0.44180376675188443
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,168,-0.46148222089402213
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,176,-0.09756622550080452
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,184,-0.03326427993347482
0.0,Shuffled,normalized_cumsum,fold_growth,division_ratio,192,-0.13124664606757214
0.0,Trace,normalized_cumsum,fold_growth,added_length,0,0.3419994608626272
0.0,Trace,normalized_cumsum,fold_growth,added_length,8,0.1631079070725276
0.0,Trace,normalized_cumsum,fold_growth,added_length,16,0.004135824467254336
0.0,Trace,normalized_cumsum,fold_growth,added_length,24,-0.1709383017355668
0.0,Trace,normalized_cumsum,fold_growth,added_length,32,-0.32515682256583867
0.0,Trace,normalized_cumsum,fold_growth,added_length,40,-0.5227325647787985
0.0,Trace,normalized_cumsum,fold_growth,added_length,48,-0.4413849428217915
0.0,Trace,normalized_cumsum,fold_growth,added_length,56,-0.3278912321423305
0.0,Trace,normalized_cumsum,fold_growth,added_length,64,-0.19790728867600668
0.0,Trace,normalized_cumsum,fold_growth,added_length,72,-0.06083581368175482
0.0,Trace,normalized_cumsum,fold_growth,added_length,80,0.13664996928207992
0.0,Trace,normalized_cumsum,fold_growth,added_length,88,0.35849905178796276
0.0,Trace,normalized_cumsum,fold_growth,added_length,96,0.41693262278578475
0.0,Trace,normalized_cumsum,fold_growth,added_length,104,0.5406190554248631
0.0,Trace,normalized_cumsum,fold_growth,added_length,112,0.4980202827078474
0.0,Trace,normalized_cumsum,fold_growth,added_length,120,0.2670100111181348
0.0,Trace,normalized_cumsum,fold_growth,added_length,128,0.053992628059053
0.0,Trace,normalized_cumsum,fold_growth,added_length,136,-0.09231188920084993
0.0,Trace,normalized_cumsum,fold_growth,added_length,144,-0.4162825392583594
0.0,Trace,normalized_cumsum,fold_growth,added_length,152,-0.5129253002382727
0.0,Trace,normalized_cumsum,fold_growth,added_length,160,-0.5366288783109003
0.0,Trace,normalized_cumsum,fold_growth,added_length,168,0.19915865797197285
0.0,Trace,normalized_cumsum,fold_growth,added_length,176,-0.016127983800512467
0.0,Trace,normalized_cumsum,fold_growth,added_length,184,0.258976344152177
0.0,Trace,normalized_cumsum,fold_growth,added_length,192,-0.22742918190711908
0.0,Artificial,normalized_cumsum,fold_growth,added_length,0,0.880437601134378
0.0,Artificial,normalized_cumsum,fold_growth,added_length,8,0.7755347843705264
0.0,Artificial,normalized_cumsum,fold_growth,added_length,16,0.7461640985724275
0.0,Artificial,normalized_cumsum,fold_growth,added_length,24,0.6495479258832778
0.0,Artificial,normalized_cumsum,fold_growth,added_length,32,0.5718476941164437
0.0,Artificial,normalized_cumsum,fold_growth,added_length,40,0.503819425091444
0.0,Artificial,normalized_cumsum,fold_growth,added_length,48,0.3680039359383513
0.0,Artificial,normalized_cumsum,fold_growth,added_length,56,0.18950745951625458
0.0,Artificial,normalized_cumsum,fold_growth,added_length,64,0.07444977855090941
0.0,Artificial,normalized_cumsum,fold_growth,added_length,72,-0.20164014219766752
0.0,Artificial,normalized_cumsum,fold_growth,added_length,80,-0.17415845172475275
0.0,Artificial,normalized_cumsum,fold_growth,added_length,88,-0.38961740797993766
0.0,Artificial,normalized_cumsum,fold_growth,added_length,96,-0.24009689500564627
0.0,Artificial,normalized_cumsum,fold_growth,added_length,104,-0.23249591774991601
0.0,Artificial,normalized_cumsum,fold_growth,added_length,112,0.1963909993920516
0.0,Artificial,normalized_cumsum,fold_growth,added_length,120,0.15271100462954537
0.0,Artificial,normalized_cumsum,fold_growth,added_length,128,-0.2454293501832796
0.0,Artificial,normalized_cumsum,fold_growth,added_length,136,-0.340283911303175
0.0,Artificial,normalized_cumsum,fold_growth,added_length,144,-0.07433068396224371
0.0,Artificial,normalized_cumsum,fold_growth,added_length,152,-0.12328464219890807
0.0,Artificial,normalized_cumsum,fold_growth,added_length,160,-0.026759188307767422
0.0,Artificial,normalized_cumsum,fold_growth,added_length,168,0.026140157173022534
0.0,Artificial,normalized_cumsum,fold_growth,added_length,176,-0.014322246859868841
0.0,Artificial,normalized_cumsum,fold_growth,added_length,184,0.15195676802004707
0.0,Artificial,normalized_cumsum,fold_growth,added_length,192,0.4382258209753738
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,0,0.8808539843577147
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,8,0.6128410967346005
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,16,0.4777369454537391
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,24,0.2778288107808393
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,32,0.27323969894925737
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,40,0.19503350002295727
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,48,0.21099060248744433
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,56,0.12628657274775382
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,64,0.26763605916938926
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,72,0.250262983077768
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,80,0.1765573592970277
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,88,0.32829363797509775
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,96,0.21006026162267127
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,104,0.32608922393683654
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,112,0.4036071439328313
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,120,0.13846080715088543
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,128,-0.44624050472689447
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,136,-0.2421254905520647
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,144,0.06233063571450388
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,152,-0.015801470483254948
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,160,-0.04338789697229978
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,168,-0.09759044354393016
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,176,0.46772053383653756
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,184,-0.16293725073688656
0.0,Shuffled,normalized_cumsum,fold_growth,added_length,192,-0.18524789925943647
0.0,Trace,normalized_cumsum,fold_growth,generationtime,0,0.46670378596111073
0.0,Trace,normalized_cumsum,fold_growth,generationtime,8,0.11176918913474201
0.0,Trace,normalized_cumsum,fold_growth,generationtime,16,-0.09326997000670217
0.0,Trace,normalized_cumsum,fold_growth,generationtime,24,-0.17780913310579557
0.0,Trace,normalized_cumsum,fold_growth,generationtime,32,-0.05747692647664669
0.0,Trace,normalized_cumsum,fold_growth,generationtime,40,0.03039782189860849
0.0,Trace,normalized_cumsum,fold_growth,generationtime,48,-0.17033827043913302
0.0,Trace,normalized_cumsum,fold_growth,generationtime,56,-0.38319371286829823
0.0,Trace,normalized_cumsum,fold_growth,generationtime,64,-0.36077657685346814
0.0,Trace,normalized_cumsum,fold_growth,generationtime,72,-0.1852574621063042
0.0,Trace,normalized_cumsum,fold_growth,generationtime,80,-0.3548134033253271
0.0,Trace,normalized_cumsum,fold_growth,generationtime,88,-0.21034746521957895
0.0,Trace,normalized_cumsum,fold_growth,generationtime,96,-0.18878768605779733
0.0,Trace,normalized_cumsum,fold_growth,generationtime,104,0.25941264389519625
0.0,Trace,normalized_cumsum,fold_growth,generationtime,112,0.27275279175153583
0.0,Trace,normalized_cumsum,fold_growth,generationtime,120,0.599809335710879
0.0,Trace,normalized_cumsum,fold_growth,generationtime,128,0.3609319276180822
0.0,Trace,normalized_cumsum,fold_growth,generationtime,136,0.30283173495019866
0.0,Trace,normalized_cumsum,fold_growth,generationtime,144,0.020948109726742093
0.0,Trace,normalized_cumsum,fold_growth,generationtime,152,0.13757530005492202
0.0,Trace,normalized_cumsum,fold_growth,generationtime,160,-0.24589175012455136
0.0,Trace,normalized_cumsum,fold_growth,generationtime,168,-0.18865587264658956
0.0,Trace,normalized_cumsum,fold_growth,generationtime,176,-0.30497244627450815
0.0,Trace,normalized_cumsum,fold_growth,generationtime,184,0.3260271310420353
0.0,Trace,normalized_cumsum,fold_growth,generationtime,192,-0.22977253358282687
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,0,0.8103741135532855
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,8,0.5023161437841964
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,16,0.6306727328975605
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,24,0.5360644908895738
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,32,0.4731080882086107
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,40,0.3972392723527532
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,48,0.39715127065323613
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,56,0.21125358452979415
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,64,0.0213042884189455
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,72,-0.19877278727526934
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,80,-0.07832801706729632
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,88,-0.1372226330352427
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,96,-0.07467046805033598
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,104,-0.41967189581901676
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,112,-0.07972716457855765
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,120,-0.06508308214727324
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,128,-0.1112532071623119
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,136,0.06291474938700772
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,144,0.19374152989323487
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,152,-0.20633515705044772
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,160,0.05743523856304763
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,168,-0.2105127885655722
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,176,0.11719350849528856
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,184,-0.03256098821625937
0.0,Artificial,normalized_cumsum,fold_growth,generationtime,192,0.3747063144157677
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,0,0.9170713418253317
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,8,0.8078299649937737
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,16,0.7100394771187424
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,24,0.5446572031071176
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,32,0.4538415798191797
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,40,0.38764210065572574
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,48,0.3770171379739332
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,56,0.3511532793548283
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,64,0.3947897287948252
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,72,0.40940257452665907
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,80,0.22627055358483816
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,88,0.2538419117567706
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,96,0.20751386508414923
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,104,0.16042017228139502
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,112,-0.09670168986822396
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,120,-0.5035533246085532
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,128,-0.6484346852349252
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,136,-0.07866376713821752
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,144,0.30924447475680983
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,152,0.17841191986673735
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,160,0.24843031820858824
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,168,0.21230432992129156
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,176,0.5720443765833407
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,184,-0.1314469901367439
0.0,Shuffled,normalized_cumsum,fold_growth,generationtime,192,-0.12147932210939408
0.0,Trace,normalized_cumsum,fold_growth,length_birth,0,-0.09052953903520213
0.0,Trace,normalized_cumsum,fold_growth,length_birth,8,-0.0427659252355192
0.0,Trace,normalized_cumsum,fold_growth,length_birth,16,-0.03936714494331514
0.0,Trace,normalized_cumsum,fold_growth,length_birth,24,-0.11382558255630962
0.0,Trace,normalized_cumsum,fold_growth,length_birth,32,-0.3617879778685668
0.0,Trace,normalized_cumsum,fold_growth,length_birth,40,-0.48632445742132496
0.0,Trace,normalized_cumsum,fold_growth,length_birth,48,-0.3260378734207079
0.0,Trace,normalized_cumsum,fold_growth,length_birth,56,-0.11103724992656491
0.0,Trace,normalized_cumsum,fold_growth,length_birth,64,0.03079334778904386
0.0,Trace,normalized_cumsum,fold_growth,length_birth,72,0.008884048432587019
0.0,Trace,normalized_cumsum,fold_growth,length_birth,80,0.2508015649906958
0.0,Trace,normalized_cumsum,fold_growth,length_birth,88,0.4359214546660373
0.0,Trace,normalized_cumsum,fold_growth,length_birth,96,0.5639755546592378
0.0,Trace,normalized_cumsum,fold_growth,length_birth,104,0.4664771331943853
0.0,Trace,normalized_cumsum,fold_growth,length_birth,112,0.37609690025709
0.0,Trace,normalized_cumsum,fold_growth,length_birth,120,-0.1135276442492627
0.0,Trace,normalized_cumsum,fold_growth,length_birth,128,-0.14834365495263568
0.0,Trace,normalized_cumsum,fold_growth,length_birth,136,-0.31876259525112866
0.0,Trace,normalized_cumsum,fold_growth,length_birth,144,-0.472207411438582
0.0,Trace,normalized_cumsum,fold_growth,length_birth,152,-0.5673474676340077
0.0,Trace,normalized_cumsum,fold_growth,length_birth,160,-0.40060158814672964
0.0,Trace,normalized_cumsum,fold_growth,length_birth,168,0.3046109410063944
0.0,Trace,normalized_cumsum,fold_growth,length_birth,176,0.22084317904062756
0.0,Trace,normalized_cumsum,fold_growth,length_birth,184,0.2376376555433542
0.0,Trace,normalized_cumsum,fold_growth,length_birth,192,-0.07745400097375577
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,0,-0.7109328530808137
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,8,-0.6087402413005438
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,16,-0.5361134030411955
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,24,-0.28838845946543934
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,32,-0.12219332952074846
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,40,0.06217899345881622
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,48,0.29171556182118125
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,56,0.5520419885177338
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,64,0.4725525430627421
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,72,0.4397332089748031
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,80,0.24899201511531296
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,88,0.0733427147939314
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,96,0.09363973714581506
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,104,0.3107790667620748
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,112,0.17489780991329903
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,120,0.08919414183811256
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,128,0.004283041072860556
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,136,-0.0679625213915851
0.0,Artificial,normalized_cumsum,fold_growth,length_birth,144,-0.028434319228159068
