param1,param2,n,generation,gamma_ta,label
fold_growth,fold_growth,20,0,1.0000000000000002,Trace
fold_growth,division_ratio,20,0,-0.6925340102105015,Trace
fold_growth,added_length,20,0,0.7503719221368805,Trace
fold_growth,generationtime,20,0,0.8554252423633929,Trace
fold_growth,length_birth,20,0,-0.691187837514457,Trace
fold_growth,length_final,20,0,0.12199894360506874,Trace
fold_growth,growth_rate,20,0,-0.046282365059388965,Trace
fold_growth,size_fraction,20,0,0.9050940066916431,Trace
division_ratio,division_ratio,20,0,0.9999999999999999,Trace
division_ratio,added_length,20,0,-0.37963586328533594,Trace
division_ratio,generationtime,20,0,-0.7698645254427017,Trace
division_ratio,length_birth,20,0,0.632307261954187,Trace
division_ratio,length_final,20,0,0.12761524325162954,Trace
division_ratio,growth_rate,20,0,0.3658479625058861,Trace
division_ratio,size_fraction,20,0,-0.6505660289174865,Trace
added_length,added_length,20,0,0.9999999999999999,Trace
added_length,generationtime,20,0,0.6796472180140849,Trace
added_length,length_birth,20,0,-0.05433217549261219,Trace
added_length,length_final,20,0,0.7432958847985508,Trace
added_length,growth_rate,20,0,-0.053938888312905345,Trace
added_length,size_fraction,20,0,0.800211908750508,Trace
generationtime,generationtime,20,0,1.0,Trace
generationtime,length_birth,20,0,-0.5515914217963543,Trace
generationtime,length_final,20,0,0.16037813528990988,Trace
generationtime,growth_rate,20,0,-0.5468311246780844,Trace
generationtime,size_fraction,20,0,0.865585731066997,Trace
length_birth,length_birth,20,0,1.0,Trace
length_birth,length_final,20,0,0.6275898035007368,Trace
length_birth,growth_rate,20,0,0.01949590074192366,Trace
length_birth,size_fraction,20,0,-0.46562105689934774,Trace
length_final,length_final,20,0,1.0000000000000002,Trace
length_final,growth_rate,20,0,-0.028994602617190578,Trace
length_final,size_fraction,20,0,0.31197797508355873,Trace
growth_rate,growth_rate,20,0,1.0,Trace
growth_rate,size_fraction,20,0,-0.1709822288136405,Trace
size_fraction,size_fraction,20,0,0.9999999999999998,Trace
fold_growth,fold_growth,20,1,0.45800503751196175,Trace
fold_growth,division_ratio,20,1,-0.4417845625546521,Trace
fold_growth,added_length,20,1,0.21086505075451298,Trace
fold_growth,generationtime,20,1,0.36711495998701427,Trace
fold_growth,length_birth,20,1,-0.47114317407505935,Trace
fold_growth,length_final,20,1,-0.16397448752426866,Trace
fold_growth,growth_rate,20,1,0.04682522399763006,Trace
fold_growth,size_fraction,20,1,0.34277380690037024,Trace
division_ratio,division_ratio,20,1,0.6564468024558952,Trace
division_ratio,added_length,20,1,-0.10382512374121368,Trace
division_ratio,generationtime,20,1,-0.3973677692811564,Trace
division_ratio,length_birth,20,1,0.5573067190354097,Trace
division_ratio,length_final,20,1,0.3059879157833209,Trace
division_ratio,growth_rate,20,1,0.04769477670565201,Trace
division_ratio,size_fraction,20,1,-0.3194602987979984,Trace
added_length,added_length,20,1,0.4194337152355304,Trace
added_length,generationtime,20,1,0.19651979608181855,Trace
added_length,length_birth,20,1,0.12099600067976873,Trace
added_length,length_final,20,1,0.4064829025234853,Trace
added_length,growth_rate,20,1,0.0029216204226435697,Trace
added_length,size_fraction,20,1,0.21576222462728717,Trace
generationtime,generationtime,20,1,0.48996655518394655,Trace
generationtime,length_birth,20,1,-0.34202813052073866,Trace
generationtime,length_final,20,1,-0.0856144867772532,Trace
generationtime,growth_rate,20,1,-0.33225094257412363,Trace
generationtime,size_fraction,20,1,0.31487406863346273,Trace
length_birth,length_birth,20,1,0.8688259975115837,Trace
length_birth,length_final,20,1,0.6946532921296827,Trace
length_birth,growth_rate,20,1,-0.08176178348300231,Trace
length_birth,size_fraction,20,1,-0.29452599364555426,Trace
length_final,length_final,20,1,0.7937092937543585,Trace
length_final,growth_rate,20,1,-0.05436261404714509,Trace
length_final,size_fraction,20,1,-0.03791991565742345,Trace
growth_rate,growth_rate,20,1,0.7274968059506184,Trace
growth_rate,size_fraction,20,1,-0.03077593346400215,Trace
size_fraction,size_fraction,20,1,0.30804704547122747,Trace
fold_growth,fold_growth,20,2,0.3927080810907093,Trace
fold_growth,division_ratio,20,2,-0.28064567807164975,Trace
fold_growth,added_length,20,2,0.240948592833469,Trace
fold_growth,generationtime,20,2,0.3070698105208573,Trace
fold_growth,length_birth,20,2,-0.3291780626374862,Trace
fold_growth,length_final,20,2,0.008889714937106729,Trace
fold_growth,growth_rate,20,2,0.009797679000964277,Trace
fold_growth,size_fraction,20,2,0.32786807517641436,Trace
division_ratio,division_ratio,20,2,0.33573308042457045,Trace
division_ratio,added_length,20,2,-0.06212338487672558,Trace
division_ratio,generationtime,20,2,-0.22531251774801447,Trace
division_ratio,length_birth,20,2,0.37404283910962216,Trace
division_ratio,length_final,20,2,0.15827118596989592,Trace
division_ratio,growth_rate,20,2,0.019946106684152358,Trace
division_ratio,size_fraction,20,2,-0.19162785092386111,Trace
added_length,added_length,20,2,0.4124448701456745,Trace
added_length,generationtime,20,2,0.19332111654837192,Trace
added_length,length_birth,20,2,0.14364741555348043,Trace
added_length,length_final,20,2,0.4078470407851766,Trace
added_length,growth_rate,20,2,0.03918305754092548,Trace
added_length,size_fraction,20,2,0.2808333629394085,Trace
generationtime,generationtime,20,2,0.356489945155393,Trace
generationtime,length_birth,20,2,-0.2566637288756407,Trace
generationtime,length_final,20,2,0.011267395545158685,Trace
generationtime,growth_rate,20,2,-0.2350752340039098,Trace
generationtime,size_fraction,20,2,0.28959373590189125,Trace
length_birth,length_birth,20,2,0.7526290345145438,Trace
length_birth,length_final,20,2,0.5321661558273789,Trace
length_birth,growth_rate,20,2,0.05853330854347443,Trace
length_birth,size_fraction,20,2,-0.16733263698432224,Trace
length_final,length_final,20,2,0.6199157106357657,Trace
length_final,growth_rate,20,2,0.06366962186974477,Trace
length_final,size_fraction,20,2,0.13048186175144488,Trace
growth_rate,growth_rate,20,2,0.5488159492809846,Trace
growth_rate,size_fraction,20,2,-0.047835864539881374,Trace
size_fraction,size_fraction,20,2,0.3294009431603787,Trace
fold_growth,fold_growth,20,3,0.19780863593025066,Trace
fold_growth,division_ratio,20,3,-0.20236174957691658,Trace
fold_growth,added_length,20,3,0.09032759042092899,Trace
fold_growth,generationtime,20,3,0.14489873874272424,Trace
fold_growth,length_birth,20,3,-0.2063745030236014,Trace
fold_growth,length_final,20,3,-0.05144067378698758,Trace
fold_growth,growth_rate,20,3,0.03420085102249648,Trace
fold_growth,size_fraction,20,3,0.1337261653675401,Trace
